case_number,year,gross_site_area_acres,council_district,is_protested,delta_max_height_ft,delta_max_far,delta_max_bldg_cov_pct,delta_min_lot_sqft,signers,signer_pct,staff_friction_index,nlp_svd_0,nlp_svd_1,nlp_svd_2,nlp_svd_3,nlp_svd_4,nlp_svd_5,nlp_svd_6,nlp_svd_7,nlp_svd_8,nlp_svd_9,nlp_svd_10,nlp_svd_11,nlp_svd_12,nlp_svd_13,nlp_svd_14,nlp_svd_15,nlp_svd_16,nlp_svd_17,nlp_svd_18,nlp_svd_19
C14-2015-0025,2015.0,0.0,7.0,1,5.0,0.35,15.0,2250.0,5.0,27.8,0.0,0.3019090350926661,-0.0413417240962767,0.1245509840699667,0.0548462906217814,-0.1991992593360963,0.0724408896236768,0.0114955025619501,0.1429841254812835,0.063198600796956,-0.0262222986550286,-0.0168829547740392,-0.0878363612144263,-0.019545364146858,-0.0201177362878152,0.0478486376454704,0.0013028630261627,-0.0288331499699548,0.0224555971540932,-0.0014097199515889,-0.0380834284153042
C14-2015-0025,2015.0,0.0,7.0,1,5.0,0.35,15.0,2250.0,5.0,27.8,0.0,0.3019090350926661,-0.0413417240962767,0.1245509840699667,0.0548462906217814,-0.1991992593360963,0.0724408896236768,0.0114955025619501,0.1429841254812835,0.063198600796956,-0.0262222986550286,-0.0168829547740392,-0.0878363612144263,-0.019545364146858,-0.0201177362878152,0.0478486376454704,0.0013028630261627,-0.0288331499699548,0.0224555971540932,-0.0014097199515889,-0.0380834284153042
C14-2015-0043,2015.0,0.0,3.0,1,0.0,1.0,20.0,0.0,2.0,18.2,0.0,0.5723865919268858,0.0968237308410302,-0.3752068864223409,0.0595055469229122,-0.0457814891988478,0.0760313223814014,-0.0787698363860132,-0.0060621909382778,-0.0690160441961513,-0.2114130568996388,-0.1017413848914236,0.1793178702989106,-0.0336210145279303,0.0909370416013408,-0.1019156011064127,0.0718317245423644,-0.1332312783189724,-0.0680032120430912,-0.0171035334550234,-0.0320369047670183
C14-2015-0043,2015.0,0.0,3.0,1,0.0,1.0,20.0,0.0,2.0,18.2,0.0,0.5723865919268858,0.0968237308410302,-0.3752068864223409,0.0595055469229122,-0.0457814891988478,0.0760313223814014,-0.0787698363860132,-0.0060621909382778,-0.0690160441961513,-0.2114130568996388,-0.1017413848914236,0.1793178702989106,-0.0336210145279303,0.0909370416013408,-0.1019156011064127,0.0718317245423644,-0.1332312783189724,-0.0680032120430912,-0.0171035334550234,-0.0320369047670183
C14-2015-0043,2015.0,0.0,3.0,1,0.0,1.0,20.0,0.0,2.0,18.2,0.0,0.5723865919268858,0.0968237308410302,-0.3752068864223409,0.0595055469229122,-0.0457814891988478,0.0760313223814014,-0.0787698363860132,-0.0060621909382778,-0.0690160441961513,-0.2114130568996388,-0.1017413848914236,0.1793178702989106,-0.0336210145279303,0.0909370416013408,-0.1019156011064127,0.0718317245423644,-0.1332312783189724,-0.0680032120430912,-0.0171035334550234,-0.0320369047670183
C14-2015-0043,2015.0,0.0,3.0,1,0.0,1.0,20.0,0.0,2.0,18.2,0.0,0.5723865919268858,0.0968237308410302,-0.3752068864223409,0.0595055469229122,-0.0457814891988478,0.0760313223814014,-0.0787698363860132,-0.0060621909382778,-0.0690160441961513,-0.2114130568996388,-0.1017413848914236,0.1793178702989106,-0.0336210145279303,0.0909370416013408,-0.1019156011064127,0.0718317245423644,-0.1332312783189724,-0.0680032120430912,-0.0171035334550234,-0.0320369047670183
C14-2015-0047,2015.0,3.561,5.0,1,0.0,0.0,0.0,0.0,8.0,30.8,0.0,0.4435920592457288,0.0406684380597499,-0.2086690828214856,-0.1691164226085148,0.0436462389350268,0.1441138182075355,-0.1405362614595598,-0.0092319917007771,-0.0790791973568238,-0.1094871197827953,-0.0225469417268916,0.0570692414133284,-0.0227723259595911,0.0328848147781859,-0.0261708488888356,0.081083654131739,-0.1837646000907359,-0.0461039338887138,0.0023341865842652,0.1416760997411761
C14-2015-0047,2015.0,3.561,5.0,1,0.0,0.0,0.0,0.0,8.0,30.8,0.0,0.4435920592457288,0.0406684380597499,-0.2086690828214856,-0.1691164226085148,0.0436462389350268,0.1441138182075355,-0.1405362614595598,-0.0092319917007771,-0.0790791973568238,-0.1094871197827953,-0.0225469417268916,0.0570692414133284,-0.0227723259595911,0.0328848147781859,-0.0261708488888356,0.081083654131739,-0.1837646000907359,-0.0461039338887138,0.0023341865842652,0.1416760997411761
C14-2015-0047,2015.0,3.561,5.0,1,0.0,0.0,0.0,0.0,8.0,30.8,0.0,0.4435920592457288,0.0406684380597499,-0.2086690828214856,-0.1691164226085148,0.0436462389350268,0.1441138182075355,-0.1405362614595598,-0.0092319917007771,-0.0790791973568238,-0.1094871197827953,-0.0225469417268916,0.0570692414133284,-0.0227723259595911,0.0328848147781859,-0.0261708488888356,0.081083654131739,-0.1837646000907359,-0.0461039338887138,0.0023341865842652,0.1416760997411761
C14-2015-0047,2015.0,3.561,5.0,1,0.0,0.0,0.0,0.0,8.0,30.8,0.0,0.4435920592457288,0.0406684380597499,-0.2086690828214856,-0.1691164226085148,0.0436462389350268,0.1441138182075355,-0.1405362614595598,-0.0092319917007771,-0.0790791973568238,-0.1094871197827953,-0.0225469417268916,0.0570692414133284,-0.0227723259595911,0.0328848147781859,-0.0261708488888356,0.081083654131739,-0.1837646000907359,-0.0461039338887138,0.0023341865842652,0.1416760997411761
C14-2015-0050,2015.0,0.0,4.0,0,5.0,0.0999999999999999,10.0,0.0,0.0,0.0,0.0,0.4921430794157566,0.0268211132802654,0.0031957365236221,0.1082270961201747,-0.1673809553950188,0.0036005512824418,0.0336174330901615,0.0938912246990864,0.19831009865538,-0.089444105013578,-0.0184866120378561,-0.0726491906796552,-0.0275144630952138,-0.0215128550539466,-0.0962923326477299,0.0040285852403788,-0.0882918354833552,-0.0987713250575017,-0.0564219654299811,0.0311172436183718
C14-2015-0050,2015.0,0.0,4.0,0,5.0,0.0999999999999999,10.0,0.0,0.0,0.0,0.0,0.4921430794157566,0.0268211132802654,0.0031957365236221,0.1082270961201747,-0.1673809553950188,0.0036005512824418,0.0336174330901615,0.0938912246990864,0.19831009865538,-0.089444105013578,-0.0184866120378561,-0.0726491906796552,-0.0275144630952138,-0.0215128550539466,-0.0962923326477299,0.0040285852403788,-0.0882918354833552,-0.0987713250575017,-0.0564219654299811,0.0311172436183718
C14-2015-0086,2015.0,10.369,1.0,1,20.0,0.5,25.0,0.0,9.0,33.3,0.0,0.6190367003899931,-0.139333520725131,-0.0651741459291321,0.2191078383862902,-0.0928390852431086,-0.199245226931799,-0.0602378309407575,-0.0356838198442604,0.2441708873981198,0.1315504949940327,0.0352477189487824,-0.0150551609365587,0.0811585274450092,0.029638388912334,0.0273496814538415,-0.0229619560564694,-0.0562304756919766,-0.0373529119113556,0.004423112683786,-0.0310247779840008
C14-2015-0086,2015.0,10.369,1.0,1,20.0,0.5,25.0,0.0,9.0,33.3,0.0,0.6190367003899931,-0.139333520725131,-0.0651741459291321,0.2191078383862902,-0.0928390852431086,-0.199245226931799,-0.0602378309407575,-0.0356838198442604,0.2441708873981198,0.1315504949940327,0.0352477189487824,-0.0150551609365587,0.0811585274450092,0.029638388912334,0.0273496814538415,-0.0229619560564694,-0.0562304756919766,-0.0373529119113556,0.004423112683786,-0.0310247779840008
C14-2015-0086,2015.0,10.369,1.0,1,20.0,0.5,25.0,0.0,9.0,33.3,0.0,0.6190367003899931,-0.139333520725131,-0.0651741459291321,0.2191078383862902,-0.0928390852431086,-0.199245226931799,-0.0602378309407575,-0.0356838198442604,0.2441708873981198,0.1315504949940327,0.0352477189487824,-0.0150551609365587,0.0811585274450092,0.029638388912334,0.0273496814538415,-0.0229619560564694,-0.0562304756919766,-0.0373529119113556,0.004423112683786,-0.0310247779840008
C14-2015-0086,2015.0,10.369,1.0,1,20.0,0.5,25.0,0.0,9.0,33.3,0.0,0.6190367003899931,-0.139333520725131,-0.0651741459291321,0.2191078383862902,-0.0928390852431086,-0.199245226931799,-0.0602378309407575,-0.0356838198442604,0.2441708873981198,0.1315504949940327,0.0352477189487824,-0.0150551609365587,0.0811585274450092,0.029638388912334,0.0273496814538415,-0.0229619560564694,-0.0562304756919766,-0.0373529119113556,0.004423112683786,-0.0310247779840008
C14-2015-0086,2015.0,10.369,1.0,1,20.0,0.5,25.0,0.0,9.0,33.3,0.0,0.6190367003899931,-0.139333520725131,-0.0651741459291321,0.2191078383862902,-0.0928390852431086,-0.199245226931799,-0.0602378309407575,-0.0356838198442604,0.2441708873981198,0.1315504949940327,0.0352477189487824,-0.0150551609365587,0.0811585274450092,0.029638388912334,0.0273496814538415,-0.0229619560564694,-0.0562304756919766,-0.0373529119113556,0.004423112683786,-0.0310247779840008
C14-2015-0086,2015.0,10.369,1.0,1,20.0,0.5,25.0,0.0,9.0,33.3,0.0,0.6190367003899931,-0.139333520725131,-0.0651741459291321,0.2191078383862902,-0.0928390852431086,-0.199245226931799,-0.0602378309407575,-0.0356838198442604,0.2441708873981198,0.1315504949940327,0.0352477189487824,-0.0150551609365587,0.0811585274450092,0.029638388912334,0.0273496814538415,-0.0229619560564694,-0.0562304756919766,-0.0373529119113556,0.004423112683786,-0.0310247779840008
C14-2015-0093,2015.0,0.16,9.0,1,60.0,4.0,40.0,-5750.0,2.0,11.1,0.0,0.2492189195032985,0.0094798754642382,0.0307275716849996,-0.070832231278215,-0.0665249384401275,0.1442326152791191,0.1444130750409733,0.1339906106882373,0.0230940204791686,-0.1120614996204943,0.0719612690821512,-0.0475628940812618,0.0506246651679672,0.0164165597704841,0.0129058109273796,-0.0645834137845298,-0.0394294696044262,-0.1569107832282345,0.1315147244536857,-0.1341747314896645
C14-2015-0093,2015.0,0.16,9.0,1,60.0,4.0,40.0,-5750.0,2.0,11.1,0.0,0.2492189195032985,0.0094798754642382,0.0307275716849996,-0.070832231278215,-0.0665249384401275,0.1442326152791191,0.1444130750409733,0.1339906106882373,0.0230940204791686,-0.1120614996204943,0.0719612690821512,-0.0475628940812618,0.0506246651679672,0.0164165597704841,0.0129058109273796,-0.0645834137845298,-0.0394294696044262,-0.1569107832282345,0.1315147244536857,-0.1341747314896645
C14-2015-0093,2015.0,0.16,9.0,1,60.0,4.0,40.0,-5750.0,2.0,11.1,0.0,0.2492189195032985,0.0094798754642382,0.0307275716849996,-0.070832231278215,-0.0665249384401275,0.1442326152791191,0.1444130750409733,0.1339906106882373,0.0230940204791686,-0.1120614996204943,0.0719612690821512,-0.0475628940812618,0.0506246651679672,0.0164165597704841,0.0129058109273796,-0.0645834137845298,-0.0394294696044262,-0.1569107832282345,0.1315147244536857,-0.1341747314896645
C14-2015-0094,2015.0,0.124,9.0,1,60.0,4.0,40.0,-5750.0,2.0,11.1,1.0,0.2427943023890704,0.0176271532758189,0.02537207641629,-0.067247379118944,-0.0564242044918529,0.1413848962294356,0.1381795189763695,0.1332435561507298,0.0139382508446757,-0.0849466816589429,0.083348483864665,-0.048786090587151,0.0495096179749299,0.0178628376930672,-0.0007646568871799,-0.0629772638365045,-0.0337626762389543,-0.1678653499600712,0.1239235446121141,-0.1373387423697454
C14-2015-0094,2015.0,0.124,9.0,1,60.0,4.0,40.0,-5750.0,2.0,11.1,1.0,0.2427943023890704,0.0176271532758189,0.02537207641629,-0.067247379118944,-0.0564242044918529,0.1413848962294356,0.1381795189763695,0.1332435561507298,0.0139382508446757,-0.0849466816589429,0.083348483864665,-0.048786090587151,0.0495096179749299,0.0178628376930672,-0.0007646568871799,-0.0629772638365045,-0.0337626762389543,-0.1678653499600712,0.1239235446121141,-0.1373387423697454
C14-2015-0094,2015.0,0.124,9.0,1,60.0,4.0,40.0,-5750.0,2.0,11.1,1.0,0.2427943023890704,0.0176271532758189,0.02537207641629,-0.067247379118944,-0.0564242044918529,0.1413848962294356,0.1381795189763695,0.1332435561507298,0.0139382508446757,-0.0849466816589429,0.083348483864665,-0.048786090587151,0.0495096179749299,0.0178628376930672,-0.0007646568871799,-0.0629772638365045,-0.0337626762389543,-0.1678653499600712,0.1239235446121141,-0.1373387423697454
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0104,2015.0,23.091,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249393499816966,-0.0769914801052956,-0.3392024399699905,0.2432922876742038,-0.1244181688031677,0.0244182197560025,-0.2162742921633768,0.0443266092597854,-0.0266017958476501,-0.1032623916458418,0.0263260603253303,-0.0837493666842407,-0.1219752896798263,0.0531904254556623,-0.0888157451154629,-0.0170037367891455,0.1988061120895927,0.0250177677127532,0.0007546237311303,0.1083519929347854
C14-2015-0105,2015.0,0.0,5.0,1,0.0,0.0,0.0,0.0,1.0,8.3,0.0,0.4933464831404005,-0.126189505425033,-0.0594752110693102,-0.1437993580545376,0.0740188712404257,-0.0859928851248261,0.046545473714432,-0.0423270060351813,0.0125393792579401,0.119391955360204,0.0045765635369485,-0.1341934030517341,0.0239769480041211,0.1098167850856464,0.0696853436912912,-0.0466908334997675,-0.1480933715948575,-0.1391878462749319,-0.0312420534954014,0.2152530017500429
C14-2015-0105,2015.0,0.0,5.0,1,0.0,0.0,0.0,0.0,1.0,8.3,0.0,0.4933464831404005,-0.126189505425033,-0.0594752110693102,-0.1437993580545376,0.0740188712404257,-0.0859928851248261,0.046545473714432,-0.0423270060351813,0.0125393792579401,0.119391955360204,0.0045765635369485,-0.1341934030517341,0.0239769480041211,0.1098167850856464,0.0696853436912912,-0.0466908334997675,-0.1480933715948575,-0.1391878462749319,-0.0312420534954014,0.2152530017500429
C14-2015-0106,2015.0,0.0,5.0,1,0.0,0.0,0.0,0.0,1.0,11.1,0.0,0.4941201372110416,-0.1268312862288412,-0.0594774643205807,-0.143625482064178,0.0734449506725281,-0.0866974851800578,0.0465790717455539,-0.042286410941414,0.0123972054264123,0.1192775848725805,0.0049713970891183,-0.1314805102740638,0.0232730149244016,0.11077198491857,0.0702861220151922,-0.0469950986874468,-0.1488581759570584,-0.141095933577215,-0.0339360081567406,0.2156652962431727
C14-2015-0106,2015.0,0.0,5.0,1,0.0,0.0,0.0,0.0,1.0,11.1,0.0,0.4941201372110416,-0.1268312862288412,-0.0594774643205807,-0.143625482064178,0.0734449506725281,-0.0866974851800578,0.0465790717455539,-0.042286410941414,0.0123972054264123,0.1192775848725805,0.0049713970891183,-0.1314805102740638,0.0232730149244016,0.11077198491857,0.0702861220151922,-0.0469950986874468,-0.1488581759570584,-0.141095933577215,-0.0339360081567406,0.2156652962431727
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14-2015-0160,2015.0,45.35,10.0,1,0.0,0.0,0.0,0.0,7.0,43.8,0.0,0.2672416864476594,-0.0537626291153773,0.080180656712637,-0.108008841454688,-0.2084130376681252,0.2484354899322164,0.0762650598420842,0.2873897991810182,0.0596352539926492,-0.014943391826035,-0.0274809057108715,-0.1415745351146109,0.0208787776811331,-0.0401421533385568,0.0053137510025994,-0.0450559243826508,0.1045081780670596,-0.0297603535369071,0.0546052116344894,0.0646482494006101
C14H-2015-0006,2015.0,0.0,5.0,1,0.0,0.0,0.0,0.0,1.0,100.0,0.5,0.3440006170259682,-0.1230654698098292,0.3770764545231871,0.3306305040337348,0.4880151927947675,0.3325783211513471,0.0274502812523546,-0.0286603980848282,-0.0035387966843935,-0.0160878571415755,-0.1411982841759198,-0.0530931104979041,0.0368125934347203,-0.0007190330940822,0.0100177155588265,-0.0150134026191135,-0.0209346329845004,0.0354792611061827,-0.0261069007746087,0.0261527843201549
C14-2015-0074,2015.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14-2016-0023.SH,2016.0,0.0,7.0,0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.4396896214718914,-0.1189798720543736,0.1734427379327527,-0.0835390273082013,-0.079489023270908,0.0060157858660495,-0.082791475621342,0.3133148727039145,-0.2432575674267711,0.2356895162252389,-0.0162658820633221,0.0185873378513813,0.0712294106909517,-0.0209460940451711,0.0530836118957797,0.0237041031500905,0.0543620006010276,-0.0656694146491506,0.0010648383946834,0.0362124694368265
C14-2016-0025,2016.0,0.0,1.0,1,0.0,0.0,0.0,0.0,43.0,50.6,1.0,0.4577443265829263,-0.1114930564636664,0.1511685974892247,0.2364876236936176,-0.1696619239095996,-0.1478002231320572,-0.0834330720348592,-0.0749176198810426,0.1012728143708426,-0.1020870727290981,0.0688527463805598,0.0449053826789016,0.1806712471552209,0.1273447281484342,0.1830503067778176,0.058705357610168,0.0149692262293812,0.0251769994319309,-0.0461609893012595,-0.0461880195246632
C14-2016-0025,2016.0,0.0,1.0,1,0.0,0.0,0.0,0.0,43.0,50.6,1.0,0.4577443265829263,-0.1114930564636664,0.1511685974892247,0.2364876236936176,-0.1696619239095996,-0.1478002231320572,-0.0834330720348592,-0.0749176198810426,0.1012728143708426,-0.1020870727290981,0.0688527463805598,0.0449053826789016,0.1806712471552209,0.1273447281484342,0.1830503067778176,0.058705357610168,0.0149692262293812,0.0251769994319309,-0.0461609893012595,-0.0461880195246632
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0039,2016.0,0.0,5.0,0,0.0,-1.0,-35.0,2250.0,0.0,0.0,0.0,0.3441060370367406,-0.0879863222733805,0.0602697731152743,-0.1200061645564526,-0.1834032470205404,0.2306125476581408,-0.1174419122953643,0.3044383322752861,-0.1234383106611759,0.0920931597194692,-0.0152900190712841,0.0013004246740558,0.0190341481622958,-0.0847464607041292,0.0563028595111765,-0.0302753626108133,0.0085625532663582,0.0387064545238743,-0.0366189811090648,0.1025552110780318
C14-2016-0063.SH,2016.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5016828496424338,-0.106808234430245,0.1923166065347795,0.1992752213038942,-0.1817917044759854,-0.1290297460493843,-0.0905190534812537,-0.1223052827194833,0.100409395100227,-0.1307566639166721,0.0099286324802133,0.0898874231682166,0.1897361923443689,0.0609353804910112,0.1784383951954959,0.0346211633583484,-0.0289714482750226,0.010100470971314,-0.0286381971640174,0.081292815411782
