n_total,n_positive,n_negative,base_rate,pr_auc,roc_auc,brier_score,f1,precision,recall,tp,fp,fn,tn,precision@0.1%,lift@0.1%,recall@0.1%,precision@0.5%,lift@0.5%,recall@0.5%,precision@1.0%,lift@1.0%,recall@1.0%,precision@5.0%,lift@5.0%,recall@5.0%,ece,eval_year,train_years
265813,183,265630,0.000688453913089277,0.08440117738459901,0.829877264669682,0.003982734751738054,0.1877309682187731,0.10854700854700855,0.6939890710382514,127,1043,56,264587,0.06037735849056604,87.69992782761109,0.08743169398907104,0.09857035364936043,143.17640117266362,0.7158469945355191,0.04928517682468021,71.58820058633181,0.7158469945355191,0.009932279909706547,14.426935079993587,0.7213114754098361,0.004039605253319338,2020,2019-2019
269012,315,268697,0.0011709514817182876,0.04649987509933197,0.52824100977374,0.01669176470351938,0.07383023747942628,0.039867953275774505,0.4984126984126984,157,3781,158,264916,0.08921933085501858,76.19387502212781,0.0761904761904762,0.09293680297397769,79.36861981471647,0.3968253968253968,0.058364312267657995,49.843493243641944,0.4984126984126984,0.011672862453531599,9.96869864872839,0.4984126984126984,0.04291174264293419,2021,2019-2020
271462,250,271212,0.0009209392106445838,0.007427851741380592,0.9433630370337596,0.07369627299208001,0.023587652882935354,0.01193868527070846,0.972,243,20111,7,251101,0.007380073800738007,8.013638376383764,0.008,0.0029476787030213707,3.2007310243183493,0.016,0.002579218865143699,2.8006396462785554,0.028,0.003315405584616518,3.6000265232446766,0.18,0.05487564177272749,2022,2019-2021
271524,113,271411,0.00041616947304842295,0.03737587595770334,0.994615715714172,0.011244192936588784,0.07451368282228817,0.0386986301369863,1.0,113,2807,0,268604,0.03690036900369004,88.66668843679588,0.08849557522123894,0.022844509948415623,54.89232494896994,0.2743362831858407,0.04162062615101289,100.00883977900553,1.0,0.008323512080141426,20.000294637595758,1.0,0.026669841415695388,2023,2019-2022
270707,400,270307,0.0014776123262420255,0.14421310693603356,0.973348243848661,0.009889718896707395,0.2452948557089084,0.1402439024390244,0.9775,391,2397,9,267910,0.17407407407407408,117.80767592592593,0.1175,0.13968957871396895,94.53736696230598,0.4725,0.1444403398596232,97.75252770594756,0.9775,0.02888806797192464,19.55050554118951,0.9775,0.023835520938923445,2024,2019-2023
