Test_Year,Horizon,Model,Model_Family,ROC_AUC,PR_AUC,Naive_PR_AUC,Train_Samples,Test_Samples
2018,14_Days,CatBoost,Tree,0.6356747552149851,0.007398770366575755,0.0005393237349341087,170584,3921
2018,14_Days,RandomForest,Tree,0.9245423584504044,0.013460281961302879,0.0005393237349341087,170584,3921
2018,14_Days,LogisticL2,Linear,0.7212856534695615,0.004365387695041568,0.0005393237349341087,170584,3921
2018,14_Days,LogisticL1,Linear,0.7198808003405704,0.0032812775771861773,0.0005393237349341087,170584,3921
2018,14_Days,Linear,Linear,0.7212005108556834,0.00436728896204193,0.0005393237349341087,170584,3921
2018,14_Days,MLP,Deep,0.38586632609621113,0.0022228043843251204,0.0005393237349341087,170584,3921
2018,14_Days,LSTM,Deep,0.8718603661132397,0.006687156185738334,0.0005393237349341087,170584,3921
2018,3_Months,CatBoost,Tree,0.7970376221980843,0.15676672866927824,0.00263799652956901,170584,3921
2018,3_Months,RandomForest,Tree,0.8973684210526316,0.05673355184586494,0.00263799652956901,170584,3921
2018,3_Months,LogisticL2,Linear,0.7890095783548928,0.023060022275060512,0.00263799652956901,170584,3921
2018,3_Months,LogisticL1,Linear,0.7103485731213588,0.014076473247455916,0.00263799652956901,170584,3921
2018,3_Months,Linear,Linear,0.7898192949540831,0.02307178062573354,0.00263799652956901,170584,3921
2018,3_Months,MLP,Deep,0.660136269378888,0.012876169748701035,0.00263799652956901,170584,3921
2018,3_Months,LSTM,Deep,0.7309272242519996,0.07658640987758658,0.00263799652956901,170584,3921
2018,6_Months,CatBoost,Tree,0.6963946869070209,0.08699838795717528,0.004789429254795291,170584,3921
2018,6_Months,RandomForest,Tree,0.8365613688988456,0.17772251222266747,0.004789429254795291,170584,3921
2018,6_Months,LogisticL2,Linear,0.7482550217756564,0.0331851278554829,0.004789429254795291,170584,3921
2018,6_Months,LogisticL1,Linear,0.7660349915154352,0.03486471599502794,0.004789429254795291,170584,3921
2018,6_Months,Linear,Linear,0.7483553319011277,0.033255775396972276,0.004789429254795291,170584,3921
2018,6_Months,MLP,Deep,0.7558158974830518,0.03156591614531443,0.004789429254795291,170584,3921
2018,6_Months,LSTM,Deep,0.7145090237317038,0.032994018727634945,0.004789429254795291,170584,3921
2018,1_Year,CatBoost,Tree,0.7454558968606835,0.09353416258697102,0.005961872156825963,170584,3921
2018,1_Year,RandomForest,Tree,0.8383870292038866,0.07190851431249157,0.005961872156825963,170584,3921
2018,1_Year,LogisticL2,Linear,0.762426179439707,0.04172686329923479,0.005961872156825963,170584,3921
2018,1_Year,LogisticL1,Linear,0.7787781937105558,0.04383499242131595,0.005961872156825963,170584,3921
2018,1_Year,Linear,Linear,0.7628552508885496,0.04175349153658538,0.005961872156825963,170584,3921
2018,1_Year,MLP,Deep,0.7214887090017164,0.03323515854717334,0.005961872156825963,170584,3921
2018,1_Year,LSTM,Deep,0.7298809411192346,0.036303803925843044,0.005961872156825963,170584,3921
2018,2_Years,CatBoost,Tree,0.7414793842993634,0.09091242266683092,0.006020494301927496,170584,3921
2018,2_Years,RandomForest,Tree,0.8536376474721947,0.15668690237918287,0.006020494301927496,170584,3921
2018,2_Years,LogisticL2,Linear,0.7636931226941632,0.04206259350576349,0.006020494301927496,170584,3921
2018,2_Years,LogisticL1,Linear,0.7780720840034056,0.04360559365959639,0.006020494301927496,170584,3921
2018,2_Years,Linear,Linear,0.763689744178818,0.04157249944722429,0.006020494301927496,170584,3921
2018,2_Years,MLP,Deep,0.7375670635296026,0.03462348126150579,0.006020494301927496,170584,3921
2018,2_Years,LSTM,Deep,0.7025690230685028,0.034709074039343236,0.006020494301927496,170584,3921
2019,14_Days,CatBoost,Tree,0.7917595406957109,0.018515169163426198,0.0005615884931663849,174505,3963
2019,14_Days,RandomForest,Tree,0.9025413711583924,0.03321942285057678,0.0005615884931663849,174505,3963
2019,14_Days,LogisticL2,Linear,0.8775582573454913,0.025700047837041027,0.0005615884931663849,174505,3963
2019,14_Days,LogisticL1,Linear,0.7615670381627828,0.007988779264037777,0.0005615884931663849,174505,3963
2019,14_Days,Linear,Linear,0.8767983789260385,0.02544812648505028,0.0005615884931663849,174505,3963
2019,14_Days,MLP,Deep,0.714758527524485,0.02072644375073474,0.0005615884931663849,174505,3963
2019,14_Days,LSTM,Deep,0.8728470111448835,0.023424090711546428,0.0005615884931663849,174505,3963
2019,3_Months,CatBoost,Tree,0.6951188016528926,0.040888223625641575,0.002727715538236727,174505,3963
2019,3_Months,RandomForest,Tree,0.8363468917446191,0.11184077479352603,0.002727715538236727,174505,3963
2019,3_Months,LogisticL2,Linear,0.791600445009536,0.09320685128782856,0.002727715538236727,174505,3963
2019,3_Months,LogisticL1,Linear,0.6463053991463082,0.032872791551173695,0.002727715538236727,174505,3963
2019,3_Months,Linear,Linear,0.791188924711652,0.09297358748602796,0.002727715538236727,174505,3963
2019,3_Months,MLP,Deep,0.8031939651257833,0.07912728844251178,0.002727715538236727,174505,3963
2019,3_Months,LSTM,Deep,0.7583921760058123,0.07899434503709882,0.002727715538236727,174505,3963
2019,6_Months,CatBoost,Tree,0.7163009258541275,0.12175230918922877,0.005037104954012779,174505,3963
2019,6_Months,RandomForest,Tree,0.7265706177013385,0.10799938896349853,0.005037104954012779,174505,3963
2019,6_Months,LogisticL2,Linear,0.751840076921884,0.10168318559915364,0.005037104954012779,174505,3963
2019,6_Months,LogisticL1,Linear,0.7698965586761991,0.09795755734736468,0.005037104954012779,174505,3963
2019,6_Months,Linear,Linear,0.7516493230564043,0.10142940485275236,0.005037104954012779,174505,3963
2019,6_Months,MLP,Deep,0.7298211876366681,0.08499744307194287,0.005037104954012779,174505,3963
2019,6_Months,LSTM,Deep,0.7223554225275663,0.08639302732778521,0.005037104954012779,174505,3963
2019,1_Year,CatBoost,Tree,0.6856476944852741,0.09819731721325195,0.0062691613420818885,174505,3963
2019,1_Year,RandomForest,Tree,0.734607899177963,0.11565098563703072,0.0062691613420818885,174505,3963
2019,1_Year,LogisticL2,Linear,0.7539019543796613,0.11851212164777541,0.0062691613420818885,174505,3963
2019,1_Year,LogisticL1,Linear,0.7553745440688115,0.10413742939449165,0.0062691613420818885,174505,3963
2019,1_Year,Linear,Linear,0.7533289781697425,0.11815167376113625,0.0062691613420818885,174505,3963
2019,1_Year,MLP,Deep,0.7552425281724645,0.10538028402006705,0.0062691613420818885,174505,3963
