parcel_id,year,lr_score,diff_score,actual,lat,lon
0212101515,2021,0.0,0.9,1,30.28141057,-97.71667476
0212101516,2021,0.0,0.8,1,30.28124589,-97.71662718
0212101517,2021,0.0,1.0,1,30.28107314,-97.71659967
0212101518,2021,0.0,0.7,1,30.28091907,-97.71656448
0212101519,2021,0.0,0.9,1,30.28074104,-97.71652434
0212101521,2021,0.0,0.9,1,30.28074,-97.71696447
0212101522,2021,0.0,0.9,1,30.28099741,-97.71705458
0212101523,2021,0.0,1.0,1,30.28115043,-97.71708962
0212101524,2021,0.0,1.0,1,30.28130671,-97.7171254
0212101525,2021,0.0,0.9,1,30.28147707,-97.71713312
0212101801,2021,0.0,1.0,1,30.28127127,-97.71543434
0212102001,2021,0.0,0.9,1,30.28096685,-97.71539412
0212102101,2021,0.0,0.9,1,30.28102494,-97.71523644
0218240101,2021,0.99645,0.7,1,30.29927178,-97.66661003
0218240104,2021,0.99996,0.8,1,30.29991364,-97.67156498
0219230403,2021,0.99941,0.8,1,30.30307332,-97.67218843
0219230404,2021,0.99941,0.8,1,30.30254929,-97.67267958
0219230405,2021,0.99692,0.7,1,30.30209002,-97.67289231
0219230408,2021,0.99692,0.6,1,30.30155526,-97.67342287
0219230409,2021,0.99097,0.9,1,30.30172494,-97.6738998
0221240918,2021,0.98994,0.9,1,30.30377839,-97.67285795
0221241401,2021,0.99936,0.8,1,30.30449025,-97.67122628
0242020461,2021,0.0,0.6,1,30.36915193,-97.74653132
0242020463,2021,0.0,0.4,1,30.36721845,-97.74414416
0243030103,2021,0.0,0.4,1,30.3695639,-97.74349575
0303170519,2021,0.99635,1.0,1,30.2404483,-97.69146324
0303170520,2021,0.99635,0.7,1,30.2402824,-97.69127862
0303170521,2021,0.99634,0.8,1,30.24018353,-97.69115536
0303170522,2021,0.99946,0.8,1,30.2399989,-97.69093833
0303170523,2021,0.99632,0.9,1,30.23986139,-97.69083877
0303170524,2021,0.99636,1.0,1,30.23973015,-97.69056986
0303170529,2021,0.99634,0.8,1,30.2393139,-97.69188941
0303170530,2021,0.99632,0.9,1,30.23944664,-97.69196506
0303170531,2021,0.99635,0.8,1,30.23954902,-97.69208791
0303170532,2021,0.99635,0.9,1,30.23964237,-97.69219976
0303170533,2021,0.99633,0.8,1,30.23973551,-97.69230919
0303170534,2021,0.99635,0.9,1,30.23983245,-97.69242248
0303170535,2021,0.99635,0.7,1,30.23993086,-97.69254039
0303170539,2021,0.99871,0.7,1,30.24023938,-97.69254631
0303170547,2021,0.99636,0.7,1,30.24039025,-97.6921157
0303170548,2021,0.99633,0.6,1,30.24030447,-97.6919768
0303170549,2021,0.99634,0.6,1,30.24030078,-97.69185012
0303170550,2021,0.99632,0.9,1,30.24018373,-97.69172988
0303170553,2021,0.99632,0.6,1,30.23936211,-97.69056347
0303170557,2021,0.99634,0.9,1,30.23906083,-97.69162423
0303170560,2021,0.9993,0.8,1,30.23970783,-97.69042479
0303170561,2021,0.99634,0.9,1,30.23957496,-97.69043095
0303170563,2021,0.99488,0.9,1,30.23975199,-97.69029762
0303170564,2021,0.98557,0.9,1,30.23963646,-97.69029082
0303170566,2021,0.99634,0.8,1,30.23947108,-97.69048548
0303170567,2021,0.99632,0.8,1,30.24008659,-97.69103209
0303170620,2021,0.99633,0.8,1,30.24076853,-97.69166651
0303170621,2021,0.99633,1.0,1,30.24064079,-97.69181347
0303170701,2021,0.99901,0.5,1,30.23920891,-97.69175683
0304160306,2021,0.99124,0.7,1,30.23927172,-97.69252624
0304200402,2021,0.99947,0.9,1,30.23866657,-97.69031721
0305180202,2021,0.99304,0.5,1,30.23770327,-97.68999937
0305180406,2021,0.99635,0.8,1,30.23811395,-97.6913372
0305180407,2021,0.9973,0.8,1,30.23823465,-97.69153136
0305180408,2021,0.99634,0.9,1,30.23836964,-97.69170452
0305180409,2021,0.99635,0.7,1,30.23851387,-97.69185532
0305180410,2021,0.99634,0.9,1,30.2386047,-97.69201231
0305180411,2021,0.99634,0.5,1,30.23871489,-97.69214423
0402030101,2021,0.99976,0.8,1,30.24323393,-97.76362343
0402030105,2021,0.99901,0.8,1,30.24283413,-97.76364873
0402030235,2021,0.99635,0.8,1,30.24359835,-97.76324119
0402030236,2021,0.99635,0.7,1,30.24366248,-97.76351863
0402040218,2021,0.99991,0.8,1,30.24388219,-97.7638938
0402040406,2021,0.99991,0.9,1,30.24287201,-97.76457459
0402040410,2021,0.99976,0.8,1,30.24337497,-97.76386671
0402040412,2021,0.9999,1.0,1,30.24295897,-97.76418369
0402040413,2021,0.99991,0.8,1,30.24316679,-97.76406204
0402040414,2021,0.99946,0.6,1,30.24273816,-97.76407647
0402040707,2021,0.99634,1.0,1,30.2435132,-97.76509844
0402040708,2021,0.99633,0.8,1,30.24370697,-97.76507731
0402040709,2021,0.99634,0.7,1,30.24382157,-97.76498092
0402040721,2021,0.99988,0.7,1,30.24386938,-97.76456112
0402040722,2021,0.99988,0.9,1,30.24360881,-97.76474669
0402040727,2021,0.99988,0.8,1,30.24338583,-97.76486969
0402040728,2021,0.99987,0.8,1,30.24321888,-97.76488935
0402040729,2021,0.99987,0.7,1,30.24304102,-97.76496472
0402550101,2021,0.0,0.0,1,30.24836346,-97.92098718
0402550201,2021,0.0,0.4,1,30.2483716,-97.92204948
0402550724,2021,0.0,0.1,1,30.24915171,-97.92381713
0404040717,2021,0.99992,0.9,1,30.24181384,-97.76326606
0404550107,2021,0.0,0.3,1,30.24593263,-97.92208408
0404550108,2021,0.0,0.5,1,30.24565388,-97.92243042
0404550113,2021,0.0,0.2,1,30.24656282,-97.9210606
0404550123,2021,0.0,0.5,1,30.24782057,-97.91984797
0404550125,2021,0.0,0.3,1,30.24533807,-97.92356728
0404550130,2021,0.0,0.3,1,30.24617512,-97.92425983
0404550131,2021,0.0,0.0,1,30.24787434,-97.92223344
0404550132,2021,0.0,0.2,1,30.24744399,-97.9224131
0404550134,2021,0.0,0.4,1,30.24785685,-97.921507
0404550301,2021,0.0,0.0,1,30.24759569,-97.92413012
0419130501,2021,0.98661,1.0,1,30.19551551,-97.79848453
0419130502,2021,0.98662,0.9,1,30.19472092,-97.79834833
0419130507,2021,0.98664,0.9,1,30.19483788,-97.79916992
0419130508,2021,0.98658,1.0,1,30.1951466,-97.79870542
0419130509,2021,0.98665,1.0,1,30.19471828,-97.79665779
0419130510,2021,0.9865,0.8,1,30.19424755,-97.79667405
0419130511,2021,0.98654,0.9,1,30.19391864,-97.79666555
0419130512,2021,0.98656,0.8,1,30.19359394,-97.7966349
0419130513,2021,0.98654,0.8,1,30.19484822,-97.79722144
0419130514,2021,0.98654,0.9,1,30.19470224,-97.79720235
0419130515,2021,0.98655,0.8,1,30.19457709,-97.7971782
0419130516,2021,0.98656,0.7,1,30.1938838,-97.79708053
0419130517,2021,0.96022,0.9,1,30.19333488,-97.79727903
0419150606,2021,0.98654,0.8,1,30.19522401,-97.7965483
0419150607,2021,0.98654,1.0,1,30.19528427,-97.79671564
0419150608,2021,0.98654,0.9,1,30.19540124,-97.79688242
0419150609,2021,0.98654,1.0,1,30.19545729,-97.79704221
0419150610,2021,0.98653,0.9,1,30.19553504,-97.79727626
0419151001,2021,0.98653,1.0,1,30.19580771,-97.79806916
0419151002,2021,0.98654,0.8,1,30.1959459,-97.79793488
0419151023,2021,0.98654,0.9,1,30.1959264,-97.79750077
0419151024,2021,0.98654,0.8,1,30.1958048,-97.79757896
0419151025,2021,0.98653,0.9,1,30.19560065,-97.79766455
0422130401,2021,0.98657,0.9,1,30.19290509,-97.7978698
0422130402,2021,0.98662,1.0,1,30.19318129,-97.79838833
0422130403,2021,0.9866,0.8,1,30.19375447,-97.79891529
0422130409,2021,0.98663,0.9,1,30.19441973,-97.79917639
0423150301,2021,0.96181,1.0,1,30.191918,-97.79728154
0423150805,2021,0.0,0.8,1,30.18509305,-97.80071197
0424000410,2021,0.0,1.0,1,30.18014678,-97.79476031
0424000411,2021,0.0,1.0,1,30.18000302,-97.79492745
0424000412,2021,0.0,1.0,1,30.17983299,-97.79492108
0424000413,2021,0.0,1.0,1,30.17967973,-97.79486628
0424000414,2021,0.0,1.0,1,30.17955445,-97.79460229
0424000415,2021,0.0,1.0,1,30.17967445,-97.79445098
0424000416,2021,0.0,0.8,1,30.17992607,-97.79442159
0424000417,2021,0.0,1.0,1,30.17996358,-97.79414672
0424000418,2021,0.0,0.7,1,30.17966293,-97.79415561
0424000419,2021,0.0,1.0,1,30.17946366,-97.79402204
0424000420,2021,0.0,0.7,1,30.17930121,-97.79423025
0424000422,2021,0.0,1.0,1,30.18006564,-97.79530577
0424000423,2021,0.0,1.0,1,30.18025359,-97.79512859
0424000734,2021,0.0,1.0,1,30.18023502,-97.79698333
0424000735,2021,0.0,1.0,1,30.17966192,-97.79615677
0424000736,2021,0.0,1.0,1,30.1797264,-97.79637957
0424130301,2021,0.0,1.0,1,30.18607376,-97.80018052
0424130375,2021,0.0,1.0,1,30.18634845,-97.79977172
0424130376,2021,0.0,0.9,1,30.18601359,-97.79981582
0424130377,2021,0.0,1.0,1,30.18607684,-97.79955776
0424130378,2021,0.0,0.9,1,30.18605536,-97.79928589
0424130601,2021,0.0,1.0,1,30.1860096,-97.80099635
0424130701,2021,0.0,0.9,1,30.18603067,-97.79903747
0424170601,2021,0.0,0.9,1,30.18564378,-97.79948482
0424170602,2021,0.0,0.9,1,30.18549518,-97.7995663
0424170603,2021,0.0,0.9,1,30.18536418,-97.79956368
0424170604,2021,0.0,0.9,1,30.18524112,-97.79957957
0424170605,2021,0.0,0.9,1,30.18510572,-97.79957703
0424170606,2021,0.0,1.0,1,30.18498791,-97.79957661
0424170607,2021,0.0,1.0,1,30.1848674,-97.79964089
0424170608,2021,0.0,1.0,1,30.18474102,-97.79960885
0424170609,2021,0.0,0.9,1,30.18461818,-97.79962473
0424170610,2021,0.0,0.7,1,30.18449488,-97.79966026
0424170611,2021,0.0,0.7,1,30.18437342,-97.79965666
0424170612,2021,0.0,1.0,1,30.18424799,-97.79969277
0424170621,2021,0.0,1.0,1,30.1843314,-97.80012084
0424170622,2021,0.0,0.6,1,30.18454816,-97.80004439
0424170623,2021,0.0,1.0,1,30.18463879,-97.80014199
0424170624,2021,0.0,0.9,1,30.18466869,-97.80034749
0424170625,2021,0.0,0.9,1,30.184607,-97.80056452
0424170626,2021,0.0,1.0,1,30.18449959,-97.80064322
0424170627,2021,0.0,0.9,1,30.18435339,-97.80068282
0424170708,2021,0.0,0.8,1,30.1854705,-97.79912989
0424170810,2021,0.0,1.0,1,30.18446046,-97.79914421
0424170811,2021,0.0,1.0,1,30.18458115,-97.79912809
0424170812,2021,0.0,0.9,1,30.18470493,-97.79911159
0424170813,2021,0.0,0.9,1,30.18482768,-97.79909521
0424170814,2021,0.0,1.0,1,30.18494838,-97.79907928
0424170815,2021,0.0,0.8,1,30.18509201,-97.79909286
0424210301,2021,0.0,0.7,1,30.18950502,-97.82423294
0424210302,2021,0.0,1.0,1,30.18924781,-97.82464681
0424210303,2021,0.0,0.8,1,30.18893532,-97.8248595
0424210304,2021,0.0,1.0,1,30.18855108,-97.82504086
0424210325,2021,0.98664,0.9,1,30.18888156,-97.82545875
0424210326,2021,0.98685,1.0,1,30.1891095,-97.82543699
0424210327,2021,0.98669,0.8,1,30.18941669,-97.8251607
0424210328,2021,0.98656,0.9,1,30.18984411,-97.82527308
0424210329,2021,0.98662,1.0,1,30.19009029,-97.82521069
0424210426,2021,0.0,0.9,1,30.18881018,-97.82410334
0424210427,2021,0.0,0.8,1,30.18932458,-97.82389644
0424211743,2021,0.98653,0.7,1,30.18988039,-97.82403781
0424211745,2021,0.98667,0.9,1,30.19055578,-97.82462826
0424211746,2021,0.98665,1.0,1,30.19061988,-97.82493928
0424212001,2021,0.98653,0.9,1,30.18970369,-97.82379403
0425130606,2021,0.0,0.9,1,30.17836049,-97.79327747
0425130626,2021,0.0,0.8,1,30.17805852,-97.79325925
0425130724,2021,0.0,1.0,1,30.17869185,-97.79328096
0425130725,2021,0.0,0.8,1,30.17895462,-97.79318204
0425130726,2021,0.0,1.0,1,30.17910816,-97.79325182
0425130727,2021,0.0,0.8,1,30.17927043,-97.79332997
0425130728,2021,0.0,0.9,1,30.17942102,-97.7933867
0425130729,2021,0.0,0.9,1,30.17952555,-97.79358243
0425130730,2021,0.0,0.9,1,30.1796608,-97.79367962
0425130801,2021,0.0,1.0,1,30.17919318,-97.79384321
0425130802,2021,0.0,0.8,1,30.17899242,-97.79361696
0425130803,2021,0.0,0.9,1,30.1788445,-97.79361857
0425130804,2021,0.0,0.9,1,30.17866695,-97.79369694
0425130805,2021,0.0,0.8,1,30.17852873,-97.7937
0425130806,2021,0.0,0.9,1,30.17835478,-97.79371718
0425130807,2021,0.0,1.0,1,30.17824142,-97.79372657
0427170506,2021,0.0,1.0,1,30.17774039,-97.79747417
0427170507,2021,0.0,1.0,1,30.17786173,-97.79739805
0427170508,2021,0.0,0.9,1,30.17802217,-97.79729042
0427170509,2021,0.0,0.9,1,30.17816941,-97.79719808
0427170510,2021,0.0,0.9,1,30.17829484,-97.79708795
0427170511,2021,0.0,0.8,1,30.17845953,-97.79701604
0427170512,2021,0.0,1.0,1,30.17860514,-97.79692469
0427170513,2021,0.0,1.0,1,30.17874749,-97.79683564
0427170514,2021,0.0,0.9,1,30.17890342,-97.79673801
0427170515,2021,0.0,0.9,1,30.17910436,-97.79676935
0427170516,2021,0.0,0.9,1,30.17937878,-97.79671758
0427170517,2021,0.0,0.9,1,30.17933817,-97.79639324
0428110102,2021,0.0,0.9,1,30.17773937,-97.7951046
0428110103,2021,0.0,0.9,1,30.17789827,-97.79616431
0428110122,2021,0.0,1.0,1,30.17670899,-97.79250547
0430150210,2021,0.96175,0.9,1,30.17236836,-97.81017624
0430150211,2021,0.96831,0.8,1,30.17235714,-97.80997269
0430150212,2021,0.9999,0.8,1,30.17288102,-97.81150939
0430150301,2021,0.99802,0.7,1,30.17426143,-97.81126012
0430150401,2021,0.98658,0.9,1,30.17433735,-97.80998214
0430150402,2021,0.9981,1.0,1,30.17424402,-97.81065535
0430150404,2021,0.98651,0.8,1,30.17420885,-97.80952229
0430150701,2021,0.99633,0.9,1,30.17100864,-97.81037029
0252200214,2021,0.01405,0.2,0,30.39075913,-97.68115921
0312381538,2021,0.01397,0.4,0,30.21655293,-97.6343432
0245300904,2021,0.01398,0.5,0,30.3700114,-97.65558917
0318181013,2021,0.01395,0.4,0,30.20143033,-97.69742486
R455406,2021,0.01401,0.2,0,30.50404893,-97.76343042
0404380110,2021,0.00589,0.5,0,30.24643427,-97.87965028
0128020703,2021,0.01407,0.3,0,30.329841,-97.75510681
0236060205,2021,0.01408,0.8,0,30.35065609,-97.72958534
0129340911,2021,0.01509,0.4,0,30.33224306,-97.85702721
0256300320,2021,0.01401,0.5,0,30.39956266,-97.65001677
0405080504,2021,0.29435,0.3,0,30.23669145,-97.77714538
0168151012,2021,0.0,0.4,0,30.43446045,-97.80494352
0205521514,2021,0.01392,0.3,0,30.26192711,-97.58705579
0410130110,2021,0.35543,0.6,0,30.22836238,-97.80267548
0202081506,2021,0.01411,0.6,0,30.25680365,-97.72154492
0172011404,2021,0.01407,0.5,0,30.4426723,-97.74639145
0225690182,2021,0.01396,0.5,0,30.31452671,-97.53140761
R075213,2021,0.20124,0.6,0,30.45721851,-97.80137646
0303170624,2021,0.01399,0.6,0,30.24110419,-97.69213393
0264361314,2021,0.01398,0.7,0,30.41977564,-97.63538994
0348410301,2021,0.14868,0.4,0,30.14086874,-97.6156766
0256330323,2021,0.014,0.5,0,30.3976195,-97.64691514
0239190215,2021,0.18034,0.4,0,30.35973676,-97.69187769
0243231111,2021,0.01397,0.5,0,30.36924344,-97.67383949
0111250619,2021,0.01408,0.6,0,30.28427091,-97.83583339
0278281002,2021,0.1852,0.7,0,30.45862544,-97.66155416
0110020619,2021,0.35561,0.5,0,30.27600578,-97.7566956
0204060805,2021,0.01426,0.5,0,30.26176585,-97.72954433
0418230217,2021,0.01404,0.3,0,30.20304956,-97.81942068
R058153,2021,0.01417,0.6,0,30.43105957,-97.77345573
0430530823,2021,0.01406,0.5,0,30.17570952,-97.91616139
0254301701,2021,0.01397,0.4,0,30.39309881,-97.64984206
R049945,2021,0.01408,0.5,0,30.44490549,-97.760337
0410500402,2021,0.01409,0.4,0,30.22668269,-97.90951031
0221380703,2021,0.02462,0.5,0,30.30479973,-97.6269796
0320020440,2021,0.29367,0.4,0,30.19704244,-97.74218854
0252160801,2021,0.01406,0.7,0,30.39192966,-97.69497759
0133090923,2021,0.01413,0.5,0,30.34374534,-97.78262201
0438300315,2021,0.01399,0.3,0,30.15048384,-97.8542722
0156050112,2021,0.01415,0.2,0,30.4001228,-97.76843462
0447071080,2021,0.16882,0.7,0,30.12735591,-97.77986293
0143550102,2021,0.014,0.7,0,30.37431732,-97.92147979
0211200801,2021,0.04998,0.4,0,30.28207364,-97.68447817
0436231119,2021,0.01398,0.4,0,30.15495996,-97.83172962
0440090411,2021,0.01407,0.3,0,30.14522325,-97.78692511
0257030609,2021,0.01405,0.2,0,30.40545009,-97.73984067
0231550526,2021,0.01396,0.5,0,30.33355889,-97.57886947
0121300210,2021,0.01419,0.5,0,30.31062447,-97.85262257
0422190935,2021,0.01405,0.3,0,30.19321006,-97.81392805
0443030248,2021,0.01396,0.6,0,30.1385969,-97.76493312
0116090512,2021,0.01409,0.4,0,30.29666843,-97.78200675
0113040520,2021,0.01415,0.6,0,30.28530852,-97.76218001
0424210417,2021,0.0,0.3,0,30.18611175,-97.82600317
0231550509,2021,0.003,0.5,0,30.33069517,-97.57859452
0425181208,2021,0.014,0.6,0,30.18105314,-97.80353914
R489324,2021,0.01404,0.4,0,30.49143562,-97.7952705
0217163638,2021,0.0182,0.7,0,30.29513621,-97.69624303
0416440501,2021,0.01405,0.2,0,30.21048386,-97.88939481
0336100609,2021,0.01398,0.7,0,30.15105386,-97.72030866
0135440107,2021,0.01421,0.3,0,30.35059168,-97.88862477
0143600110,2021,0.01387,0.5,0,30.37344199,-97.93515065
0210022304,2021,0.49587,0.4,0,30.28029052,-97.74173331
0215180523,2021,0.22269,0.6,0,30.29259146,-97.6916035
0226230109,2021,0.01409,0.6,0,30.31955037,-97.67661344
0324200215,2021,0.00591,0.6,0,30.18814272,-97.68672057
0201590102,2021,0.12473,0.5,0,30.24999834,-97.56468758
0172150403,2021,0.01405,0.6,0,30.44434612,-97.80127584
0147130331,2021,0.01417,0.5,0,30.379243,-97.79639693
0106160905,2021,0.01404,0.5,0,30.26814966,-97.80294374
0226700119,2021,0.14853,0.5,0,30.32969459,-97.50799673
0205280101,2021,0.01399,0.4,0,30.26009603,-97.66632458
0131210208,2021,0.01417,0.4,0,30.33546072,-97.81684351
0415260221,2021,0.01404,0.7,0,30.20493581,-97.82937065
0100080538,2021,0.29396,0.8,0,30.25125328,-97.77726253
0158030422,2021,0.01409,0.7,0,30.40812521,-97.7560268
0417272603,2021,0.014,0.7,0,30.20189587,-97.8365592
0334031931,2021,0.01396,0.6,0,30.16085463,-97.74227938
R413937,2021,0.00774,0.2,0,30.46672753,-97.79743875
0225101801,2021,0.01405,0.5,0,30.31837251,-97.72001704
0407033301,2021,0.04998,0.5,0,30.2298658,-97.76124595
0406100153,2021,0.01841,0.6,0,30.23408246,-97.78372082
0348110113,2021,0.0141,0.5,0,30.13869773,-97.72118733
0117021407,2021,0.02462,0.8,0,30.29575207,-97.75706706
0243230349,2021,0.01405,0.2,0,30.36707469,-97.67353898
0154030564,2021,0.0141,0.8,0,30.39512354,-97.7609521
0330180917,2021,0.01393,0.3,0,30.16948552,-97.69780665
0242080727,2021,0.29319,0.6,0,30.36610327,-97.72296894
0320181324,2021,0.01396,0.4,0,30.19620983,-97.69700956
0202050623,2021,0.38384,0.3,0,30.2591808,-97.73227356
R390036,2021,0.04998,0.1,0,30.49339624,-97.7684895
0434070838,2021,0.01396,0.5,0,30.15859748,-97.77914598
0241100204,2021,0.01404,0.2,0,30.36194429,-97.71929167
0260200902,2021,0.01405,0.4,0,30.41187155,-97.68380249
0418380115,2021,0.01407,0.4,0,30.2074995,-97.87914522
0221021304,2021,0.19835,0.4,0,30.30799509,-97.7422792
0111400401,2021,0.0142,0.6,0,30.28062531,-97.87869057
0268260315,2021,0.01395,0.5,0,30.43143576,-97.66208807
0215280647,2021,0.01399,0.3,0,30.29109995,-97.66162103
0212210153,2021,0.01405,0.4,0,30.28230061,-97.68209874
0101231208,2021,0.01406,0.3,0,30.25366987,-97.83341292
0266102131,2021,0.01401,0.5,0,30.42561414,-97.70853907
0422380184,2021,0.01412,0.4,0,30.19330072,-97.87892733
0210110405,2021,0.01401,0.3,0,30.27719551,-97.71634153
0227720401,2021,0.01395,0.5,0,30.31752336,-97.5271512
0424501110,2021,0.01411,0.4,0,30.19007313,-97.90730307
0328010126,2021,0.01007,0.4,0,30.17560634,-97.74953398
0219620601,2021,0.08878,0.7,0,30.29738901,-97.55745133
0235260201,2021,0.00571,0.7,0,30.34201439,-97.66870281
0217060814,2021,0.01418,0.33408,0,30.29810736,-97.73112296
0166111011,2021,0.01407,0.8,0,30.43031002,-97.78731226
0270200822,2021,0.014,0.4,0,30.43921513,-97.68292886
0225170638,2021,0.01408,0.4,0,30.31813512,-97.69846784
0415300501,2021,0.014,0.4,0,30.21455599,-97.84276858
0445190212,2021,0.01898,0.3,0,30.13545124,-97.81960772
0203180117,2021,0.01403,0.5,0,30.25922203,-97.68813269
0332061233,2021,0.014,0.6,0,30.16275822,-97.73238815
