parcel_id,year,lr_score,diff_score,actual,lat,lon
0215121005,2021,0.01413,0.5,0,30.29031621,-97.70999003
0414180714,2021,0.29339,0.5,0,30.21239298,-97.8075016
0305031127,2021,0.02795,0.7,0,30.23372309,-97.738964
0408630201,2021,0.01412,0.5,0,30.23752301,-97.94084204
0422500379,2021,0.01403,0.2,0,30.19414738,-97.909255
0170210609,2021,0.01407,0.5,0,30.43985294,-97.8159139
0421140609,2021,0.01401,0.3,0,30.191859,-97.7921335
0129580501,2021,0.0059,0.4,0,30.33143132,-97.92533313
0430010132,2021,0.01398,0.4,0,30.17179781,-97.75590721
0262300819,2021,0.01397,0.4,0,30.41401842,-97.64851161
0256180333,2021,0.01402,0.7,0,30.40095948,-97.69282175
0205101711,2021,0.01411,0.5,0,30.26283225,-97.71514629
0137280218,2021,0.0142,0.6,0,30.35415394,-97.84466669
0252280119,2021,0.014,0.4,0,30.38639665,-97.65598811
0428090114,2021,0.01395,0.5,0,30.17440962,-97.78779079
0166131316,2021,0.0,0.4,0,30.42866711,-97.79452057
0243160133,2021,0.01836,0.5,0,30.36742655,-97.69893793
0336081502,2021,0.16882,0.3,0,30.15131901,-97.72938084
0237030911,2021,0.01405,0.4,0,30.35525691,-97.74053935
0201090312,2021,0.01408,0.4,0,30.25198157,-97.72108214
0116080511,2021,0.01405,0.3,0,30.29572828,-97.77775132
0229200108,2021,0.01409,0.4,0,30.32957413,-97.68431457
0440250513,2021,0.01397,0.3,0,30.14566822,-97.84151574
0143480202,2021,0.01404,0.2,0,30.37379322,-97.89372109
0242120904,2021,0.01404,0.7,0,30.36550209,-97.71461358
0309020409,2021,0.29371,0.5,0,30.22773879,-97.74238769
0420301373,2021,0.01401,0.5,0,30.19917566,-97.85626032
0411130426,2021,0.01408,0.5,0,30.21758506,-97.79328229
0203380304,2021,0.0888,0.7,0,30.25809887,-97.631183
0406500502,2021,0.01413,0.7,0,30.24010412,-97.90894311
0233100908,2021,0.01405,0.6,0,30.33990456,-97.71371709
0434360602,2021,0.01407,0.5,0,30.1628192,-97.86968243
0276230202,2021,0.014,0.2,0,30.45283271,-97.67074612
0121480333,2021,0.01407,0.5,0,30.31111285,-97.90027188
0239480212,2021,0.01403,0.3,0,30.35398757,-97.60073189
0434230145,2021,0.01395,0.8,0,30.16074821,-97.83400593
0266361405,2021,0.01398,0.2,0,30.42474872,-97.63755177
0221400726,2021,0.00301,0.2,0,30.30584435,-97.62704132
0229280103,2021,0.01363,0.7,0,30.32940943,-97.66168615
0414340449,2021,0.01404,0.3,0,30.21543374,-97.85919774
0410281113,2021,0.01404,0.7,0,30.22746708,-97.84847516
0424001110,2021,0.01397,0.3,0,30.18483156,-97.79688198
0430110724,2021,0.01397,0.4,0,30.17127917,-97.79512488
0246160111,2021,0.01406,0.7,0,30.37673047,-97.699083
0133091513,2021,0.01404,0.7,0,30.33927956,-97.77862551
0421110436,2021,0.01402,0.60838,0,30.19165904,-97.78928367
0416300470,2021,0.014,0.4,0,30.21002677,-97.85187655
0224190445,2021,0.01405,0.7,0,30.31424278,-97.68759633
0162340104,2021,0.0,0.3,0,30.42284356,-97.85956043
0127380607,2021,0.01403,0.6,0,30.32940083,-97.87256767
0111251510,2021,0.01406,0.5,0,30.27949922,-97.83561648
0222070702,2021,0.0141,0.5,0,30.31125027,-97.72756296
0224240203,2021,0.01404,0.4,0,30.31387299,-97.66887086
0239400337,2021,0.01396,0.3,0,30.35362983,-97.61786786
0210110911,2021,0.01407,0.4,0,30.27682038,-97.71505574
0216110826,2021,0.2946,0.4,0,30.29460999,-97.71539336
0143600714,2021,0.01404,0.4,0,30.37126388,-97.93439536
0223090211,2021,0.01415,0.6,0,30.31451063,-97.72233457
0343230108,2021,0.00589,0.5,0,30.13652214,-97.67922878
0254330901,2021,0.01397,0.3,0,30.3927331,-97.64720783
0131360311,2021,0.0059,0.5,0,30.33983628,-97.86687491
0205400207,2021,0.02161,0.7,0,30.26288978,-97.62767836
0144080301,2021,0.01414,0.3,0,30.3704411,-97.77045163
R076274,2021,0.01408,0.5,0,30.45754153,-97.81743486
0305160608,2021,0.01402,0.6,0,30.23514098,-97.69905843
0434191508,2021,0.01398,0.5,0,30.15863445,-97.81688439
0160050752,2021,0.01409,0.5,0,30.41268107,-97.76326986
0205200210,2021,0.01401,0.5,0,30.26814285,-97.68560548
0239061416,2021,0.01409,0.4,0,30.35851808,-97.72606547
0311200202,2021,0.0,0.5,0,30.21855288,-97.68103251
0217160302,2021,0.01409,0.8,0,30.29468963,-97.70322689
0443280902,2021,0.01402,0.7,0,30.14198856,-97.85184533
0250260805,2021,0.01401,0.5,0,30.3838278,-97.66330742
0239330746,2021,0.01397,0.7,0,30.35596942,-97.6419702
0426010238,2021,0.014,0.3,0,30.18315951,-97.75697665
0258360320,2021,0.0059,0.4,0,30.40683675,-97.63344689
0203551306,2021,0.01395,0.5,0,30.25690342,-97.57962045
0205521128,2021,0.003,0.3,0,30.26187612,-97.58553059
0340130716,2021,0.16882,0.5,0,30.14374516,-97.70944753
0111251205,2021,0.0141,0.5,0,30.28224032,-97.83331619
0218060915,2021,0.01413,0.5,0,30.3003177,-97.72770528
0332100611,2021,0.01401,0.3,0,30.16311686,-97.71969308
0221240501,2021,0.29379,0.78314,0,30.3078748,-97.6728102
0222111902,2021,0.17789,0.7,0,30.31177553,-97.71506659
R38267,2021,0.04998,0.5,0,30.13436477,-97.56361268
0425182208,2021,0.01398,0.4,0,30.17958066,-97.80625593
0225030327,2021,0.01405,0.5,0,30.32104347,-97.74085826
0430251605,2021,0.01398,0.4,0,30.16991953,-97.83886483
0336101002,2021,0.00299,0.7,0,30.15071348,-97.71752086
0400041614,2021,0.01403,0.5,0,30.24642276,-97.76191473
0422530229,2021,0.01413,0.5,0,30.19504143,-97.91192273
0428030508,2021,0.01399,0.5,0,30.17748935,-97.76148266
0426190205,2021,0.2938,0.5,0,30.18094845,-97.82007868
0424530604,2021,0.01415,0.5,0,30.19211593,-97.91197652
0236060302,2021,0.01413,0.8,0,30.3503676,-97.72874549
0109380137,2021,0.08903,0.5,0,30.27760818,-97.87472262
0145630402,2021,0.01401,0.6,0,30.37920387,-97.93802913
0334381008,2021,0.01395,0.3,0,30.15892634,-97.63354423
0156550231,2021,0.0,0.4,0,30.40224357,-97.91503468
0244201111,2021,0.01399,0.5,0,30.36960945,-97.68799206
0138041404,2021,0.01408,0.5,0,30.35248824,-97.76275082
0221290807,2021,0.01407,0.6,0,30.31008682,-97.65335896
0330181108,2021,0.0041,0.2,0,30.16994858,-97.69652085
R416129,2021,0.0141,0.5,0,30.45946422,-97.76756898
0418231409,2021,0.01403,0.4,0,30.19838592,-97.82022532
0252280955,2021,0.01399,0.5,0,30.38712239,-97.6582055
0264360304,2021,0.01396,0.4,0,30.41851658,-97.63668385
0133550745,2021,0.01414,0.6,0,30.34295607,-97.92014258
0419150923,2021,0.014,0.4,0,30.19639348,-97.79926134
0239130716,2021,0.01402,0.5,0,30.35737805,-97.7075507
0170150151,2021,0.01411,0.4,0,30.443462,-97.80085866
R424475,2021,0.01396,0.4,0,30.49578844,-97.76562163
0252180625,2021,0.01407,0.5,0,30.39101326,-97.69110759
0111250607,2021,0.01405,0.1,0,30.28384408,-97.83429865
0440030348,2021,0.01397,0.3,0,30.14202254,-97.76547145
0308520817,2021,0.01395,0.6,0,30.22704714,-97.59001564
0211400730,2021,0.01395,0.5,0,30.27695806,-97.62472843
0319010243,2021,0.01403,0.30475,0,30.19661233,-97.7506657
0436091115,2021,0.01399,0.6,0,30.15216409,-97.786059
0215330806,2021,0.01394,0.4,0,30.2881395,-97.6469329
0164071312,2021,0.01403,0.6,0,30.42122155,-97.76885923
0334000224,2021,0.01394,0.4,0,30.15817438,-97.74987201
0166132112,2021,0.01408,0.5,0,30.43167065,-97.79346186
0127070456,2021,0.01416,0.5,0,30.32531152,-97.77572779
0147440161,2021,0.01404,0.2,0,30.38109501,-97.88882273
0431080402,2021,0.01405,0.5,0,30.16449879,-97.76867375
0240210308,2021,0.01404,0.5,0,30.35998069,-97.68054946
0204140312,2021,0.01406,0.3,0,30.25781024,-97.70097236
0302021605,2021,0.01437,0.3,0,30.24300841,-97.74427997
0420280211,2021,0.01403,0.4,0,30.20070034,-97.84791297
0135480630,2021,0.01407,0.6,0,30.34697456,-97.89314409
0225170227,2021,0.01406,0.4,0,30.31785986,-97.69405008
0217220602,2021,0.01403,0.2,0,30.29545111,-97.6793384
R066153,2021,0.00887,0.7,0,30.46028629,-97.80725482
0443090226,2021,0.01845,0.5,0,30.13611394,-97.78895329
0226410437,2021,0.05116,0.9,0,30.31716187,-97.61562568
R513979,2021,0.02795,0.6,0,30.48416836,-97.73845641
0158380702,2021,0.01431,0.5,0,30.41197249,-97.87276525
0420301607,2021,0.01402,0.8,0,30.19838042,-97.8545936
0205230308,2021,0.01404,0.5,0,30.26199534,-97.67699314
R075788,2021,0.04998,0.4,0,30.45733636,-97.81262212
0107130717,2021,0.01409,0.8,0,30.26852583,-97.79782003
0400120141,2021,0.01421,0.3,0,30.25195459,-97.79221701
0105210106,2021,0.01425,0.8,0,30.26706544,-97.8188295
0410360221,2021,0.01405,0.6,0,30.22909336,-97.86970512
0225030714,2021,0.01412,0.4,0,30.32029265,-97.74393168
0418600103,2021,0.01412,0.8,0,30.20615776,-97.93513329
0416290425,2021,0.01403,0.4,0,30.20580362,-97.83989133
0222070426,2021,0.01409,0.5,0,30.3101627,-97.72897302
0405000917,2021,0.01405,0.3,0,30.23500799,-97.75264857
R076409,2021,0.0141,0.2,0,30.45923599,-97.81566336
0416480220,2021,0.02467,0.5,0,30.21129033,-97.89721605
0336080630,2021,0.08879,0.7,0,30.15402902,-97.72561649
0430111019,2021,0.01398,0.4,0,30.17101875,-97.79198509
0135530234,2021,0.01403,0.6,0,30.34803554,-97.9148541
R086174,2021,0.0141,0.5,0,30.46289439,-97.77314754
0105160305,2021,0.01404,0.5,0,30.26197457,-97.80259635
0201062301,2021,0.04998,0.5,0,30.25413036,-97.73013344
0338030302,2021,0.01394,0.6,0,30.14969768,-97.73881446
R441897,2021,0.01403,0.4,0,30.50051369,-97.78743064
0414530104,2021,0.0141,0.3,0,30.21820159,-97.91210328
0205150403,2021,0.01397,0.5,0,30.26439498,-97.70138475
0241281164,2021,0.08878,0.6,0,30.3624344,-97.66027315
0141051113,2021,0.0141,0.6,0,30.36045728,-97.76538204
0424440206,2021,0.01405,0.5,0,30.18968177,-97.89275368
0270200852,2021,0.014,0.4,0,30.43688263,-97.68256105
0432251504,2021,0.01403,0.5,0,30.16572514,-97.84351033
0120070213,2021,0.01463,0.2,0,30.3068874,-97.77418017
0264380727,2021,0.01395,0.5,0,30.4229974,-97.63113497
0142270155,2021,0.01431,0.2,0,30.37008734,-97.82468251
0410130414,2021,0.35533,0.77454,0,30.22615453,-97.80385291
0145130529,2021,0.01391,0.4,0,30.37256476,-97.7985498
R361233,2021,0.00882,0.4,0,30.45691372,-97.75948907
0247230805,2021,0.08881,0.7,0,30.37686574,-97.67165081
0212210925,2021,0.014,0.3,0,30.28088266,-97.68033921
0174010114,2021,0.01402,0.6,0,30.44849845,-97.74790767
0219080215,2021,0.01421,0.4,0,30.30166972,-97.72293759
0426440804,2021,0.01405,0.4,0,30.18612996,-97.89575329
0200100516,2021,0.01406,0.3,0,30.25228992,-97.71601182
0402380834,2021,0.01407,0.8,0,30.24778879,-97.87653802
R065322,2021,0.01405,0.4,0,30.44889419,-97.77162699
0137340125,2021,0.01415,0.5,0,30.35353241,-97.86190168
0166130717,2021,0.0,0.3,0,30.42762823,-97.79454242
0424130514,2021,0.00803,0.6,0,30.18765262,-97.8029527
0215163246,2021,0.02461,0.5,0,30.29054931,-97.69934624
0111041001,2021,0.29582,0.6,0,30.28426733,-97.7635084
0434091405,2021,0.00489,0.7,0,30.16007441,-97.790474
0430360312,2021,0.01398,0.5,0,30.17357466,-97.86885527
0245430714,2021,0.01396,0.2,0,30.37360056,-97.61531416
0272231184,2021,0.08894,0.5,0,30.44523229,-97.66943486
0412380608,2021,0.01405,0.5,0,30.22160484,-97.87570241
0438070720,2021,0.01408,0.6,0,30.14714946,-97.77904039
0221380702,2021,0.01397,0.6,0,30.30537012,-97.62722311
0239400134,2021,0.01396,0.3,0,30.35640706,-97.62147459
0237020214,2021,0.01412,0.4,0,30.35188942,-97.74373905
0215330723,2021,0.003,0.4,0,30.28895091,-97.64324199
0336130911,2021,0.16882,0.7,0,30.15111848,-97.7113369
0220101408,2021,0.01415,0.4,0,30.305817,-97.71870293
0241260916,2021,0.003,0.5,0,30.35927793,-97.6647515
0238220221,2021,0.29403,1.0,0,30.3527247,-97.67727972
R525057,2021,0.04998,0.4,0,30.49464502,-97.79971615
0404090204,2021,0.01407,0.6,0,30.23915465,-97.78155433
0118020313,2021,0.01422,0.3,0,30.30349577,-97.75757152
0108010802,2021,0.01007,0.5,0,30.27124635,-97.75548655
0143480937,2021,0.01402,0.28453,0,30.36893364,-97.89569114
0208001107,2021,0.01416,0.7,0,30.2730224,-97.74866363
0239160206,2021,0.01402,0.6,0,30.35763728,-97.69884415
0247280102,2021,0.01412,0.5,0,30.37534753,-97.6613206
0164070401,2021,0.01403,0.3,0,30.4259931,-97.77576969
0272230623,2021,0.01401,0.5,0,30.4429426,-97.67625211
0420530544,2021,0.01407,0.5,0,30.20025367,-97.91769545
0258300626,2021,0.014,0.7,0,30.40409527,-97.64800742
R093508,2021,0.01408,0.4,0,30.45894816,-97.76247411
0419150603,2021,0.01401,0.4,0,30.19495538,-97.79607003
R431710,2021,0.01843,0.4,0,30.44505298,-97.77549219
0120010925,2021,0.01412,0.3,0,30.30764238,-97.7542856
0330181035,2021,0.0041,0.3,0,30.1674192,-97.69399038
0217220724,2021,0.01404,0.5,0,30.29786382,-97.67660108
0415770643,2021,0.01421,0.4,0,30.21730388,-97.97223323
0416360202,2021,0.01405,0.5,0,30.21327558,-97.86534443
0219051002,2021,0.91433,1.0,0,30.30291966,-97.73412655
0172010205,2021,0.01403,0.4,0,30.44560788,-97.74902908
0203550752,2021,0.01396,0.7,0,30.25504921,-97.58079904
0236091601,2021,0.38394,0.7,0,30.34806138,-97.7229947
0252260213,2021,0.014,0.4,0,30.3869965,-97.6647827
0228060118,2021,0.01405,0.6,0,30.33126869,-97.7336969
0147440105,2021,0.01405,0.5,0,30.37982212,-97.88870107
0224070921,2021,0.01407,0.3,0,30.31894057,-97.72625353
0158010426,2021,0.0141,0.2,0,30.40622008,-97.75088767
0117071302,2021,0.01413,0.7,0,30.29733097,-97.77607059
0224190318,2021,0.01405,0.6,0,30.31765324,-97.68865563
0416140407,2021,0.01411,0.5,0,30.20803025,-97.79188273
0268360746,2021,0.01398,0.6,0,30.43291384,-97.63479692
0262180422,2021,0.01402,0.5,0,30.41872179,-97.69086221
0424251123,2021,0.01401,0.5,0,30.18826628,-97.84136119
0276200404,2021,0.01399,0.6,0,30.45766842,-97.68124871
0143280326,2021,0.01406,0.8,0,30.3723837,-97.84334606
0231110728,2021,0.01403,0.6,0,30.33260181,-97.71130439
0210112106,2021,0.29496,0.6,0,30.27957068,-97.71373057
0266280601,2021,0.02177,0.4,0,30.42793278,-97.65666479
0117380110,2021,0.01473,0.6,0,30.29973066,-97.87458678
0137090342,2021,0.02462,0.4,0,30.35118287,-97.7802853
0250281303,2021,0.01399,0.4,0,30.38277778,-97.66109958
0250150538,2021,0.01403,0.5,0,30.38638206,-97.70049611
0239170217,2021,0.01404,0.4,0,30.35685144,-97.69682539
0308520811,2021,0.01395,0.3,0,30.22641357,-97.59037228
0143580869,2021,0.08885,0.7,0,30.3732976,-97.92747541
0254130409,2021,0.014,0.5,0,30.39409514,-97.70169598
0264300809,2021,0.01396,0.6,0,30.42351456,-97.6534371
0147580830,2021,0.01398,0.7,0,30.38290759,-97.92762267
0408150413,2021,0.01406,0.6,0,30.2345997,-97.80729759
0254430229,2021,0.01396,0.5,0,30.39344779,-97.61642894
0214070607,2021,0.18175,0.5,0,30.28807934,-97.72730213
0219380409,2021,0.01403,0.4,0,30.29820862,-97.62887927
0334001123,2021,0.02161,0.4,0,30.15726869,-97.75056168
0430300902,2021,0.0141,0.5,0,30.17131536,-97.8579303
0170130902,2021,0.0,0.5,0,30.44251605,-97.79717532
0419160466,2021,0.29379,0.3,0,30.1986159,-97.80016554
0145400249,2021,0.01411,0.6,0,30.3761991,-97.88031618
0264061212,2021,0.01403,0.7,0,30.42094496,-97.72543392
0401090401,2021,0.01406,0.4,0,30.24863579,-97.78085424
0428190210,2021,0.01401,0.7,0,30.17637371,-97.81372819
0213330415,2021,0.01565,0.1,0,30.28460248,-97.64806752
0443031302,2021,0.01395,0.4,0,30.13889769,-97.76402752
0340130522,2021,0.16882,0.3,0,30.14406648,-97.70858928
0428011127,2021,0.01835,0.8,0,30.17838189,-97.75424734
0430020303,2021,0.01007,0.4,0,30.17102341,-97.75161352
0416361312,2021,0.01402,0.6,0,30.20988515,-97.86718738
0162360406,2021,0.01403,0.4,0,30.42167749,-97.86193109
0418010613,2021,0.29442,0.7,0,30.19787021,-97.75358278
0416091015,2021,0.01402,0.4,0,30.20612547,-97.77950902
0245301407,2021,0.014,0.4,0,30.37330657,-97.64905847
0418230320,2021,0.01402,0.5,0,30.20053145,-97.81857344
0247480306,2021,0.01396,0.2,0,30.37819758,-97.60190047
0223150704,2021,0.01407,0.5,0,30.31278825,-97.69946189
R529603,2021,0.014,0.6,0,30.49361566,-97.75612049
0100060202,2021,0.29381,0.4,0,30.2529591,-97.771872
0239460911,2021,0.01395,0.5,0,30.35724403,-97.60620336
0239061407,2021,0.01405,0.3,0,30.35889834,-97.72748905
R488998,2021,0.11443,0.7,0,30.46288477,-97.79997599
0338001206,2021,0.08878,0.5,0,30.14777583,-97.75269254
0266081226,2021,0.01399,0.6,0,30.42946974,-97.71716031
0217162711,2021,0.01818,0.5,0,30.29525454,-97.69899676
0282200407,2021,0.01399,0.5,0,30.47088266,-97.68287622
0445280620,2021,0.01397,0.6,0,30.13311228,-97.84888209
0438190609,2021,0.0059,0.6,0,30.15154406,-97.81927098
0236061007,2021,0.01406,0.4,0,30.34840541,-97.72704854
0416301214,2021,0.01402,0.6,0,30.21068552,-97.85380229
0436251205,2021,0.014,0.4,0,30.15821952,-97.84140178
0147550350,2021,0.01403,0.5,0,30.38196885,-97.91756978
0143400233,2021,0.01408,0.4,0,30.37299253,-97.87968318
R324868,2021,0.61691,0.4,0,30.44236845,-97.76460529
0262160907,2021,0.0,0.1,0,30.41923424,-97.69957445
0424550409,2021,0.01402,0.7,0,30.18854479,-97.92036451
0229210216,2021,0.01408,0.4,0,30.32843147,-97.6832173
0336000503,2021,0.01397,0.7,0,30.15176901,-97.74902192
0274181215,2021,0.014,0.8,0,30.4498756,-97.68522019
0404210607,2021,0.01404,0.3,0,30.24174691,-97.82517155
0129040212,2021,0.01436,0.7,0,30.33266374,-97.76103367
0432190264,2021,0.01397,0.4,0,30.16426325,-97.81776281
0227053301,2021,0.04998,0.3,0,30.32457013,-97.73466285
0418400439,2021,0.01404,0.7,0,30.20861151,-97.88779208
0406480222,2021,0.01402,0.6,0,30.24140279,-97.89540858
0310180803,2021,0.014,0.1,0,30.22170812,-97.69214983
0422480160,2021,0.01407,0.4,0,30.19418002,-97.90169903
0210112217,2021,0.01407,0.6,0,30.28001497,-97.71334648
0117400107,2021,0.01418,0.6,0,30.29945281,-97.88407232
0436191507,2021,0.01399,0.5,0,30.1532953,-97.81596826
0266060405,2021,0.014,0.1,0,30.42802905,-97.72358396
0218042901,2021,0.04998,0.4,0,30.2994179,-97.73709779
0411130606,2021,0.01405,0.6,0,30.21687672,-97.79146255
0152400303,2021,0.00466,0.4,0,30.39180587,-97.88107766
0418300515,2021,0.01401,0.6,0,30.20632851,-97.85313711
0166111003,2021,0.0,0.5,0,30.4319543,-97.78771369
0447230309,2021,0.00468,0.3,0,30.12632924,-97.82994025
0202190815,2021,0.49779,0.5,0,30.25570166,-97.68362064
0205521108,2021,0.003,0.5,0,30.26217667,-97.58572532
0330431108,2021,0.01396,0.6,0,30.16862947,-97.62229073
R417294,2021,0.04998,0.8,0,30.50540348,-97.76131762
0121090331,2021,0.01495,0.67912,0,30.30941747,-97.7804467
0306520716,2021,0.01396,0.5,0,30.23268622,-97.58938782
0426151119,2021,0.01397,0.6,0,30.18310608,-97.81066018
0443031820,2021,0.00301,0.6,0,30.13824577,-97.76200853
0409121008,2021,0.01406,0.8,0,30.22158021,-97.78957418
0412530305,2021,0.01418,0.6,0,30.22435407,-97.91381786
0110010708,2021,0.01427,0.4,0,30.27929196,-97.75390416
0235150313,2021,0.29411,0.4,0,30.34998641,-97.70089162
0137530806,2021,0.01408,0.4,0,30.35746873,-97.90761932
0214070624,2021,0.0,0.8,0,30.28848304,-97.7277437
0434210619,2021,0.01397,0.4,0,30.16000133,-97.82547183
0222120603,2021,0.01408,0.5,0,30.30850462,-97.71262809
0205570409,2021,0.00588,0.6,0,30.25747788,-97.57157715
0170150305,2021,0.0,0.4,0,30.43947757,-97.79876014
0417150626,2021,0.01401,0.3,0,30.20400389,-97.79778651
0229180608,2021,0.01007,0.6,0,30.33202207,-97.69535968
0210151117,2021,0.9969,0.8,0,30.27698397,-97.70123669
0223360405,2021,0.0059,0.3,0,30.31011584,-97.638854
0237431622,2021,0.01394,0.4,0,30.34880371,-97.61691613
0410600506,2021,0.01409,0.3,0,30.22815544,-97.93550587
0305140808,2021,0.01403,0.5,0,30.23369339,-97.70272355
0336081209,2021,0.16882,0.3,0,30.15382533,-97.72715938
0403010402,2021,0.01415,0.4,0,30.24176966,-97.75352126
0217160921,2021,0.01404,0.5,0,30.29490546,-97.70046843
0432111162,2021,0.01399,0.5,0,30.16613933,-97.79725088
R073935,2021,0.01408,0.4,0,30.44956296,-97.78037827
R570556,2021,0.04998,0.5,0,30.48802596,-97.75234828
R334875,2021,0.01403,0.5,0,30.45394522,-97.75448087
0426010934,2021,0.29366,0.8,0,30.18040397,-97.75757836
0422380354,2021,0.0141,0.8,0,30.19260125,-97.87457575
0143340275,2021,0.02462,0.4,0,30.36904558,-97.85496922
0241331306,2021,0.01395,0.6,0,30.35900131,-97.64755449
0223121201,2021,0.01415,0.1,0,30.31644474,-97.71151785
0225100404,2021,0.01401,0.6,0,30.3186163,-97.71622326
0405000906,2021,0.01403,0.4,0,30.23485438,-97.75238676
0250110212,2021,0.00509,0.7,0,30.38836996,-97.71481647
0164110607,2021,0.0,0.4,0,30.42344085,-97.78572195
0412090306,2021,0.01409,0.4,0,30.21819407,-97.77963796
0210150106,2021,0.01402,0.5,0,30.28055127,-97.70309043
0219360101,2021,0.01398,0.3,0,30.30226933,-97.63811063
0330400719,2021,0.01398,0.3,0,30.16664517,-97.62533034
0332061006,2021,0.01399,0.3,0,30.16272252,-97.73682956
0319010242,2021,0.01401,0.4,0,30.19644863,-97.75074466
0430000535,2021,0.01007,0.64917,0,30.16894277,-97.7490179
0240081311,2021,0.01407,0.5,0,30.35885243,-97.72400685
0404440538,2021,0.0,0.4,0,30.24488296,-97.88906413
0215180429,2021,0.02462,0.6,0,30.29253889,-97.69437981
0101091005,2021,0.01407,0.3,0,30.2533285,-97.78278105
0310181330,2021,0.01403,0.7,0,30.22504802,-97.69677082
0330401120,2021,0.01394,0.5,0,30.16775843,-97.62871211
0210140614,2021,0.01403,0.3,0,30.27778699,-97.70299666
0129040509,2021,0.0142,0.6,0,30.32958893,-97.76154536
0210800101,2021,0.49323,0.7,0,30.28531445,-97.4997083
0206133701,2021,0.04998,0.3,0,30.26469327,-97.70360854
0141500602,2021,0.01409,0.5,0,30.36691192,-97.90169593
0408400113,2021,0.0,0.3,0,30.23547051,-97.88283758
0221020221,2021,0.29435,0.6,0,30.30914645,-97.74452455
0205103001,2021,0.04998,0.5,0,30.26437542,-97.71598165
0164071619,2021,0.01403,0.6,0,30.42534291,-97.77099761
0108030303,2021,0.914,0.8,0,30.27579854,-97.76141763
0125340304,2021,0.01469,0.2,0,30.32309951,-97.85939817
0303020806,2021,0.01414,0.6,0,30.2411198,-97.74006238
0208180708,2021,0.01406,0.7,0,30.27116265,-97.6896174
0119110502,2021,0.01519,0.4,0,30.30049813,-97.78700158
0252402208,2021,0.16882,0.6,0,30.38643228,-97.62295901
0334000258,2021,0.04998,0.3,0,30.15820353,-97.75057634
0401060237,2021,0.98673,0.6,0,30.24392436,-97.77303056
0206130712,2021,0.01407,0.4,0,30.26442753,-97.70663679
0238020117,2021,0.01406,0.5,0,30.35563143,-97.74519821
0231330310,2021,0.01395,0.4,0,30.33388068,-97.64743874
0202110728,2021,0.01409,0.4,0,30.25543059,-97.71282905
0101140209,2021,0.01421,0.3,0,30.25355094,-97.79166362
0216040303,2021,0.01415,0.4,0,30.29732641,-97.73804522
0209092112,2021,0.01402,0.6,0,30.27483105,-97.72129561
0426031639,2021,0.01395,0.6,0,30.18004883,-97.76260834
R561374,2021,0.01397,0.4,0,30.50047987,-97.74829023
0123050402,2021,0.0144,0.5,0,30.31569277,-97.76689156
0440070411,2021,0.01406,0.6,0,30.14621551,-97.78073134
0318160315,2021,0.01396,0.4,0,30.20083353,-97.69979054
0252161920,2021,0.01402,0.4,0,30.38767138,-97.69702885
0200100421,2021,0.08881,0.5,0,30.2515283,-97.71603304
0212101501,2021,0.01408,0.6,0,30.28232508,-97.71747695
0223200915,2021,0.01405,0.3,0,30.31362383,-97.68315522
0415020410,2021,0.00531,0.4,0,30.20661927,-97.75599163
0338000707,2021,0.01396,0.4,0,30.15034086,-97.75010873
0104060102,2021,0.01122,0.4,0,30.26319838,-97.76871696
0447070603,2021,0.0041,0.6,0,30.12727122,-97.77626569
0113280705,2021,0.01411,0.5,0,30.28588035,-97.84090643
0410400119,2021,0.18517,0.8,0,30.22868211,-97.88087791
0434070830,2021,0.01396,0.7,0,30.15860055,-97.77819814
0428250504,2021,0.01401,0.3,0,30.17496333,-97.84282225
R522502,2021,0.00262,0.3,0,30.49177865,-97.79002415
R580455,2021,0.16882,0.2022,0,30.46515129,-97.69017968
0436210539,2021,0.01397,0.4,0,30.15458216,-97.82717954
0212013001,2021,0.06478,0.4,0,30.28295846,-97.74333202
0445051408,2021,0.01397,0.4,0,30.13186531,-97.77220905
0438151119,2021,0.01399,0.6,0,30.149393,-97.81085374
0270201206,2021,0.01399,0.4,0,30.44124441,-97.68414187
0405080330,2021,0.01396,0.4,0,30.23545714,-97.77464767
0413110243,2021,0.01405,0.6,0,30.21462684,-97.78466822
0239431107,2021,0.01398,0.6,0,30.35488708,-97.61279904
0240120922,2021,0.01403,0.8,0,30.36086021,-97.71407183
0152300124,2021,0.01413,0.7,0,30.39036903,-97.84859082
0404480459,2021,0.01406,0.7,0,30.24663661,-97.89584435
R359435,2021,0.02462,0.4,0,30.48605873,-97.76641573
0218700936,2021,0.01408,0.3,0,30.3074778,-97.51505605
R066408,2021,0.04998,0.3,0,30.43922306,-97.76624236
0209400614,2021,0.00589,0.5,0,30.27176056,-97.62200735
R144105,2021,0.16882,0.6,0,30.16602525,-97.91054639
0415150207,2021,0.01401,0.6,0,30.20935813,-97.79980717
0278200932,2021,0.014,0.5,0,30.4621355,-97.68307909
0424000405,2021,0.01402,0.3,0,30.18058718,-97.79417553
0200120609,2021,0.01409,0.3,0,30.25368325,-97.71067838
0332031522,2021,0.01396,0.8,0,30.16475002,-97.73935575
0422480801,2021,0.01404,0.4,0,30.19699266,-97.90356256
0118060103,2021,0.01496,0.4,0,30.30321607,-97.77093746
0164071703,2021,0.01407,0.4,0,30.42586427,-97.77187931
0223130129,2021,0.01406,0.5,0,30.31498762,-97.7093808
0245430901,2021,0.02809,0.4,0,30.37161702,-97.60954317
