pid,year,pcat,lr,diff,adaptive_ens,actual
0131360914,2023,A,0.00629,0.29868,0.017108,0.0
0166070508,2023,A,0.00632,0.10088,0.009819,0.0
0256430830,2023,A,0.00629,0.39873,0.02081,0.0
0334062207,2023,A,0.00631,0.19952,0.013459,0.0
0158030537,2023,A,0.00634,0.26831,0.016033,0.0
0422530124,2023,A,0.00635,0.10054,0.009835,0.0
0416360822,2023,A,0.00632,0.39941,0.020864,0.0
0245210430,2023,F2,0.0568,0.00086,0.00086,0.0
0340130129,2023,C1,0.0301,0.00176,0.016298,0.0
0410630303,2023,A,0.00641,0.29786,0.017194,0.0
0244120923,2023,A,0.0063,0.16714,0.012251,0.0
0436210517,2023,A,0.00631,0.00107,0.006116,0.0
R057049,2023,,0.00893,0.24289,0.046364,0.0
0434190303,2023,A,0.00631,0.09944,0.009756,0.0
0414360710,2023,A,0.00632,0.00092,0.00612,0.0
0231083001,2023,,0.0258,0.19201,0.052394,0.0
0336080140,2023,A,0.00631,0.09598,0.009628,0.0
0403070628,2023,A,0.00635,0.07041,0.00872,0.0
0117020415,2023,A,0.00642,0.2995,0.017264,0.0
0223150511,2023,B,0.14216,0.26998,0.209138,0.0
0116090607,2023,A,0.00637,0.00736,0.006407,0.0
0418361125,2023,A,0.00632,0.29636,0.017051,0.0
0410361511,2023,A,0.00633,0.10023,0.009804,0.0
0258181318,2023,C1,0.00267,0.29912,0.147041,0.0
0412380176,2023,A,0.00641,0.16045,0.012109,0.0
0241260908,2023,A,0.00629,0.00085,0.006089,0.0
0430281014,2023,A,0.0063,0.1013,0.009815,0.0
0426440103,2023,A,0.00632,0.00094,0.006121,0.0
0223690810,2023,A,0.0063,0.28747,0.016703,0.0
0426300618,2023,A,0.00633,0.39869,0.020847,0.0
0244051607,2023,A,0.00634,0.09639,0.009672,0.0
0245261417,2023,XV,0.14265,0.00077,0.004459,0.0
0336330204,2023,A,0.00629,0.21333,0.01395,0.0
0245160556,2023,B,0.1416,0.19736,0.170818,0.0
0406300308,2023,XV,0.02315,0.00095,0.001527,0.0
0412050628,2023,A,0.00632,0.19924,0.013458,0.0
0418360330,2023,A,0.00632,0.31474,0.017732,0.0
0272201006,2023,A,0.0063,0.20974,0.013827,0.0
0117040303,2023,A,0.00638,0.10043,0.00986,0.0
0310260525,2023,A,0.00454,0.00123,0.004418,0.0
0209190912,2023,A,0.00633,0.10048,0.009814,0.0
0257030325,2023,A,0.00634,0.19997,0.013504,0.0
0212070329,2023,XV,0.446,0.00085,0.012424,0.0
0453070519,2023,O,0.00261,0.00191,0.002553,0.0
0200121401,2023,,0.0258,0.15707,0.046803,0.0
R052347,2023,A,0.10617,0.001,0.102279,0.0
0242150433,2023,B,0.14167,0.28705,0.217849,0.0
0125070310,2023,A,0.00658,0.00124,0.006382,0.0
0420380121,2023,F1,0.08897,0.05606,0.05606,0.0
0264181255,2023,A,0.00631,0.20006,0.013479,0.0
0430000120,2023,XV,0.008,0.00188,0.002039,0.0
0264031504,2023,A,0.00196,0.19984,0.009282,0.0
0250260210,2023,C1,0.0301,0.22509,0.12506,0.0
0404210729,2023,A,0.00634,0.10086,0.009837,0.0
0236061136,2023,A,0.00635,0.29978,0.017207,0.0
0170230122,2023,A,0.00636,0.10054,0.009845,0.0
0141300330,2023,A,0.00641,0.10152,0.009929,0.0
0217181406,2023,O,0.02468,0.00084,0.022749,0.0
0434230309,2023,A,0.0063,0.12102,0.010545,0.0
0402550101,2023,A,0.98651,0.77876,0.978823,0.0
0210140814,2023,A,0.00638,0.21781,0.014203,0.0
0423010119,2023,C1,0.0301,0.10303,0.065617,0.0
0216200401,2023,A,0.00631,0.10028,0.009787,0.0
0440150401,2023,A,0.00634,0.19574,0.013348,0.0
0207160238,2023,F1,0.00936,0.00087,0.00087,0.0
0425130407,2023,A,0.0063,0.10035,0.00978,0.0
0312381421,2023,C1,0.0301,0.00864,0.019649,0.0
0404440522,2023,A,0.00194,0.08846,0.005141,0.0
0215130117,2023,A,0.00627,0.34216,0.018698,0.0
0152151347,2023,A,0.00196,0.087,0.005106,0.0
0210500702,2023,A,0.00631,0.19989,0.013472,0.0
0306150414,2023,A,0.00633,0.2007,0.013522,0.0
0218110905,2023,A,0.00634,0.1655,0.012229,0.0
0426500135,2023,A,0.00634,0.29395,0.016982,0.0
0218040726,2023,A,0.00635,0.10043,0.009831,0.0
0234000730,2023,A,0.0064,0.3895,0.020575,0.0
0170190204,2023,A,0.00195,0.08879,0.005163,0.0
0128001201,2023,A,0.00638,0.02811,0.007184,0.0
0150010330,2023,A,0.00635,0.19989,0.013511,0.0
0340151108,2023,C1,0.0301,0.09871,0.063513,0.0
0345461036,2023,C1,0.0301,0.28598,0.154714,0.0
0164011202,2023,A,0.00631,0.09924,0.009748,0.0
0410150205,2023,XJ,9e-05,0.00078,0.00078,0.0
0264160802,2023,B,0.14218,0.37932,0.266441,0.0
0225170227,2023,A,0.00631,0.1028,0.00988,0.0
0338130941,2023,C1,0.0301,0.20118,0.113416,0.0
0172011023,2023,A,0.00632,0.00089,0.006119,0.0
0218800112,2023,XV,0.07773,0.00106,0.003053,0.0
0248120810,2023,B,0.14153,0.40215,0.278095,0.0
0241281306,2023,O,0.00918,0.02685,0.010611,0.0
0203550778,2023,A,0.00629,0.19964,0.013444,0.0
0419151019,2023,A,0.0063,0.19806,0.013395,0.0
0166580115,2023,A,0.00657,0.34239,0.018995,0.0
0266102108,2023,A,0.00633,0.10049,0.009814,0.0
0322060142,2023,A,0.00631,0.00111,0.006118,0.0
R062197,2023,A,0.00662,0.08885,0.009663,0.0
0304200239,2023,A,0.00597,0.49887,0.024207,0.0
0252230101,2023,XI,0.00541,0.00079,0.0031,0.0
0348500512,2023,A,0.00454,0.00089,0.004405,0.0
0422341234,2023,A,0.00631,0.00361,0.00621,0.0
R411507,2023,A,0.00631,0.19991,0.013473,0.0
0220201006,2023,A,0.00631,0.33922,0.018628,0.0
0216040615,2023,B,0.16609,0.00082,0.079489,0.0
0330180939,2023,O,0.00916,0.0013,0.008523,0.0
0259020512,2023,A,0.00633,0.20167,0.013558,0.0
0306010301,2023,A,0.00631,0.19406,0.013257,0.0
0246020210,2023,A,0.00634,0.39816,0.020837,0.0
0226070517,2023,A,0.00624,0.00122,0.006054,0.0
0266260203,2023,B,0.29339,0.00088,0.140115,0.0
0256000710,2023,F1,0.01019,0.00085,0.00085,0.0
0254280619,2023,A,0.00632,0.20874,0.01381,0.0
0104090205,2023,A,0.00646,0.11885,0.010618,0.0
0330430607,2023,A,0.00629,0.19934,0.013433,0.0
0235181417,2023,A,0.00635,0.10074,0.009842,0.0
0317020501,2023,A,0.00633,0.10026,0.009805,0.0
0276230106,2023,C1,0.0301,0.18316,0.10464,0.0
0158550406,2023,A,0.00634,0.19551,0.013339,0.0
0209400203,2023,A,0.0063,0.08922,0.009368,0.0
0121480225,2023,A,0.00643,0.00077,0.006221,0.0
0312080129,2023,A,0.00635,0.20264,0.013613,0.0
0424440503,2023,A,0.00633,0.22685,0.014489,0.0
0416110910,2023,A,0.00632,0.30207,0.017263,0.0
0249150224,2023,A,0.00631,0.00087,0.006109,0.0
0307020608,2023,A,0.00635,0.20002,0.013516,0.0
0417273701,2023,,0.0258,0.10041,0.037738,0.0
0417100707,2023,B,0.1417,0.47716,0.317481,0.0
0431080514,2023,F1,0.00766,0.00092,0.00092,0.0
0219120503,2023,A,0.00635,0.30055,0.017235,0.0
0120070113,2023,A,0.00633,0.20201,0.01357,0.0
0231110149,2023,A,0.00632,0.19945,0.013466,0.0
0330430901,2023,A,0.00631,0.33125,0.018333,0.0
0254330208,2023,A,0.00632,0.10295,0.009895,0.0
0414360828,2023,A,0.00634,0.00136,0.006156,0.0
0102090928,2023,A,0.00655,0.20064,0.013731,0.0
0260330632,2023,A,0.00629,0.19643,0.013325,0.0
0135530504,2023,A,0.00631,0.29928,0.01715,0.0
0147031221,2023,A,0.00633,0.20764,0.013778,0.0
0415150407,2023,A,0.0063,0.00909,0.006403,0.0
R063399,2023,XV,0.02315,0.07855,0.07711,0.0
0225250705,2023,A,0.00633,0.39898,0.020858,0.0
0224190458,2023,A,0.00632,0.0008,0.006116,0.0
0432280701,2023,A,0.0063,0.2001,0.013471,0.0
0232040516,2023,A,0.00632,0.10078,0.009815,0.0
0272180924,2023,A,0.0063,0.49896,0.024528,0.0
0236061706,2023,A,0.00637,0.10036,0.009848,0.0
0408361312,2023,A,0.00195,0.19134,0.008957,0.0
0426530602,2023,A,0.00635,0.39917,0.020884,0.0
0443110817,2023,A,0.00751,0.00077,0.007261,0.0
R558102,2023,,0.0258,0.10056,0.037762,0.0
0330401003,2023,A,0.00629,0.2993,0.017131,0.0
0142011225,2023,A,0.00751,0.00082,0.007262,0.0
R076184,2023,B,0.14167,0.40663,0.280509,0.0
0221330713,2023,A,0.00625,0.20336,0.013543,0.0
0216070424,2023,A,0.00634,0.20367,0.013641,0.0
0332031015,2023,A,0.00631,0.19883,0.013433,0.0
0338031014,2023,A,0.0063,0.20004,0.013468,0.0
0330380204,2023,A,0.00628,0.39818,0.02078,0.0
0328430837,2023,C1,0.00865,0.20035,0.102008,0.0
0217332135,2023,A,0.0063,0.00111,0.006108,0.0
0123050406,2023,A,0.00634,0.29947,0.017186,0.0
0208093201,2023,,0.0258,0.10079,0.037798,0.0
0166090208,2023,A,0.00849,0.36247,0.021587,0.0
0259020104,2023,A,0.00632,0.37543,0.019977,0.0
0214230807,2023,A,0.00631,0.29941,0.017155,0.0
0143480321,2023,A,0.00631,0.39859,0.020824,0.0
R514619,2023,A,0.00632,0.09999,0.009786,0.0
0432340318,2023,A,0.00636,0.19494,0.013337,0.0
0168110316,2023,A,0.00196,0.10015,0.005593,0.0
0330430701,2023,A,0.00629,0.10111,0.009798,0.0
0240240115,2023,A,0.00632,0.19952,0.013468,0.0
0262101104,2023,A,0.00633,0.17063,0.012409,0.0
R561394,2023,A,0.0063,0.19568,0.013307,0.0
0445250321,2023,A,0.00634,0.18525,0.01296,0.0
0221280202,2023,A,0.00631,0.00106,0.006116,0.0
0336060521,2023,A,0.0063,0.32319,0.018025,0.0
0212010401,2023,F1,0.01242,0.00081,0.00081,0.0
0223021406,2023,A,0.00636,0.10032,0.009837,0.0
0109210740,2023,A,0.00631,0.10426,0.009934,0.0
R325296,2023,,0.0494,0.06057,0.051187,0.0
0239170123,2023,A,0.00631,0.20503,0.013663,0.0
0215210301,2023,,0.0258,0.10049,0.03775,0.0
0400000715,2023,C1,0.0301,0.40412,0.212248,0.0
0328180901,2023,A,0.00631,0.1932,0.013225,0.0
0420480208,2023,A,0.00633,0.19666,0.013372,0.0
0309020313,2023,F1,0.00988,0.00121,0.00121,0.0
0205521206,2023,A,0.00629,0.00157,0.006115,0.0
0413140215,2023,F1,0.00942,0.10086,0.10086,0.0
R049870,2023,,0.0258,0.16661,0.04833,0.0
0447070809,2023,A,0.00629,0.00089,0.00609,0.0
0239300831,2023,A,0.00629,0.09966,0.009745,0.0
0254130472,2023,A,0.00631,0.10681,0.010029,0.0
0260040618,2023,A,0.00634,0.19999,0.013505,0.0
R075893,2023,,0.0258,0.2064,0.054696,0.0
0162070602,2023,A,0.00637,0.20506,0.013722,0.0
0443110644,2023,A,0.00751,0.00082,0.007262,0.0
0205150427,2023,A,0.00629,0.10043,0.009773,0.0
0305160336,2023,A,0.00634,0.10051,0.009824,0.0
0239061415,2023,A,0.00632,0.10043,0.009802,0.0
0248110202,2023,F1,0.00794,0.00082,0.00082,0.0
0131500237,2023,A,0.00638,0.48697,0.024162,0.0
0242410503,2023,B,0.38775,0.00086,0.18502,0.0
0101250808,2023,A,0.00637,0.49795,0.024558,0.0
0424040103,2023,A,0.00456,0.00078,0.00442,0.0
0270300803,2023,A,0.00632,0.30046,0.017203,0.0
0229111501,2023,,0.0258,0.00224,0.02203,0.0
0205521121,2023,A,0.00629,0.10134,0.009807,0.0
0222030910,2023,A,0.00642,0.30006,0.017285,0.0
0235460406,2023,A,0.00631,0.20019,0.013484,0.0
0207170403,2023,C1,0.99858,0.9969,0.997762,0.0
0420480108,2023,A,0.00632,0.29704,0.017077,0.0
0213790211,2023,A,0.00634,0.29958,0.01719,0.0
0420360103,2023,A,0.00633,0.00257,0.006191,0.0
0164050314,2023,A,0.00632,0.29621,0.017046,0.0
0310260405,2023,A,0.00633,0.37166,0.019847,0.0
0406441143,2023,A,0.00634,0.27967,0.016453,0.0
0229550301,2023,A,0.0063,0.00102,0.006105,0.0
0336101101,2023,A,0.00634,0.00118,0.006149,0.0
0422440852,2023,C1,0.00865,0.20043,0.102047,0.0
0413200418,2023,A,0.00631,0.29944,0.017156,0.0
0203551309,2023,A,0.00628,0.20429,0.013606,0.0
0205570911,2023,A,0.00628,0.10039,0.009762,0.0
0268180107,2023,A,0.0064,0.29288,0.017,0.0
R063377,2023,A,0.00636,0.10659,0.010069,0.0
0424193101,2023,A,0.0063,0.00088,0.006099,0.0
0270201922,2023,A,0.00629,0.39776,0.020774,0.0
0234410110,2023,C1,0.0301,0.00916,0.019902,0.0
0320020810,2023,B,0.14175,0.29813,0.223693,0.0
0319010112,2023,A,0.00632,0.75603,0.034059,0.0
0162600518,2023,A,0.00631,0.29853,0.017122,0.0
0158550905,2023,C1,0.0301,0.20036,0.113017,0.0
0418500105,2023,XV,0.008,0.02488,0.024441,0.0
0417201408,2023,A,0.00632,0.19975,0.013477,0.0
0245010348,2023,A,0.00753,0.0008,0.007281,0.0
0228060620,2023,A,0.00634,0.19999,0.013505,0.0
0432300605,2023,A,0.00633,0.29952,0.017178,0.0
0404210417,2023,A,0.00634,0.27426,0.016253,0.0
0102050514,2023,A,0.00645,0.29937,0.017288,0.0
0422341628,2023,A,0.0063,0.10187,0.009836,0.0
0424130514,2023,A,0.00455,0.29185,0.01518,0.0
0406400128,2023,A,0.00196,0.00087,0.00192,0.0
0172150440,2023,A,0.00198,0.19968,0.009295,0.0
0114050903,2023,A,0.00637,0.20108,0.013574,0.0
0260040510,2023,A,0.00631,0.00086,0.006108,0.0
0219621109,2023,A,0.0063,0.18999,0.013097,0.0
0234071207,2023,A,0.00633,0.10037,0.009809,0.0
0229033201,2023,,0.0258,0.10064,0.037774,0.0
0116000203,2023,A,0.00658,0.49842,0.024778,0.0
0264181113,2023,A,0.00633,0.10024,0.009805,0.0
0166440120,2023,C1,0.00296,0.19761,0.097755,0.0
0170131201,2023,A,0.00195,0.09955,0.005561,0.0
0302020324,2023,A,0.92804,0.9941,0.930484,0.0
0129550105,2023,A,0.00636,0.1446,0.011475,0.0
0145130345,2023,A,0.00633,0.20012,0.0135,0.0
0264161701,2023,A,0.00634,0.30055,0.017226,0.0
0236061416,2023,A,0.00633,0.10056,0.009817,0.0
0170210615,2023,A,0.00633,0.10051,0.009815,0.0
R352733,2023,A,0.0063,0.00102,0.006105,0.0
0239300324,2023,A,0.0063,0.19986,0.013462,0.0
0443051521,2023,O,0.0026,0.1726,0.01637,0.0
0338032121,2023,A,0.0063,0.1508,0.011647,0.0
0301020323,2023,A,0.00643,0.1674,0.012386,0.0
0428030816,2023,A,0.00629,0.10014,0.009762,0.0
0239461715,2023,A,0.00629,0.03628,0.0074,0.0
0119230104,2023,A,0.00653,0.10064,0.010012,0.0
0131400720,2023,A,0.00644,0.19002,0.013232,0.0
0180500102,2023,XV,0.008,0.09853,0.096176,0.0
0162050413,2023,A,0.00633,0.29952,0.017178,0.0
0330401112,2023,A,0.00631,0.30021,0.017184,0.0
0408120108,2023,A,0.00635,0.39916,0.020884,0.0
0412090512,2023,A,0.00632,0.00083,0.006117,0.0
0206100226,2023,A,0.00632,0.20018,0.013493,0.0
0316080101,2023,F1,0.0079,0.00087,0.00087,0.0
0336060907,2023,A,0.0063,0.08903,0.009361,0.0
0243210456,2023,B,0.16431,0.00078,0.07862,0.0
0232150115,2023,F1,0.08952,0.20542,0.20542,0.0
0205520511,2023,A,0.0063,0.10046,0.009784,0.0
0200080403,2023,A,0.00638,0.29916,0.017213,0.0
0406090701,2023,,0.0258,0.09971,0.037626,0.0
0415191604,2023,A,0.00631,0.31856,0.017863,0.0
0428251327,2023,A,0.00631,0.28641,0.016674,0.0
0410131134,2023,A,0.00634,0.1342,0.011071,0.0
0215090630,2023,B,0.14275,0.21015,0.178068,0.0
0455070508,2023,O,0.01242,0.19249,0.027006,0.0
0115010517,2023,B,0.14242,0.2983,0.224101,0.0
0142040805,2023,A,0.0064,0.13661,0.011218,0.0
R317790,2023,A,0.00633,0.28548,0.016659,0.0
R087869,2023,B,0.14192,0.09419,0.116909,0.0
0212210965,2023,A,0.00633,0.29824,0.017131,0.0
0239061109,2023,A,0.00632,0.19364,0.013251,0.0
0264362208,2023,A,0.00629,0.00099,0.006094,0.0
R533347,2023,A,0.00633,0.00082,0.006126,0.0
0144010360,2023,A,0.00751,0.19919,0.014602,0.0
0211170501,2023,,0.0258,0.19942,0.053579,0.0
0266130902,2023,A,0.00633,0.06243,0.008406,0.0
0252402212,2023,O,0.01242,0.29805,0.035556,0.0
0145150208,2023,A,0.10173,0.20124,0.105412,0.0
0449070111,2023,A,0.00628,0.01942,0.006766,0.0
R542968,2023,,0.08607,0.24673,0.111776,0.0
0210120806,2023,A,0.00638,0.29855,0.01719,0.0
0250261909,2023,A,0.00634,0.00494,0.006288,0.0
0402231617,2023,A,0.00634,0.10032,0.009817,0.0
R475223,2023,A,0.00636,0.09995,0.009823,0.0
0222120208,2023,A,0.00632,0.29892,0.017146,0.0
0248120203,2023,A,0.00196,0.10053,0.005607,0.0
0412580315,2023,A,0.00633,0.1024,0.009885,0.0
0414360717,2023,A,0.00633,0.49634,0.02446,0.0
0235150110,2023,A,0.00631,0.48351,0.023966,0.0
0447070127,2023,C1,0.0301,0.10117,0.064711,0.0
0440230615,2023,F1,0.0075,0.00082,0.00082,0.0
0417201308,2023,A,0.00631,0.19972,0.013466,0.0
R402895,2023,A,0.00638,0.29941,0.017222,0.0
0257030329,2023,A,0.00634,0.3062,0.017435,0.0
0228170204,2023,B,0.14184,0.10034,0.120094,0.0
0205070709,2023,C1,0.0166,0.0008,0.008905,0.0
0147130229,2023,A,0.00638,0.19958,0.013528,0.0
0303170311,2023,A,0.00634,0.21994,0.014243,0.0
0119130709,2023,A,0.00756,0.00083,0.007311,0.0
0207081204,2023,A,0.00639,0.21365,0.014059,0.0
0264182105,2023,A,0.00631,0.10063,0.0098,0.0
0416400689,2023,A,0.00632,0.19985,0.013481,0.0
0266180308,2023,A,0.00633,0.49819,0.024529,0.0
0223300502,2023,A,0.00633,0.39909,0.020862,0.0
0336081304,2023,O,0.01242,0.29563,0.03536,0.0
0160090616,2023,A,0.00632,0.19869,0.013438,0.0
0103061012,2023,B,0.14137,0.16995,0.156346,0.0
0278180715,2023,A,0.00629,0.00795,0.006351,0.0
0246150112,2023,A,0.00632,0.10103,0.009824,0.0
0424280217,2023,C1,0.00296,0.00302,0.002989,0.0
0145530215,2023,A,0.00639,0.10033,0.009866,0.0
0268180409,2023,A,0.00636,0.10066,0.009849,0.0
0301020209,2023,A,0.00634,0.00094,0.00614,0.0
0414210405,2023,A,0.00631,0.19713,0.01337,0.0
0256430219,2023,A,0.00629,0.20005,0.013459,0.0
0418010911,2023,A,0.00632,0.20064,0.01351,0.0
0168110213,2023,A,0.00195,0.00089,0.001911,0.0
0420480116,2023,A,0.00635,0.42953,0.022008,0.0
0415120607,2023,A,0.00631,0.09929,0.00975,0.0
0438030101,2023,A,0.00629,0.36599,0.019599,0.0
0274181119,2023,A,0.00629,0.19966,0.013445,0.0
0252080703,2023,F1,0.00946,0.00082,0.00082,0.0
0154070503,2023,A,0.00631,0.29954,0.01716,0.0
0214120720,2023,A,0.00637,0.29904,0.017199,0.0
0111030303,2023,A,0.00635,0.49252,0.024338,0.0
0142270224,2023,A,0.00652,0.09579,0.009823,0.0
0430300718,2023,A,0.00636,0.00231,0.00621,0.0
0270280738,2023,A,0.00634,0.20006,0.013508,0.0
0233090216,2023,A,0.00634,0.24333,0.015109,0.0
0217090507,2023,A,0.00635,0.29089,0.016878,0.0
0218190809,2023,A,0.00631,0.00097,0.006112,0.0
0416500104,2023,A,0.00632,0.22625,0.014457,0.0
0324360102,2023,XV,0.008,0.00144,0.001611,0.0
0221010512,2023,A,0.00644,0.48242,0.024051,0.0
0233092228,2023,A,0.00628,0.399,0.020811,0.0
0233090982,2023,A,0.00628,0.02462,0.006959,0.0
0212100722,2023,B,0.1657,0.0012,0.079502,0.0
0426230417,2023,A,0.00196,0.0008,0.001917,0.0
0228060814,2023,B,0.16469,0.0011,0.078969,0.0
0204081016,2023,F1,0.00942,0.00086,0.00086,0.0
0426011512,2023,A,0.00628,0.49862,0.024497,0.0
0336130436,2023,A,0.0063,0.29919,0.017137,0.0
0272281616,2023,A,0.0063,0.19971,0.013456,0.0
0260200109,2023,A,0.00196,0.00091,0.001921,0.0
0402231560,2023,A,0.00636,0.29882,0.017181,0.0
0272200113,2023,A,0.0063,0.08312,0.009142,0.0
0224241127,2023,A,0.00631,0.20227,0.013561,0.0
0203550746,2023,A,0.0063,0.19874,0.01342,0.0
0142011202,2023,A,0.00752,0.00077,0.00727,0.0
0213281209,2023,A,0.00632,0.29945,0.017166,0.0
0206121402,2023,XV,0.18704,0.00085,0.005691,0.0
R075412,2023,,0.0258,0.10061,0.03777,0.0
0304040611,2023,A,0.00631,0.10058,0.009798,0.0
0129210118,2023,A,0.00214,0.20618,0.009689,0.0
0245130404,2023,A,0.00634,0.29943,0.017184,0.0
0420090425,2023,A,0.00631,0.09944,0.009756,0.0
0131030705,2023,A,0.00634,0.29947,0.017186,0.0
0422211907,2023,A,0.0063,0.11725,0.010405,0.0
0247280905,2023,A,0.00632,0.20004,0.013488,0.0
R412042,2023,A,0.00631,0.00079,0.006106,0.0
0424401202,2023,A,0.00633,0.2981,0.017125,0.0
0168190212,2023,A,0.00196,0.00083,0.001918,0.0
R302244,2023,A,0.00633,0.1005,0.009814,0.0
0114050909,2023,A,0.00632,0.1998,0.013479,0.0
0252430912,2023,A,0.00629,0.30243,0.017247,0.0
0408130502,2023,F1,0.00948,0.00085,0.00085,0.0
0154030337,2023,A,0.00635,0.11514,0.010375,0.0
0256430831,2023,A,0.00628,0.17696,0.012595,0.0
0222030125,2023,F1,0.08197,0.24313,0.24313,0.0
0424190408,2023,A,0.00633,0.16345,0.012143,0.0
0147130135,2023,A,0.00635,0.39916,0.020884,0.0
0156600304,2023,A,0.00636,0.11437,0.010356,0.0
0224210832,2023,A,0.00632,0.21955,0.01421,0.0
0319010408,2023,A,0.00631,0.19998,0.013476,0.0
0225690115,2023,A,0.00629,0.18669,0.012965,0.0
R390084,2023,B,0.14236,0.101,0.120687,0.0
0440250544,2023,A,0.00629,0.40019,0.020864,0.0
0217060111,2023,C1,0.00865,0.23,0.116447,0.0
R057062,2023,,0.0258,0.0008,0.0218,0.0
R056123,2023,A,0.0587,0.00077,0.056557,0.0
0220110609,2023,A,0.00633,0.29943,0.017175,0.0
0137550204,2023,A,0.0063,0.19991,0.013464,0.0
0231110153,2023,A,0.00632,0.20044,0.013502,0.0
0264360729,2023,A,0.0063,0.10835,0.010076,0.0
0320180314,2023,A,0.0063,0.10096,0.009802,0.0
0222140523,2023,XV,0.00793,0.00102,0.0012,0.0
0247281230,2023,A,0.0063,0.0009,0.0061,0.0
0129381109,2023,B,0.14184,0.29916,0.224276,0.0
0142090515,2023,A,0.00635,0.10049,0.009833,0.0
0201550409,2023,A,0.00628,0.22394,0.014333,0.0
0123110326,2023,A,0.00666,0.10057,0.010135,0.0
0445031310,2023,A,0.0063,0.32768,0.018191,0.0
0252400508,2023,A,0.00629,0.29942,0.017136,0.0
R23008,2023,,0.01881,0.001,0.01596,0.0
0326431305,2023,A,0.00629,0.19783,0.013377,0.0
0436190811,2023,A,0.00631,0.28264,0.016534,0.0
0423110115,2023,A,0.00631,0.29923,0.017148,0.0
0221010807,2023,A,0.00643,0.10006,0.009894,0.0
0116000212,2023,A,0.00639,0.10193,0.009925,0.0
0235400413,2023,A,0.0063,0.29963,0.017153,0.0
0412341014,2023,A,0.00632,0.20034,0.013499,0.0
0156380407,2023,A,0.00641,0.49365,0.024438,0.0
0417271821,2023,B,0.14167,0.29942,0.224331,0.0
R066457,2023,A,0.00672,0.09468,0.009975,0.0
0229180101,2023,B,0.14154,0.17504,0.159094,0.0
0425181315,2023,A,0.00629,0.19997,0.013456,0.0
0241010414,2023,A,0.00632,0.49818,0.024519,0.0
0150030212,2023,B,0.1417,0.19858,0.171505,0.0
0115060306,2023,A,0.00645,0.1226,0.010748,0.0
0340151107,2023,C1,0.0301,0.12045,0.0741,0.0
0122000217,2023,A,0.00639,0.29947,0.017234,0.0
0304520816,2023,A,0.0063,0.09871,0.009719,0.0
0112050715,2023,A,0.00635,0.10037,0.009829,0.0
0223020806,2023,A,0.00641,0.12916,0.010952,0.0
0217060713,2023,A,0.00644,0.20036,0.013615,0.0
0135010208,2023,A,0.00637,0.10037,0.009848,0.0
0125230205,2023,A,0.00653,0.29954,0.017371,0.0
0334330313,2023,A,0.0063,0.10037,0.009781,0.0
0219231007,2023,A,0.00633,0.29677,0.017076,0.0
0209090313,2023,A,0.00632,0.08883,0.009373,0.0
0339210131,2023,F1,0.00766,0.0008,0.0008,0.0
0208050610,2023,F1,0.08135,0.30002,0.30002,0.0
0221330772,2023,A,0.00633,0.32113,0.017978,0.0
0438340409,2023,A,0.00632,0.19982,0.01348,0.0
0414400622,2023,A,0.00632,0.20019,0.013493,0.0
0160070939,2023,A,0.0063,0.10848,0.010081,0.0
0262100926,2023,A,0.00633,0.29953,0.017178,0.0
0270280724,2023,A,0.0063,0.19991,0.013464,0.0
0211200245,2023,A,0.00633,0.19972,0.013485,0.0
0230020412,2023,F1,0.00772,0.00083,0.00083,0.0
0262300715,2023,A,0.00629,0.19997,0.013456,0.0
0100062001,2023,,0.0258,0.05427,0.030355,0.0
0266160215,2023,A,0.00634,0.29958,0.01719,0.0
R485555,2023,A,0.00752,0.00087,0.007274,0.0
0249130517,2023,A,0.00631,0.10447,0.009942,0.0
0330180704,2023,A,0.00631,0.01024,0.006455,0.0
0306010411,2023,A,0.00627,0.19693,0.013324,0.0
R073945,2023,A,0.00849,0.1999,0.015572,0.0
0434300245,2023,A,0.00632,0.20037,0.0135,0.0
0206130534,2023,A,0.00632,0.20004,0.013488,0.0
0130050149,2023,A,0.00634,0.29942,0.017184,0.0
0449230208,2023,A,0.00631,0.17959,0.012721,0.0
0211380134,2023,A,0.0063,0.19993,0.013464,0.0
0241260306,2023,C1,0.00865,0.19847,0.101092,0.0
0204051112,2023,F2,0.05757,0.00858,0.00858,0.0
0434250205,2023,A,0.00631,0.20002,0.013477,0.0
R403002,2023,A,0.00632,0.36587,0.019623,0.0
0408120511,2023,A,0.00631,0.29937,0.017153,0.0
0101091336,2023,A,0.00638,0.2026,0.01364,0.0
0272200114,2023,A,0.0063,0.20067,0.013492,0.0
0227050209,2023,A,0.00629,0.10272,0.009858,0.0
0268181001,2023,A,0.0063,0.29943,0.017146,0.0
0258330210,2023,A,0.00631,0.14893,0.011587,0.0
0164031303,2023,B,0.14171,0.20759,0.176231,0.0
0274200153,2023,A,0.0063,0.10059,0.009789,0.0
0231080101,2023,A,0.0064,0.1412,0.011388,0.0
0323600218,2023,A,0.00455,0.00119,0.004426,0.0
0243011501,2023,,0.0258,0.24473,0.060829,0.0
0124000306,2023,A,0.00634,0.59395,0.028082,0.0
0302521019,2023,A,0.0063,0.20476,0.013643,0.0
0145280401,2023,A,0.00632,0.20031,0.013498,0.0
0226410116,2023,F1,0.00201,0.00092,0.00092,0.0
0304551508,2023,A,0.00629,0.29918,0.017127,0.0
0210110715,2023,A,0.00632,0.10037,0.0098,0.0
