pid,year,pcat,lr,diff,adaptive_ens,actual
0247230107,2022,A,0.00287,0.00082,0.002794,0.0
0434071003,2022,A,0.0077,0.19993,0.014813,0.0
0142011106,2022,A,0.00776,0.29871,0.018525,0.0
0164480209,2022,A,0.00895,0.42021,0.024167,0.0
0258380808,2022,A,0.00764,0.19932,0.014732,0.0
0330380202,2022,A,0.00768,0.09753,0.011004,0.0
0254400122,2022,A,0.00768,0.00086,0.007428,0.0
0257030504,2022,A,0.00776,0.29947,0.018553,0.0
0404020406,2022,XV,1.0,0.00079,0.026769,0.0
0219280607,2022,O,0.00925,0.29771,0.032615,0.0
0203550343,2022,A,0.00765,0.39499,0.021982,0.0
0214091417,2022,A,0.00777,0.20092,0.014917,0.0
0416280510,2022,A,0.0077,0.4983,0.025852,0.0
0336520191,2022,A,0.00766,0.1003,0.011088,0.0
R066411,2022,,0.03129,0.10045,0.042356,0.0
0127360226,2022,A,0.00774,0.10041,0.011169,0.0
0400120701,2022,A,0.00771,0.19973,0.014815,0.0
0216010802,2022,A,0.00777,0.47579,0.025087,0.0
0101400707,2022,A,0.00776,0.4986,0.025921,0.0
0256160616,2022,A,0.00775,0.19559,0.0147,0.0
0264160908,2022,A,0.00771,0.10042,0.01114,0.0
0133043629,2022,A,0.89222,0.00079,0.859237,0.0
0229150716,2022,A,0.00771,0.00088,0.007457,0.0
0260080106,2022,A,0.00775,0.22097,0.015639,0.0
0418401032,2022,A,0.00775,0.39669,0.022141,0.0
0305160322,2022,A,0.00773,0.3984,0.022185,0.0
0222110206,2022,A,0.00775,0.01364,0.007968,0.0
0406210202,2022,F1,1.0,0.39365,0.39365,0.0
0278181720,2022,A,0.00765,0.22221,0.015589,0.0
0412380157,2022,A,0.00772,0.00095,0.00747,0.0
0416190118,2022,C1,0.01216,0.33265,0.168239,0.0
0318160218,2022,A,0.00768,0.39821,0.02213,0.0
0168091108,2022,A,0.00287,0.10141,0.006516,0.0
0223160303,2022,A,0.00772,0.09579,0.010979,0.0
0340130619,2022,C1,0.04128,0.29977,0.167165,0.0
0168190202,2022,A,0.00289,0.10037,0.006497,0.0
0203110506,2022,A,0.00772,0.29929,0.018508,0.0
0254301512,2022,A,0.00766,0.26194,0.017068,0.0
0247300904,2022,A,0.00769,0.00206,0.007482,0.0
R144091,2022,,0.03129,0.00134,0.026498,0.0
0222211303,2022,C1,0.04128,0.50069,0.265013,0.0
0436252221,2022,A,0.00767,0.19987,0.014781,0.0
0213850115,2022,A,0.00343,0.00117,0.003346,0.0
0270230909,2022,XV,1.0,0.00084,0.026818,0.0
0107210501,2022,XV,0.00827,0.00122,0.001403,0.0
0142011003,2022,A,0.00792,0.29518,0.018549,0.0
R511958,2022,A,0.00775,0.20097,0.014899,0.0
0241261011,2022,A,0.00766,0.16396,0.013443,0.0
0313040116,2022,XV,1.0,0.00079,0.026769,0.0
0202190215,2022,A,0.00774,0.29898,0.018516,0.0
0339500227,2022,A,0.00346,0.00629,0.003565,0.0
0164130326,2022,A,0.00286,0.09921,0.006425,0.0
0427170325,2022,A,0.00768,0.20123,0.014841,0.0
0245210426,2022,A,0.00344,0.00259,0.003409,0.0
R088412,2022,,0.03129,0.28059,0.071178,0.0
0206150211,2022,A,0.00773,0.10082,0.011174,0.0
0426010802,2022,B,0.18101,0.1995,0.190699,0.0
0231330211,2022,A,0.00944,0.10045,0.012807,0.0
0245210505,2022,A,0.01899,0.00095,0.018323,0.0
0282200233,2022,A,0.0077,0.103,0.011226,0.0
0129040302,2022,A,0.00786,0.22817,0.016011,0.0
0272200413,2022,A,0.00767,0.29974,0.018477,0.0
0328461337,2022,A,0.00768,0.05224,0.009329,0.0
0449150312,2022,A,0.00772,0.20136,0.014885,0.0
0418281534,2022,A,0.00769,0.34333,0.020109,0.0
0125300507,2022,A,0.00817,0.00083,0.007898,0.0
0410120621,2022,A,0.00771,0.29293,0.018263,0.0
0236061502,2022,A,0.00776,0.00128,0.00752,0.0
0164092007,2022,A,0.00288,0.19929,0.010147,0.0
0205260507,2022,A,0.00772,0.10094,0.011169,0.0
0215121111,2022,A,0.00776,0.19737,0.014776,0.0
0416000148,2022,A,0.00767,0.39901,0.02215,0.0
0270201414,2022,A,0.00769,0.00091,0.007439,0.0
0443110601,2022,,0.00834,0.30108,0.055178,0.0
0164130528,2022,A,0.00776,0.29986,0.018568,0.0
0223200514,2022,A,0.00771,0.00099,0.007461,0.0
0209400214,2022,C1,0.04128,0.52301,0.275883,0.0
0237400136,2022,A,0.00768,0.10036,0.011109,0.0
R489308,2022,A,1.0,0.41039,0.978184,0.0
0216110805,2022,B,0.18263,0.49773,0.347742,0.0
0238250308,2022,A,0.00772,0.10865,0.011454,0.0
0320181206,2022,A,0.00769,0.30532,0.018702,0.0
0416091219,2022,A,0.00767,0.10048,0.011104,0.0
0336080912,2022,C1,0.04128,0.13231,0.085612,0.0
0145580229,2022,A,0.00768,0.29754,0.018405,0.0
0408020214,2022,B,1.0,0.0008,0.476419,0.0
0412400143,2022,A,0.00778,0.10058,0.011214,0.0
0445031107,2022,O,0.00185,0.00089,0.001772,0.0
0234410108,2022,C1,0.00319,0.10052,0.05059,0.0
0402031019,2022,A,0.0078,0.19997,0.01491,0.0
0316360225,2022,A,0.00764,0.19972,0.014747,0.0
0260400101,2022,O,0.00925,0.19785,0.024527,0.0
0440151601,2022,A,0.00767,0.19984,0.01478,0.0
0432190128,2022,B,0.18079,0.10072,0.138833,0.0
0426010922,2022,B,0.18088,0.19963,0.190705,0.0
0416401727,2022,A,0.00773,0.40982,0.022607,0.0
0338030202,2022,A,0.00766,0.39723,0.022074,0.0
0310181402,2022,A,0.00773,0.3155,0.019117,0.0
0419160210,2022,A,0.00774,0.37929,0.021487,0.0
0262130105,2022,XV,1.0,0.00077,0.02675,0.0
0245160411,2022,A,0.00769,0.29772,0.018421,0.0
0210410350,2022,C1,0.0032,0.22043,0.108991,0.0
0432190703,2022,A,0.00768,0.20004,0.014797,0.0
0233101601,2022,,0.03129,0.19874,0.058082,0.0
0426340303,2022,A,0.00772,0.10031,0.011146,0.0
R055054,2022,A,0.01424,0.0009,0.013746,0.0
0334000304,2022,XV,0.00823,0.03798,0.037206,0.0
0248120803,2022,B,0.18157,0.30856,0.248113,0.0
0270201805,2022,A,0.00767,0.1965,0.014657,0.0
0223261008,2022,A,0.0077,0.4898,0.025538,0.0
R075262,2022,,0.03129,0.20009,0.058298,0.0
0227090501,2022,A,0.97726,0.99023,0.97774,0.0
0219260219,2022,A,0.00772,0.2877,0.018079,0.0
R399783,2022,,0.03129,0.10682,0.043375,0.0
0210140716,2022,B,0.18219,0.29981,0.243823,0.0
0332380608,2022,A,0.00767,0.16418,0.013461,0.0
0445090730,2022,A,0.96597,0.10123,0.933975,0.0
0406070210,2022,A,0.00769,0.09717,0.011001,0.0
0232060130,2022,A,0.00774,0.00104,0.007492,0.0
0200140212,2022,A,0.0078,0.10403,0.011361,0.0
0143601111,2022,C1,0.04128,0.10036,0.070052,0.0
R485556,2022,A,0.00945,0.00087,0.009133,0.0
R066358,2022,A,0.00286,0.1746,0.009214,0.0
0239100807,2022,A,0.00772,0.3603,0.020765,0.0
0240050111,2022,A,0.00772,0.39891,0.022194,0.0
0412340919,2022,A,0.00771,0.03367,0.008671,0.0
0239130804,2022,A,0.00772,0.10248,0.011226,0.0
0274301601,2022,,0.0551,0.00142,0.046511,0.0
0264100930,2022,A,0.0077,0.28215,0.017855,0.0
0270000513,2022,A,0.00771,0.09989,0.011121,0.0
0213100409,2022,A,0.00778,0.3695,0.021164,0.0
0266180509,2022,A,0.00773,0.17324,0.013854,0.0
0416110744,2022,A,0.00766,0.11602,0.011669,0.0
0240081234,2022,A,0.0077,0.00095,0.00745,0.0
0264161807,2022,B,0.1812,0.39947,0.295573,0.0
0415150506,2022,A,0.00771,0.20015,0.01483,0.0
0223090304,2022,A,0.00771,0.20043,0.014841,0.0
R486705,2022,B,0.18225,0.09953,0.138905,0.0
R337740,2022,A,0.00772,0.10193,0.011206,0.0
0150010720,2022,A,0.00773,0.20127,0.014891,0.0
0240120304,2022,A,0.00771,0.37787,0.021406,0.0
0443210435,2022,A,0.00765,0.19987,0.014762,0.0
0428280105,2022,A,0.00775,0.01515,0.008024,0.0
0419190108,2022,A,0.00773,0.35607,0.020619,0.0
0129381016,2022,A,0.0079,0.14531,0.012984,0.0
0252200325,2022,A,0.00286,0.00119,0.002798,0.0
0237431418,2022,A,0.00769,0.19913,0.014773,0.0
0404230809,2022,A,0.00777,0.49846,0.025926,0.0
0422211719,2022,A,0.00771,0.2994,0.018503,0.0
0217380105,2022,B,0.18101,0.39686,0.294115,0.0
0440250241,2022,A,0.00766,0.39812,0.022107,0.0
0262300312,2022,A,0.0077,0.10581,0.01133,0.0
0418010907,2022,A,0.00771,0.39638,0.022091,0.0
0237071501,2022,,0.03129,0.0822,0.039436,0.0
0221010120,2022,A,0.00778,0.1171,0.011825,0.0
0270201106,2022,A,0.00766,0.29955,0.01846,0.0
0420530302,2022,A,0.00773,0.09888,0.011103,0.0
0418010312,2022,A,0.00772,0.48074,0.025222,0.0
0147600361,2022,A,0.00772,0.12755,0.012154,0.0
0419191326,2022,A,0.00772,0.10031,0.011146,0.0
0133550756,2022,A,0.0079,0.50759,0.026389,0.0
0412130721,2022,A,0.00772,0.2,0.014834,0.0
0101500106,2022,A,0.00782,0.09896,0.011192,0.0
0102050712,2022,B,0.18179,0.09793,0.137847,0.0
0239330532,2022,A,0.00767,0.04854,0.009182,0.0
0230130517,2022,A,0.00772,0.00112,0.007476,0.0
0239130806,2022,A,0.00769,0.00092,0.00744,0.0
0135090324,2022,A,0.00777,0.30116,0.018625,0.0
0215051405,2022,A,0.00776,0.10327,0.011294,0.0
0424001107,2022,A,0.00766,0.10041,0.011092,0.0
0145550319,2022,C1,0.04128,0.2009,0.119015,0.0
0246180606,2022,A,1.0,0.00176,0.963065,0.0
0125300106,2022,A,0.00838,0.19912,0.015437,0.0
0208110511,2022,C1,0.04128,0.20198,0.119541,0.0
0254230305,2022,C1,0.89898,0.29796,0.606283,0.0
0135340805,2022,A,0.0077,0.23928,0.016268,0.0
0336080310,2022,C1,0.04128,0.32889,0.181346,0.0
0447280508,2022,A,0.0077,0.00085,0.007447,0.0
0424211714,2022,A,0.00769,0.32496,0.019429,0.0
0416401607,2022,A,0.00771,0.00106,0.007464,0.0
0402380829,2022,A,0.0078,0.29692,0.018497,0.0
0217000303,2022,A,0.00778,0.39661,0.022167,0.0
0266080807,2022,A,0.00771,0.01022,0.007803,0.0
0212211001,2022,A,0.00771,0.3106,0.018917,0.0
0410340304,2022,A,0.00783,0.29958,0.018625,0.0
R076604,2022,A,0.00777,0.30463,0.018754,0.0
0142070305,2022,A,0.00789,0.44035,0.023891,0.0
0426250141,2022,A,0.00768,0.215,0.015351,0.0
0264201201,2022,A,0.00769,0.29968,0.018494,0.0
0207200606,2022,A,0.00774,0.29904,0.018518,0.0
0432251305,2022,A,0.0077,0.10055,0.011135,0.0
0164150805,2022,A,0.00287,0.00079,0.002793,0.0
0223200506,2022,A,0.00771,0.20023,0.014833,0.0
0133190502,2022,A,0.00764,0.15989,0.013273,0.0
R41384,2022,,0.01426,0.00201,0.0123,0.0
0307150601,2022,A,0.0077,0.19976,0.014806,0.0
0322010920,2022,A,0.0077,0.3601,0.020739,0.0
0416402101,2022,A,0.00769,0.14513,0.012775,0.0
0318180934,2022,A,0.00769,0.19974,0.014796,0.0
R150926,2022,,0.03129,0.10048,0.04236,0.0
0426250717,2022,A,0.00765,0.1004,0.011082,0.0
0102051106,2022,A,0.00782,0.39282,0.022065,0.0
R441983,2022,A,0.00771,0.00111,0.007466,0.0
0260380705,2022,A,0.00344,0.00252,0.003406,0.0
R466886,2022,,0.03129,0.00108,0.026456,0.0
0239100611,2022,A,0.0077,0.29948,0.018496,0.0
0264000605,2022,A,0.00291,0.00079,0.002832,0.0
0129400113,2022,F1,1.0,0.10037,0.10037,0.0
0212130113,2022,A,0.00774,0.10039,0.011168,0.0
0414191020,2022,A,0.00769,0.00099,0.007442,0.0
0436253315,2022,A,0.00766,0.19971,0.014766,0.0
0336031403,2022,A,0.00769,0.3984,0.022146,0.0
0404110501,2022,,0.03129,0.10065,0.042388,0.0
0164010932,2022,A,0.00769,0.20137,0.014856,0.0
0422440941,2022,A,0.00771,0.12907,0.0122,0.0
0212010604,2022,B,1.0,0.00082,0.47643,0.0
0202070815,2022,A,0.00782,0.19922,0.014902,0.0
0152151008,2022,A,0.00288,0.15203,0.008399,0.0
0322010245,2022,A,0.0077,0.19972,0.014805,0.0
0116081516,2022,A,0.00781,0.42225,0.023144,0.0
0432300705,2022,A,0.00772,0.20129,0.014882,0.0
0203110202,2022,A,0.00782,0.19982,0.014924,0.0
0217130914,2022,A,0.00773,0.39854,0.02219,0.0
0256431620,2022,C1,0.04128,0.04664,0.04389,0.0
0125250114,2022,A,0.00799,0.10425,0.011552,0.0
0233011113,2022,A,0.00777,0.28708,0.018104,0.0
0237431223,2022,A,0.0077,0.10243,0.011205,0.0
0220210136,2022,A,1.0,0.10039,0.966714,0.0
0226040113,2022,A,0.00776,0.19993,0.01487,0.0
0241070919,2022,A,0.00769,0.19999,0.014805,0.0
0254430244,2022,C1,0.04128,0.10069,0.070213,0.0
R067165,2022,A,0.00781,0.10045,0.011238,0.0
0419280407,2022,A,0.00769,0.19976,0.014797,0.0
0340131901,2022,C1,0.04128,0.23354,0.134911,0.0
0241260806,2022,A,0.00764,0.00085,0.007389,0.0
0100060920,2022,A,0.00782,0.19892,0.014891,0.0
0406120701,2022,,0.03129,0.00119,0.026474,0.0
0338102134,2022,A,0.00771,0.09859,0.011073,0.0
0102070911,2022,A,0.00777,0.10058,0.011204,0.0
0227030305,2022,F1,1.0,0.20162,0.20162,0.0
0210500424,2022,C1,0.04141,0.19966,0.118478,0.0
0231111101,2022,,0.03129,0.00099,0.026442,0.0
0162070719,2022,A,0.00772,0.19987,0.01483,0.0
0123150613,2022,A,0.00775,0.09775,0.01108,0.0
0418580303,2022,A,0.00787,0.29925,0.018651,0.0
0130050110,2022,A,0.00815,0.28704,0.018469,0.0
0258330109,2022,A,0.00769,0.39176,0.021901,0.0
0340130812,2022,C1,0.04128,0.0998,0.069779,0.0
0409120202,2022,A,0.00771,0.10158,0.011183,0.0
0219360406,2022,XV,0.00832,0.00128,0.001463,0.0
0416140307,2022,A,0.00772,0.39897,0.022196,0.0
0152600202,2022,C1,0.04128,0.39989,0.215923,0.0
0436250202,2022,A,0.00768,0.00084,0.007427,0.0
0237480318,2022,A,0.00767,0.00087,0.007418,0.0
0218090316,2022,A,0.00771,0.00086,0.007457,0.0
0205100214,2022,A,0.00769,0.39772,0.022121,0.0
0145500102,2022,A,0.00774,0.39913,0.022221,0.0
0170210605,2022,A,0.00777,0.00081,0.007512,0.0
R073986,2022,A,0.00775,0.20022,0.014871,0.0
R348055,2022,C1,0.01216,0.10032,0.055094,0.0
0126050203,2022,A,0.00772,0.23712,0.016208,0.0
0245180918,2022,F1,0.99989,0.00099,0.00099,0.0
0212100509,2022,A,0.00775,0.49534,0.025791,0.0
0244200715,2022,A,0.00767,0.10107,0.011126,0.0
0111280111,2022,A,0.00782,0.39926,0.022303,0.0
0233520304,2022,A,0.00769,0.14315,0.012702,0.0
0135500351,2022,A,0.00779,0.39325,0.022052,0.0
0432190123,2022,XV,0.10186,0.49879,0.48847,0.0
0105150306,2022,A,0.0077,0.10138,0.011166,0.0
0160071004,2022,A,0.00778,0.1003,0.011203,0.0
0422070203,2022,A,0.00784,0.20773,0.015236,0.0
0404400505,2022,A,0.00344,0.0008,0.003342,0.0
0201090229,2022,A,0.00789,0.19997,0.014997,0.0
R31017,2022,,0.03129,0.00094,0.026434,0.0
0235160802,2022,A,0.00772,0.10056,0.011155,0.0
0203570906,2022,A,0.00343,0.00085,0.003335,0.0
0338000407,2022,A,0.00769,0.32832,0.019553,0.0
0262160603,2022,A,0.00773,0.20268,0.014943,0.0
0410120510,2022,A,0.0077,0.10014,0.01112,0.0
0280200506,2022,A,0.0077,0.19982,0.014808,0.0
0166030213,2022,B,0.18099,0.40159,0.296584,0.0
0426150922,2022,A,0.00768,0.14999,0.012945,0.0
0121090610,2022,A,0.00788,0.19917,0.014958,0.0
0266102712,2022,A,0.00772,0.09504,0.010951,0.0
R503320,2022,B,0.18106,0.3633,0.276554,0.0
0422210511,2022,A,0.0077,0.29937,0.018492,0.0
0103530107,2022,A,0.00773,0.00085,0.007475,0.0
0108030803,2022,B,1.0,0.99472,0.997233,0.0
0422480501,2022,A,0.00773,0.19039,0.014488,0.0
0147480407,2022,A,0.00769,0.00125,0.007452,0.0
0410250503,2022,A,0.0077,0.00107,0.007455,0.0
0207202901,2022,,0.03129,0.28073,0.0712,0.0
0135440114,2022,A,0.00796,0.39913,0.022433,0.0
0213850601,2022,A,0.00344,0.00079,0.003342,0.0
0223150604,2022,A,0.00771,0.19981,0.014818,0.0
0138110214,2022,A,0.00776,0.10594,0.011393,0.0
0303051020,2022,B,0.18151,0.40186,0.296973,0.0
0328400305,2022,A,0.00767,0.0029,0.007494,0.0
R466053,2022,,0.03129,0.10053,0.042368,0.0
0128000613,2022,A,0.00777,0.28762,0.018124,0.0
0449191209,2022,A,0.0077,0.19998,0.014814,0.0
0135480728,2022,A,0.00787,0.39887,0.022337,0.0
0221220334,2022,B,1.0,0.00177,0.476927,0.0
0258040927,2022,A,0.00778,0.10028,0.011203,0.0
0438301601,2022,A,0.00772,0.30086,0.018566,0.0
0152580601,2022,XV,0.24034,0.00085,0.007077,0.0
0237070504,2022,A,0.00772,0.29449,0.01833,0.0
0150010904,2022,B,0.18118,0.58608,0.393348,0.0
0417150918,2022,B,0.18095,0.29928,0.242955,0.0
0101140209,2022,A,0.00788,0.26051,0.017227,0.0
0101441301,2022,A,0.00779,0.39786,0.022223,0.0
0268201105,2022,B,1.0,0.00077,0.476403,0.0
0241430701,2022,A,0.00766,0.13887,0.012515,0.0
0440050605,2022,O,0.00925,0.18194,0.023238,0.0
R335378,2022,A,0.00775,0.49911,0.02593,0.0
0225670329,2022,A,0.00768,0.10042,0.011111,0.0
0412380707,2022,A,0.0077,0.19244,0.014535,0.0
0432440405,2022,A,0.00775,0.11569,0.011744,0.0
R302132,2022,,0.03129,0.20306,0.058773,0.0
0408361304,2022,A,0.00286,0.02626,0.003726,0.0
0422530171,2022,A,0.00787,0.19987,0.014974,0.0
0221240203,2022,B,0.181,0.19957,0.190731,0.0
R075390,2022,,0.03129,0.06503,0.036688,0.0
0428300507,2022,A,0.0077,0.1936,0.014578,0.0
0204051601,2022,A,0.00787,0.09997,0.011278,0.0
0258430123,2022,A,0.00766,0.00092,0.007411,0.0
0416290104,2022,A,0.00769,0.43108,0.023355,0.0
0440050102,2022,A,0.00766,0.39908,0.022143,0.0
0121090141,2022,A,0.00791,0.202,0.015091,0.0
0332360803,2022,A,0.00768,0.10061,0.011118,0.0
R513059,2022,A,0.01403,0.00118,0.013555,0.0
R049914,2022,,0.03129,0.20072,0.058399,0.0
0406400410,2022,A,0.00287,0.10399,0.006611,0.0
0428150147,2022,A,0.00769,0.09984,0.0111,0.0
R399748,2022,,0.03129,0.10144,0.042514,0.0
0432130810,2022,A,0.00769,0.20014,0.014811,0.0
0219120241,2022,A,0.00776,0.10037,0.011187,0.0
0414030120,2022,A,0.00765,0.39842,0.022108,0.0
0428230124,2022,B,0.1808,0.29937,0.242931,0.0
R522374,2022,A,0.00769,0.40981,0.022568,0.0
0150580506,2022,A,0.00776,0.25993,0.01709,0.0
0211010217,2022,A,0.82683,0.08905,0.799532,0.0
0113340102,2022,A,0.00818,0.10034,0.01159,0.0
0426551403,2022,A,0.00772,0.29904,0.018499,0.0
0145500423,2022,A,0.00786,0.29889,0.018628,0.0
0440070230,2022,A,0.00775,0.46897,0.024815,0.0
0320020915,2022,B,0.18144,0.65414,0.429135,0.0
0424251506,2022,A,0.00767,0.10151,0.011142,0.0
0340430217,2022,A,0.00344,0.00077,0.003341,0.0
0204120428,2022,XV,1.0,0.09711,0.120585,0.0
0415040611,2022,A,0.00769,0.00111,0.007447,0.0
0239161204,2022,A,0.00769,0.39895,0.022167,0.0
0332032007,2022,A,0.00769,0.02865,0.008466,0.0
0306520712,2022,A,0.00767,0.19989,0.014782,0.0
0221151008,2022,A,0.00772,0.19985,0.014829,0.0
0233131118,2022,B,0.18087,0.39205,0.291528,0.0
0200120305,2022,A,0.00776,0.10083,0.011204,0.0
0336081508,2022,C1,0.04128,0.28797,0.161418,0.0
0242210111,2022,A,0.00779,0.29788,0.018523,0.0
0339500526,2022,A,0.00772,0.29966,0.018522,0.0
0405061603,2022,A,0.00774,0.10034,0.011166,0.0
0301021301,2022,,0.03809,0.22817,0.068503,0.0
0215180708,2022,C1,0.1089,0.00086,0.056285,0.0
0247080110,2022,F1,1.0,0.00092,0.00092,0.0
0334032443,2022,A,0.00769,0.10053,0.011125,0.0
0407060110,2022,A,0.00775,0.3522,0.020495,0.0
0330060910,2022,A,0.00769,0.49394,0.025681,0.0
0217090117,2022,A,0.0077,0.00083,0.007446,0.0
0215280639,2022,A,0.0077,0.31079,0.018914,0.0
0125090177,2022,A,0.008,0.10013,0.011409,0.0
0233131121,2022,A,0.00775,0.49817,0.025896,0.0
0406300148,2022,B,0.18103,0.00087,0.086626,0.0
0445030604,2022,A,0.00765,0.26536,0.017185,0.0
0241200101,2022,F1,1.0,0.11965,0.11965,0.0
0221010415,2022,A,0.0078,0.38468,0.021745,0.0
0410120520,2022,A,0.0077,0.17899,0.014038,0.0
0203550766,2022,A,0.00765,0.00079,0.007396,0.0
0430150204,2022,A,0.97735,0.89674,0.974367,0.0
0245130113,2022,B,0.18117,0.10129,0.139313,0.0
0262080620,2022,A,0.00771,0.44439,0.023867,0.0
0425182312,2022,A,0.00767,0.25784,0.016926,0.0
0264280157,2022,A,0.00765,0.26306,0.0171,0.0
0135340858,2022,A,0.00817,0.29994,0.018965,0.0
0252181022,2022,A,0.00773,0.2845,0.01797,0.0
0212130118,2022,A,0.00776,0.22255,0.015707,0.0
0239130506,2022,A,0.00769,0.19998,0.014805,0.0
0320062021,2022,A,0.00768,0.19861,0.014744,0.0
0219150309,2022,C1,0.27755,0.39618,0.335323,0.0
0443050802,2022,A,0.00768,0.29845,0.018438,0.0
R075462,2022,,0.03129,0.1542,0.050956,0.0
0227670202,2022,A,0.00766,0.19963,0.014763,0.0
0302070824,2022,A,0.00951,0.00079,0.009187,0.0
0278180333,2022,A,0.00768,0.00079,0.007425,0.0
0266160610,2022,A,0.00773,0.10003,0.011145,0.0
0133380108,2022,A,0.00818,0.24464,0.016929,0.0
0278201519,2022,A,0.00772,0.10063,0.011158,0.0
R075474,2022,XV,0.23341,0.00114,0.007179,0.0
R076683,2022,A,0.99986,0.19811,0.970195,0.0
0127250205,2022,A,0.00881,0.39869,0.023236,0.0
0418300629,2022,A,0.00769,0.0009,0.007439,0.0
0402230522,2022,A,0.00771,0.29931,0.018499,0.0
0404110125,2022,F2,0.99992,0.58866,0.58866,0.0
0264061125,2022,A,0.00771,0.20072,0.014851,0.0
0242190804,2022,A,0.00767,0.20315,0.014903,0.0
0274200507,2022,B,0.18134,0.09633,0.136795,0.0
0411131204,2022,A,0.0077,0.03581,0.00874,0.0
0160030162,2022,XV,0.00823,0.00121,0.001393,0.0
0421011104,2022,A,0.00771,0.39563,0.022063,0.0
0111090240,2022,A,0.00811,0.19837,0.01515,0.0
0418140403,2022,A,0.00768,0.0015,0.007451,0.0
0245400305,2022,A,0.00344,0.00077,0.003341,0.0
0125090204,2022,A,0.00818,0.29881,0.018933,0.0
0443031709,2022,A,0.00766,0.10211,0.011155,0.0
0413110918,2022,A,0.00766,0.18909,0.014373,0.0
0231050710,2022,A,0.00772,0.23491,0.016126,0.0
R529556,2022,A,0.00768,0.19999,0.014795,0.0
0419151010,2022,A,0.0077,0.19944,0.014794,0.0
0314360101,2022,XV,0.03089,0.2001,0.195701,0.0
R341468,2022,B,0.18142,0.30441,0.245867,0.0
0414401109,2022,A,0.00776,0.20349,0.015002,0.0
0424400923,2022,A,0.00771,0.09253,0.010848,0.0
0239190404,2022,F1,1.0,0.00254,0.00254,0.0
0237020118,2022,A,0.00771,0.3025,0.018617,0.0
0147130618,2022,A,0.00776,0.05018,0.00933,0.0
0111380514,2022,A,0.00802,0.19843,0.015065,0.0
0312381803,2022,A,0.00765,0.00087,0.007399,0.0
0307130509,2022,A,0.00775,0.10036,0.011177,0.0
R578680,2022,,0.03129,0.20257,0.058695,0.0
0219330507,2022,A,0.00771,0.20059,0.014847,0.0
0248110301,2022,F2,0.99635,0.00514,0.00514,0.0
0440110123,2022,A,0.00776,0.20046,0.01489,0.0
0231330216,2022,A,0.00944,0.00083,0.009121,0.0
0213380405,2022,A,0.00768,0.1972,0.014692,0.0
0241260209,2022,A,0.00774,0.19598,0.014705,0.0
0406441128,2022,A,0.00775,0.20516,0.015054,0.0
0340131808,2022,C1,0.04128,0.09947,0.069619,0.0
0100061056,2022,C1,0.99027,0.29916,0.653699,0.0
0430111057,2022,A,0.00765,0.10024,0.011076,0.0
0117020418,2022,A,0.00781,0.39877,0.022276,0.0
0225090307,2022,A,0.00773,0.17931,0.014078,0.0
0254280232,2022,A,0.00771,0.20021,0.014833,0.0
0412500111,2022,A,0.00773,0.20267,0.014943,0.0
0112050210,2022,A,0.0078,0.00131,0.00756,0.0
0129040109,2022,A,0.00774,0.10042,0.011169,0.0
0412100513,2022,B,0.18077,0.33282,0.260444,0.0
0272280410,2022,A,0.00772,0.29936,0.018511,0.0
0227090904,2022,F1,1.0,0.47966,0.47966,0.0
0329000903,2022,XV,0.00823,0.00117,0.001354,0.0
0426480302,2022,A,0.0078,0.38546,0.021773,0.0
0402250905,2022,A,0.00773,0.70148,0.033399,0.0
0436250421,2022,A,0.00771,0.10067,0.01115,0.0
0306522113,2022,A,0.00766,0.39655,0.022049,0.0
0412131109,2022,A,0.0077,0.20277,0.014918,0.0
0262181705,2022,A,0.0077,0.00084,0.007446,0.0
0130020103,2022,XV,0.00823,0.01017,0.01012,0.0
0412362310,2022,A,0.00772,0.39859,0.022182,0.0
R455441,2022,,0.03129,0.00107,0.026455,0.0
0340101113,2022,O,0.00925,0.10065,0.016653,0.0
0334060406,2022,A,0.0077,0.24385,0.016438,0.0
0243230332,2022,A,0.00775,0.39889,0.022222,0.0
0226040310,2022,B,1.0,0.00082,0.47643,0.0
0160630175,2022,A,0.00963,0.50191,0.027844,0.0
0205521706,2022,A,0.00767,0.29828,0.018423,0.0
0235210107,2022,A,0.00775,0.00087,0.007495,0.0
0425181920,2022,A,0.00765,0.32735,0.019479,0.0
0308140424,2022,A,0.00766,0.20421,0.014932,0.0
R465640,2022,A,0.00772,0.09853,0.01108,0.0
0107380125,2022,A,0.00788,0.10045,0.011305,0.0
0246020208,2022,A,0.00782,0.28834,0.018199,0.0
0110010910,2022,F2,0.20115,0.00111,0.00111,0.0
0340150645,2022,C1,0.04128,0.20278,0.11993,0.0
0219400214,2022,A,0.00768,0.19887,0.014754,0.0
0217181653,2022,C1,0.1089,0.00084,0.056275,0.0
0217220219,2022,A,0.00771,0.10049,0.011143,0.0
0200081201,2022,,0.03129,0.10066,0.042389,0.0
R076069,2022,,0.03129,0.22811,0.062781,0.0
0208110505,2022,A,0.00775,0.29923,0.018535,0.0
0242190509,2022,A,0.00768,0.39804,0.022123,0.0
0443030524,2022,A,0.00766,0.39817,0.022109,0.0
0413110805,2022,XV,0.00573,0.00082,0.000948,0.0
0412580320,2022,A,0.00774,0.20008,0.014857,0.0
0223200211,2022,A,0.00774,0.2882,0.018117,0.0
0310050202,2022,A,0.00767,0.20004,0.014788,0.0
