parcel_id_10,latitude,longitude
0170190305,30.44133078,-97.80947468
0170190306,30.44151866,-97.80928163
0170190307,30.44166622,-97.80902341
0170190308,30.44181030,-97.80872323
0170190309,30.44190402,-97.80846278
0170190310,30.44214478,-97.80822040
0170190311,30.44234881,-97.80800470
0170190312,30.44251095,-97.80780511
0170190313,30.44280892,-97.80760711
0170190314,30.44305229,-97.80742372
0170190316,30.43938287,-97.80736312
0170190317,30.43895363,-97.80777672
0170190318,30.43854333,-97.80786870
0170190321,30.44214184,-97.80643276
0170190323,30.43895582,-97.81060665
0170190324,30.43924669,-97.81030489
0170190401,30.43887926,-97.80639045
0170190402,30.43864278,-97.80667106
0170190403,30.43868120,-97.80702156
0170190404,30.43901532,-97.80697729
0170190405,30.43844253,-97.80717879
0170190501,30.44223959,-97.81348273
0170190601,30.44104461,-97.81332633
0170190602,30.44147664,-97.81313012
0170190603,30.44195271,-97.81292232
0170190604,30.44241102,-97.81288167
0170190605,30.44286058,-97.81345589
0170190606,30.44344025,-97.81354583
0170190607,30.44327569,-97.81312881
0170190608,30.44322008,-97.81279957
0170190609,30.44321680,-97.81246197
0170190610,30.44289963,-97.81226729
0170190611,30.44266681,-97.81194952
0170190612,30.44259726,-97.81150302
0170190613,30.44244900,-97.81125108
0170190614,30.44229342,-97.81102568
0170190615,30.44212105,-97.81069009
0170190616,30.44185706,-97.81124669
0170190617,30.44132812,-97.81126923
0170190618,30.44140165,-97.81077724
0170190619,30.44200628,-97.81035742
0170190620,30.44174332,-97.81009375
0170190621,30.44165594,-97.80965300
0170190622,30.44133736,-97.81001999
0170190623,30.44111751,-97.81018016
0170190624,30.44089383,-97.81042300
0170190625,30.44064684,-97.81062719
0170190626,30.44040241,-97.81071836
0170190627,30.44012276,-97.81082884
0170190628,30.43981028,-97.81095250
0170190630,30.43950329,-97.81141046
0170190631,30.43946432,-97.81097339
0170190632,30.43896117,-97.81187780
0170190633,30.44034588,-97.81119282
0170190634,30.44044910,-97.81160970
0170190635,30.44047343,-97.81202796
0170190636,30.44107520,-97.81216232
0170190637,30.44100182,-97.81251475
0170190638,30.44053784,-97.81276246
0170190639,30.44018556,-97.81269810
0170190640,30.44000440,-97.81238208
0170190641,30.43978698,-97.81213309
0170190642,30.43951466,-97.81181733
0170190643,30.43869816,-97.81049180
0170190801,30.44401967,-97.81063260
0170190802,30.44360924,-97.81082611
0170190803,30.44388158,-97.81109655
0170190901,30.44382331,-97.80970522
0170190902,30.44355993,-97.80987994
0170190903,30.44322305,-97.80999694
0170190904,30.44344715,-97.81044579
0170190905,30.44372642,-97.81018525
0170191001,30.44399565,-97.80857104
0170191002,30.44374516,-97.80873540
0170191003,30.44349567,-97.80889911
0170191004,30.44324576,-97.80906285
0170191005,30.44289405,-97.80921617
0170191006,30.44305679,-97.80964567
0170191007,30.44331146,-97.80938225
0170191008,30.44356026,-97.80921776
0170191009,30.44380913,-97.80905372
0170191101,30.44373317,-97.80768405
0170191102,30.44334516,-97.80751551
0170191103,30.44326229,-97.80787611
0170191104,30.44301382,-97.80805355
0170191105,30.44275466,-97.80827024
0170191106,30.44252563,-97.80833193
0170191107,30.44236576,-97.80854900
0170191108,30.44214541,-97.80886012
0170191109,30.44194209,-97.80916742
0170191110,30.44205423,-97.80949079
0170191111,30.44229402,-97.80980721
0170191112,30.44235610,-97.81012746
0170191113,30.44272133,-97.80986029
0170191114,30.44253046,-97.80951099
0170191115,30.44249267,-97.80924200
0170191116,30.44255527,-97.80897984
0170191117,30.44273693,-97.80873734
0170191118,30.44298548,-97.80854608
0170191119,30.44322211,-97.80841261
0170191120,30.44346003,-97.80825443
0170191121,30.44367634,-97.80808591
0170191201,30.44343878,-97.80716466
0170191202,30.44379637,-97.80731565
0170210101,30.44414669,-97.81531247
0170210102,30.44344937,-97.81539233
0170210103,30.44305931,-97.81572494
0170210104,30.44269373,-97.81601115
0170210105,30.44224585,-97.81623190
0170210106,30.44170302,-97.81649892
0170210107,30.44197664,-97.81691933
0170210108,30.44248785,-97.81715177
0170210109,30.44287478,-97.81683755
0170210110,30.44320763,-97.81660390
0170210111,30.44361836,-97.81645283
0170210112,30.44383545,-97.81693171
0170210113,30.44338021,-97.81710749
0170210114,30.44291809,-97.81740794
0170210115,30.44351717,-97.81813369
0170210116,30.44410944,-97.81793439
0170210201,30.44226943,-97.81527199
0170210202,30.44281944,-97.81479807
0170210203,30.44334728,-97.81485489
0170210204,30.44405083,-97.81467230
0170210205,30.44378767,-97.81387897
0170210206,30.44351147,-97.81394961
0170210207,30.44311559,-97.81404042
0170210208,30.44177974,-97.81363159
0170210209,30.44139735,-97.81422167
0170210210,30.44187246,-97.81462850
0170210211,30.44259523,-97.81398165
0170210301,30.44150423,-97.81594648
0170210302,30.44203885,-97.81547354
0170210303,30.44141914,-97.81503693
0170210304,30.44109981,-97.81446221
0170210305,30.44070550,-97.81487077
0170210306,30.44012623,-97.81496290
0170210307,30.44059003,-97.81558025
0170210401,30.44388448,-97.81856987
0170210501,30.44320415,-97.81886896
0170210502,30.44214226,-97.81925164
0170210503,30.44246109,-97.81965828
0170210504,30.44245776,-97.81995461
0170210505,30.44262088,-97.82009586
0170210506,30.44310843,-97.82025802
0170210507,30.44345338,-97.82047389
0170210508,30.44373908,-97.82076000
0170210509,30.44410946,-97.82100165
0170210601,30.44305351,-97.81855637
0170210602,30.44269032,-97.81795811
0170210603,30.44227053,-97.81771873
0170210604,30.44181351,-97.81754359
0170210605,30.44146016,-97.81733048
0170210606,30.44123420,-97.81676136
0170210607,30.44061131,-97.81670077
0170210608,30.44042944,-97.81601056
0170210609,30.43985294,-97.81591390
0170210610,30.43962529,-97.81521109
0170210611,30.43935813,-97.81479401
0170210613,30.43988991,-97.81450731
0170210614,30.44022369,-97.81387275
0170210615,30.44070587,-97.81391039
0170210616,30.44029027,-97.81828305
0170210617,30.43989858,-97.81754124
0170210618,30.44019853,-97.81711834
0170210619,30.44056598,-97.81795484
0170210620,30.44085663,-97.81840723
0170210621,30.44125744,-97.81880300
0170210622,30.44200550,-97.81881528
0170210624,30.44186945,-97.81999581
0170210625,30.44112570,-97.81972187
0170210626,30.44076321,-97.81909348
0170210627,30.43970133,-97.82113367
0170210628,30.43976876,-97.82096646
0170210629,30.43987607,-97.82078359
0170210630,30.44001258,-97.82064512
0170210631,30.44015935,-97.82054353
0170210632,30.44046266,-97.82053831
0170210633,30.44026060,-97.82024695
0170210634,30.44014092,-97.82005030
0170210635,30.44007669,-97.81985811
0170210636,30.43998761,-97.81965832
0170210637,30.43994501,-97.81946145
0170210638,30.43994094,-97.81925484
0170210639,30.44002967,-97.81908505
0170210640,30.44002409,-97.81881814
0170210641,30.44019902,-97.81876198
0170210642,30.44027353,-97.81909604
0170210643,30.44023014,-97.81963986
0170210644,30.44049308,-97.81987906
0170210645,30.44061293,-97.82022176
0170210646,30.44083700,-97.82061111
0170210647,30.44130662,-97.82079380
0170210648,30.44147030,-97.82096054
0170210649,30.44159464,-97.82109098
0170210651,30.43863499,-97.81608805
0170210652,30.43872177,-97.81631712
0170210653,30.43884780,-97.81655541
0170210654,30.43888968,-97.81674241
0170210655,30.43891812,-97.81696092
0170210656,30.43892780,-97.81719482
0170210657,30.43894231,-97.81745064
0170210658,30.43865169,-97.81802001
0170210659,30.44221178,-97.82084800
0170210660,30.44239869,-97.82033830
0170210661,30.43957172,-97.82129560
0170210662,30.44173798,-97.82124441
0170210704,30.44120462,-97.82119197
0170210705,30.44103956,-97.82104223
0170210706,30.44085289,-97.82094327
0170210707,30.44064224,-97.82092255
0170210708,30.44046536,-97.82093903
0170210709,30.44028208,-97.82102987
0170210710,30.44013292,-97.82117674
0170210711,30.44000634,-97.82133058
0170210801,30.44316822,-97.82116845
0170210802,30.44267858,-97.82104951
0170230101,30.44342407,-97.82481442
0170230102,30.44362231,-97.82504523
0170230103,30.44368933,-97.82532782
0170230104,30.44355943,-97.82548463
0170230105,30.44326507,-97.82554999
0170230107,30.44320195,-97.82514636
0170230108,30.44295856,-97.82528709
0170230109,30.44263639,-97.82536138
0170230110,30.44284133,-97.82556803
0170230111,30.44292004,-97.82582610
0170230112,30.44280553,-97.82598708
0170230113,30.44261821,-97.82612323
0170230114,30.44243432,-97.82611246
0170230115,30.44242862,-97.82579595
0170230116,30.44228266,-97.82555685
0170230117,30.44196041,-97.82568748
0170230118,30.44197196,-97.82596277
0170230119,30.44202522,-97.82618148
0170230120,30.44209928,-97.82641172
0170230121,30.44188192,-97.82650714
0170230122,30.44174846,-97.82664499
0170230123,30.44154177,-97.82672369
0170230124,30.44141566,-97.82687507
0170230125,30.44122787,-97.82689447
0170230126,30.44110522,-97.82650226
0170230127,30.44117609,-97.82633121
0170230128,30.44140289,-97.82633721
0170230129,30.44168750,-97.82617224
0170230130,30.44161752,-97.82580741
0170230131,30.44134115,-97.82586236
0170230132,30.44114957,-97.82583648
0170230133,30.44093223,-97.82591043
0170230134,30.44427169,-97.82670267
0170230135,30.44372308,-97.82610002
0170230136,30.44315178,-97.82647650
0170230137,30.44351406,-97.82718188
0170230138,30.44346170,-97.82804794
0170230139,30.44373630,-97.82872652
0170230140,30.44140130,-97.82753483
0170230141,30.44207757,-97.82802374
0170230142,30.44236979,-97.82866992
0170230144,30.44392833,-97.82433108
0170230145,30.44353547,-97.82384204
0170230146,30.44369059,-97.82355838
0170230147,30.44397948,-97.82352340
0170230148,30.44402320,-97.82150415
0170230149,30.44353317,-97.82146636
0170230150,30.44301442,-97.82199842
0170230151,30.44343298,-97.82241575
0170230152,30.44327573,-97.82271889
0170230153,30.44292768,-97.82262309
0170230154,30.44266131,-97.82205151
0170230155,30.44238158,-97.82139694
0170230157,30.44179987,-97.82141359
0170230158,30.44189697,-97.82156442
0170230159,30.44196378,-97.82174743
0170230160,30.44209575,-97.82190985
0170230161,30.44210765,-97.82211799
0170230162,30.44221432,-97.82241906
0170230163,30.44241295,-97.82259462
0170230164,30.44246400,-97.82277245
0170230165,30.44254633,-97.82293638
0170230166,30.44260622,-97.82313630
0170230167,30.44264540,-97.82332824
0170230168,30.44272872,-97.82352700
0170230169,30.44268880,-97.82383100
0170230170,30.44296708,-97.82391359
0170230171,30.44307760,-97.82410400
0170230172,30.44323907,-97.82428551
0170230173,30.44331238,-97.82454697
0170230401,30.44095460,-97.82530241
0170230402,30.44114328,-97.82539916
0170230403,30.44131915,-97.82540251
0170230404,30.44153737,-97.82540712
0170230405,30.44171677,-97.82540013
0170230406,30.44191179,-97.82534696
0170230407,30.44209938,-97.82529888
0170230408,30.44224216,-97.82516755
0170230409,30.44237545,-97.82498718
0170230410,30.44254138,-97.82487498
0170230411,30.44270849,-97.82476231
0170230412,30.44296200,-97.82468864
0170230413,30.44264056,-97.82416665
0170230414,30.44251809,-97.82439176
0170230415,30.44240967,-97.82453194
0170230416,30.44223121,-97.82462519
0170230417,30.44209267,-97.82473664
0170230418,30.44191916,-97.82481380
0170230419,30.44176204,-97.82486383
0170230420,30.44160479,-97.82491367
0170230421,30.44144449,-97.82492907
0170230422,30.44126534,-97.82491003
0170230423,30.44110221,-97.82494858
0170230424,30.44092149,-97.82497051
0170230501,30.44141746,-97.82451269
0170230502,30.44162369,-97.82447688
0170230503,30.44179813,-97.82442389
0170230504,30.44195972,-97.82433579
0170230505,30.44207163,-97.82420633
0170230506,30.44225231,-97.82406999
0170230507,30.44235719,-97.82388680
0170230508,30.44235875,-97.82364409
0170230509,30.44232381,-97.82343491
0170230510,30.44219033,-97.82329642
0170230511,30.44208380,-97.82315889
0170230512,30.44202231,-97.82296009
0170230513,30.44190049,-97.82279311
0170230514,30.44181722,-97.82262693
0170230515,30.44176409,-97.82244478
0170230516,30.44167806,-97.82227315
0170230517,30.44156769,-97.82212904
0170230518,30.44150578,-97.82192947
0170230519,30.44139245,-97.82177940
0170230520,30.44133375,-97.82158628
0170230521,30.44123912,-97.82143971
0170230523,30.43998767,-97.82155860
0170230524,30.43987435,-97.82182980
0170230525,30.44017536,-97.82201443
0170230526,30.44024379,-97.82175579
0170230527,30.44032421,-97.82158574
0170230528,30.44049982,-97.82146644
0170230529,30.44075355,-97.82143191
0170230530,30.44090776,-97.82158997
0170230531,30.44098928,-97.82181549
0170230532,30.44077280,-97.82192704
0170230533,30.44068817,-97.82206569
0170230534,30.44051267,-97.82229862
0170230535,30.44086087,-97.82256935
0170230536,30.44103271,-97.82232298
0170230537,30.44126207,-97.82223476
0170230538,30.44141031,-97.82254275
0170230539,30.44144740,-97.82281344
0170230540,30.44109046,-97.82292992
0170230541,30.44131487,-97.82340331
0170230542,30.44152811,-97.82327894
0170230543,30.44175917,-97.82322707
0170230544,30.44191957,-97.82355021
0170230545,30.44185592,-97.82377012
0170230546,30.44166643,-97.82390071
0170230547,30.44139082,-97.82388223
0170230601,30.44101544,-97.82432794
0170230602,30.44109370,-97.82414551
0170230603,30.44109853,-97.82394518
0170230604,30.44107393,-97.82373604
0170230605,30.44102321,-97.82352649
0170230606,30.44095123,-97.82333519
0170230607,30.44086496,-97.82314318
0170230608,30.44076899,-97.82298207
0170230609,30.44065639,-97.82284265
0170230610,30.44053216,-97.82271574
0170230611,30.44039431,-97.82260519
0170230612,30.44020098,-97.82254176
0170230613,30.44006239,-97.82243715
0170230614,30.43992953,-97.82229293
0170230615,30.43982213,-97.82214062
0170230701,30.43993207,-97.82343184
0170230703,30.44040768,-97.82385889
0170230704,30.44022392,-97.82382905
0170230705,30.44007251,-97.82386835
0170230706,30.43988852,-97.82382651
0170230707,30.43967149,-97.82368142
0170230708,30.43952019,-97.82423270
0170230709,30.43977002,-97.82414703
0170230710,30.43994518,-97.82426241
0170230711,30.44008163,-97.82434345
0170230712,30.44028706,-97.82431509
0170230713,30.44029425,-97.82453595
0170230714,30.44027808,-97.82473605
0170230715,30.44016540,-97.82484751
0170230716,30.43996523,-97.82475582
0170230717,30.43977926,-97.82481553
0170230718,30.43964432,-97.82467276
0170230719,30.43943924,-97.82456511
0170230720,30.43946489,-97.82496465
0170230721,30.43956564,-97.82519594
0170230722,30.43975983,-97.82529268
0170230723,30.43990840,-97.82522527
0170230724,30.44007519,-97.82528979
0170230725,30.44024324,-97.82528876
0170230726,30.44042738,-97.82518025
0170230801,30.44029100,-97.82734989
0170230802,30.44037114,-97.82579730
0170230803,30.44018359,-97.82576647
0170230804,30.44002567,-97.82575075
0170230805,30.43984774,-97.82576257
0170230806,30.43970601,-97.82572448
0170230807,30.43955306,-97.82567425
0170230808,30.43940779,-97.82560175
0170230809,30.43929654,-97.82546343
0170230810,30.43920415,-97.82531635
0170230811,30.43914623,-97.82515589
0170230812,30.43911518,-97.82498257
0170230813,30.43909963,-97.82477051
0170230814,30.43904651,-97.82457688
0170230815,30.43911123,-97.82438506
0170230816,30.43915456,-97.82419524
0170230817,30.43923931,-97.82382411
0170230818,30.43932080,-97.82361069
0170230819,30.43939927,-97.82341010
0170230820,30.43950484,-97.82323930
0170230821,30.43958835,-97.82309494
0170230822,30.43961459,-97.82282836
0170230823,30.44006984,-97.82803214
0170230824,30.44035498,-97.82386091
0170230828,30.43886786,-97.82791009
0170230829,30.43909951,-97.82785062
0170230830,30.43920700,-97.82802626
0170230831,30.43920753,-97.82826579
0170230832,30.43902962,-97.82832949
0170230833,30.43885874,-97.82848850
0170230834,30.44066654,-97.82872658
0170230835,30.44050929,-97.82856544
0170230836,30.44131355,-97.82902391
0170230837,30.44101026,-97.82842937
0170230838,30.44111365,-97.82854897
0170230839,30.44115484,-97.82869907
0170230840,30.44073960,-97.82884404
0170230841,30.44121562,-97.82888910
0170230901,30.43952383,-97.82150035
0170250101,30.44189900,-97.83037854
0170250102,30.44204038,-97.83055893
0170250103,30.44211352,-97.83068464
0170250104,30.44215048,-97.83084412
0170250105,30.44220631,-97.83099325
0170250107,30.44226984,-97.83138708
0170250108,30.44235788,-97.83112141
0170250109,30.44254600,-97.83194189
0170250110,30.44238787,-97.83196664
0170250111,30.44221569,-97.83198804
0170250112,30.44212440,-97.83182233
0170250113,30.44205068,-97.83166729
0170250114,30.44196496,-97.83152008
0170250115,30.44189439,-97.83137200
0170250116,30.44181001,-97.83122974
0170250117,30.44174479,-97.83108064
0170250118,30.44162349,-97.83095601
0170250119,30.44165180,-97.83076780
0170250120,30.44158386,-97.83062393
0170250121,30.44144049,-97.83048368
0170250122,30.44133308,-97.83039008
0170250123,30.44127516,-97.83024019
0170250124,30.44123455,-97.83005857
0170250125,30.44113289,-97.82992276
0170250126,30.44101155,-97.82980659
0170250127,30.44096217,-97.82965576
0170250128,30.44089320,-97.82950810
0170250129,30.44088211,-97.82934287
0170250130,30.44074531,-97.82922987
0170250131,30.44069708,-97.82909603
0170250134,30.44308437,-97.83272854
0170250135,30.43962636,-97.83178298
0170250136,30.44023135,-97.83324792
0170250137,30.44196660,-97.83336607
0170250138,30.44149200,-97.83172078
0170250139,30.44092100,-97.83071515
0170250140,30.44004291,-97.82924550
0170250141,30.43958495,-97.82865525
0170250142,30.43825986,-97.82953861
0170250143,30.43868064,-97.83068290
0170250144,30.43906146,-97.83425074
0170250145,30.44057675,-97.82967155
0170250202,30.44123582,-97.82903546
0170250203,30.44127499,-97.82920393
0170250204,30.44134821,-97.82933745
0170250205,30.44140590,-97.82950727
0170250206,30.44150582,-97.82960961
0170250207,30.44153065,-97.82981771
0170250208,30.44165937,-97.82988116
0170250209,30.44174896,-97.83012681
0170250210,30.44161622,-97.83014750
0170250301,30.44391371,-97.83632544
0170250302,30.44369486,-97.83584025
0170250303,30.44365385,-97.83544321
0170250304,30.44354169,-97.83510499
0170250305,30.44346531,-97.83475778
0170250306,30.44330995,-97.83428492
0170250307,30.44336785,-97.83385966
0170250308,30.44330075,-97.83359270
0170250309,30.44307838,-97.83388857
0170250310,30.44098250,-97.83528479
0170250311,30.44097740,-97.83704998
0170250312,30.44067015,-97.83855817
0170250313,30.44284391,-97.83511690
0170250314,30.44164692,-97.83537908
0170250401,30.44372738,-97.83141194
0170250402,30.44360744,-97.83257701
0170250403,30.44420022,-97.83198857
0170250404,30.44314378,-97.83149686
0170250501,30.44272173,-97.82927153
0170250502,30.44304094,-97.83010728
0170250503,30.44294313,-97.83083191
0170250504,30.44345053,-97.83042363
0170280101,30.44447186,-97.83786718
0170280103,30.44412827,-97.83723122
0170280104,30.43983714,-97.83889050
0170280201,30.43964378,-97.83830512
0172010101,30.44689251,-97.75018894
0172010102,30.44672598,-97.75016369
0172010103,30.44656700,-97.75006664
0172010104,30.44641268,-97.74999886
0172010105,30.44625936,-97.74993161
0172010106,30.44610367,-97.74986314
0172010107,30.44595736,-97.74976081
0172010108,30.44581462,-97.74973606
0172010109,30.44566075,-97.74966835
0172010110,30.44553201,-97.74957402
0172010111,30.44539052,-97.74951193
0172010112,30.44522829,-97.74947808
0172010113,30.44509347,-97.74944563
0172010114,30.44495242,-97.74938369
0172010115,30.44480043,-97.74917320
0172010116,30.44510602,-97.75141457
0172010117,30.44520744,-97.75124920
0172010118,30.44528639,-97.75109954
0172010119,30.44532219,-97.75086978
0172010120,30.44538982,-97.75069843
0172010121,30.44545803,-97.75052479
0172010122,30.44563553,-97.75040194
0172010123,30.44566413,-97.75024884
0172010124,30.44576676,-97.75017293
0172010125,30.44591604,-97.75026114
0172010126,30.44610952,-97.75017761
0172010127,30.44626262,-97.75024501
0172010128,30.44640511,-97.75035208
0172010129,30.44655167,-97.75040058
0172010130,30.44409394,-97.75068522
0172010131,30.44282453,-97.75061612
0172010201,30.44489609,-97.74885489
0172010202,30.44515598,-97.74883169
0172010203,30.44532287,-97.74888017
0172010204,30.44545782,-97.74896383
0172010205,30.44560788,-97.74902908
0172010206,30.44577191,-97.74907553
0172010207,30.44591799,-97.74913905
0172010208,30.44606578,-97.74920325
0172010209,30.44621496,-97.74926812
0172010210,30.44636993,-97.74933555
0172010211,30.44652375,-97.74940243
0172010212,30.44667846,-97.74946969
0172010213,30.44683737,-97.74953880
0172010214,30.44700047,-97.74960971
0172010215,30.44713872,-97.74977151
0172010216,30.44726623,-97.74987129
0172010217,30.44773911,-97.74952841
0172010218,30.44755896,-97.74950853
0172010219,30.44734677,-97.74944774
0172010220,30.44718321,-97.74937634
0172010221,30.44701656,-97.74930373
0172010222,30.44685225,-97.74923215
0172010223,30.44669592,-97.74916366
0172010224,30.44654153,-97.74909631
0172010225,30.44638694,-97.74902900
0172010226,30.44623338,-97.74896214
0172010227,30.44607489,-97.74889276
0172010228,30.44595932,-97.74870894
0172010229,30.44581447,-97.74867781
0172010230,30.44573207,-97.74854179
0172010231,30.44579481,-97.74838707
0172010232,30.44586136,-97.74826866
0172010233,30.44590500,-97.74807530
0172010234,30.44606351,-97.74783356
0172010235,30.44554484,-97.74762860
0172010236,30.44548314,-97.74785589
0172010237,30.44545858,-97.74806695
0172010238,30.44536071,-97.74823662
0172010239,30.44524929,-97.74836975
0172010240,30.44507569,-97.74854044
0172010301,30.44812083,-97.74878995
0172010302,30.44791734,-97.74875243
0172010303,30.44776387,-97.74868563
0172010304,30.44760051,-97.74861457
0172010305,30.44743375,-97.74854204
0172010306,30.44726910,-97.74847041
0172010307,30.44710553,-97.74839926
0172010308,30.44693891,-97.74832679
0172010309,30.44678009,-97.74823283
0172010310,30.44661227,-97.74818435
0172010311,30.44647996,-97.74813713
0172010312,30.44626643,-97.74794656
0172010313,30.44607661,-97.74842448
0172010314,30.44639821,-97.74843557
0172010315,30.44650803,-97.74850833
0172010316,30.44666470,-97.74857757
0172010317,30.44683043,-97.74864969
0172010318,30.44699922,-97.74872314
0172010319,30.44716421,-97.74879492
0172010320,30.44732964,-97.74886691
0172010321,30.44749705,-97.74893975
0172010322,30.44766277,-97.74904887
0172010323,30.44781620,-97.74919833
0172010324,30.44794606,-97.74929465
0172010402,30.44809908,-97.74844928
0172010501,30.44567599,-97.74647814
0172010502,30.44574201,-97.74675798
0172010503,30.44576062,-97.74696201
0172010504,30.44566218,-97.74715812
0172010505,30.44560072,-97.74735640
0172010506,30.44593805,-97.74721342
0172010507,30.44609203,-97.74731354
0172010508,30.44622854,-97.74739316
0172010509,30.44636618,-97.74747382
0172010510,30.44653330,-97.74776733
0172010511,30.44662870,-97.74721880
0172010512,30.44640405,-97.74714244
0172010513,30.44627435,-97.74703935
0172010514,30.44614898,-97.74694000
0172010515,30.44606391,-97.74671237
0172010601,30.44611054,-97.74558823
0172010602,30.44608207,-97.74589496
0172010603,30.44597397,-97.74603350
0172010604,30.44577333,-97.74623829
0172010605,30.44616020,-97.74629307
0172010606,30.44625625,-97.74645601
0172010607,30.44647384,-97.74645327
0172010608,30.44659830,-97.74656981
0172010609,30.44671816,-97.74668164
0172010610,30.44675756,-97.74695265
0172010611,30.44687969,-97.74699946
0172010612,30.44696967,-97.74712823
0172010613,30.44687415,-97.74729364
0172010614,30.44691490,-97.74751136
0172010615,30.44672380,-97.74784548
0172010616,30.44701742,-97.74777359
0172010617,30.44719721,-97.74802167
0172010618,30.44726901,-97.74767196
0172010619,30.44737176,-97.74751614
0172010620,30.44734171,-97.74726874
0172010621,30.44743221,-97.74711739
0172010622,30.44772007,-97.74703597
0172010623,30.44737357,-97.74686754
0172010624,30.44724026,-97.74677019
0172010625,30.44709774,-97.74663594
0172010626,30.44696524,-97.74651120
0172010627,30.44683956,-97.74639289
0172010628,30.44671429,-97.74627493
0172010629,30.44658505,-97.74615246
0172010630,30.44645465,-97.74602838
0172010631,30.44640343,-97.74582854
0172010701,30.44800943,-97.74632826
0172010702,30.44787680,-97.74620437
0172010703,30.44771424,-97.74612795
0172010704,30.44757827,-97.74596956
0172010705,30.44744066,-97.74584115
0172010706,30.44730350,-97.74571313
0172010707,30.44716260,-97.74558153
0172010708,30.44703014,-97.74545771
0172010709,30.44690267,-97.74533896
0172010710,30.44681067,-97.74516457
0172010711,30.44624830,-97.74532047
0172010712,30.44650634,-97.74547716
0172010713,30.44662303,-97.74557537
0172010714,30.44681548,-97.74562756
0172010715,30.44694221,-97.74574587
0172010716,30.44707683,-97.74587149
0172010717,30.44720920,-97.74599502
0172010718,30.44734123,-97.74611825
0172010719,30.44747277,-97.74624101
0172010720,30.44755594,-97.74634865
0172010721,30.44769125,-97.74644505
0172010722,30.44781647,-97.74659196
0172010723,30.44788446,-97.74684229
0172010724,30.44798207,-97.74692726
0172010725,30.44802215,-97.74706553
0172010726,30.44791578,-97.74719733
0172010727,30.44788062,-97.74742744
0172010728,30.44778091,-97.74758170
0172010729,30.44759801,-97.74771657
0172010730,30.44749955,-97.74786194
0172010731,30.44737163,-97.74813388
0172010732,30.44788148,-97.74834250
0172010733,30.44792950,-97.74804925
0172010734,30.44796822,-97.74783466
0172010735,30.44804856,-97.74765002
0172010802,30.44743120,-97.74498331
0172010803,30.44754098,-97.74512340
0172010804,30.44767322,-97.74523956
0172010805,30.44781654,-97.74534110
0172010806,30.44794378,-97.74545835
0172010807,30.44808092,-97.74556616
0172010808,30.44820902,-97.74569027
0172010901,30.44458057,-97.74906892
0172010902,30.44432189,-97.74904178
0172010903,30.44418143,-97.74897973
0172010904,30.44403969,-97.74891711
0172010905,30.44388951,-97.74885068
0172010906,30.44373584,-97.74878276
0172010907,30.44358176,-97.74871466
0172010908,30.44342707,-97.74864632
0172010909,30.44327277,-97.74857816
0172010910,30.44311796,-97.74850966
0172010911,30.44295980,-97.74843976
0172010912,30.44280448,-97.74837118
0172011001,30.44442839,-97.74533418
0172011002,30.44427596,-97.74526548
0172011003,30.44342382,-97.74548446
0172011004,30.44367289,-97.74544033
0172011005,30.44382128,-97.74551280
0172011006,30.44397094,-97.74558589
0172011007,30.44412242,-97.74565988
0172011008,30.44429325,-97.74571848
0172011009,30.44442127,-97.74589170
0172011010,30.44453999,-97.74600988
0172011011,30.44464927,-97.74613766
0172011012,30.44474149,-97.74628858
0172011013,30.44480641,-97.74645611
0172011014,30.44487119,-97.74662773
0172011015,30.44493993,-97.74681515
0172011016,30.44483182,-97.74698837
0172011017,30.44480831,-97.74716688
0172011018,30.44474397,-97.74732799
0172011019,30.44472649,-97.74753652
0172011020,30.44463184,-97.74769431
0172011021,30.44453857,-97.74784955
0172011022,30.44434140,-97.74795620
0172011023,30.44437081,-97.74820236
0172011024,30.44429125,-97.74833842
0172011025,30.44411782,-97.74855632
0172011026,30.44464901,-97.74878822
0172011027,30.44468674,-97.74849309
0172011028,30.44476562,-97.74836334
0172011029,30.44479585,-97.74819095
0172011030,30.44482219,-97.74795609
0172011031,30.44491587,-97.74779942
0172011032,30.44501063,-97.74763992
0172011033,30.44521766,-97.74757476
0172011034,30.44531736,-97.74740171
0172011035,30.44532299,-97.74720297
0172011036,30.44520631,-97.74695332
0172011037,30.44521678,-97.74676669
0172011038,30.44536057,-97.74659956
0172011039,30.44540649,-97.74643362
0172011040,30.44544476,-97.74626742
0172011041,30.44548907,-97.74610761
0172011042,30.44545605,-97.74584981
0172011043,30.44555658,-97.74571065
0172011044,30.44564625,-97.74554879
0172011045,30.44573410,-97.74538962
0172011046,30.44510611,-97.74577563
0172011101,30.44281686,-97.74780358
0172011102,30.44297050,-97.74787077
0172011103,30.44312596,-97.74793875
0172011104,30.44328269,-97.74800730
0172011105,30.44343802,-97.74807524
0172011106,30.44359340,-97.74814320
0172011107,30.44374809,-97.74821086
0172011108,30.44392977,-97.74845714
0172011109,30.44412080,-97.74791189
0172011110,30.44385370,-97.74788645
0172011111,30.44369981,-97.74781941
0172011112,30.44354396,-97.74775155
0172011113,30.44338872,-97.74768396
0172011114,30.44323245,-97.74761592
0172011115,30.44307762,-97.74754851
0172011116,30.44292412,-97.74748166
0172011117,30.44275895,-97.74730768
0172011201,30.44284208,-97.74706829
0172011202,30.44308810,-97.74698926
0172011203,30.44323557,-97.74705279
0172011204,30.44337845,-97.74711446
