parcel_id_10,latitude,longitude
0100031217,30.25310803,-97.75986781
0100031218,30.25242767,-97.75966055
0100031219,30.25248015,-97.75982147
0100031220,30.25258076,-97.75997115
0100031221,30.25261362,-97.76009791
0100031222,30.25267729,-97.76023041
0100031223,30.25275504,-97.76034029
0100031224,30.25348680,-97.75935241
0100031226,30.25282878,-97.76011299
0100031306,30.25491904,-97.75820432
0100031307,30.25479897,-97.75828141
0100031308,30.25467863,-97.75835827
0100031309,30.25456531,-97.75849582
0100031310,30.25444509,-97.75857257
0100031311,30.25426466,-97.75863467
0100031312,30.25407773,-97.75874235
0100031313,30.25396424,-97.75888024
0100031314,30.25381158,-97.75891962
0100031315,30.25397960,-97.75934044
0100031316,30.25410017,-97.75926335
0100031317,30.25422042,-97.75918626
0100031318,30.25434057,-97.75910929
0100031320,30.25494145,-97.75872533
0100031321,30.25446084,-97.75903265
0100031322,30.25458842,-97.75901805
0100031323,30.25470118,-97.75887893
0100031324,30.25482132,-97.75880207
0100031325,30.25506168,-97.75864801
0100031326,30.25518267,-97.75859813
0100031401,30.25057400,-97.75962224
0100031501,30.25182657,-97.75964964
0100031502,30.25176170,-97.75951309
0100031503,30.25170211,-97.75938796
0100031504,30.25161824,-97.75929623
0100031505,30.25153825,-97.75913814
0100031506,30.25148089,-97.75903594
0100031507,30.25143210,-97.75889089
0100031508,30.25141052,-97.75863467
0100031509,30.25133980,-97.75872050
0100031510,30.25120325,-97.75883909
0100031511,30.25105756,-97.75889588
0100031512,30.25093257,-97.75896574
0100031513,30.25114467,-97.75905483
0100031514,30.25121062,-97.75920036
0100031515,30.25126936,-97.75932852
0100031516,30.25136082,-97.75944642
0100031517,30.25140413,-97.75958308
0100031518,30.25144680,-97.75972212
0100031519,30.25149256,-97.75987274
0100031601,30.25259610,-97.75917907
0100031603,30.25254133,-97.75905879
0100031604,30.25247684,-97.75891492
0100031605,30.25241332,-97.75878317
0100031608,30.25187381,-97.75841436
0100031609,30.25172979,-97.75842674
0100031610,30.25178329,-97.75852095
0100031611,30.25188585,-97.75859944
0100031612,30.25195444,-97.75874304
0100031613,30.25201598,-97.75887145
0100031614,30.25207745,-97.75900017
0100031615,30.25215152,-97.75915517
0100031616,30.25221270,-97.75928296
0100031617,30.25226120,-97.75938462
0100031618,30.25235577,-97.75865959
0100031619,30.25230752,-97.75855583
0100031620,30.25221723,-97.75816286
0100031621,30.25209924,-97.75823690
0100031622,30.25200839,-97.75829403
0100031623,30.25219931,-97.75845703
0100031701,30.25330138,-97.75872435
0100031702,30.25343577,-97.75867119
0100031703,30.25334406,-97.75857395
0100031704,30.25327158,-97.75840888
0100031705,30.25320910,-97.75828081
0100031706,30.25315909,-97.75817839
0100031707,30.25309671,-97.75805064
0100031708,30.25303390,-97.75792211
0100031709,30.25297109,-97.75779390
0100031710,30.25284819,-97.75770499
0100031711,30.25253817,-97.75799070
0100031712,30.25262034,-97.75818199
0100031713,30.25280554,-97.75839944
