parcel_id_10,ears_account_number,source
0145500126,522715,LUI_property_id
0145500127,522716,LUI_property_id
0145500128,522717,LUI_property_id
0145500129,522718,LUI_property_id
0145500130,522719,LUI_property_id
0145500131,522720,LUI_property_id
0145500132,522721,LUI_property_id
0145500133,522722,LUI_property_id
0145500134,522723,LUI_property_id
0145500135,522724,LUI_property_id
0145500136,522725,LUI_property_id
0145500137,522726,LUI_property_id
0145500138,522727,LUI_property_id
0145500201,457244,LUI_property_id
0145500202,457245,LUI_property_id
0145500203,457246,LUI_property_id
0145500204,457247,LUI_property_id
0145500205,457248,LUI_property_id
0145500206,457249,LUI_property_id
0145500207,457250,LUI_property_id
0145500208,457251,LUI_property_id
0145500209,457252,LUI_property_id
0145500210,457253,LUI_property_id
0145500211,457254,LUI_property_id
0145500212,457255,LUI_property_id
0145500213,457256,LUI_property_id
0145500214,457257,LUI_property_id
0145500215,457258,LUI_property_id
0145500216,496695,LUI_property_id
0145500301,457259,LUI_property_id
0145500302,457260,LUI_property_id
0145500303,457261,LUI_property_id
0145500304,457262,LUI_property_id
0145500305,457263,LUI_property_id
0145500306,457264,LUI_property_id
0145500307,457265,LUI_property_id
0145500308,457266,LUI_property_id
0145500309,457267,LUI_property_id
0145500310,457268,LUI_property_id
0145500311,457269,LUI_property_id
0145500312,457270,LUI_property_id
0145500313,457271,LUI_property_id
0145500314,457272,LUI_property_id
0145500315,496696,LUI_property_id
0145500316,522728,LUI_property_id
0145500317,522729,LUI_property_id
0145500318,522730,LUI_property_id
0145500319,522731,LUI_property_id
0145500320,522732,LUI_property_id
0145500321,522733,LUI_property_id
0145500322,522734,LUI_property_id
0145500323,522735,LUI_property_id
0145500324,522736,LUI_property_id
0145500325,522737,LUI_property_id
0145500326,522738,LUI_property_id
0145500327,522739,LUI_property_id
0145500328,522740,LUI_property_id
0145500329,522741,LUI_property_id
0145500330,522742,LUI_property_id
0145500331,522743,LUI_property_id
0145500332,522744,LUI_property_id
0145500333,522745,LUI_property_id
0145500401,522746,LUI_property_id
0145500402,522747,LUI_property_id
0145500403,522748,LUI_property_id
0145500404,522749,LUI_property_id
0145500405,522750,LUI_property_id
0145500406,522751,LUI_property_id
0145500407,522752,LUI_property_id
0145500408,522753,LUI_property_id
0145500409,522754,LUI_property_id
0145500410,522755,LUI_property_id
0145500411,522756,LUI_property_id
0145500412,522757,LUI_property_id
0145500413,522758,LUI_property_id
0145500414,522759,LUI_property_id
0145500415,522760,LUI_property_id
0145500416,522761,LUI_property_id
0145500417,522762,LUI_property_id
0145500418,522763,LUI_property_id
0145500419,522764,LUI_property_id
0145500420,522765,LUI_property_id
0145500421,522766,LUI_property_id
0145500422,522767,LUI_property_id
0145500423,522768,LUI_property_id
0145500424,522769,LUI_property_id
0145500425,522770,LUI_property_id
0145500426,522771,LUI_property_id
0145500427,522772,LUI_property_id
0145500428,522773,LUI_property_id
0145500429,522774,LUI_property_id
0145500430,522775,LUI_property_id
0145500431,522776,LUI_property_id
0145500432,522777,LUI_property_id
0145500433,522778,LUI_property_id
0145500434,522779,LUI_property_id
0145500435,522780,LUI_property_id
0145500436,522781,LUI_property_id
0145500437,522782,LUI_property_id
0145500438,522783,LUI_property_id
0145500439,522784,LUI_property_id
0145500440,522785,LUI_property_id
0145500441,522786,LUI_property_id
0145500442,522787,LUI_property_id
0145500501,522788,LUI_property_id
0145500502,522789,LUI_property_id
0145500503,522790,LUI_property_id
0145500504,522791,LUI_property_id
0145500505,522792,LUI_property_id
0145500506,522793,LUI_property_id
0145500507,522794,LUI_property_id
0145500508,522795,LUI_property_id
0145500509,522796,LUI_property_id
0145500510,522797,LUI_property_id
0145500511,522798,LUI_property_id
0145500512,522799,LUI_property_id
0145500513,522800,LUI_property_id
0145500601,522801,LUI_property_id
0145500602,522802,LUI_property_id
0145500603,522803,LUI_property_id
0145500604,522804,LUI_property_id
0145500605,522805,LUI_property_id
0145500606,522806,LUI_property_id
0145500607,522807,LUI_property_id
0145500608,522808,LUI_property_id
0145500609,522809,LUI_property_id
0145500610,522810,LUI_property_id
0145500611,522811,LUI_property_id
0145500612,522812,LUI_property_id
0145500613,522813,LUI_property_id
0145500614,522814,LUI_property_id
0145500615,522815,LUI_property_id
0145500616,522816,LUI_property_id
0145500617,522817,LUI_property_id
0145500618,522818,LUI_property_id
0145530101,522819,LUI_property_id
0145530102,565380,LUI_property_id
0145530103,565381,LUI_property_id
0145530104,565382,LUI_property_id
0145530105,565383,LUI_property_id
0145530106,565384,LUI_property_id
0145530107,565385,LUI_property_id
0145530108,565386,LUI_property_id
0145530111,565389,LUI_property_id
0145530112,565390,LUI_property_id
0145530113,565391,LUI_property_id
0145530114,583803,LUI_property_id
0145530115,583804,LUI_property_id
0145530116,795314,LUI_property_id
0145530201,522820,LUI_property_id
0145530202,522821,LUI_property_id
0145530203,522822,LUI_property_id
0145530204,522823,LUI_property_id
0145530205,522824,LUI_property_id
0145530206,522825,LUI_property_id
0145530207,522826,LUI_property_id
0145530208,522827,LUI_property_id
0145530209,522828,LUI_property_id
0145530210,522829,LUI_property_id
0145530211,522830,LUI_property_id
0145530212,522831,LUI_property_id
0145530213,522832,LUI_property_id
0145530214,522833,LUI_property_id
0145530215,522834,LUI_property_id
0145530216,522835,LUI_property_id
0145530217,522836,LUI_property_id
0145530218,522837,LUI_property_id
0145530219,522838,LUI_property_id
0145530220,522839,LUI_property_id
0145530221,522840,LUI_property_id
0145530222,522841,LUI_property_id
0145530223,522842,LUI_property_id
0145530224,522843,LUI_property_id
0145530225,522844,LUI_property_id
0145530226,522845,LUI_property_id
0145530227,522846,LUI_property_id
0145530228,522847,LUI_property_id
0145530229,522848,LUI_property_id
0145530230,522849,LUI_property_id
0145530231,522850,LUI_property_id
0145530232,522851,LUI_property_id
0145530233,522852,LUI_property_id
0145530234,522853,LUI_property_id
0145530235,522854,LUI_property_id
0145530236,522855,LUI_property_id
0145530237,522856,LUI_property_id
0145530238,522857,LUI_property_id
0145530239,522858,LUI_property_id
0145530240,522859,LUI_property_id
0145530241,565392,LUI_property_id
0145530242,565393,LUI_property_id
0145530301,522860,LUI_property_id
0145530302,522861,LUI_property_id
0145530303,522862,LUI_property_id
0145530401,522863,LUI_property_id
0145530402,522864,LUI_property_id
0145530403,522865,LUI_property_id
0145530404,522866,LUI_property_id
0145530405,522867,LUI_property_id
0145530406,522868,LUI_property_id
0145530407,522869,LUI_property_id
0145530408,522870,LUI_property_id
0145530409,522871,LUI_property_id
0145530410,522872,LUI_property_id
0145530411,522873,LUI_property_id
0145550101,146477,LUI_property_id
0145550104,146479,LUI_property_id
0145550105,146480,LUI_property_id
0145550106,146481,LUI_property_id
0145550107,146482,LUI_property_id
0145550108,146483,LUI_property_id
0145550109,146484,LUI_property_id
0145550110,146485,LUI_property_id
0145550111,146486,LUI_property_id
0145550112,146487,LUI_property_id
0145550113,146488,LUI_property_id
0145550114,146489,LUI_property_id
0145550115,146490,LUI_property_id
0145550116,146491,LUI_property_id
0145550117,146492,LUI_property_id
0145550118,146493,LUI_property_id
0145550119,146494,LUI_property_id
0145550120,146495,LUI_property_id
0145550123,146497,LUI_property_id
0145550124,146498,LUI_property_id
0145550125,146499,LUI_property_id
0145550126,146500,LUI_property_id
0145550127,146501,LUI_property_id
0145550128,146502,LUI_property_id
0145550129,146503,LUI_property_id
0145550130,146504,LUI_property_id
0145550131,146505,LUI_property_id
0145550132,146506,LUI_property_id
0145550137,146511,LUI_property_id
0145550138,146512,LUI_property_id
0145550140,146514,LUI_property_id
0145550142,146515,LUI_property_id
0145550143,146516,LUI_property_id
0145550146,146519,LUI_property_id
0145550147,146520,LUI_property_id
0145550151,146524,LUI_property_id
0145550152,146525,LUI_property_id
0145550153,146526,LUI_property_id
0145550154,146527,LUI_property_id
0145550155,146528,LUI_property_id
0145550157,146529,LUI_property_id
0145550158,834919,LUI_property_id
0145550159,834920,LUI_property_id
0145550160,847288,LUI_property_id
0145550161,847289,LUI_property_id
0145550201,146530,LUI_property_id
0145550202,146531,LUI_property_id
0145550203,146532,LUI_property_id
0145550204,146533,LUI_property_id
0145550205,146534,LUI_property_id
0145550301,146535,LUI_property_id
0145550302,146536,LUI_property_id
0145550303,146537,LUI_property_id
0145550304,146538,LUI_property_id
0145550305,146539,LUI_property_id
0145550306,146540,LUI_property_id
0145550307,146541,LUI_property_id
0145550308,146542,LUI_property_id
0145550309,146543,LUI_property_id
0145550310,146544,LUI_property_id
0145550311,146545,LUI_property_id
0145550312,146546,LUI_property_id
0145550313,146547,LUI_property_id
0145550314,146548,LUI_property_id
0145550315,146549,LUI_property_id
0145550316,146550,LUI_property_id
0145550317,146551,LUI_property_id
0145550318,146552,LUI_property_id
0145550319,146553,LUI_property_id
0145550320,146554,LUI_property_id
0145550321,146555,LUI_property_id
0145550323,146556,LUI_property_id
0145550324,146557,LUI_property_id
0145550325,146558,LUI_property_id
0145550326,146559,LUI_property_id
0145550327,146560,LUI_property_id
0145550328,146561,LUI_property_id
0145550329,146562,LUI_property_id
0145550330,146563,LUI_property_id
0145550331,146564,LUI_property_id
0145550333,146566,LUI_property_id
0145550334,146567,LUI_property_id
0145550335,146568,LUI_property_id
0145550336,146569,LUI_property_id
0145550337,146570,LUI_property_id
0145550338,146571,LUI_property_id
0145550339,146572,LUI_property_id
0145550340,146573,LUI_property_id
0145550343,146574,LUI_property_id
0145550349,146578,LUI_property_id
0145550350,146579,LUI_property_id
0145550351,146580,LUI_property_id
0145550352,146581,LUI_property_id
0145550353,146582,LUI_property_id
0145550354,146583,LUI_property_id
0145550355,146584,LUI_property_id
0145550356,146585,LUI_property_id
0145550357,146586,LUI_property_id
0145550358,146587,LUI_property_id
0145550359,146588,LUI_property_id
0145550360,146589,LUI_property_id
0145550361,146590,LUI_property_id
0145550362,146591,LUI_property_id
0145550363,146592,LUI_property_id
0145550364,724087,LUI_property_id
0145550365,902709,LUI_property_id
0145550403,146595,LUI_property_id
0145550405,146597,LUI_property_id
0145550406,146598,LUI_property_id
0145550407,146599,LUI_property_id
0145550408,146600,LUI_property_id
0145550409,146601,LUI_property_id
0145550410,146602,LUI_property_id
0145550411,146603,LUI_property_id
0145550412,146604,LUI_property_id
0145550413,146605,LUI_property_id
0145550414,146606,LUI_property_id
0145550417,146609,LUI_property_id
0145550418,146610,LUI_property_id
0145550420,146611,LUI_property_id
0145550421,146612,LUI_property_id
0145550422,146613,LUI_property_id
0145550424,146615,LUI_property_id
0145550425,146616,LUI_property_id
0145550426,146617,LUI_property_id
0145550427,146618,LUI_property_id
0145550429,146620,LUI_property_id
0145550431,146622,LUI_property_id
0145550432,146623,LUI_property_id
0145550435,565394,LUI_property_id
0145550503,146627,LUI_property_id
0145550504,146628,LUI_property_id
0145550508,146632,LUI_property_id
0145550510,146634,LUI_property_id
0145550511,146635,LUI_property_id
0145550512,146636,LUI_property_id
0145550513,146637,LUI_property_id
0145550515,146639,LUI_property_id
0145550516,146640,LUI_property_id
0145550517,146641,LUI_property_id
0145550518,146642,LUI_property_id
0145550519,146643,LUI_property_id
0145550520,146644,LUI_property_id
0145550521,146645,LUI_property_id
0145550522,522876,LUI_property_id
0145550523,739073,LUI_property_id
0145550602,146647,LUI_property_id
0145550603,146648,LUI_property_id
0145550604,146649,LUI_property_id
0145550605,146650,LUI_property_id
0145550606,146651,LUI_property_id
0145550607,146652,LUI_property_id
0145550609,146654,LUI_property_id
0145550611,697074,LUI_property_id
0145550612,697075,LUI_property_id
0145550701,146656,LUI_property_id
0145550702,146657,LUI_property_id
0145550703,146658,LUI_property_id
0145550704,146659,LUI_property_id
0145550705,146660,LUI_property_id
0145550706,146661,LUI_property_id
0145550707,146662,LUI_property_id
0145550710,146665,LUI_property_id
0145550711,146666,LUI_property_id
0145550713,146668,LUI_property_id
0145550716,146671,LUI_property_id
0145550801,146672,LUI_property_id
0145550804,146675,LUI_property_id
0145550805,146676,LUI_property_id
0145550808,146679,LUI_property_id
0145550809,146680,LUI_property_id
0145550810,146681,LUI_property_id
0145550815,146686,LUI_property_id
0145550821,146692,LUI_property_id
0145550822,146693,LUI_property_id
0145550823,146694,LUI_property_id
0145550825,146696,LUI_property_id
0145550826,146697,LUI_property_id
0145550827,146698,LUI_property_id
0145550829,146700,LUI_property_id
0145550830,146701,LUI_property_id
0145550831,146702,LUI_property_id
0145550833,146704,LUI_property_id
0145550834,146705,LUI_property_id
0145550835,146706,LUI_property_id
0145550836,146707,LUI_property_id
0145550837,146708,LUI_property_id
0145550838,565395,LUI_property_id
0145550840,697938,LUI_property_id
0145550841,784019,LUI_property_id
0145550842,786681,LUI_property_id
0145550843,788607,LUI_property_id
0145550844,788608,LUI_property_id
0145550845,815823,LUI_property_id
0145550846,896864,LUI_property_id
0145580101,146709,LUI_property_id
0145580103,146711,LUI_property_id
0145580104,146712,LUI_property_id
0145580105,146713,LUI_property_id
0145580106,146714,LUI_property_id
0145580108,146716,LUI_property_id
0145580109,146717,LUI_property_id
0145580110,146718,LUI_property_id
0145580111,146719,LUI_property_id
0145580112,146720,LUI_property_id
0145580113,146721,LUI_property_id
0145580114,146722,LUI_property_id
0145580115,146723,LUI_property_id
0145580116,146724,LUI_property_id
0145580117,146725,LUI_property_id
0145580118,146726,LUI_property_id
0145580119,146727,LUI_property_id
0145580120,146728,LUI_property_id
0145580122,146730,LUI_property_id
0145580123,146731,LUI_property_id
0145580124,146732,LUI_property_id
0145580126,146734,LUI_property_id
0145580128,146735,LUI_property_id
0145580129,146736,LUI_property_id
0145580130,146737,LUI_property_id
0145580131,886211,LUI_property_id
0145580201,146738,LUI_property_id
0145580202,146739,LUI_property_id
0145580203,146740,LUI_property_id
0145580204,146741,LUI_property_id
0145580205,146742,LUI_property_id
0145580206,146743,LUI_property_id
0145580207,146744,LUI_property_id
0145580208,146745,LUI_property_id
0145580209,146746,LUI_property_id
0145580211,146748,LUI_property_id
0145580212,146749,LUI_property_id
0145580213,146750,LUI_property_id
0145580214,146751,LUI_property_id
0145580215,146752,LUI_property_id
0145580216,146753,LUI_property_id
0145580217,146754,LUI_property_id
0145580218,146755,LUI_property_id
0145580219,146756,LUI_property_id
0145580220,146757,LUI_property_id
0145580221,146758,LUI_property_id
0145580222,146759,LUI_property_id
0145580223,146760,LUI_property_id
0145580224,146761,LUI_property_id
0145580226,146763,LUI_property_id
0145580227,146764,LUI_property_id
0145580228,146765,LUI_property_id
0145580229,146766,LUI_property_id
0145580230,146767,LUI_property_id
0145580231,146768,LUI_property_id
0145580232,146769,LUI_property_id
0145580233,146770,LUI_property_id
0145580236,146773,LUI_property_id
0145580238,146774,LUI_property_id
0145580240,146775,LUI_property_id
0145580243,146777,LUI_property_id
0145580244,146778,LUI_property_id
0145580245,146779,LUI_property_id
0145580246,146780,LUI_property_id
0145580247,146781,LUI_property_id
0145580251,146785,LUI_property_id
0145580253,146787,LUI_property_id
0145580256,146790,LUI_property_id
0145580257,146791,LUI_property_id
0145580258,146792,LUI_property_id
0145580259,146793,LUI_property_id
0145580260,146794,LUI_property_id
0145580261,146795,LUI_property_id
0145580262,146796,LUI_property_id
0145580263,146797,LUI_property_id
0145580264,146798,LUI_property_id
0145580265,146799,LUI_property_id
0145580266,146800,LUI_property_id
0145580267,146801,LUI_property_id
0145580269,146803,LUI_property_id
0145580301,146804,LUI_property_id
0145580302,146805,LUI_property_id
0145580304,146806,LUI_property_id
0145580305,146807,LUI_property_id
0145580306,146808,LUI_property_id
0145580307,146809,LUI_property_id
0145580308,146810,LUI_property_id
0145580309,146811,LUI_property_id
0145580311,146812,LUI_property_id
0145580312,146813,LUI_property_id
0145580313,146814,LUI_property_id
0145580314,146815,LUI_property_id
0145580315,146816,LUI_property_id
0145580316,146817,LUI_property_id
0145580317,146818,LUI_property_id
0145580318,146819,LUI_property_id
0145580319,146820,LUI_property_id
0145580322,146823,LUI_property_id
0145580323,146824,LUI_property_id
0145580324,146825,LUI_property_id
0145580325,706930,LUI_property_id
0145580401,146826,LUI_property_id
0145580402,146827,LUI_property_id
0145580403,146828,LUI_property_id
0145580404,146829,LUI_property_id
0145580405,146830,LUI_property_id
0145580406,146831,LUI_property_id
0145580407,146832,LUI_property_id
0145580409,146834,LUI_property_id
0145580410,146835,LUI_property_id
0145580411,146836,LUI_property_id
0145580412,146837,LUI_property_id
0145580414,146839,LUI_property_id
0145580415,146840,LUI_property_id
0145580417,146842,LUI_property_id
0145580418,146843,LUI_property_id
0145580419,146844,LUI_property_id
0145580420,146845,LUI_property_id
0145580421,146846,LUI_property_id
0145580422,146847,LUI_property_id
0145580423,146848,LUI_property_id
0145580424,146849,LUI_property_id
0145580425,146850,LUI_property_id
0145580426,146851,LUI_property_id
0145580427,146852,LUI_property_id
0145580428,146853,LUI_property_id
0145580429,146854,LUI_property_id
0145580430,146855,LUI_property_id
0145580431,146856,LUI_property_id
0145580432,146857,LUI_property_id
0145580434,146859,LUI_property_id
0145580436,146861,LUI_property_id
0145580437,146862,LUI_property_id
0145580438,146863,LUI_property_id
0145580439,942074,LUI_property_id
0145580501,146864,LUI_property_id
0145580502,146865,LUI_property_id
0145580503,146866,LUI_property_id
0145580504,146867,LUI_property_id
0145580505,146868,LUI_property_id
0145580506,146869,LUI_property_id
0145580507,146870,LUI_property_id
0145580508,146871,LUI_property_id
0145580509,146872,LUI_property_id
0145580510,146873,LUI_property_id
0145580511,146874,LUI_property_id
0145580512,146875,LUI_property_id
0145580513,146876,LUI_property_id
0145580514,146877,LUI_property_id
0145580515,146878,LUI_property_id
0145580516,146879,LUI_property_id
0145580517,146880,LUI_property_id
0145580518,146881,LUI_property_id
0145580519,146882,LUI_property_id
0145580520,146883,LUI_property_id
0145580521,146884,LUI_property_id
0145580522,146885,LUI_property_id
0145580523,146886,LUI_property_id
0145580524,146887,LUI_property_id
0145580525,146888,LUI_property_id
0145580526,146889,LUI_property_id
0145580528,146891,LUI_property_id
0145580529,146892,LUI_property_id
0145580530,146893,LUI_property_id
0145580533,146895,LUI_property_id
0145580534,146896,LUI_property_id
0145580535,146897,LUI_property_id
0145580536,146898,LUI_property_id
0145580538,146899,LUI_property_id
0145580540,146901,LUI_property_id
0145580542,146903,LUI_property_id
0145580543,146904,LUI_property_id
0145580544,146905,LUI_property_id
0145580545,146906,LUI_property_id
0145580546,146907,LUI_property_id
0145580547,146908,LUI_property_id
0145580548,146909,LUI_property_id
0145580549,146910,LUI_property_id
0145580550,146911,LUI_property_id
0145580551,146912,LUI_property_id
0145580552,146913,LUI_property_id
0145580553,146914,LUI_property_id
0145580554,146915,LUI_property_id
0145580555,146916,LUI_property_id
0145580556,146917,LUI_property_id
0145580557,146918,LUI_property_id
0145580558,146919,LUI_property_id
0145580559,146920,LUI_property_id
0145580560,146921,LUI_property_id
0145580561,146922,LUI_property_id
0145580562,146923,LUI_property_id
0145580563,146924,LUI_property_id
0145580564,146925,LUI_property_id
0145580565,146926,LUI_property_id
0145580566,146927,LUI_property_id
0145580567,146928,LUI_property_id
0145580568,146929,LUI_property_id
0145580569,146930,LUI_property_id
0145580570,146931,LUI_property_id
0145580571,146932,LUI_property_id
0145580572,146933,LUI_property_id
0145580573,146934,LUI_property_id
0145580601,146935,LUI_property_id
0145580605,146936,LUI_property_id
0145580606,146937,LUI_property_id
0145580607,146938,LUI_property_id
0145580608,146939,LUI_property_id
0145580609,146940,LUI_property_id
0145580610,146941,LUI_property_id
0145580611,146942,LUI_property_id
0145580612,146943,LUI_property_id
0145580613,146944,LUI_property_id
0145580614,146945,LUI_property_id
0145580615,146946,LUI_property_id
0145580616,146947,LUI_property_id
0145580617,146948,LUI_property_id
0145580618,146949,LUI_property_id
0145580619,146950,LUI_property_id
0145580620,146951,LUI_property_id
0145580621,146952,LUI_property_id
0145580622,146953,LUI_property_id
0145580623,146954,LUI_property_id
0145580624,146955,LUI_property_id
0145580625,146956,LUI_property_id
0145580626,146957,LUI_property_id
0145580627,146958,LUI_property_id
0145580628,146959,LUI_property_id
0145580631,146962,LUI_property_id
0145580632,146963,LUI_property_id
0145580633,146964,LUI_property_id
0145580634,146965,LUI_property_id
0145580635,146966,LUI_property_id
0145580636,146967,LUI_property_id
0145580637,146968,LUI_property_id
0145580638,146969,LUI_property_id
0145580639,146970,LUI_property_id
0145580640,146971,LUI_property_id
0145580641,713249,LUI_property_id
0145580642,846365,LUI_property_id
0145580643,846367,LUI_property_id
0145580644,890191,LUI_property_id
0145580701,146972,LUI_property_id
0145580702,146973,LUI_property_id
0145580703,146974,LUI_property_id
0145580704,146975,LUI_property_id
0145580705,146976,LUI_property_id
0145580706,146977,LUI_property_id
0145580707,146978,LUI_property_id
0145580708,146979,LUI_property_id
0145580709,146980,LUI_property_id
0145580710,146981,LUI_property_id
0145580711,146982,LUI_property_id
0145580712,146983,LUI_property_id
0145580713,146984,LUI_property_id
0145580719,146990,LUI_property_id
0145580720,146991,LUI_property_id
0145580721,146992,LUI_property_id
0145580722,146993,LUI_property_id
0145580723,146994,LUI_property_id
0145580724,522877,LUI_property_id
0145580805,146999,LUI_property_id
0145580806,147000,LUI_property_id
0145580807,147001,LUI_property_id
0145580808,147002,LUI_property_id
0145580809,147003,LUI_property_id
0145580810,147004,LUI_property_id
0145580811,147005,LUI_property_id
0145580812,147006,LUI_property_id
0145580813,147007,LUI_property_id
0145580814,147008,LUI_property_id
0145580820,147013,LUI_property_id
0145580901,147019,LUI_property_id
0145580903,147021,LUI_property_id
0145580904,147022,LUI_property_id
0145580905,147023,LUI_property_id
0145580906,147024,LUI_property_id
0145580907,147025,LUI_property_id
0145580908,147026,LUI_property_id
0145580909,147027,LUI_property_id
0145580910,147028,LUI_property_id
0145580911,147029,LUI_property_id
0145580913,147031,LUI_property_id
0145580914,147032,LUI_property_id
0145580915,147033,LUI_property_id
0145580916,147034,LUI_property_id
0145580919,147036,LUI_property_id
0145580920,147037,LUI_property_id
0145580921,147038,LUI_property_id
0145580922,147039,LUI_property_id
0145580923,375561,LUI_property_id
0145581001,147040,LUI_property_id
0145581004,147043,LUI_property_id
0145581005,147044,LUI_property_id
0145581007,147046,LUI_property_id
0145581008,147047,LUI_property_id
0145581009,147048,LUI_property_id
0145581010,147049,LUI_property_id
0145581012,147051,LUI_property_id
0145581013,147052,LUI_property_id
0145581014,147053,LUI_property_id
0145581015,147054,LUI_property_id
0145581016,147055,LUI_property_id
0145581017,147056,LUI_property_id
0145581018,147057,LUI_property_id
0145581101,147058,LUI_property_id
0145581102,147059,LUI_property_id
0145581103,147061,LUI_property_id
0145581106,891190,LUI_property_id
0145581201,147064,LUI_property_id
0145581202,147065,LUI_property_id
0145581301,147066,LUI_property_id
0145581302,147067,LUI_property_id
0145581303,147068,LUI_property_id
0145581305,763506,LUI_property_id
0145600101,147070,LUI_property_id
0145600102,147071,LUI_property_id
0145600201,147072,LUI_property_id
0145600203,147074,LUI_property_id
0145600204,147075,LUI_property_id
0145600205,147076,LUI_property_id
0145600206,147077,LUI_property_id
0145600207,147078,LUI_property_id
0145600208,147079,LUI_property_id
0145600209,147080,LUI_property_id
0145600210,147081,LUI_property_id
0145600211,147082,LUI_property_id
0145600212,147083,LUI_property_id
0145600213,147084,LUI_property_id
0145600214,147085,LUI_property_id
0145600215,147086,LUI_property_id
0145600216,147087,LUI_property_id
0145600217,147088,LUI_property_id
0145600220,147091,LUI_property_id
0145600222,147093,LUI_property_id
0145600224,147095,LUI_property_id
0145600225,147096,LUI_property_id
0145600227,147097,LUI_property_id
0145600229,147098,LUI_property_id
0145600230,147099,LUI_property_id
0145600231,147100,LUI_property_id
0145600233,147102,LUI_property_id
0145600236,147105,LUI_property_id
0145600237,147106,LUI_property_id
0145600239,147108,LUI_property_id
0145600242,147111,LUI_property_id
0145600243,147112,LUI_property_id
0145600244,147113,LUI_property_id
0145600245,147114,LUI_property_id
0145600246,147115,LUI_property_id
0145600247,147116,LUI_property_id
0145600248,147117,LUI_property_id
0145600249,147118,LUI_property_id
0145600250,147119,LUI_property_id
0145600251,147120,LUI_property_id
0145600252,147121,LUI_property_id
0145600402,147123,LUI_property_id
0145600404,147125,LUI_property_id
0145600405,147126,LUI_property_id
0145600406,147127,LUI_property_id
0145600407,147128,LUI_property_id
0145600501,147129,LUI_property_id
0145600502,147130,LUI_property_id
0145600503,147131,LUI_property_id
0145600505,147133,LUI_property_id
0145600506,147134,LUI_property_id
0145600507,147135,LUI_property_id
0145600508,147136,LUI_property_id
0145600510,147138,LUI_property_id
0145600511,147139,LUI_property_id
0145600513,147140,LUI_property_id
0145600514,147141,LUI_property_id
0145600515,147142,LUI_property_id
0145600516,147143,LUI_property_id
0145600517,147144,LUI_property_id
0145600519,147146,LUI_property_id
0145600520,147147,LUI_property_id
0145600521,147148,LUI_property_id
0145600522,147149,LUI_property_id
0145600526,147153,LUI_property_id
0145600527,147154,LUI_property_id
0145600528,147155,LUI_property_id
0145600529,147156,LUI_property_id
0145600530,147157,LUI_property_id
0145600532,147159,LUI_property_id
0145600601,147160,LUI_property_id
0145600602,147161,LUI_property_id
0145600603,147162,LUI_property_id
0145600604,147163,LUI_property_id
0145600605,147164,LUI_property_id
0145600606,147165,LUI_property_id
0145600607,147166,LUI_property_id
0145600609,147168,LUI_property_id
0145600610,147169,LUI_property_id
0145600611,147170,LUI_property_id
0145600613,147171,LUI_property_id
0145600614,147172,LUI_property_id
0145600615,147173,LUI_property_id
0145600616,147174,LUI_property_id
0145600617,147175,LUI_property_id
0145600618,147176,LUI_property_id
0145600619,147177,LUI_property_id
0145600620,835435,LUI_property_id
0145600621,147179,LUI_property_id
0145600622,147180,LUI_property_id
0145600623,147181,LUI_property_id
0145600624,147182,LUI_property_id
0145600625,147183,LUI_property_id
0145600626,147184,LUI_property_id
0145600627,147185,LUI_property_id
0145600628,876073,LUI_property_id
0145600701,147186,LUI_property_id
0145600702,147187,LUI_property_id
0145600703,147188,LUI_property_id
0145600704,147189,LUI_property_id
0145600705,147190,LUI_property_id
0145600707,147192,LUI_property_id
0145600708,147193,LUI_property_id
0145600709,147194,LUI_property_id
0145600710,147195,LUI_property_id
0145600711,147196,LUI_property_id
0145600712,147197,LUI_property_id
0145600802,147199,LUI_property_id
0145600803,147200,LUI_property_id
0145600804,147201,LUI_property_id
0145600805,147202,LUI_property_id
0145600806,147203,LUI_property_id
0145600807,147204,LUI_property_id
0145600808,147205,LUI_property_id
0145600809,147206,LUI_property_id
0145600810,147207,LUI_property_id
0145600811,147208,LUI_property_id
0145600812,147209,LUI_property_id
0145600814,147210,LUI_property_id
0145600816,147212,LUI_property_id
0145600820,147216,LUI_property_id
0145600821,147217,LUI_property_id
0145600822,147218,LUI_property_id
0145600823,147219,LUI_property_id
0145600824,147221,LUI_property_id
0145600826,147223,LUI_property_id
0145600827,147224,LUI_property_id
0145600901,147227,LUI_property_id
0145600902,147228,LUI_property_id
0145600904,147229,LUI_property_id
0145600905,147230,LUI_property_id
0145600906,909634,LUI_property_id
0145600907,147232,LUI_property_id
0145600908,147233,LUI_property_id
0145600909,147234,LUI_property_id
0145600910,147235,LUI_property_id
0145600911,147236,LUI_property_id
0145600912,147237,LUI_property_id
0145600914,147239,LUI_property_id
0145600915,147240,LUI_property_id
0145600916,147241,LUI_property_id
0145600917,147243,LUI_property_id
0145600918,147244,LUI_property_id
0145600919,147245,LUI_property_id
0145600922,147248,LUI_property_id
0145600925,147251,LUI_property_id
0145600926,147252,LUI_property_id
0145601001,147253,LUI_property_id
0145601002,147254,LUI_property_id
0145601003,147255,LUI_property_id
0145601004,147256,LUI_property_id
0145601005,147257,LUI_property_id
0145601006,147258,LUI_property_id
0145601007,147259,LUI_property_id
0145601009,147261,LUI_property_id
0145601010,147262,LUI_property_id
0145601011,147263,LUI_property_id
0145601012,147264,LUI_property_id
0145601013,147265,LUI_property_id
