Test_Year,Horizon,Model,Model_Family,ROC_AUC,PR_AUC,Naive_PR_AUC,Train_Samples,Test_Samples
2023,2_Years,CatBoost,Tree,0.9444840883071877,0.6323872751119536,0.016034297963558413,186600,6708
2023,2_Years,RandomForest,Tree,0.8790825926699465,0.5372991953156655,0.016034297963558413,186600,6708
2023,2_Years,LogisticL2,Linear,0.9432437672112379,0.5234045785480371,0.016034297963558413,186600,6708
2023,2_Years,LogisticL1,Linear,0.9397903999969058,0.5137343103446034,0.016034297963558413,186600,6708
2023,2_Years,MLP,Deep,0.9026146094402674,0.557130741501454,0.016034297963558413,186600,6708
2024,14_Days,CatBoost,Tree,0.9512458093285161,0.09062173513740177,0.0012415419951579863,193308,5873
2024,14_Days,RandomForest,Tree,0.980124825049637,0.26719024992572077,0.0012415419951579863,193308,5873
2024,14_Days,LogisticL2,Linear,0.974432835335091,0.11022882694801392,0.0012415419951579863,193308,5873
2024,14_Days,LogisticL1,Linear,0.9744002864303616,0.10994823785303928,0.0012415419951579863,193308,5873
2024,14_Days,MLP,Deep,0.9879650424763207,0.21045997278894074,0.0012415419951579863,193308,5873
2024,3_Months,CatBoost,Tree,0.9452133280496664,0.30189816410794507,0.006574999482690835,193308,5873
2024,3_Months,RandomForest,Tree,0.9157403738194306,0.3923880115625179,0.006574999482690835,193308,5873
2024,3_Months,LogisticL2,Linear,0.859220824252031,0.21542245780955677,0.006574999482690835,193308,5873
2024,3_Months,LogisticL1,Linear,0.8593215441516413,0.2152763113773427,0.006574999482690835,193308,5873
2024,3_Months,MLP,Deep,0.8449846443431741,0.30969008315705804,0.006574999482690835,193308,5873
2024,6_Months,CatBoost,Tree,0.9592161326095839,0.5046192290506822,0.011422186355453473,193308,5873
2024,6_Months,RandomForest,Tree,0.9188710977948122,0.49234489109470886,0.011422186355453473,193308,5873
2024,6_Months,LogisticL2,Linear,0.8574485884939396,0.2913067645971349,0.011422186355453473,193308,5873
2024,6_Months,LogisticL1,Linear,0.858744549721028,0.28888434670112334,0.011422186355453473,193308,5873
2024,6_Months,MLP,Deep,0.8959988413090614,0.47157823466082793,0.011422186355453473,193308,5873
2024,1_Year,CatBoost,Tree,0.9646291861481735,0.604659158607375,0.014934715583421276,193308,5873
2024,1_Year,RandomForest,Tree,0.923889554111073,0.5528819491134632,0.014934715583421276,193308,5873
2024,1_Year,LogisticL2,Linear,0.8916509864294675,0.45639877094551784,0.014934715583421276,193308,5873
2024,1_Year,LogisticL1,Linear,0.8937017713916449,0.45552701649894844,0.014934715583421276,193308,5873
2024,1_Year,MLP,Deep,0.9742022085376516,0.6366163485337962,0.014934715583421276,193308,5873
2024,2_Years,CatBoost,Tree,0.9395236556673658,0.606419518919432,0.017153971899766175,193308,5873
2024,2_Years,RandomForest,Tree,0.9214853827210923,0.5425124183967216,0.017153971899766175,193308,5873
2024,2_Years,LogisticL2,Linear,0.88242687175332,0.47640553808861674,0.017153971899766175,193308,5873
2024,2_Years,LogisticL1,Linear,0.8857691837660566,0.4777831624248692,0.017153971899766175,193308,5873
2024,2_Years,MLP,Deep,0.9543857696022874,0.6310769519202101,0.017153971899766175,193308,5873
