Anchor,Model,Profile,Evaluate_Year,PRAUC
Pre-2020,LightGBM,Default,2023,0.7828860028860027
Pre-2020,Logistic,Default,2023,0.7847527472527472
Pre-2020,TabNet,Default,2023,0.6142316017316017
Pre-2020,TabNetVREx,Default,2023,0.262999944343705
Pre-2020,CatBoost,HighCap,2023,0.8230341880341879
Pre-2020,XGBoost,HighCap,2023,0.8308974358974358
Pre-2020,RandomForest,HighCap,2023,0.8438736263736263
Pre-2020,LightGBM,HighCap,2023,0.7225649350649351
Pre-2020,Logistic,HighCap,2023,0.7667199467199467
Pre-2020,TabNet,HighCap,2023,0.2167467272460484
Pre-2020,TabNetVREx,HighCap,2023,0.07479732984824145
Pre-2020,CatBoost,Regularized,2023,0.8243578643578643
Pre-2020,XGBoost,Regularized,2023,0.8043894993894993
Pre-2020,RandomForest,Regularized,2023,0.8315323565323564
Pre-2020,LightGBM,Regularized,2023,0.8402120102120101
Pre-2020,Logistic,Regularized,2023,0.7791197691197691
Pre-2020,TabNet,Regularized,2023,0.263934401486549
Pre-2020,TabNetVREx,Regularized,2023,0.43737064565868916
Pre-2020,CatBoost,ExtShallow,2023,0.7068939393939393
Pre-2020,XGBoost,ExtShallow,2023,0.7758180708180707
Pre-2020,RandomForest,ExtShallow,2023,0.821078921078921
Pre-2020,LightGBM,ExtShallow,2023,0.8038566988566989
Pre-2020,Logistic,ExtShallow,2023,0.7651037851037851
Pre-2020,TabNet,ExtShallow,2023,0.5366187244128421
Pre-2020,TabNetVREx,ExtShallow,2023,0.531673669467787
Pre-2020,CatBoost,ExtDeep,2023,0.8684706959706959
Pre-2020,XGBoost,ExtDeep,2023,0.7801748251748252
Pre-2020,RandomForest,ExtDeep,2023,0.8490384615384615
Pre-2020,LightGBM,ExtDeep,2023,0.7119605394605394
Pre-2020,Logistic,ExtDeep,2023,0.7343506493506493
Pre-2020,TabNet,ExtDeep,2023,0.23038387712386874
Pre-2020,TabNetVREx,ExtDeep,2023,0.1800980293097722
Pre-2020,CatBoost,Default,2024,0.4720634920634921
Pre-2020,XGBoost,Default,2024,0.7753968253968253
Pre-2020,RandomForest,Default,2024,0.696190476190476
Pre-2020,LightGBM,Default,2024,0.5592857142857143
Pre-2020,Logistic,Default,2024,0.39388888888888884
Pre-2020,TabNet,Default,2024,0.6116666666666666
Pre-2020,TabNetVREx,Default,2024,0.15808694450203883
Pre-2020,CatBoost,HighCap,2024,0.7753968253968253
Pre-2020,XGBoost,HighCap,2024,0.6644444444444444
Pre-2020,RandomForest,HighCap,2024,0.5453968253968253
Pre-2020,LightGBM,HighCap,2024,0.6587301587301588
Pre-2020,Logistic,HighCap,2024,0.4046031746031746
Pre-2020,TabNet,HighCap,2024,0.12432306255835666
Pre-2020,TabNetVREx,HighCap,2024,0.014371091696878632
Pre-2020,CatBoost,Regularized,2024,0.7783333333333333
Pre-2020,XGBoost,Regularized,2024,0.8444444444444443
Pre-2020,RandomForest,Regularized,2024,1.0
Pre-2020,LightGBM,Regularized,2024,0.8528571428571428
Pre-2020,Logistic,Regularized,2024,0.5253968253968254
Pre-2020,TabNet,Regularized,2024,0.15412742019884876
Pre-2020,TabNetVREx,Regularized,2024,0.1437587412587413
Pre-2020,CatBoost,ExtShallow,2024,0.5587301587301587
Pre-2020,XGBoost,ExtShallow,2024,0.7944444444444445
Pre-2020,RandomForest,ExtShallow,2024,0.5311111111111111
Pre-2020,LightGBM,ExtShallow,2024,0.7277777777777779
Pre-2020,Logistic,ExtShallow,2024,0.6511111111111112
Pre-2020,TabNet,ExtShallow,2024,0.23534798534798537
Pre-2020,TabNetVREx,ExtShallow,2024,0.19363153786104606
Pre-2020,CatBoost,ExtDeep,2024,0.8083333333333333
Pre-2020,XGBoost,ExtDeep,2024,0.8528571428571428
Pre-2020,RandomForest,ExtDeep,2024,0.525952380952381
Pre-2020,LightGBM,ExtDeep,2024,0.7592857142857143
Pre-2020,Logistic,ExtDeep,2024,0.4046031746031746
Pre-2020,TabNet,ExtDeep,2024,0.17606491842968344
Pre-2020,TabNetVREx,ExtDeep,2024,0.05436510807087979
Pre-2021,CatBoost,Default,2022,0.25270562770562766
Pre-2021,XGBoost,Default,2022,0.25270562770562766
Pre-2021,RandomForest,Default,2022,0.4665334665334665
Pre-2021,LightGBM,Default,2022,0.28035714285714286
Pre-2021,Logistic,Default,2022,0.3075757575757576
Pre-2021,TabNet,Default,2022,0.27601010101010104
Pre-2021,TabNetVREx,Default,2022,0.16765873015873017
Pre-2021,CatBoost,HighCap,2022,0.3374542124542124
Pre-2021,XGBoost,HighCap,2022,0.32294372294372287
Pre-2021,RandomForest,HighCap,2022,0.5685897435897436
Pre-2021,LightGBM,HighCap,2022,0.35892857142857143
Pre-2021,Logistic,HighCap,2022,0.2973484848484848
Pre-2021,TabNet,HighCap,2022,0.05221498452630528
Pre-2021,TabNetVREx,HighCap,2022,0.0895727503628447
Pre-2021,CatBoost,Regularized,2022,0.23707542457542458
Pre-2021,XGBoost,Regularized,2022,0.25766594516594515
Pre-2021,RandomForest,Regularized,2022,0.35119047619047616
Pre-2021,LightGBM,Regularized,2022,0.2416208791208791
Pre-2021,Logistic,Regularized,2022,0.29358974358974355
Pre-2021,TabNet,Regularized,2022,0.23198529411764707
Pre-2021,TabNetVREx,Regularized,2022,0.06286377980364657
Pre-2021,CatBoost,ExtShallow,2022,0.22622863247863248
Pre-2021,XGBoost,ExtShallow,2022,0.4506604506604507
Pre-2021,RandomForest,ExtShallow,2022,0.31994047619047616
Pre-2021,LightGBM,ExtShallow,2022,0.24642857142857144
Pre-2021,Logistic,ExtShallow,2022,0.2701048951048951
Pre-2021,TabNet,ExtShallow,2022,0.0915273572901584
Pre-2021,TabNetVREx,ExtShallow,2022,0.06652735729015839
Pre-2021,CatBoost,ExtDeep,2022,0.48392857142857143
Pre-2021,XGBoost,ExtDeep,2022,0.33247863247863246
Pre-2021,RandomForest,ExtDeep,2022,0.5201048951048951
Pre-2021,LightGBM,ExtDeep,2022,0.48392857142857143
Pre-2021,Logistic,ExtDeep,2022,0.28733766233766234
Pre-2021,TabNet,ExtDeep,2022,0.08875
Pre-2021,TabNetVREx,ExtDeep,2022,0.019736187029385364
Pre-2021,CatBoost,Default,2023,0.7449891774891775
Pre-2021,XGBoost,Default,2023,0.750605228105228
Pre-2021,RandomForest,Default,2023,0.8410958485958485
Pre-2021,LightGBM,Default,2023,0.8128310578310577
Pre-2021,Logistic,Default,2023,0.7967199467199466
Pre-2021,TabNet,Default,2023,0.5528712902164915
Pre-2021,TabNetVREx,Default,2023,0.2243056166018676
Pre-2021,CatBoost,HighCap,2023,0.9073260073260072
Pre-2021,XGBoost,HighCap,2023,0.7365179265179264
Pre-2021,RandomForest,HighCap,2023,0.8391117216117215
Pre-2021,LightGBM,HighCap,2023,0.7757242757242756
Pre-2021,Logistic,HighCap,2023,0.7723909423909423
Pre-2021,TabNet,HighCap,2023,0.1371468393295993
Pre-2021,TabNetVREx,HighCap,2023,0.3921102910877873
Pre-2021,CatBoost,Regularized,2023,0.8493578643578642
Pre-2021,XGBoost,Regularized,2023,0.8514757464757464
Pre-2021,RandomForest,Regularized,2023,0.7081990231990233
Pre-2021,LightGBM,Regularized,2023,0.8567704517704517
Pre-2021,Logistic,Regularized,2023,0.739155844155844
Pre-2021,TabNet,Regularized,2023,0.3196944581404835
Pre-2021,TabNetVREx,Regularized,2023,0.4466950455957474
Pre-2021,CatBoost,ExtShallow,2023,0.8532539682539683
Pre-2021,XGBoost,ExtShallow,2023,0.8744444444444445
Pre-2021,RandomForest,ExtShallow,2023,0.7924464424464424
Pre-2021,LightGBM,ExtShallow,2023,0.8031593406593407
Pre-2021,Logistic,ExtShallow,2023,0.7603418803418803
Pre-2021,TabNet,ExtShallow,2023,0.3945995670995671
Pre-2021,TabNetVREx,ExtShallow,2023,0.38402658296520187
Pre-2021,CatBoost,ExtDeep,2023,0.8391117216117215
Pre-2021,XGBoost,ExtDeep,2023,0.7507242757242757
Pre-2021,RandomForest,ExtDeep,2023,0.7805860805860805
Pre-2021,LightGBM,ExtDeep,2023,0.769057609057609
Pre-2021,Logistic,ExtDeep,2023,0.7131845931845932
Pre-2021,TabNet,ExtDeep,2023,0.17597702702596105
Pre-2021,TabNetVREx,ExtDeep,2023,0.11160180790373019
Pre-2021,CatBoost,Default,2024,0.711111111111111
Pre-2021,XGBoost,Default,2024,0.7453968253968253
Pre-2021,RandomForest,Default,2024,0.5644444444444444
Pre-2021,LightGBM,Default,2024,0.6587301587301588
Pre-2021,Logistic,Default,2024,0.39388888888888884
Pre-2021,TabNet,Default,2024,0.33939393939393936
Pre-2021,TabNetVREx,Default,2024,0.03670045035589031
Pre-2021,CatBoost,HighCap,2024,0.5644444444444444
Pre-2021,XGBoost,HighCap,2024,0.7453968253968253
Pre-2021,RandomForest,HighCap,2024,0.6587301587301588
Pre-2021,LightGBM,HighCap,2024,0.6226190476190476
Pre-2021,Logistic,HighCap,2024,0.38055555555555554
Pre-2021,TabNet,HighCap,2024,0.038457534268146645
Pre-2021,TabNetVREx,HighCap,2024,0.05065130746924541
Pre-2021,CatBoost,Regularized,2024,0.7392857142857143
Pre-2021,XGBoost,Regularized,2024,0.7753968253968253
Pre-2021,RandomForest,Regularized,2024,0.9666666666666666
Pre-2021,LightGBM,Regularized,2024,0.911111111111111
Pre-2021,Logistic,Regularized,2024,0.5587301587301587
Pre-2021,TabNet,Regularized,2024,0.23262432012432016
Pre-2021,TabNetVREx,Regularized,2024,0.29886401326699835
Pre-2021,CatBoost,ExtShallow,2024,0.5120634920634921
Pre-2021,XGBoost,ExtShallow,2024,0.8083333333333333
Pre-2021,RandomForest,ExtShallow,2024,0.5628571428571428
Pre-2021,LightGBM,ExtShallow,2024,0.7544444444444445
Pre-2021,Logistic,ExtShallow,2024,0.6511111111111112
Pre-2021,TabNet,ExtShallow,2024,0.25857142857142856
Pre-2021,TabNetVREx,ExtShallow,2024,0.2546498599439776
Pre-2021,CatBoost,ExtDeep,2024,0.7944444444444443
Pre-2021,XGBoost,ExtDeep,2024,0.7611111111111111
Pre-2021,RandomForest,ExtDeep,2024,0.6726190476190477
Pre-2021,LightGBM,ExtDeep,2024,0.6226190476190476
Pre-2021,Logistic,ExtDeep,2024,0.3821789321789321
Pre-2021,TabNet,ExtDeep,2024,0.1477199732351957
Pre-2021,TabNetVREx,ExtDeep,2024,0.03806342575446021
Pre-2022,CatBoost,Default,2023,0.7442307692307691
Pre-2022,XGBoost,Default,2023,0.7586247086247085
Pre-2022,RandomForest,Default,2023,0.8098151848151848
Pre-2022,LightGBM,Default,2023,0.8029292929292928
Pre-2022,Logistic,Default,2023,0.76755328005328
Pre-2022,TabNet,Default,2023,0.6116827616827616
Pre-2022,TabNetVREx,Default,2023,0.17365319489499478
Pre-2022,CatBoost,HighCap,2023,0.7504220779220778
Pre-2022,XGBoost,HighCap,2023,0.7237545787545786
Pre-2022,RandomForest,HighCap,2023,0.8078860028860029
Pre-2022,LightGBM,HighCap,2023,0.6873260073260073
Pre-2022,Logistic,HighCap,2023,0.6781845931845931
Pre-2022,TabNet,HighCap,2023,0.22366610165790496
Pre-2022,TabNetVREx,HighCap,2023,0.1417214637691189
Pre-2022,CatBoost,Regularized,2023,0.8361294261294261
Pre-2022,XGBoost,Regularized,2023,0.8014818514818515
Pre-2022,RandomForest,Regularized,2023,0.7321503496503495
Pre-2022,LightGBM,Regularized,2023,0.7996503496503496
Pre-2022,Logistic,Regularized,2023,0.7862626262626262
Pre-2022,TabNet,Regularized,2023,0.3620028071343861
Pre-2022,TabNetVREx,Regularized,2023,0.295989321998756
Pre-2022,CatBoost,ExtShallow,2023,0.860103785103785
Pre-2022,XGBoost,ExtShallow,2023,0.9353174603174603
Pre-2022,RandomForest,ExtShallow,2023,0.7855844155844156
Pre-2022,LightGBM,ExtShallow,2023,0.7781926406926407
Pre-2022,Logistic,ExtShallow,2023,0.7984371184371184
Pre-2022,TabNet,ExtShallow,2023,0.4133925796425796
Pre-2022,TabNetVREx,ExtShallow,2023,0.4107238198309627
Pre-2022,CatBoost,ExtDeep,2023,0.7634920634920633
Pre-2022,XGBoost,ExtDeep,2023,0.6921320346320345
Pre-2022,RandomForest,ExtDeep,2023,0.6987554112554112
Pre-2022,LightGBM,ExtDeep,2023,0.720108225108225
Pre-2022,Logistic,ExtDeep,2023,0.6189435564435564
Pre-2022,TabNet,ExtDeep,2023,0.5625185925185925
Pre-2022,TabNetVREx,ExtDeep,2023,0.04517732979385559
Pre-2022,CatBoost,Default,2024,0.5911111111111111
Pre-2022,XGBoost,Default,2024,0.6253968253968254
Pre-2022,RandomForest,Default,2024,0.5253968253968254
Pre-2022,LightGBM,Default,2024,0.4434920634920635
Pre-2022,Logistic,Default,2024,0.38055555555555554
Pre-2022,TabNet,Default,2024,0.5783333333333333
Pre-2022,TabNetVREx,Default,2024,0.03914356980472329
Pre-2022,CatBoost,HighCap,2024,0.6644444444444444
Pre-2022,XGBoost,HighCap,2024,0.6392857142857142
Pre-2022,RandomForest,HighCap,2024,0.711111111111111
Pre-2022,LightGBM,HighCap,2024,0.5392857142857143
Pre-2022,Logistic,HighCap,2024,0.3912698412698412
Pre-2022,TabNet,HighCap,2024,0.10794554205203771
Pre-2022,TabNetVREx,HighCap,2024,0.060402752024727585
Pre-2022,CatBoost,Regularized,2024,0.7253968253968255
Pre-2022,XGBoost,Regularized,2024,0.6444444444444444
Pre-2022,RandomForest,Regularized,2024,1.0
Pre-2022,LightGBM,Regularized,2024,0.7253968253968254
Pre-2022,Logistic,Regularized,2024,0.5587301587301587
Pre-2022,TabNet,Regularized,2024,0.12948179271708682
Pre-2022,TabNetVREx,Regularized,2024,0.15886860601327607
Pre-2022,CatBoost,ExtShallow,2024,0.6644444444444444
Pre-2022,XGBoost,ExtShallow,2024,0.6968253968253968
Pre-2022,RandomForest,ExtShallow,2024,0.525952380952381
Pre-2022,LightGBM,ExtShallow,2024,0.7453968253968253
Pre-2022,Logistic,ExtShallow,2024,0.6511111111111112
Pre-2022,TabNet,ExtShallow,2024,0.30050505050505055
Pre-2022,TabNetVREx,ExtShallow,2024,0.29383838383838384
Pre-2022,CatBoost,ExtDeep,2024,0.6787301587301586
Pre-2022,XGBoost,ExtDeep,2024,0.7453968253968253
Pre-2022,RandomForest,ExtDeep,2024,0.6587301587301588
Pre-2022,LightGBM,ExtDeep,2024,0.48595238095238097
Pre-2022,Logistic,ExtDeep,2024,0.38055555555555554
Pre-2022,TabNet,ExtDeep,2024,0.25793650793650796
Pre-2022,TabNetVREx,ExtDeep,2024,0.017622031318513254
