,Anch2018_CatBoost_YetiRank_Depth6_Base,Anch2018_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2018_CatBoost_YetiRank_Depth10_Base,Anch2018_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2019_CatBoost_YetiRank_Depth6_Base,Anch2019_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2019_CatBoost_YetiRank_Depth10_Base,Anch2019_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2020_CatBoost_YetiRank_Depth6_Base,Anch2020_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2020_CatBoost_YetiRank_Depth10_Base,Anch2020_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2021_CatBoost_YetiRank_Depth6_Base,Anch2021_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2021_CatBoost_YetiRank_Depth10_Base,Anch2021_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2022_CatBoost_YetiRank_Depth6_Base,Anch2022_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2022_CatBoost_YetiRank_Depth10_Base,Anch2022_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2023_CatBoost_YetiRank_Depth6_Base,Anch2023_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2023_CatBoost_YetiRank_Depth10_Base,Anch2023_CatBoost_YetiRank_Depth10_Meta_Recursive
renter_share,2.9637520043698813,0.4332065138871265,1.0921577042483983,0.46138040811270087,2.400503695349815,0.795245514135603,0.3096463831358879,0.20784522182464338,0.630540876785256,0.702318748454222,0.14084928203928093,0.44614339565861555,1.0933162252953263,0.3562699908128439,0.6744254092933166,0.27397696691877527,2.2695333209016866,1.1786544025681416,0.7656926118868322,0.5814774315429305,0.07969066116323933,0.9576365667219036,0.19601366409870924,0.731155502730285
district_protest_rate_lag_1yr,0.0,0.9557041069034704,0.1738585985185842,0.6390359604937704,0.0,0.9361345960997931,0.45465002146710365,1.085686572006604,0.25895014363619767,0.9321761202853779,0.34573622216504235,0.8644162319789898,0.17238283731687182,1.216336173392887,0.40662421812754873,1.1274029964069228,0.0,1.0457452363267281,0.33084019632246425,1.0665530124788463,0.36347424669581885,0.9970229814080208,0.0683824152105952,0.8288203158938177
district_delta_max_height_ft_lag_1yr,0.47360354190263676,1.0465307562791812,0.3321634388214882,0.5687559082622128,0.2659528882184895,0.6649932734326252,0.6701079303028669,0.44791452675354054,1.2155736574592557,0.8202361359558825,0.9881089872879972,0.7325453281615887,0.44346567099959555,0.7576722272488087,0.8359296120797938,0.8731958291377092,1.4220150042861595,1.2012896164765923,1.5193928093867735,0.7366856698638831,0.8271325202740829,0.8332246454027674,1.232002758736976,0.7547080225277818
district_delta_max_far_lag_1yr,0.6124088685508703,1.0205062556586757,0.7425859911258502,0.8425093974873517,0.23525526628860272,0.5666455187537462,0.2958323260135157,0.32534633832670135,0.16220788133590425,0.3214097077416165,0.782881882283863,0.6244213552956954,0.04007876541306196,0.9383686450966078,0.44841657337125396,0.47128047681135726,0.3186872240024812,0.5204170679952783,0.8829995748590173,0.7316864979356124,0.24522869993878968,0.7773151474763371,0.5557824738339466,1.396660691582804
district_delta_max_bldg_cov_pct_lag_1yr,0.27288254410494894,0.9343763540161667,0.6480273218939159,0.650072685568316,0.259335227960342,0.8942010662649892,0.6631906771439937,1.0509070544571668,0.4366196276643897,1.4675590922485227,0.5120474002727017,1.3023224823478456,0.43462572311914405,1.2297811746705776,0.6604335773307768,1.4615839592621607,0.38894840420713084,1.5072471255154647,0.8090586339474053,2.4741055416905753,0.13505968820094552,1.1937477017737894,0.38942638072989655,1.0293155789429373
district_delta_min_lot_sqft_lag_1yr,0.06914051777258788,1.6670902635691505,0.2602573981486661,1.1306013945574556,0.3179740361370854,1.2715811118923168,0.37221426333444607,0.9492790739509668,0.324096747141187,1.1152807921062995,0.5330184138396438,0.6694911825411163,0.6644989915627662,0.9388311119351062,0.4309904377179415,0.774433624553445,0.03410935270126468,0.9810820328711167,0.4825506078069277,0.48637099873922807,0.8732478999314914,0.9754423502094242,0.15230504176891738,0.7556888537561491
district_council_district_y_lag_1yr,0.0,0.7091198734192024,0.017029674594245665,0.36544002286784383,0.0,0.47236863943170115,0.0,0.43295199013772284,0.0,0.3216631263774809,0.0,0.6269685696024795,0.0,0.47464116345250185,0.08681502956241259,0.667613392664949,0.0,0.296603689265786,0.17322342289042908,0.15787797466673859,0.0,0.5166186445229478,0.06715876978312169,0.4232319229294617
district_acs_race_white_lag_1yr,0.0,0.07098847863808447,0.0,0.036292641067241616,0.0,0.022442054304265824,0.0,0.01301455152115559,0.0,0.17760084158559578,0.0,0.09535128588489349,0.6600804576437298,0.05219503301696553,0.15892036683138805,0.12567081146766326,0.0,0.04890156368497973,0.0,0.02567674087411652,0.0,0.20794813653053196,0.0,0.04019653103077744
district_acs_owner_occupied_units_lag_1yr,0.6308936566562213,0.004759762147841792,0.0,0.05365096797138023,0.35454585924217485,0.03740342384044304,0.0,0.14171990115273064,0.0,0.07145585441432484,0.0,0.12243833139033025,0.39186477770800654,0.0775616935710008,0.0,0.14621198467293695,0.0,0.30694986802872104,0.0,0.23839829988286632,0.0,0.23338937704603055,0.0,0.08744493818673511
district_ldb_far_lag_1yr,0.0,0.13721719512832714,0.0,0.5767312131254895,0.17896019570480015,0.49865493612514533,0.0,0.4261134420595762,0.19569285620279064,0.14698168885504972,0.38439871074500015,0.11018243884893056,0.0,0.04890026815175366,0.06657597522815951,0.2900720429469328,0.0,0.035684204218267596,0.0,0.319571194850116,0.0,0.06794236001675336,0.13752225264181783,0.04756554310041166
