,Anch2018_CatBoost_YetiRank_Depth6_Base,Anch2018_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2018_CatBoost_YetiRank_Depth10_Base,Anch2018_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2019_CatBoost_YetiRank_Depth6_Base,Anch2019_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2019_CatBoost_YetiRank_Depth10_Base,Anch2019_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2020_CatBoost_YetiRank_Depth6_Base,Anch2020_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2020_CatBoost_YetiRank_Depth10_Base,Anch2020_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2021_CatBoost_YetiRank_Depth6_Base,Anch2021_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2021_CatBoost_YetiRank_Depth10_Base,Anch2021_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2022_CatBoost_YetiRank_Depth6_Base,Anch2022_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2022_CatBoost_YetiRank_Depth10_Base,Anch2022_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2023_CatBoost_YetiRank_Depth6_Base,Anch2023_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2023_CatBoost_YetiRank_Depth10_Base,Anch2023_CatBoost_YetiRank_Depth10_Meta_Recursive,Mathematical_Cluster,Average_Attribution_Magnitude
acs_owner_occupied_units,0.214046633322858,0.3094861622000899,0.0117909095718548,0.17681568592038,0.2031904172388873,0.2368069640214029,0.0,0.1593001327492563,0.6302213824150139,0.3851040783487902,0.0908256110756898,0.1783667091396077,0.6606786889238832,0.2369736498643821,0.0,0.1540796147456817,0.2418063892861698,0.0888979662398332,0.0027424584983801,0.0661706105943081,0.2800727215937273,0.0574277620717995,0.0259446991827216,0.0550452832147666,1,0.1860747720924785
district_median_appraised_value_lag_2yr,0.0,0.2734494663256139,0.4921807641955892,0.4541128179252752,0.0577703999202069,0.0962817534628347,0.096835563105669,0.0611545902711209,0.0,0.1026187975629637,0.0969017033110394,0.2491810611316957,0.2923564125817386,0.0697036488217728,0.5057202684895497,0.2092302925518082,0.0,0.2104241608923646,0.0,0.4656047450155028,0.0,0.0784475222985664,0.2181649380187455,0.2676952648621191,1,0.17907642378100733
district_renter_share_lag_3yr,0.0,0.2132595039478885,0.0,0.2900968303030777,0.0460307715441736,0.1376652025002616,0.155114773862688,0.1267212216663469,0.1733735139892167,0.2291580279926015,0.0868635734587262,0.2180773268216994,0.1452765237117118,0.3044757637423174,0.1997174217740483,0.3687280999454342,0.0,0.235995488622591,0.237808666836646,0.0799042676801546,0.2123485532999834,0.1904922174925321,0.0265707529839223,0.5540734405896008,1,0.17632299761523426
district_median_structure_age_lag_3yr,0.0,0.1403535751457479,0.0,0.1477997214384206,0.1190700380844722,0.6514006556443224,0.1838931710154989,0.3453960605672136,0.1093670023801713,0.3125223864594409,0.0719752864429629,0.419970946411812,0.0,0.1895550468098389,0.150056818018766,0.2862479650050665,0.0,0.1259249065908677,0.1613053309809711,0.300264581292387,0.0,0.1637185547192298,0.0,0.3017262472090495,1,0.17418951225900994
district_median_appraised_value_lag_1yr,0.0,0.1686351533415158,0.0705438003150368,0.1202647620208336,0.0,0.1946228490905445,0.0744059598833278,0.3848798537774846,0.0,0.0930910684854159,0.1119380525276742,0.5726037397726768,0.1671142214217455,0.0880674049536671,0.0,0.0655706202511711,0.0,0.2278804793789915,0.2729421193308108,0.1937331364386558,0.1341154409305968,0.5611703679870729,0.1664296831532005,0.4357430675660844,1,0.17098965752610448
district_median_household_income_lag_2yr,0.913852312862662,0.0253973709457655,0.667805674237175,0.2951966511228568,0.0,0.1590671923689322,0.2682412343071029,0.4147352132224602,0.0,0.0426789761982705,0.0,0.3121016971173903,0.0,0.0374757122326555,0.0,0.1896991623093118,0.0,0.0503071991147377,0.1872857444940052,0.1460126784546736,0.0,0.0586077926900086,0.0883774997784605,0.1745031014552079,1,0.16797271720465315
district_mean_appraised_value_lag_2yr,0.6952931657263209,0.1323297442489508,0.1970894232230784,0.319472065548172,0.0,0.1424960468458168,0.4625508436194099,0.0966732491035859,0.0,0.1585452231737601,0.0826823998563242,0.193344441098272,0.0,0.1459670171979685,0.0807282968965256,0.1830875643071916,0.0,0.2822775219637469,0.2290743190434185,0.196597760802134,0.0,0.119856241994367,0.1858436939691533,0.1000907455052839,1,0.16683332350514501
district_delta_max_far_lag_3yr,0.0354726645635951,0.1281670180581328,0.0,0.0765530152597994,0.0761606778564973,0.5015512869731924,0.2111438166210582,0.1813255784763291,0.0,0.1363065417194623,0.120810950963386,0.1670978810352777,0.0686697261046285,0.2366339042827959,0.1484743948199748,0.4093859939390052,0.0907974447962474,0.0973499965924029,0.149734897063995,0.1934912716000826,0.0873700582123698,0.1405138359459454,0.2340899850478017,0.1595935108698053,1,0.1521122687834077
district_std_appraised_value_lag_2yr,0.0,0.0775224067150595,0.0,0.5478984796507846,0.0,0.1190309254805754,0.1193646056554023,0.2624608496032228,0.0,0.0386003332655578,0.0681862462111189,0.535746638380068,0.2347637000642868,0.0805715707830381,0.1902778074023445,0.1425566375273097,0.0,0.047847502212854,0.3284990563767362,0.1369079571138078,0.2229864503143448,0.0755780986399506,0.2235768185457098,0.0958982251836261,1,0.14784476288024154
ldb_ilr,0.0,0.0280692877495025,0.0,0.026102701449425,0.0846833210432396,0.0895647893759619,0.0,0.0544986671117688,0.1673122862633722,0.6365448570284495,0.0,0.1356499639357086,0.0,0.1937834857641331,0.0936839704439998,0.1658441819096121,0.5802045658135249,0.190644983060667,0.0878454885141427,0.1484797607367179,0.3153695126535619,0.1202184082695555,0.2878762868682721,0.1337556943125032,1,0.14750550884600494
district_delta_min_lot_sqft_lag_4yr,0.0,0.0200488169015368,0.1364464861598549,0.1645487780554188,1.1717884402377512,0.0488125731401046,0.3957913730381452,0.0312428874514957,0.0,0.0268538214227864,0.1868555736802485,0.0638361003633685,0.0,0.0743832298867893,0.1455591922071911,0.117827777801411,0.0,0.0889946000391273,0.0,0.0706090682451218,0.0,0.076262563752049,0.0,0.074327267793405,1,0.12059118959065852
district_delta_max_far_lag_4yr,0.0,0.056139519586356,0.1462945336791755,0.1993817154507953,0.0661146000737643,0.2178520714444149,0.0,0.0870727391951349,0.1464512978931468,0.073187270777219,0.0698728001591899,0.2810610969066691,0.1376714434517263,0.1402253896594727,0.0896775090852023,0.0394539886258621,0.0,0.0603686389376853,0.0,0.0510705912525412,0.163827705981762,0.5917401786407093,0.0,0.2369312322795332,1,0.11893309679501501
district_ldb_far_lag_1yr,0.0,0.0481190487383903,0.1566039720531691,0.0450591805538956,0.0,0.5113253351334079,0.0,0.6499899410901655,0.0,0.0938089136808851,0.0,0.1659971817357307,0.0,0.018175841484555,0.0569563361159655,0.1508985451304043,0.0,0.048652206948043,0.0,0.3380042487756194,0.0,0.0461408030640239,0.0,0.0762057446427881,1,0.10024738746446014
district_std_appraised_value_lag_3yr,0.0,0.0147040392067119,0.0,0.2298814750295792,0.0,0.0682475160532223,0.0,0.139507322740463,0.0826793597481191,0.0320092321487029,0.0426798187646009,0.0929254077506416,0.0949217500856056,0.0721396219962028,0.296210549482316,0.0535859099719077,0.0895392049988617,0.0429736911054035,0.5739556201697655,0.1765644778365985,0.0,0.0767182618198812,0.0,0.0933611027536278,1,0.09469184840259214
acs_renter_occupied_units,0.0,0.0,0.0,0.0781898038638487,0.0,0.0347512014964851,0.018500571146288,0.0207345191392111,0.0882865304343243,0.0,0.0,0.0,0.3151810020845236,0.0,0.0,0.0,0.6324694718130565,0.1965282431207254,0.0465060540606151,0.0052746142857545,0.1028563234322233,0.0193840315407254,0.0624201663509219,0.0430151740611139,1,0.06933740445124235
district_protest_rate_lag_5yr,0.0,0.0227245100546776,0.0,0.023156758622929,0.0,0.0836522805142163,0.0,0.0589155472354169,0.0,0.0783426815031355,0.0,0.058261459231415,0.0,0.0700794781164511,0.0877485020117312,0.0522332632506178,0.0,0.0334487211059153,0.0,0.0287724465492729,0.5545120665351271,0.1627475271176909,0.0,0.061941681060777,1,0.0573557051212239
acs_median_age,0.0,0.0026738049784388,0.0,0.0031093562763743,0.0,0.091624131540837,0.0,0.0599645143819295,0.0,0.0216984106968698,0.0381969200155565,0.0157897367032827,0.0,0.059653001086145,0.0,0.0232599746494424,0.5296288682326394,0.0100614398229475,0.0397871925704427,0.0788138202596939,0.2566963399781775,0.0456851049961917,0.0230135773884801,0.0368825153025478,1,0.05568911286999986
std_appraised_value,17.60792945910144,14.89298903768232,7.544787552410146,5.404900642219845,20.40457469558605,6.278055659634798,9.838037232176248,6.5802036277502935,16.201374662623813,15.722572516260549,12.359679632611604,9.58826116672135,19.695706645390853,12.41895285071036,11.420035236724608,9.269863338919414,18.302446158204667,18.58757681085023,12.098092589402444,10.780924236367309,22.559783193592388,14.329160058814278,14.223205425830535,9.19146105198508,2,13.137523895065444
spatial_contagion_1yr,1.6101848274719828,0.6777509763753433,1.11155890735797,0.5362873428965712,2.155551360453785,1.1558077120868897,1.5418154363467536,1.7690260948778462,3.5841625075410724,1.1347089400834556,1.538750539154607,0.9235483714048902,1.554159329313926,0.9523387396997806,1.7421132427755155,0.9672259018264728,3.85118050995222,1.1849765981685794,2.085604308700552,0.4967436650695558,3.703745894674086,0.9844611442362582,2.719019225120112,1.2026226201210446,3,1.6326393414878864
mean_appraised_value,0.4330557285515067,0.6341006035453517,0.2725078375821146,1.3893625273182677,0.4580077744214049,3.632045048944657,0.5223836483859255,2.7775053333369835,1.280411760039637,1.0454461597813602,0.3771723497577162,1.6986706067756974,1.7699320537269296,3.823178560355369,0.7667430726241072,2.7965933628992605,1.6865744100873912,1.553345995750781,1.8972051958878515,1.7837297917407946,1.380766994458243,1.3799199871656465,1.1665649472672983,1.6850056438785892,3,1.50875955809512
median_neighbor_far,1.3962824990523286,0.8674604202669858,1.1905938865082657,1.2307930744190236,0.8772235816214419,1.6105126419432485,0.4351546076059565,0.964195984951138,1.9429887208881549,1.286334794392769,1.528698450447665,1.0493872562708402,3.133651778914156,1.2467215319477076,1.6588899331516478,1.1093998120363922,2.7573309986850063,2.1299812705940364,0.9764377606382848,1.3444331267759126,1.519416107534608,1.3754373973125051,1.353714947324013,1.5371016755540867,3,1.4384225941181736
spatial_contagion_3yr,0.1432900399681373,0.8894222473408698,1.2380307561935893,1.93212661853268,0.3529119443393869,1.7543762531466205,1.4294150720873258,1.8349811111334784,0.5133026458994006,1.572283474946082,2.204376480196416,2.103647519348972,0.5260590935895912,1.527135239195096,1.293144261626899,1.6751672903153665,1.1219384222040756,1.4123196674440632,2.458386863957485,1.8062465483170609,1.350684161651554,1.5029408607275287,1.903678527726187,1.965793074057393,3,1.437985757247719
median_appraised_value,1.329771780700579,1.9092791222811505,0.6725584909126736,1.3456678149933368,1.414957146342965,2.645475515695501,0.5763097631498965,2.428249929847275,1.180216568435131,1.8048886895428091,0.6336991448072032,1.2527249728406884,0.2002458179728782,1.642152576450677,0.5861781483253208,1.4972253541903306,0.6926745836214552,1.719529759698026,0.7670169754886751,1.6531672227612162,1.4641553073030054,1.922416350434687,1.1268310302118096,2.072938656380228,3,1.35576378009948
median_structure_age,1.06119302594147,1.0608336767782702,0.4122302305780602,0.6816644651242262,1.3482995788466263,2.982692221768958,0.0532078707936394,1.7919690542491578,1.723820550794123,1.1433940656193204,1.0901147100677675,0.7054328077005045,1.4205197825950109,1.3262836017770607,1.2784669893958072,1.3970783433672112,2.1666476359268936,1.9181830535345457,0.6733125938918003,1.372728266799927,1.7970188834899177,1.7443987583212677,0.6935984136031779,1.7639037429295192,3,1.3169580134955943
owner_occupancy_share,0.302606811525742,0.5941862304301384,0.1164718974550287,0.1784081880847026,1.0332121739034248,0.4040230191722091,0.7221771288832448,0.6023030464912341,1.1163888376995053,0.911377525764097,0.8604306873726366,0.4233894051066378,1.4467804516417668,0.5089548955190695,0.4904240029576123,0.6163709780303743,1.323788925643063,1.821944092744696,1.8111727100772088,1.1518440737753413,1.9594921009219373,3.580534347559668,1.3849376379882297,1.5721372265919804,3,1.0388898498058146
delta_max_bldg_cov_pct,8.568576684635767,5.52750274722395,4.998295233814805,4.637573874889087,8.82859143509024,4.427300645808117,6.349441482905113,4.07787208294135,8.359656131962783,6.287918492450952,6.317190566896107,4.905336183541854,8.973498680237999,5.495270845293991,5.14479224603508,4.297411700738728,9.449069764746811,7.041743133043397,5.660397469992491,4.956226452039031,7.925775786178758,3.866235179154722,7.198593781304428,3.7717611542864375,4,6.127751323133833
gross_site_area_acres,20.177564068230016,14.904584519457872,20.79478760156087,12.721174982498054,21.19730440667391,10.805688903812104,24.572266409960285,9.850148085536684,16.773611886321415,14.0448261649555,19.647297571687023,10.761267500904871,16.462343664743774,10.24402007356579,22.88605629817526,14.106608974611046,14.724718789427085,9.71928948377705,17.795311451289503,11.222775859835076,12.529292871192396,8.930422339370182,15.97722078423691,10.12137153275824,5,15.040414759357537
latitude,10.61706416480374,11.149186975952002,17.456234710591225,17.558175466717135,9.325337132212546,9.494382134002011,14.448961232742086,15.064835396037656,7.13177335746808,10.27767690840671,17.60847117214951,15.142534906112168,8.181837944255486,9.619203354275111,14.66736544553126,12.662020159118889,6.0676367806864775,8.942933815024036,12.976200089055553,13.516930478748916,5.605735999633647,7.748669783026122,10.499827384626435,11.336072529980866,6,11.545794471714904
longitude,4.334747552133442,8.003634489862515,11.646442408444065,11.838058563609534,3.955053878584424,10.691472874700391,10.976173842789946,12.963391864126368,6.2487232917695374,7.250269144126708,9.72156104979641,12.45693882791996,6.757409040000538,8.979901536577632,8.5802998070949,10.585588089242028,4.496553429155599,5.831561589091137,7.791133148318307,8.679252213747594,4.225503755176676,7.546942241720441,8.851142012274043,8.769239325223586,7,8.38254141564524
