CASE_NUMBER,has_transcribed_opposition,prob_frame_traffic,prob_frame_infrastructure,prob_frame_displacement,prob_frame_neighborhood,prob_frame_procedural
NPA-2018-0001.01,0,0.5161149151079216,0.34930535883198965,0.36416217819311936,0.4024466366486101,0.380471606673284
C14-2013-0101,1,0.5636150522669154,0.5630634734515553,0.5070806491151812,0.47582598471927473,0.6058079532591176
C14-2011-0008,0,0.48856820356031644,0.581472570683357,0.40888550520284117,0.2808292144193321,0.3406796568436814
C14-2019-0134,0,0.43635299032059516,0.36982961428308947,0.4162889273478002,0.40935885836889785,0.33000860975084395
C14-2017-0122,0,0.38425359735052284,0.4282183829466811,0.47392763796745857,0.5485498932991728,0.3253521037735409
C14-2012-0092,0,0.33713016897361814,0.365788986196073,0.3742623618302238,0.38492607626065134,0.3554554073456099
C14-2012-0145,0,0.3275439919896587,0.44224455625896564,0.4539602978866159,0.6713533082785808,0.3574368848470315
C814-97-0001.11,0,0.6101429876075473,0.55141162968183,0.4310645913655637,0.39469085372436913,0.5046896738265667
C14-2013-0069,0,0.3564073850837878,0.3806724166966222,0.36862886774351145,0.4253098269041427,0.5866192034236335
C14-2014-0112,0,0.42834244929550663,0.4595015654900311,0.5222580981309289,0.29692903154768713,0.21973267935892116
C14-2013-0081,0,0.3255596410911565,0.40410579484757125,0.4013484581291724,0.5093468095368109,0.3647891058504468
C14-2014-0133,0,0.5612751175039258,0.6086714933284252,0.4372112189240767,0.4671209948329347,0.533471259047136
NPA-2011-0009.02,0,0.570149854266446,0.4857038493925658,0.4084119347179852,0.42424937968149967,0.36863941849315995
C14-2019-0037,0,0.6109786547808101,0.5444497300528914,0.6117340973159103,0.5850883073973873,0.3440061614148187
C14H-2010-0020,0,0.3373788519919717,0.31714028665144517,0.40131862609623054,0.403809688547709,0.29985834801760114
C14-2010-0205,0,0.47665605159405344,0.41776167627626315,0.3835968409153713,0.3368989330363612,0.35991861876678166
C14-2012-0157,0,0.4487198908764889,0.3856568211383162,0.3803221595156262,0.37359997011819607,0.4319739251945786
C14-2019-0094,0,0.49008652180311707,0.40455469030466007,0.4291684804390672,0.4337281334758815,0.36354858790745875
C14-2010-0155,0,0.4691112415826241,0.5230533684369856,0.6209578278540422,0.48061453305211416,0.4520996306148609
NPA-2012-0013.02,0,0.49658133683408895,0.5035143368566414,0.4045044060053138,0.3902338260428659,0.6263520362142315
C14-2012-0081,0,0.4317329359780419,0.468307861385883,0.37419260301381535,0.37128970996847366,0.46388854607598434
C14-2013-0031,0,0.5202818601946998,0.5998853990399844,0.398826596058348,0.4114763164747934,0.5453501009107007
C14-2011-0135,0,0.4180698669327859,0.6020290492104264,0.4639933380823543,0.5080066962420822,0.4140590621440834
C14-2016-0041,0,0.593345598403087,0.5886052032437248,0.5432708713734302,0.5465586473593109,0.6180036575965198
C14-2016-0100,0,0.39170490003015257,0.40270220295317083,0.3886920695321123,0.6100214715070087,0.3502417615440079
C14-2014-0017,0,0.5681970077226429,0.6361708438511642,0.5474706005344605,0.5892502629388943,0.5697149789440943
NPA-2016-0005.02,0,0.6158786074018096,0.5628026486032717,0.6647264254567153,0.6311239269940028,0.6774634818010689
C14-2013-0136,0,0.305119694487479,0.4910049447981611,0.41695214294386806,0.638611019236123,0.35540072532335476
C14-2013-0095,1,0.563502560070406,0.5631458797513155,0.5072370002884209,0.4760001408154458,0.6060026567473069
C14-2014-0119,0,0.624819853995856,0.5234435268546827,0.4071882045674826,0.41130525135836443,0.42009565272288507
NPA-2014-0007.01,1,0.393343527209911,0.3553565564661087,0.40616536813534304,0.41155453952323273,0.32890122899684004
C14-2017-0060,0,0.45504647279537686,0.40787329183668775,0.3933608988531816,0.5513426429379208,0.417952410349488
NPA-2010-0012.02,0,0.3652431591959666,0.5238703736820627,0.3445313673776617,0.34458436990519137,0.3534096115192558
C14-2016-0079,0,0.4967758732365139,0.40222211343080794,0.386281849933359,0.4265342538279809,0.3913542388967296
C14-2019-0038,0,0.472811744845373,0.5070806891418937,0.5107233551220947,0.5456322422920179,0.3827028208275429
C14-2010-0111,0,0.48880068520122216,0.4829867737643926,0.5215188114857329,0.2789084045620217,0.25393125984364107
