CASE_NUMBER,neighbor_tcad_id
C14H-2014-0014,0302020416
C14H-2014-0014,0302020410
C14H-2014-0014,0302020120
C14H-2014-0014,0302020215
C14H-2014-0014,0302020419
C14H-2014-0014,0302001410
C14H-2014-0014,0302020106
C14H-2014-0014,0302020316
C14H-2014-0014,0302020303
C14H-2014-0014,0302020202
C14H-2014-0014,0302020403
C14H-2014-0014,0302020104
C14H-2014-0014,0302020212
C14H-2014-0014,0302020302
C14H-2014-0014,0302020311
C14H-2014-0014,0302020409
C14H-2014-0014,0302020413
C14H-2014-0014,0302020205
C14H-2014-0014,0302020309
C14H-2014-0014,0302020110
C14H-2014-0014,0302020209
C14H-2014-0014,0302020219
C14H-2014-0014,0302020101
C14H-2014-0014,0302020405
C14H-2014-0014,0302020109
C14H-2014-0014,0302001411
C14H-2014-0014,0302020204
C14H-2014-0014,0302020323
C14H-2014-0014,0302001003
C14H-2014-0014,0302020218
C14H-2014-0014,0302020108
C14H-2014-0014,0302001116
C14H-2014-0014,0302001001
C14H-2014-0014,0302020207
C14H-2014-0014,0302020307
C14H-2014-0014,0302020208
C14H-2014-0014,0302020113
C14H-2014-0014,0302001111
C14H-2014-0014,0302020320
C14H-2014-0014,0302001007
C14H-2014-0014,0302020214
C14H-2014-0014,0302020201
C14H-2014-0014,0302020217
C14H-2014-0014,0302020306
C14H-2014-0014,0302020421
C14H-2014-0014,0302020304
C14H-2014-0014,0302020223
C14H-2014-0014,0302001413
C14H-2014-0014,0302020216
C14H-2014-0014,0302020305
C14H-2014-0014,0302020324
C14H-2014-0014,0302020411
C14H-2014-0014,0302020412
C14H-2014-0014,0302020415
C14H-2014-0014,0302020225
C14H-2014-0014,0302020315
C14H-2014-0014,0302020116
C14H-2014-0014,0302020111
C14H-2014-0014,0302001117
C14H-2014-0014,0302001002
C14H-2014-0014,0302001108
C14H-2014-0014,0302020203
C14H-2014-0014,0302020402
C14H-2014-0014,0302020312
C14H-2014-0014,0302020114
C14H-2014-0014,0302020221
C14H-2014-0014,0302020112
C14H-2014-0014,0302020414
C14H-2014-0014,0302001109
C14H-2014-0014,0302020319
C14H-2014-0014,0302001412
C14H-2014-0014,0302020420
C14H-2014-0014,0302001408
C14H-2014-0014,0302020408
C14H-2014-0014,0302020107
C14H-2014-0014,0302020115
C14H-2014-0014,0302020220
C14H-2014-0014,0302001122
C14H-2014-0014,0302020417
C14H-2014-0014,0302001009
C14H-2014-0014,0302020313
C14H-2014-0014,0302020314
C14H-2014-0014,0302020422
C14H-2014-0014,0302020317
C14H-2014-0014,0302020222
C14H-2014-0014,0302001118
C14H-2014-0014,0302020404
C14H-2014-0014,0302020308
C14H-2014-0014,0302020418
C14H-2014-0014,0302020224
C14H-2014-0014,0302020401
C14H-2014-0014,0302020321
C14H-2014-0014,0302020318
C14H-2014-0014,0302020213
C14H-2014-0014,0302020206
C14H-2014-0014,0302020103
C14H-2014-0014,0302020117
C14H-2014-0014,0302020118
C14H-2014-0014,0302020301
C14H-2014-0014,0302020102
C14H-2014-0014,0302020210
C14H-2014-0014,0302001901
C14H-2014-0014,0302001701
C14H-2014-0014,0302001801
C14-2015-0001,0215210149
C14-2015-0001,0215210150
C14-2015-0001,0216200129
C14-2015-0001,0215210114
C14-2015-0001,0215210133
C14-2015-0001,0216200119
C14-2015-0001,0216200118
C14-2015-0001,0216200107
C14-2015-0001,0215210105
C14-2015-0001,0216200109
C14-2015-0019,0211220246
C14-2015-0019,0211220601
C14-2015-0019,0211220225
C14-2015-0019,0211220222
C14-2015-0019,0211220253
C14-2015-0019,0211220228
C14-2015-0019,0211220221
C14-2015-0019,0211220220
C14-2015-0019,0211220254
C14-2015-0019,0211220224
C14-2015-0019,0211220231
C14-2015-0019,0211220223
C14-2015-0019,0211220238
C14-2015-0019,0211220425
C14-2015-0019,0211220240
C14-2015-0019,0211220305
C14-2015-0019,0211220230
C14-2015-0019,0211220226
C14-2015-0019,0211220247
C14-2015-0019,0211220423
C14-2015-0019,0211220424
C14-2015-0019,0211220252
C14-2015-0019,0212230204
C14-2015-0019,0211220348
C14-2015-0019,0211220239
C14-2015-0019,0211220255
C14-2015-0019,0211220257
C14-2015-0019,0211220227
C14-2015-0043,0202160202
C14-2015-0043,0202160242
C14-2015-0043,0201150114
C14-2015-0043,0200160205
C14-2015-0043,0200160204
C14-2015-0043,0200160105
C14-2015-0043,0201150202
C14-2015-0043,0201150208
C14-2015-0043,0200160301
C14-2015-0043,0201150203
C14-2015-0047,0401060225
C14-2015-0047,0401060224
C14-2015-0047,0401060333
C14-2015-0047,0401060334
C14-2015-0047,0401060335
C14-2015-0047,0401060336
C14-2015-0047,0401060309
C14-2015-0047,0401060311
C14-2015-0047,0401060310
C14-2015-0047,0401060501
C14-2015-0047,0401060503
C14-2015-0047,0401060232
C14-2015-0047,0401060203
C14-2015-0047,0401060331
C14-2015-0047,0401060227
C14-2015-0047,0401060302
C14-2015-0047,0401060303
C14-2015-0047,0401061501
C14-2015-0047,0401061401
C14-2015-0047,0401061601
C14-2015-0047,0401062101
C14-2015-0047,0401062001
C14-2015-0086,0221251202
C14-2015-0086,0220270322
C14-2015-0086,0220270314
C14-2015-0086,0220270204
C14-2015-0086,0221251203
C14-2015-0086,0221251201
C14-2015-0086,0223260804
C14-2015-0086,0220270318
C14-2015-0086,0220270321
C14-2015-0086,0220270803
C14-2015-0086,0220270201
C14-2015-0086,0220270404
C14-2015-0086,0220270320
C14-2015-0086,0222280701
C14-2015-0086,0223260106
C14-2015-0086,0223260803
C14-2015-0086,0220270202
C14-2015-0086,0220270402
C14-2015-0086,0220270317
C14-2015-0086,0220270401
C14-2015-0086,0220270203
C14-2015-0086,0220270405
C14-2015-0086,0220270316
C14-2015-0086,0220270319
C14-2015-0086,0220270406
C14-2015-0086,0220270315
C14-2015-0086,0220270403
C14-2015-0093,0210020906
C14-2015-0093,0210021017
C14-2015-0093,0210021012
C14-2015-0093,0210021015
C14-2015-0093,0210021013
C14-2015-0093,0210020912
C14-2015-0093,0210020406
C14-2015-0093,0210020410
C14-2015-0093,0210021016
C14-2015-0093,0210020909
C14-2015-0093,0210020910
C14-2015-0093,0210020911
C14-2015-0093,0210020903
C14-2015-0093,0210021004
C14-2015-0093,0210020308
C14-2015-0093,0210020913
C14-2015-0093,0210020907
C14-2015-0093,0210020904
C14-2015-0094,0210020906
C14-2015-0094,0210021017
C14-2015-0094,0210021012
C14-2015-0094,0210021015
C14-2015-0094,0210021013
C14-2015-0094,0210020912
C14-2015-0094,0210020406
C14-2015-0094,0210021016
C14-2015-0094,0210020909
C14-2015-0094,0210020910
C14-2015-0094,0210020911
C14-2015-0094,0210021011
C14-2015-0094,0210020903
C14-2015-0094,0210020902
C14-2015-0094,0210021004
C14-2015-0094,0210020308
C14-2015-0094,0210020913
C14-2015-0094,0210020907
C14-2015-0105,0430190302
C14-2015-0105,0430190408
C14-2015-0105,0430150102
C14-2015-0105,0430190409
C14-2015-0105,0430190303
C14-2015-0105,0430190410
C14-2015-0105,0430150104
C14-2015-0105,0430150103
C14-2015-0105,0431271008
C14-2015-0105,0430190301
C14-2015-0106,0430190411
C14-2015-0106,0430190303
C14-2015-0106,0430190107
C14-2015-0106,0430190121
C14-2015-0106,0430190410
C14-2015-0106,0430190106
C14-2015-0106,0430190105
C14-2015-0106,0431271002
C14-2015-0106,0431271008
C14-2016-0023.SH,0266130528
C14-2016-0023.SH,0266130526
C14-2016-0023.SH,0266131018
C14-2016-0023.SH,0266131017
C14-2016-0023.SH,0266131021
C14-2016-0023.SH,0266130525
C14-2016-0023.SH,0266130709
C14-2016-0023.SH,0266130506
C14-2016-0023.SH,0266130509
C14-2016-0023.SH,0266130524
C14-2016-0023.SH,0266130710
C14-2016-0023.SH,0266130602
C14-2016-0023.SH,0266130522
C14-2016-0023.SH,0266130706
C14-2016-0023.SH,0266131019
C14-2016-0023.SH,0266130708
C14-2016-0023.SH,0266130507
C14-2016-0023.SH,0266130523
C14-2016-0023.SH,0266130510
C14-2016-0023.SH,0266130511
C14-2016-0023.SH,0266130501
C14-2016-0023.SH,0266130707
C14-2016-0039,0401060333
C14-2016-0039,0404070615
C14-2016-0039,0401060237
C14-2016-0039,0401060236
C14-2016-0039,0401060268
C14-2016-0039,0401060234
C14-2016-0039,0401060501
C14-2016-0039,0401060269
C14-2016-0039,0401060235
C14-2016-0039,0401060331
C14-2016-0039,0401060302
C14-2016-0039,0401060303
C14-2016-0039,0404071801
C14-2016-0039,0401061901
C14-2016-0039,0404073001
C14-2016-0039,0403070811
C14-2016-0064,0428110108
C14-2016-0064,0424000734
C14-2016-0064,0424000414
C14-2016-0064,0424000411
C14-2016-0064,0424000425
C14-2016-0064,0424000413
C14-2016-0064,0424000423
C14-2016-0064,0424000736
C14-2016-0064,0424000410
C14-2016-0064,0424000424
C14-2016-0064,0424000416
C14-2016-0064,0424000735
C14-2016-0064,0424000409
C14-2016-0064,0424000426
C14-2016-0064,0424000415
C14-2016-0064,0424000733
C14-2016-0064,0424000412
C14-2016-0077,0102010202
C14-2016-0077,0102010236
C14-2016-0077,0102010201
C14-2016-0077,0102010802
C14-2016-0077,0101011113
C14-2016-0077,0101011114
C14-2016-0077,0102010822
C14-2016-0077,0102010110
C14-2016-0077,0102010212
C14-2016-0077,0102010109
C14-2016-0077,0101011111
C14-2016-0077,0102010505
C14-2016-0077,0102010506
C14-2016-0077,0102010507
C14-2016-0077,0102010209
C14-2016-0077,0102010204
C14-2016-0077,0102010804
C14-2016-0077,0102010807
C14-2016-0077,0102010803
C14-2016-0077,0102010806
C14-2016-0077,0101011122
C14-2016-0077,0102010801
C14-2016-0077,0102010820
C14-2016-0077,0102010805
C14-2016-0077,0102010501
C14-2016-0077,0102010231
C14-2016-0077,0102010106
C14-2016-0077,0101011112
C14-2016-0077,0101011138
C14-2016-0077,0102010107
C14-2016-0077,0102010821
C14-2016-0077,0102010203
C14-2016-0077,0102010108
C14-2016-0077,0102011201
C14-2016-0077,0102010901
C14-2016-0096,0142180704
C14-2016-0096,0147190112
C14-2016-0096,0142270305
C14-2016-0096,0142180702
C14-2016-0096,0142180126
C14-2016-0096,0147190108
C14-2016-0096,0142180701
C14-2016-0096,0142270304
C14-2016-0096,0142180703
C14-2016-0096,0147190109
C14-2017-0092,0207080734
C14-2017-0092,0207081207
C14-2017-0092,0208090114
C14-2017-0092,0208090113
C14-2017-0092,0208090308
C14-2017-0092,0208090122
C14-2017-0092,0208090118
C14-2017-0092,0208090112
C14-2017-0092,0208090311
C14-2017-0092,0208090310
C14-2017-0092,0208090120
C14-2017-0092,0208090714
C14-2017-0092,0208090903
C14-2017-0092,0207080730
C14-2017-0092,0208090901
C14-2017-0092,0207080725
C14-2017-0092,0208090412
C14-2017-0092,0208090413
C14-2017-0092,0208090410
C14-2017-0092,0208090411
C14-2017-0092,0208090808
C14-2017-0092,0208090809
C14-2017-0092,0207081211
C14-2017-0092,0208090610
C14-2017-0092,0208090613
C14-2017-0092,0208090813
C14-2017-0092,0208090407
C14-2017-0092,0208090715
C14-2017-0092,0208090907
C14-2017-0092,0208090908
C14-2017-0092,0208090909
C14-2017-0092,0208090619
C14-2017-0092,0208090620
C14-2017-0092,0208090717
C14-2017-0092,0208090209
C14-2017-0092,0208090210
C14-2017-0092,0208090408
C14-2017-0092,0208090409
C14-2017-0092,0207080735
C14-2017-0092,0208090212
C14-2017-0092,0208090722
C14-2017-0092,0208090721
C14-2017-0092,0208090720
C14-2017-0092,0208090811
C14-2017-0092,0207080729
C14-2017-0092,0208091712
C14-2017-0092,0208090510
C14-2017-0092,0208090509
C14-2017-0092,0208090306
C14-2017-0092,0208090712
C14-2017-0092,0208090307
C14-2017-0092,0207080726
C14-2017-0092,0208090814
C14-2017-0092,0208090208
C14-2017-0092,0208090617
C14-2017-0092,0208090211
C14-2017-0092,0208090902
C14-2017-0092,0208090121
C14-2017-0092,0207081208
C14-2017-0092,0207081210
C14-2017-0092,0207081209
C14-2017-0092,0208090207
C14-2017-0092,0208090716
C14-2017-0092,0208090723
C14-2017-0092,0208090719
C14-2017-0092,0208090119
C14-2017-0092,0208090309
C14-2017-0092,0208090621
C14-2017-0092,0207080728
C14-2017-0092,0208090618
C14-2017-0092,0208090612
C14-2017-0092,0208090614
C14-2017-0092,0208090615
C14-2017-0092,0207080731
C14-2017-0092,0208090611
C14-2017-0092,0207081501
C14-2017-0092,0207081801
C14-2017-0092,0208094001
C14-2017-0092,0208094101
C14-2017-0092,0208093301
C14-2017-0092,0208090706
C14-2017-0092,0208090707
C14-2017-0092,0208090709
C14-2017-0092,0208090710
C14-2017-0092,0208090711
C14-2017-0092,0208090708
C14-2017-0092,0208090802
C14-2017-0092,0208090806
C14-2017-0123,0430150204
C14-2017-0123,0430150102
C14-2017-0123,0430150212
C14-2017-0123,0430150303
C14-2017-0123,0430150301
C14-2017-0123,0430150104
C14-2017-0123,0430150302
C14-2017-0123,0430150103
C14-2017-0123,0430150203
C14-2018-0002,0207280302
C14-2018-0002,0202310108
C14-2018-0002,0202210215
C14-2018-0002,0202310106
C14-2018-0002,0202310107
C14-2018-0002,0202210233
C14-2018-0002,0202210214
C14-2018-0002,0202210232
C14-2018-0077,0213330514
C14-2018-0077,0213330512
C14-2018-0077,0213330502
C14-2018-0077,0213330619
C14-2018-0077,0213330511
C14-2018-0077,0213330618
C14-2018-0077,0211330106
C14-2018-0077,0210310148
C14-2018-0077,0211330110
C14-2018-0077,0211330109
C14-2018-0077,0213330615
C14-2018-0077,0210310112
C14-2018-0077,0213330608
C14-2018-0077,0210310132
C14-2018-0077,0213330610
C14-2018-0077,0211330107
C14-2018-0077,0211330306
C14-2018-0077,0213330613
C14-2018-0077,0213330510
C14-2018-0077,0211330414
C14-2018-0077,0211330413
C14-2018-0077,0211330415
C14-2018-0077,0213330503
C14-2018-0077,0213330607
C14-2018-0077,0211330311
C14-2018-0077,0210310125
C14-2018-0077,0210310130
C14-2018-0077,0210310139
C14-2018-0077,0211330108
C14-2018-0077,0211330104
C14-2018-0077,0210310129
C14-2018-0077,0213330605
C14-2018-0077,0213330505
C14-2018-0077,0211330101
C14-2018-0077,0211330102
C14-2018-0077,0211330304
C14-2018-0077,0211330105
C14-2018-0077,0210310127
C14-2018-0077,0213330612
C14-2018-0077,0213330617
C14-2018-0077,0213330606
C14-2018-0077,0213330609
C14-2018-0077,0213330614
C14-2018-0077,0213330611
C14-2018-0077,0213330504
C14-2018-0077,0213330616
C14-2018-0100.SH,0211090505
C14-2018-0100.SH,0211090506
C14-2018-0100.SH,0211090902
C14-2018-0100.SH,0211090903
C14-2018-0100.SH,0211090904
C14-2018-0100.SH,0211090901
C14-2018-0100.SH,0211091003
C14-2018-0100.SH,0211091002
C14-2018-0100.SH,0211090507
C14-2018-0100.SH,0211091013
C14-2018-0100.SH,0211091007
C14-2018-0100.SH,0211091008
C14-2018-0100.SH,0211091004
C14-2018-0100.SH,0211091006
C14-2018-0100.SH,0211090405
C14-2018-0100.SH,0211090408
C14-2018-0100.SH,0211091012
C14-2018-0100.SH,0211091011
C14-2018-0100.SH,0211091010
C14-2018-0100.SH,0211091009
C14-2018-0100.SH,0211090509
C14-2018-0100.SH,0211092501
C14-2018-0140,0235180821
C14-2018-0140,0235181019
C14-2018-0140,0235181402
C14-2018-0140,0235180909
C14-2018-0140,0233170202
C14-2018-0140,0235181401
C14-2018-0140,0235181002
C14-2018-0140,0235180910
C14-2018-0140,0235181419
C14-2018-0140,0235181044
C14-2018-0140,0235181001
C14-2018-0140,0235180912
C14-2018-0140,0235180911
C14-2018-0140,0233170201
C14-2018-0140,0235181043
C14-2018-0140,0235180816
C14-2018-0140,0233170105
C14-2018-0140,0233180411
C14-2018-0140,0233180410
C14-2018-0140,0233180408
C14-2018-0140,0235180815
C14-2018-0141,0411130927
C14-2018-0141,0411131003
C14-2018-0141,0414110101
C14-2018-0141,0411130903
C14-2018-0141,0411131002
C14-2018-0141,0411130901
C14-2018-0141,0411130928
C14-2018-0141,0413140214
C14-2018-0141,0412110905
C14-2018-0141,0411130929
C14-2018-0141,0411130926
C14-2018-0141,0411130902
C14-2018-0141,0413140213
C14-2018-0141,0414110103
C14-2018-0141,0414110102
C14-2018-0141,0411131004
C14H-2018-0013,0108030702
C14H-2018-0013,0108030321
C14H-2018-0013,0108030601
C14H-2018-0013,0108031159
C14H-2018-0013,0108030603
C14H-2018-0013,0110020630
C14H-2018-0013,0108030703
C14H-2018-0013,0108031107
C14H-2018-0013,0108030330
C14H-2018-0013,0110020633
C14H-2018-0013,0108031147
C14H-2018-0013,0108030804
C14H-2018-0013,0108030324
C14H-2018-0013,0108030605
C14H-2018-0013,0108030604
C14H-2018-0013,0108030318
C14H-2018-0013,0110020629
C14H-2018-0013,0108031120
C14H-2018-0013,0108031160
C14H-2018-0013,0108030805
C14H-2018-0013,0108030504
C14H-2018-0013,0108031150
C14H-2018-0013,0110020632
C14H-2018-0013,0108031113
C14H-2018-0013,0108030501
C14H-2018-0013,0108031177
C14H-2018-0013,0108030801
C14H-2018-0013,0108030322
C14H-2018-0013,0108030326
C14H-2018-0013,0108031168
C14H-2018-0013,0108031151
C14H-2018-0013,0108031111
C14H-2018-0013,0108031175
C14H-2018-0013,0108031104
C14H-2018-0013,0108031176
C14H-2018-0013,0108030323
C14H-2018-0013,0108030329
C14H-2018-0013,0108031118
C14H-2018-0013,0108030803
C14H-2018-0013,0108031154
C14H-2018-0013,0108030707
C14H-2018-0013,0108031102
C14H-2018-0013,0108031110
C14H-2018-0013,0108031145
C14H-2018-0013,0108030705
C14H-2018-0013,0110020634
C14H-2018-0013,0108031163
C14H-2018-0013,0108031161
C14H-2018-0013,0108030314
C14H-2018-0013,0108031112
C14H-2018-0013,0108031108
C14H-2018-0013,0108031157
C14H-2018-0013,0108030704
C14H-2018-0013,0108031152
C14H-2018-0013,0108031165
C14H-2018-0013,0108031164
C14H-2018-0013,0110020631
C14H-2018-0013,0108031103
C14H-2018-0013,0108030506
C14H-2018-0013,0108030505
C14H-2018-0013,0110020625
C14H-2018-0013,0108031166
C14H-2018-0013,0108031167
C14H-2018-0013,0108031101
C14H-2018-0013,0108030507
C14H-2018-0013,0108030503
C14H-2018-0013,0108030502
C14H-2018-0013,0108030606
C14H-2018-0013,0108030602
C14H-2018-0013,0108031158
C14H-2018-0013,0108031148
C14H-2018-0013,0108031162
C14H-2018-0013,0108030319
C14H-2018-0013,0108030320
C14H-2018-0013,0108030327
C14H-2018-0013,0108030316
C14H-2018-0013,0108031146
C14H-2018-0013,0108031153
C14H-2018-0013,0108030706
C14H-2018-0013,0108031105
C14H-2018-0013,0108030313
C14H-2018-0013,0108031115
C14H-2018-0013,0108031116
C14H-2018-0013,0108031114
C14H-2018-0013,0110020628
C14H-2018-0013,0108030317
C14H-2018-0013,0108030315
C14H-2018-0013,0108031106
C14H-2018-0013,0108030312
C14H-2018-0013,0108031155
C14H-2018-0013,0108031156
C14H-2018-0013,0108032201
C14H-2018-0013,0108031901
C14H-2018-0013,0108031801
C14H-2018-0084,0112020418
C14H-2018-0084,0112020502
C14H-2018-0084,0112020601
C14H-2018-0084,0112020417
C14H-2018-0084,0112020401
C14H-2018-0084,0112020416
C14H-2018-0084,0112020415
C14H-2018-0084,0112020405
C14H-2018-0084,0112020524
C14H-2018-0084,0112020420
C14H-2018-0084,0112020503
C14H-2018-0084,0112020412
C14H-2018-0084,0112020406
C14H-2018-0084,0112020518
C14H-2018-0084,0112020523
C14H-2018-0084,0112020402
C14H-2018-0084,0112020404
C14H-2018-0084,0112020403
C14-2019-0007,0312180120
C14-2019-0007,0312180115
C14-2019-0007,0312180116
C14-2019-0007,0312180106
C14-2019-0007,0311160316
C14-2019-0007,0312180108
C14-2019-0007,0311160315
C14-2019-0007,0312180122
C14-2019-0007,0312180121
C14-2019-0007,0311160318
C14-2019-0007,0312180123
C14-2019-0007,0312180504
C14-2019-0007,0311160327
C14-2019-0007,0311160320
C14-2019-0007,0312180102
C14-2019-0007,0312180103
C14-2019-0007,0312180105
C14-2019-0007,0311160324
C14-2019-0007,0311160317
C14-2019-0007,0312180503
C14-2019-0007,0310180602
C14-2019-0007,0312180602
C14-2019-0007,0312180606
C14-2019-0007,0312180715
C14-2019-0007,0311160319
C14-2019-0007,0310180107
C14-2019-0007,0311160326
C14-2019-0007,0312181801
C14-2019-0007,0311160401
C14-2019-0007,0312180113
C14-2019-0007,0312180110
C14-2019-0007,0312180111
C14-2019-0007,0312180109
C14-2019-0007,0312180112
C14-2019-0007,0312180114
C14-2019-0026,0310050308
C14-2019-0026,0310050307
C14-2019-0026,0310050301
C14-2019-0026,0312060111
C14-2019-0026,0311040522
C14-2019-0026,0310050306
C14-2019-0026,0311040607
C14-2019-0026,0310050902
C14-2019-0026,0310050305
C14-2019-0026,0311040701
C14-2019-0026,0310050302
C14-2019-0026,0310050903
C14-2019-0026,0310050402
C14-2019-0026,0311040606
C14-2019-0026,0310050303
C14-2019-0026,0310050322
C14-2019-0026,0311040605
C14-2019-0026,0310050901
C14-2019-0026,0310050304
C14-2019-0053,0232040104
C14-2019-0053,0232040105
C14-2019-0053,0232040106
C14-2019-0053,0232040301
C14-2019-0053,0232041008
C14-2019-0053,0232040305
C14-2019-0053,0232040303
C14-2019-0053,0232040327
C14-2019-0053,0232040102
C14-2019-0053,0232041003
C14-2019-0053,0232041007
C14-2019-0053,0232041009
C14-2019-0053,0232041010
C14-2019-0053,0232041005
C14-2019-0053,0232041002
C14-2019-0053,0232040306
C14-2019-0053,0232040302
C14-2019-0053,0232041801
C14-2019-0054,0428150140
C14-2019-0054,0428150206
C14-2019-0054,0428150208
C14-2019-0054,0428150207
C14-2019-0054,0428150128
C14-2019-0054,0428150105
C14-2019-0054,0428150141
C14-2019-0054,0428150106
C14-2019-0054,0428150125
C14-2019-0054,0428150129
C14-2019-0054,0428150138
C14-2019-0054,0428150209
C14-2019-0054,0428150108
C14-2019-0054,0428150139
C14-2019-0054,0428150127
C14-2019-0054,0428150126
C14-2019-0054,0428150142
C14-2019-0054,0428150109
C14-2019-0054,0428150204
C14-2019-0078,0410080719
C14-2019-0078,0410080906
C14-2019-0078,0410081414
C14-2019-0078,0410080104
C14-2019-0078,0410080715
C14-2019-0078,0410080944
C14-2019-0078,0410080710
C14-2019-0078,0410080718
C14-2019-0078,0410080711
C14-2019-0078,0410080907
C14-2019-0078,0410080723
C14-2019-0078,0410080724
C14-2019-0078,0410080905
C14-2019-0078,0410080704
C14-2019-0078,0410080709
C14-2019-0078,0410080903
C14-2019-0078,0410080720
C14-2019-0078,0410080722
C14-2019-0078,0410080716
C14-2019-0078,0410081407
C14-2019-0078,0410080717
C14-2019-0078,0410080205
C14-2019-0078,0410080714
C14-2019-0078,0410080721
C14-2019-0078,0410080206
C14-2019-0078,0410080501
C14-2019-0078,0410081406
C14-2019-0090,0424130329
C14-2019-0090,0423150321
C14-2019-0090,0423150322
C14-2019-0090,0424130330
C14-2019-0090,0424130331
C14-2019-0090,0424130332
C14-2019-0090,0423150419
C14-2019-0090,0423150410
C14-2019-0090,0423150314
C14-2019-0090,0424110301
C14-2019-0103,0229300101
C14-2019-0103,0231280402
C14-2019-0103,0231300133
C14-2019-0103,0231300141
C14-2019-0103,0229280205
C14-2019-0103,0231280401
C14-2019-0103,0229300606
C14-2019-0103,0229300103
C14-2019-0103,0231300121
C14-2019-0103,0229300102
C14-2019-0103,0229280202
C14-2020-0022,0212230109
C14-2020-0022,0212230432
C14-2020-0022,0213220706
C14-2020-0022,0213220607
C14-2020-0022,0212230430
C14-2020-0022,0212230431
C14-2020-0022,0212230427
C14-2020-0022,0212230132
C14-2020-0022,0212230133
C14-2020-0022,0212230134
C14-2020-0022,0213220601
C14-2020-0022,0212230124
C14-2020-0022,0213220614
C14-2020-0022,0212210210
C14-2020-0022,0212230113
C14-2020-0022,0213220708
C14-2020-0022,0212230122
C14-2020-0022,0213220603
C14-2020-0022,0211220111
C14-2020-0022,0213220609
C14-2020-0022,0212230429
C14-2020-0022,0212210602
C14-2020-0022,0212230419
C14-2020-0022,0213220606
C14-2020-0022,0212230123
C14-2020-0022,0212230131
C14-2020-0022,0212230115
C14-2020-0022,0212230425
C14-2020-0022,0212210603
C14-2020-0022,0212230418
C14-2020-0022,0213220705
C14-2020-0022,0212230126
C14-2020-0022,0213220704
C14-2020-0022,0212230112
C14-2020-0022,0212210971
C14-2020-0022,0212210970
C14-2020-0022,0212230130
C14-2020-0022,0213220604
C14-2020-0022,0212230433
C14-2020-0022,0211220110
C14-2020-0022,0211220108
C14-2020-0022,0212230128
C14-2020-0022,0212230127
C14-2020-0022,0212230129
C14-2020-0022,0213220608
C14-2020-0022,0213220615
C14-2020-0022,0213220707
C14-2020-0022,0213220602
C14-2020-0022,0212230428
C14-2020-0022,0212210623
C14-2020-0022,0212230417
C14-2020-0022,0212230114
C14-2020-0022,0212210204
C14-2020-0022,0212210209
C14-2020-0022,0212210211
C14-2020-0022,0212210203
C14-2020-0022,0212230125
C14-2020-0022,0212210622
C14-2020-0022,0211220109
C14-2020-0022,0213220605
C14-2020-0022,0211220102
C14-2020-0022,0212230426
C14-2020-0022,0212230801
C14-2020-0022,0212230701
C14-2020-0022,0212212101
C14-2020-0022,0212230601
C14-2020-0023,0101480205
C14-2020-0023,0101440702
C14-2020-0023,0402480204
C14-2020-0023,0402440218
C14-2020-0023,0402480329
C14-2020-0023,0101440501
C14-2020-0023,0101480201
C14-2020-0023,0101440403
C14-2020-0023,0101480203
C14-2020-0023,0402480303
C14-2020-0023,0101440402
C14-2020-0023,0101440401
C14-2020-0023,0102470305
C14-2020-0023,0101480106
C14-2020-0023,0101480202
C14-2020-0023,0402480330
C14-2020-0023,0101480105
C14-2020-0023,0101480103
C14-2020-0023,0402440223
C14-2020-0023,0101480104
C14-2020-0023,0402440501
C14-2020-0023,0101480401
C14-2020-0029,0307170603
C14-2020-0029,0306150325
C14-2020-0029,0306150326
C14-2020-0029,0307170604
C14-2020-0029,0306150329
C14-2020-0029,0306150328
C14-2020-0029,0307170605
C14-2020-0029,0307170601
C14-2020-0029,0307170724
C14-2020-0029,0306150324
C14-2020-0029,0307170602
C14-2020-0029,0306150233
C14-2020-0029,0307170110
C14-2020-0029,0307170109
C14-2020-0029,0306150327
C14-2020-0029,0307170725
C14-2020-0029,0306150323
C14-2020-0029,0306150319
C14-2020-0029,0307170607
C14-2020-0029,0306150226
C14-2020-0029,0306150227
C14-2020-0029,0306150121
C14-2020-0029,0306150320
C14-2020-0029,0307170606
C14-2020-0029,0307170111
C14-2020-0030,0303170219
C14-2020-0030,0302170313
C14-2020-0030,0303170221
C14-2020-0030,0302170316
C14-2020-0030,0302170303
C14-2020-0030,0302170321
C14-2020-0030,0302170320
C14-2020-0030,0302170319
C14-2020-0030,0303170122
C14-2020-0030,0302170310
C14-2020-0030,0302170312
C14-2020-0030,0302170317
C14-2020-0030,0302170501
C14-2020-0031.SH,0212230516
C14-2020-0031.SH,0212230405
C14-2020-0031.SH,0214230123
C14-2020-0031.SH,0212230519
C14-2020-0031.SH,0212230517
C14-2020-0031.SH,0212230518
C14-2020-0031.SH,0212230401
C14-2020-0031.SH,0212230524
C14-2020-0031.SH,0213220708
C14-2020-0031.SH,0212230403
C14-2020-0031.SH,0214230714
C14-2020-0031.SH,0214230620
C14-2020-0031.SH,0214230619
C14-2020-0031.SH,0213220901
C14-2020-0031.SH,0213220902
C14-2020-0031.SH,0212230402
C14-2020-0031.SH,0214230616
C14-2020-0031.SH,0213220703
C14-2020-0031.SH,0214230713
C14-2020-0031.SH,0212230433
C14-2020-0031.SH,0213220701
C14-2020-0031.SH,0212230515
C14-2020-0031.SH,0214230615
C14-2020-0031.SH,0212230522
C14-2020-0031.SH,0213220702
