geoid_tract,vintage,total_population,median_age,race_white,race_black,race_asian,race_hispanic,median_household_income,poverty_count,median_home_value,owner_occupied_units,renter_occupied_units,median_gross_rent,total_housing_units
48453001503,2016,4077,33.4,3345,216,64,1245,53603,745,240700,675,1113,1113,2045
48453001602,2016,3291,32.5,2194,77,897,319,61463,445,601200,631,1074,888,1839
48453001712,2016,4955,38.3,4469,307,18,2005,53068,1036,257300,861,1175,970,2107
48453001746,2016,4114,36.6,3527,246,217,1074,70184,269,220400,1164,762,1105,1935
48453001749,2016,6445,33.4,4695,148,1397,1072,81550,306,217300,969,1858,1226,3190
48453001751,2016,2247,47.2,1933,222,34,137,107813,90,479500,838,126,1545,1007
48453001813,2016,6970,27.5,3954,921,229,4699,31996,2351,156900,785,1495,881,2506
48453001829,2016,2374,35.6,1859,64,205,434,55174,116,223600,350,1058,939,1559
48453001842,2016,10402,32.0,6992,1326,1356,5375,56712,1312,131600,2003,1072,1177,3075
48453001844,2016,3982,32.0,3245,481,60,1364,47271,526,162300,536,1136,1102,1822
48453001912,2016,3675,44.0,3076,28,392,248,155982,354,1051000,1111,306,1812,1715
48453002105,2016,5001,32.1,3081,686,85,2750,34536,1322,225000,319,1778,858,2382
48453002109,2016,4105,36.2,2160,1780,46,1257,40461,1031,194300,886,742,904,1784
48453002308,2016,6397,27.1,5563,281,134,2763,43898,1533,238300,467,2031,1151,2759
48453002313,2016,4510,29.8,3183,726,74,2256,35214,1187,171300,247,1831,941,2184
48453001716,2016,5824,39.4,4658,166,428,553,84271,211,452200,1406,1411,1432,3052
48453001754,2016,5056,40.1,4638,125,158,762,71373,247,288500,1013,1336,1038,2429
48453001769,2016,5558,42.7,4875,22,435,1030,89018,107,273600,1838,309,1206,2244
48453001817,2016,3946,36.4,3356,0,214,688,53732,496,261400,887,1321,1024,2321
48453001826,2016,2660,33.8,1504,232,548,674,63494,160,249500,230,951,1127,1266
48453001848,2016,5054,35.3,3237,407,1066,1128,71568,272,220400,965,1035,1167,2182
48453001910,2016,4476,42.0,3901,54,317,429,120677,187,627300,1078,671,1396,1967
48453001911,2016,3151,30.7,2676,42,243,626,66099,209,410400,173,1626,1364,1969
48453002005,2016,5702,29.7,5196,121,96,2601,60230,1608,333300,579,1820,1079,2657
48453001308,2016,2965,31.4,2740,90,89,1115,55000,447,309600,506,976,1172,1578
48453001821,2016,6189,31.6,4265,719,174,3413,47165,1365,164300,875,1126,997,2077
48453001823,2016,7620,28.9,3942,927,117,5464,33520,2727,122600,507,1721,957,2381
48453001828,2016,4120,41.3,3544,172,112,525,95054,80,240500,1335,351,1331,1780
48453001841,2016,17045,33.0,11249,1974,2510,6633,71136,1716,163100,4047,1301,1257,5608
48453001843,2016,2444,40.5,1855,124,266,751,67750,455,173100,662,356,1543,1034
48453001847,2016,6880,36.0,4146,961,1347,1536,65643,677,195500,1618,1372,1106,3134
48453001908,2016,8673,39.0,7521,392,695,1737,100833,929,488400,1908,1516,1214,4057
48453002201,2016,2075,30.5,924,860,0,1166,39464,435,110400,365,238,1178,636
48453000102,2016,2572,51.2,2409,103,33,87,136176,81,678600,1043,65,1336,1186
48453000302,2016,5170,30.4,4117,171,473,572,51628,1014,449700,824,1961,915,3080
48453000401,2016,3732,26.6,3057,191,292,654,64310,825,344200,516,1064,1382,1780
48453000902,2016,5369,34.5,4144,213,117,3545,42917,1076,218300,937,1060,1039,2219
48453001305,2016,5617,34.6,5144,194,48,1348,61774,952,437000,1211,1622,1303,3029
48453001307,2016,3832,31.4,3267,303,190,1245,44692,788,384000,599,1232,971,1968
48453001401,2016,3331,31.6,2998,67,102,292,73581,391,584600,460,1251,1533,1942
48453001403,2016,1576,35.3,1317,68,45,470,41705,327,288100,259,536,946,904
48453001504,2016,5197,35.7,4292,127,309,902,72500,353,329000,1375,923,1337,2622
48453001505,2016,4377,37.3,3879,22,68,614,51699,523,321200,1033,1231,1076,2287
48453001604,2016,4285,43.4,4147,0,19,310,142917,159,850100,1447,353,1329,1858
48453001714,2016,14685,34.2,9791,999,3167,1882,87200,1063,378100,3213,2356,1104,5960
48453001718,2016,5944,37.9,5086,175,426,531,78750,484,475000,1585,1335,1323,3102
48453001728,2016,7159,39.4,6083,326,178,1958,73976,447,221200,1868,1041,1423,3143
48453001774,2016,8558,35.9,6848,474,674,2524,105925,254,259700,2337,443,1758,2966
48453001775,2016,6815,37.8,5599,199,601,1240,138102,147,381200,2071,78,,2164
48453001776,2016,3162,35.7,2256,423,113,713,73977,276,210200,846,373,1362,1219
48453001777,2016,5854,33.6,4881,278,225,1696,83075,363,218900,1389,877,1406,2363
48453001778,2016,4392,49.2,4269,24,11,321,95377,185,376000,1318,524,1363,2020
48453001779,2016,6200,52.9,5759,152,81,965,74964,484,198600,2114,509,967,3429
48453001780,2016,4011,51.5,3701,37,13,421,70781,324,251500,1520,253,1194,2506
48453001835,2016,6097,30.3,4451,878,298,3159,53068,952,119300,929,1210,1162,2318
48453001840,2016,11109,31.2,6826,1881,1004,5392,60175,1908,125200,2148,1451,1173,3653
48453001850,2016,3833,36.3,2950,398,298,1216,49000,395,139200,354,1694,1091,2308
48453001853,2016,3259,36.4,2479,226,130,609,86042,149,188600,1057,270,1541,1327
48453002202,2016,9104,24.2,5154,2430,0,6016,35441,3380,89100,1065,1293,1022,2635
48453002003,2016,4185,34.7,3653,202,44,2346,44082,924,212900,674,763,866,1540
48453002107,2016,4403,30.2,2917,1181,37,1853,35670,1119,199700,544,959,916,1655
48453002403,2016,2661,35.3,2292,171,0,1092,60223,483,171600,605,376,1453,1094
48453002407,2016,5570,36.8,4634,145,253,2110,79874,294,226800,1437,828,1157,2475
48453002413,2016,5112,26.4,3246,402,0,4053,36000,2132,114200,341,911,1026,1269
48453002424,2016,3903,35.5,3545,230,23,1790,49911,521,162100,805,701,1084,1580
48453000204,2016,3090,31.0,2628,36,132,524,55270,589,481700,686,943,948,1741
48453001000,2016,3709,38.3,2764,77,100,2269,53288,677,337800,758,719,987,1676
48453001402,2016,2755,31.1,2633,28,0,435,63929,271,468200,549,735,1228,1492
48453001705,2016,4900,45.0,4567,0,234,350,92803,187,532600,1408,780,1461,2375
48453001722,2016,3365,32.9,2518,302,412,418,49029,156,417100,212,1972,1015,2538
48453001752,2016,3973,27.5,2576,156,934,632,32425,1267,149600,69,2170,968,2395
48453001756,2016,4404,42.2,3496,152,503,380,103227,100,286200,1045,710,1470,1841
48453001765,2016,14196,38.9,12482,193,698,1651,139500,433,370500,4007,835,1077,5143
48453001766,2016,8022,46.1,7622,53,121,1289,74844,791,286600,2438,365,769,3117
48453000101,2016,4331,38.3,3990,30,61,494,95724,270,432000,1176,821,1513,2217
48453000500,2016,4626,26.8,3927,68,347,692,36875,1622,601000,485,1608,1005,2547
48453000604,2016,6885,20.7,4900,171,1405,853,8169,3910,,12,1535,1207,1899
48453000700,2016,1121,34.3,1011,23,48,221,61458,133,361100,232,438,1070,893
48453000801,2016,1753,42.9,1399,131,0,1167,48333,295,252600,340,292,895,661
48453001606,2016,16,46.5,13,3,0,1,,10,,0,0,,0
48453001707,2016,4965,39.5,4267,208,65,885,70829,437,349600,1256,1091,1170,2500
48453001719,2016,4123,48.0,3612,0,273,492,142961,100,556300,1457,215,1596,1743
48453001737,2016,10891,39.5,9351,292,838,1912,108233,281,333300,3010,1123,1332,4213
48453001753,2016,1097,31.0,809,83,150,200,70652,77,,0,722,1171,891
48453001755,2016,6272,44.7,3881,10,2189,596,174310,144,489300,1982,114,2549,2129
48453001760,2016,17139,38.5,14513,297,1622,2136,135711,188,478100,4298,1096,1452,5935
48453001805,2016,4889,28.4,2459,464,173,3321,30118,1676,137600,501,1307,765,1907
48453001818,2016,5705,33.0,3604,178,254,2614,53866,2247,243300,1035,1077,1021,2374
48453001820,2016,7485,29.4,4477,665,119,5046,36867,2190,144000,529,2383,815,3098
48453001832,2016,2857,38.8,2013,632,122,623,50821,422,178700,627,653,926,1280
48453001845,2016,2859,37.0,2464,159,137,595,60432,461,216600,879,492,1063,1546
48453001851,2016,10347,33.7,6505,2472,757,2250,65863,660,194100,1653,2662,1082,4395
48453001913,2016,4843,43.4,4152,52,454,722,208064,104,945300,1580,131,1734,1852
48453002002,2016,3223,41.5,2879,184,41,1222,64233,211,234400,789,624,1055,1472
48453002104,2016,3379,33.6,2391,213,53,1636,61705,1104,238300,693,526,982,1286
48453002113,2016,3722,37.1,2702,804,31,1326,62111,834,227200,853,512,936,1449
48453002312,2016,7906,27.8,5785,634,13,6527,28701,2903,88600,941,1248,1022,2419
48453001781,2016,2410,42.8,2175,9,194,186,118750,82,379900,806,107,1000,974
48453002111,2016,5305,33.7,3588,790,115,3283,41118,1413,178100,927,865,903,1922
48453002304,2016,3155,31.2,2717,110,148,1319,46304,721,212500,51,1629,1180,1915
48453001745,2017,2328,43.2,1982,111,93,287,92716,285,341100,726,243,1484,1088
48453001747,2017,5743,35.4,4673,512,151,2009,57594,1256,244900,1175,1078,1233,2324
48453001748,2017,6880,33.6,5946,222,331,2179,80593,796,260500,1459,1060,1424,2546
48453001750,2017,5115,32.9,4243,70,545,1859,67130,352,289300,828,1772,1266,2746
48453001812,2017,7920,28.5,5406,793,250,5468,30461,2686,174200,445,2539,924,3209
48453001822,2017,7167,30.5,4778,345,64,5130,38250,2013,139300,714,1817,907,2592
48453001849,2017,6914,30.1,4674,575,1109,1567,57253,825,101200,61,3957,1227,4753
48453000203,2017,1594,25.9,1192,107,139,299,54777,489,,0,767,1723,900
48453000802,2017,3377,29.9,2013,1278,12,1151,40579,1635,235500,564,747,501,1357
48453001740,2017,5172,35.0,4157,130,543,1080,90855,298,315400,983,1058,1534,2080
48453001839,2017,7969,34.0,4528,1005,1942,2710,68650,519,173400,1376,1949,1114,3537
48453000205,2017,3937,32.0,3109,160,361,686,67589,221,393700,731,1415,1136,2377
48453000206,2017,3292,34.9,2816,171,104,425,80781,251,493800,804,863,1262,1771
48453000304,2017,3029,28.4,2718,22,190,496,53644,444,445200,414,884,1133,1607
48453000305,2017,3666,30.1,3235,89,103,489,52766,829,360900,621,1210,1197,1972
48453000306,2017,4869,34.4,3666,519,430,1074,73875,786,453200,917,1294,1367,2431
48453000307,2017,1786,35.5,1583,58,45,309,68214,164,411700,428,400,1309,881
48453001770,2017,12934,39.7,10919,107,1331,1796,143040,276,435400,3766,297,2328,4063
48453001771,2017,4289,49.3,3896,116,148,586,132589,176,396100,1611,124,2000,2117
48453001772,2017,4389,36.9,3669,118,241,1944,80565,376,219500,1175,233,1506,1511
48453001773,2017,8185,44.8,6925,173,785,695,122372,491,498900,2581,679,1434,3518
48453001774,2017,8225,36.5,6419,834,510,2321,107978,207,273100,2331,411,1856,2908
48453001775,2017,6993,38.2,5773,199,706,1229,153643,139,412800,2205,31,,2341
48453001776,2017,3268,35.7,2510,321,94,783,79487,339,225800,871,311,1283,1207
48453001777,2017,6270,32.5,5254,305,297,1822,86683,424,237300,1466,885,1467,2383
48453001778,2017,4401,51.2,4237,31,26,300,99720,113,412200,1359,482,1433,1982
48453001779,2017,6244,53.7,5760,176,69,595,71806,287,201600,2164,552,1049,3401
48453001780,2017,4152,50.3,3856,52,15,588,79429,442,262900,1480,272,1069,2498
48453001781,2017,2491,44.5,1980,0,442,173,112438,81,409700,792,131,1393,985
48453001782,2017,5402,43.7,3214,67,1746,418,126979,240,460000,1522,266,1360,1877
48453001783,2017,5406,40.7,4807,0,282,520,124688,118,421500,1661,225,1647,1933
48453001784,2017,6007,38.0,4769,18,1022,440,141071,190,495500,1390,620,1587,2231
48453001785,2017,4946,30.7,3274,311,1026,1014,66029,242,221300,469,1855,1161,2568
48453001786,2017,5283,34.2,3051,70,1664,596,66175,345,174200,420,2165,1350,2823
48453001854,2017,6763,32.2,3885,1653,78,3036,71979,949,153900,1700,261,1505,2159
48453001855,2017,17819,36.6,11635,3702,1164,4162,80902,1348,213900,4297,1752,1343,6126
48453001856,2017,8421,35.5,4898,1960,560,2874,88646,489,184400,2265,270,1278,2746
48453001857,2017,6723,32.6,4413,827,692,2157,71492,659,170900,1501,1095,1245,2683
48453001858,2017,21972,35.1,15894,3318,1272,5127,107345,357,241000,6653,376,1969,7178
48453001859,2017,2260,34.7,1563,148,246,607,89804,188,218200,712,92,1667,848
48453001860,2017,4464,33.5,3104,515,270,2022,50156,335,124300,717,956,1158,1831
48453001861,2017,5069,33.0,3129,751,867,1492,80972,256,155300,1364,323,1708,1687
48453001862,2017,6366,35.0,4078,1036,643,2180,77500,630,209300,1340,724,1239,2263
48453001863,2017,3474,30.6,1857,829,317,1125,36798,708,,11,1844,915,2047
48453001864,2017,2826,32.8,1810,636,232,639,53973,313,143200,153,1437,1174,1824
48453001914,2017,6426,38.8,5653,86,432,800,108088,185,455300,1541,1159,1498,2958
48453001915,2017,1687,34.1,1367,6,157,290,64599,160,292600,223,562,1411,941
48453001916,2017,3131,40.4,2699,17,328,206,209583,31,750500,903,47,1375,993
48453001917,2017,4978,41.8,4426,0,281,452,169792,227,632100,1588,110,1771,1783
48453001918,2017,2536,54.0,2382,1,65,262,177788,27,884800,886,107,1418,1097
48453001919,2017,3809,42.0,3424,0,206,277,148958,43,831100,1186,206,2037,1392
48453002207,2017,9529,31.9,5317,2395,50,5409,59250,1793,129500,2281,622,1289,3008
48453002208,2017,8478,28.8,5698,1148,18,5739,47759,1905,116900,1355,579,1031,2008
48453002209,2017,10065,29.7,5374,2275,127,5249,53981,1652,144700,2516,586,1277,3324
48453002210,2017,3900,35.7,2938,449,0,1999,71053,582,145600,926,188,903,1164
48453002211,2017,2885,32.2,1689,431,47,1867,70293,405,167800,645,248,1330,921
48453002212,2017,1043,29.0,406,485,0,374,75368,246,157400,227,38,1794,265
48453002317,2017,5931,22.6,3633,1003,505,2782,26163,3270,163600,133,1777,803,2203
48453002318,2017,8671,24.9,5389,1481,846,4333,37705,3425,127300,575,2641,921,3648
48453002319,2017,2147,33.2,1298,685,0,610,,22,,0,0,,0
48453002425,2017,3449,32.6,2649,98,284,1843,72256,250,213200,772,479,1279,1308
48453002426,2017,11174,30.9,8446,923,118,7108,78952,357,162400,2282,587,1619,2912
48453002427,2017,8517,29.6,7223,419,16,7018,46233,1844,118900,1300,1269,1119,2685
48453002428,2017,7337,34.5,6476,345,89,3760,77942,375,257500,1771,1128,1258,3044
48453002429,2017,1589,27.0,1263,224,14,892,55317,457,134700,43,556,1181,714
48453002430,2017,3203,29.7,2757,149,0,2570,48090,833,105300,615,263,1051,989
48453000901,2017,2424,28.4,1801,332,112,900,77845,392,298900,349,597,1745,1097
48453000402,2017,3400,33.0,2316,737,95,450,53796,488,326000,574,900,1024,1673
48453000601,2017,10147,19.7,7344,1543,785,2088,15938,532,,4,315,1059,390
48453001303,2017,4029,38.3,3716,41,215,465,82087,380,506000,1031,1278,1560,2982
48453001304,2017,4351,34.2,4046,27,103,832,86458,214,554500,1033,1022,1328,2144
48453001501,2017,5413,41.3,5188,40,80,247,101250,224,419700,1766,557,1135,2473
48453001713,2017,4448,36.0,3579,178,101,1547,62523,587,254600,1197,806,1325,2092
48453001729,2017,4650,39.2,4096,26,354,1476,65461,322,199900,1082,970,1212,2252
48453001733,2017,4158,44.3,3653,90,197,628,121301,102,399600,1331,118,1846,1449
48453002314,2017,5112,27.4,3491,929,211,2461,41594,1244,291700,95,2103,1067,2574
48453002411,2017,6828,29.4,5095,450,11,5779,37813,1980,103500,851,1044,1140,1948
48453001603,2017,5075,36.0,4739,17,120,286,141705,174,845400,1512,323,2070,2020
48453001605,2017,4041,35.3,3844,11,92,385,89798,414,708500,1010,895,1265,2241
48453001706,2017,3641,42.1,3200,198,121,518,85506,113,434400,1107,822,1222,1964
48453002431,2017,8803,30.4,6590,594,151,5808,60337,2425,150000,1592,776,1048,2556
48453002432,2017,2669,32.3,1784,189,29,1869,45333,534,160800,542,160,1106,813
48453002433,2017,8706,27.4,4600,1431,114,5719,54542,1436,128000,1732,498,1503,2380
48453002434,2017,1724,33.7,1279,109,0,1071,51985,312,153200,346,157,1003,564
48453002435,2017,8462,32.7,4377,694,329,6402,59835,1476,135900,1879,417,1489,2601
48453002436,2017,2851,43.0,1897,110,6,2385,45750,453,123000,542,205,885,865
48453002500,2017,5518,39.8,4529,244,382,719,82022,333,378600,1271,1614,1184,3091
48453980000,2017,0,-666666666.0,0,0,0,0,,0,,0,0,,0
48453001738,2017,6839,40.6,6193,66,191,1155,96875,349,316900,2328,464,1336,2850
48453001757,2017,2211,48.5,1935,56,165,344,91776,150,474600,641,372,1343,1093
48453001819,2017,4193,31.5,2597,174,290,2572,34583,1703,188400,193,1203,969,1528
48453001846,2017,2470,50.1,2189,24,246,284,109135,104,271800,970,91,1798,1081
48453001764,2017,7346,47.2,6967,67,57,893,115357,237,429400,2424,328,1165,3594
48453001742,2017,6075,41.2,5616,61,187,1663,69974,743,297900,1688,551,1927,2542
48453001761,2017,7350,39.6,6403,76,414,808,110262,159,692300,1840,1203,1293,3384
48453001768,2017,9182,37.8,8419,64,470,911,116483,443,399900,2507,664,1264,3630
48453001806,2017,7137,29.8,4525,622,0,5102,34176,1340,176200,470,1953,906,2646
48453001811,2017,3626,30.2,1899,481,29,2298,35787,1319,218400,380,926,906,1486
48453001824,2017,1704,38.9,1233,93,199,356,73419,220,208200,497,288,1147,860
48453001833,2017,9379,32.0,5487,1177,139,5725,51952,1267,178000,1275,1497,1126,2904
48453001835,2017,6408,31.5,4226,922,447,3170,58969,613,126200,1082,1221,1207,2400
48453001840,2017,11718,31.9,7372,1850,833,5784,62882,2047,136200,2354,1493,1199,3986
48453001850,2017,3946,35.7,3181,374,229,1084,53765,334,165000,297,1697,1155,2275
48453001853,2017,3351,36.5,2544,274,175,719,86148,100,199600,981,342,1575,1323
48453002003,2017,4061,34.0,3647,238,40,2061,45660,745,239700,690,761,890,1575
48453002107,2017,4538,30.3,2678,1228,40,1909,43750,841,220800,603,823,945,1567
48453002111,2017,5586,33.5,3651,902,67,3542,49688,1554,205000,1080,809,747,2038
48453002304,2017,3657,30.6,3008,177,237,1514,64286,751,235000,50,1830,1358,2229
48453002110,2017,4540,35.5,2393,1245,107,2222,37587,1272,201900,882,567,1114,1602
48453002315,2017,3134,30.5,2605,83,26,2044,35216,614,254300,196,1232,980,1678
48453002409,2017,3530,37.4,3263,61,6,1651,63099,450,200800,786,557,1392,1405
48453002410,2017,4253,33.3,3677,119,139,2267,49263,878,167300,461,1271,1110,1832
48453002419,2017,4773,26.7,2981,749,125,3252,38225,1115,113800,35,1836,1019,2037
48453002421,2017,10292,31.2,8325,732,497,4022,64689,1227,216700,1651,2516,1266,4311
48453000803,2017,2489,32.9,1927,349,52,339,83387,229,361300,512,482,1372,1115
48453001200,2017,4972,35.3,4318,70,436,378,71190,263,594100,822,2314,1602,3792
48453001503,2017,3989,33.1,3257,147,144,1246,51810,624,267600,707,1165,1123,2083
48453001602,2017,3277,31.3,2165,21,1039,264,75625,356,612700,574,1040,952,1811
48453001712,2017,4945,38.5,4453,321,28,1792,59688,767,276600,911,1087,1102,2121
48453001746,2017,4244,37.1,3656,183,281,1079,76667,313,230800,1285,685,1101,1980
48453001749,2017,6507,34.0,4480,274,1593,1010,82054,280,240100,915,1998,1249,3230
48453001751,2017,2164,50.9,1970,117,12,153,105893,93,509500,830,141,1705,1012
48453001813,2017,7236,28.2,4101,954,274,4871,34918,2346,160000,797,1568,951,2579
48453001829,2017,2428,35.1,1949,78,218,378,51298,134,240200,368,1073,993,1576
48453001842,2017,11597,31.6,6693,1498,872,6632,57933,1397,142800,2200,1046,1251,3246
48453001844,2017,3620,32.8,2816,426,128,1170,49171,435,174300,493,1058,1102,1710
48453001912,2017,3918,43.3,3331,15,410,454,151862,372,1122000,1100,361,1821,1763
48453002105,2017,4962,33.3,2827,686,95,2583,37891,1146,263300,340,1763,946,2456
48453002109,2017,3894,39.7,2022,1728,54,982,42385,793,233300,956,618,877,1778
48453002308,2017,6851,28.0,5865,352,179,3133,41844,1498,310900,454,2166,1158,2855
48453002313,2017,4388,29.9,3228,749,79,2134,40760,971,220200,231,1837,979,2212
48453001716,2017,6312,40.1,4847,440,445,802,88482,274,456100,1502,1507,1485,3172
48453001754,2017,5037,40.3,4534,170,182,745,72516,257,337700,1024,1326,1125,2433
48453001769,2017,5691,43.0,5129,29,305,1051,109063,58,300400,1803,383,1526,2353
48453001817,2017,3982,37.1,3347,0,165,570,57325,447,289200,915,1306,1077,2325
48453001826,2017,2622,34.0,1422,303,467,590,61166,170,312600,223,990,1218,1259
48453001848,2017,5031,36.4,3107,521,980,1230,72663,265,248900,998,1053,1233,2253
48453001910,2017,4621,42.8,3992,83,354,530,122961,409,669700,1120,641,1397,1989
48453001911,2017,3141,30.9,2673,43,323,676,68229,228,437000,182,1576,1403,1976
48453002005,2017,5446,30.3,4830,171,269,2250,62095,1562,353500,652,1812,1152,2765
48453002202,2017,9314,26.2,4811,2317,0,6158,40824,3204,91000,1154,1323,1057,2653
48453002403,2017,2764,35.3,2480,113,12,1087,64773,642,199000,605,407,1365,1104
48453002407,2017,5781,38.8,4861,205,187,2225,83824,372,254700,1423,929,1189,2746
48453002413,2017,4955,27.3,2852,455,0,3889,40130,1767,122000,365,934,1032,1299
48453002424,2017,3945,35.1,3575,224,21,1761,49643,570,169600,756,760,1097,1601
48453000204,2017,3060,33.1,2634,37,142,437,56972,614,526400,710,853,1020,1735
48453001000,2017,3770,38.6,2734,109,86,2132,64643,450,369100,821,651,1063,1667
48453001402,2017,2617,33.6,2466,23,0,343,67237,263,492600,583,727,1260,1514
48453001705,2017,4900,44.5,4410,45,356,395,109618,166,583500,1421,746,1524,2379
48453001722,2017,3746,33.4,3004,239,347,542,53605,310,426400,221,2043,1150,2539
48453001752,2017,3926,27.9,2471,158,974,577,35365,1408,230700,47,2142,998,2460
48453001756,2017,4413,44.3,3489,177,406,431,105256,98,303100,1060,674,1548,1842
48453001765,2017,14723,38.8,12862,146,803,2054,132446,291,389100,4152,866,1085,5293
48453001766,2017,8232,43.5,7891,45,100,1321,85789,792,293600,2579,253,780,3312
48453000101,2017,4263,38.4,3963,26,70,397,101944,265,468200,1134,892,1591,2241
48453000500,2017,4486,27.1,3738,36,443,538,38750,1518,557800,455,1620,1139,2635
48453000604,2017,7140,20.7,4810,243,1693,1041,8975,3873,325000,42,1574,1227,2023
48453000700,2017,1123,32.4,902,20,70,243,61685,220,299300,215,444,1112,896
48453000801,2017,1877,40.5,1504,164,0,1096,43417,289,264700,313,320,854,668
48453001606,2017,17,55.1,12,1,0,3,,10,,0,0,,0
48453001707,2017,5061,39.3,4412,180,125,1011,72982,406,366800,1250,1150,1296,2496
48453001719,2017,4149,48.9,3583,0,309,353,158456,57,605100,1506,180,1926,1760
48453001737,2017,10754,40.6,9307,288,845,1853,109554,244,361800,3010,1172,1359,4243
48453002307,2017,5849,32.4,4407,499,140,2838,42176,896,189100,578,2062,1057,2848
48453002310,2017,3224,25.6,2103,222,0,2681,39353,1098,45000,461,413,967,951
48453001741,2017,2887,51.3,2636,23,109,330,110260,159,472700,941,304,2019,1709
48453002112,2017,5203,30.6,3441,1125,97,2335,31771,1813,227100,610,1190,942,2079
48453002106,2017,2906,39.1,2334,209,0,1357,52071,449,318100,729,435,930,1261
48453002316,2017,4944,28.8,3337,531,147,2898,35516,1511,,0,2185,980,2497
48453001804,2017,6970,31.8,3791,495,122,4347,43970,1886,234100,737,1922,889,2813
48453001834,2017,10374,32.9,5334,1784,1564,3659,59356,1025,210600,1529,2524,1189,4418
48453001805,2017,4911,30.1,2216,298,176,3304,33594,1607,145500,490,1337,859,1908
48453001753,2017,1114,32.0,725,60,270,205,65417,66,,0,721,1232,930
48453001755,2017,6214,45.4,3913,21,2085,652,172250,147,501800,1956,139,2551,2155
48453001760,2017,17819,39.1,15239,120,2056,1906,140882,318,492100,4438,1218,1452,6013
48453001818,2017,6166,31.2,3417,121,193,3834,54176,2140,270900,986,1147,1069,2358
48453001820,2017,7425,29.1,4180,786,126,5109,35090,2139,160000,523,2365,862,3083
48453001832,2017,2872,39.3,2183,518,107,815,54196,384,185200,672,575,992,1276
48453001845,2017,2970,34.5,2614,54,202,611,63068,360,232800,956,433,1119,1521
48453001851,2017,9806,35.5,5843,2148,926,3206,66886,887,218000,1590,2806,1120,4514
48453001913,2017,4895,44.0,4301,47,407,873,214418,115,1048800,1610,85,1491,1855
48453002002,2017,3334,41.0,3075,143,35,1167,68913,181,262000,867,537,1101,1461
48453002104,2017,3618,33.4,2609,190,50,1773,74009,1260,274100,751,438,1148,1274
48453002113,2017,3608,39.4,2637,709,31,1276,62198,744,251100,873,507,1022,1443
48453002312,2017,8705,29.0,6221,722,58,6788,31875,2856,,1008,1419,991,2596
48453002402,2017,8464,31.1,7273,502,171,3753,59018,1485,192400,1068,2612,1252,3842
48453002423,2017,5705,35.0,4863,443,75,2047,64948,324,212600,1401,946,1515,2458
48453001901,2017,5641,35.3,5215,14,38,1061,73917,350,570000,1283,1565,1237,3126
48453002004,2017,2457,31.6,2008,77,176,532,45647,300,289800,123,1561,1109,1708
48453002108,2017,3806,32.3,2100,1597,0,1491,43712,598,190500,646,786,884,1528
48453002412,2017,6083,32.5,4252,318,44,5177,57946,1026,109200,957,492,1332,1514
48453002422,2017,5998,35.5,5088,400,14,3157,56078,393,194700,1125,1417,995,2628
48453000603,2017,8045,21.0,5329,577,1644,1469,10035,5508,242000,90,2259,1258,2931
48453000804,2017,2452,34.1,1677,500,46,1060,38711,828,403300,387,620,539,1098
48453001100,2017,6001,37.8,5188,313,401,882,131944,828,477600,1184,2500,1973,4976
48453001308,2017,2926,32.9,2677,87,89,1001,60185,294,336200,502,1019,1210,1644
48453001821,2017,5988,33.0,4107,575,133,3431,56196,901,185700,923,1062,1071,2080
48453001823,2017,7492,29.3,3609,1176,164,5202,37163,2237,149800,527,1739,1045,2475
48453001828,2017,4134,40.7,3560,98,178,496,94815,88,262600,1376,302,1549,1781
48453001841,2017,17164,33.7,10120,2388,2843,6896,74647,1112,170800,4252,1110,1342,5656
48453001843,2017,2523,40.9,1966,109,239,825,68917,322,189900,670,332,1595,1002
48453001847,2017,6895,34.7,4090,859,1338,1564,67740,649,222300,1645,1356,1105,3158
48453001908,2017,9583,38.1,8278,401,825,2276,110833,1235,503500,2060,1554,1227,4120
48453002201,2017,2076,31.7,913,856,5,1091,45833,371,138200,352,244,1264,639
48453000102,2017,2640,50.2,2422,87,47,127,157563,46,770500,1001,106,2975,1176
48453000302,2017,4964,30.3,3957,210,370,589,55120,970,516300,771,1865,1089,3114
48453000401,2017,4087,26.9,3363,122,274,618,68850,819,383300,558,1177,1474,1943
48453000902,2017,5473,33.2,4343,289,111,3407,46969,1252,237900,983,1178,1022,2405
48453001305,2017,5681,34.1,5084,308,46,1073,64602,995,468700,1196,1671,1414,3096
48453001307,2017,3775,32.4,3141,316,201,1217,52162,762,410700,636,1208,1022,2038
48453001401,2017,3360,31.9,2926,80,128,414,77542,326,630800,477,1205,1647,1934
48453001403,2017,1723,34.3,1436,84,54,624,41860,359,334200,241,565,967,895
48453001504,2017,5371,35.7,4438,132,284,925,87832,440,375900,1470,879,1384,2686
48453001505,2017,4342,37.9,3965,24,81,413,57865,439,351900,995,1300,1115,2362
48453001604,2017,4124,43.0,4071,0,15,186,151042,128,900400,1413,299,1256,1854
48453001714,2017,15804,34.7,10291,1081,3525,1933,88951,661,402800,3164,2655,1164,6190
48453001718,2017,6176,35.7,5183,170,564,768,77045,576,537500,1498,1416,1304,3089
48453001728,2017,7403,39.8,6223,336,233,2114,77722,403,243600,2013,972,1528,3169
48453002409,2018,3625,36.1,3203,123,6,1741,69191,387,217300,862,531,1466,1470
48453002410,2018,4524,33.3,3732,163,129,2408,51853,882,172500,450,1326,1159,1851
