geoid_tract,vintage,total_population,median_age,race_white,race_black,race_asian,race_hispanic,median_household_income,poverty_count,median_home_value,owner_occupied_units,renter_occupied_units,median_gross_rent,total_housing_units
48453001718,2009,5328,36.9,4663,11,551,278,68006,705,323000,1393,1405,1059,2937
48453001719,2009,3563,46.1,3369,12,113,319,148611,18,450300,1458,44,2001,1608
48453001722,2009,3948,30.6,3193,53,413,437,43931,336,302300,325,2274,858,2809
48453001728,2009,6935,34.0,5680,217,75,2377,63758,1001,159000,1959,831,1191,3028
48453001729,2009,4539,31.9,3614,61,105,1583,55080,315,147500,1275,764,1136,2159
48453001732,2009,24234,33.7,18896,651,1676,5551,103906,837,270400,7284,540,1790,8214
48453001733,2009,3405,43.0,3242,18,49,341,112429,93,289900,1072,82,1131,1182
48453001737,2009,9934,33.8,7773,318,877,1542,106069,299,247900,3114,655,1037,3833
48453001738,2009,6649,39.3,6125,194,80,837,90367,183,214200,2222,328,888,2588
48453001739,2009,8016,32.5,5945,850,149,2223,66389,595,154900,2418,1070,1007,3769
48453001740,2009,3973,34.5,3120,159,242,863,87399,317,228400,1039,486,898,1561
48453001741,2009,3603,44.0,3039,0,0,678,68427,501,290700,1243,252,942,1800
48453001742,2009,4606,34.4,3250,6,67,1726,74625,692,208900,1454,235,964,1864
48453001743,2009,10612,35.2,9494,140,730,710,117909,344,347300,3024,378,1825,3513
48453001744,2009,8880,29.1,6842,451,858,1254,51083,994,141600,906,4300,907,5364
48453001745,2009,2263,38.4,1873,136,102,360,82976,180,240700,615,281,920,945
48453001746,2009,3831,34.7,3231,95,75,1254,67282,186,170100,1001,618,776,1619
48453001747,2009,5228,28.7,3921,172,147,1937,52229,1010,170200,993,1048,995,2167
48453001748,2009,4431,32.6,3768,107,103,1453,67321,118,208600,1268,512,1057,1876
48453001749,2009,5958,28.3,4607,114,804,790,51924,812,185000,828,2171,962,3202
48453001750,2009,4882,28.5,3681,55,204,1493,53071,443,165200,666,1796,887,2716
48453001751,2009,1948,49.8,1890,24,22,71,105417,45,351300,865,38,1671,934
48453001752,2009,3585,27.4,2255,159,989,389,32083,808,139500,156,2130,765,2610
48453001753,2009,1213,29.5,835,11,241,137,57292,97,,10,830,938,923
48453001754,2009,5716,41.4,4374,233,311,904,54457,652,197000,1015,1392,830,2456
48453001755,2009,5636,39.6,4010,20,1353,405,146452,148,381400,1878,26,1833,1939
48453001756,2009,3981,40.6,3171,120,490,177,79358,291,218900,1257,448,1171,1761
48453001757,2009,1843,39.2,1800,25,18,93,116229,109,371200,616,256,1098,892
48453001758,2009,2732,32.3,2400,69,153,162,77500,77,325400,631,659,848,1344
48453001759,2009,2162,38.3,1730,202,150,131,48542,256,208200,442,935,946,1533
48453001760,2009,11550,33.6,9199,156,1371,1049,128802,470,365500,3200,763,1688,4451
48453001761,2009,6585,36.2,5539,155,538,335,121442,129,619100,1627,992,935,2864
48453001762,2009,12031,46.2,11350,22,182,935,107354,365,390800,4005,876,1124,5784
48453001764,2009,5506,45.8,5096,0,59,567,91296,388,269000,2158,184,1244,2970
48453001765,2009,13535,33.3,11508,237,880,1702,82563,650,302200,3026,2191,961,5699
48453001766,2009,6162,36.8,5275,9,31,756,51120,472,120400,2040,335,780,2700
48453001767,2009,9923,44.3,8929,204,60,979,68886,452,185600,3496,626,1046,5218
48453001768,2009,5013,44.7,4662,56,33,434,99871,373,280900,1560,200,1072,1875
48453001769,2009,5683,34.7,4688,79,312,1098,80455,361,184700,1687,496,958,2280
48453001804,2009,6563,27.6,4490,652,299,3803,33490,2683,132900,717,1728,715,2763
48453001805,2009,5249,29.8,2962,520,192,3112,37255,1431,111900,556,1155,566,1883
48453001806,2009,5937,27.6,3496,688,0,4197,31496,1432,109300,513,1743,660,2842
48453001811,2009,2899,30.8,1708,606,0,1646,31933,909,131300,403,751,631,1336
48453001812,2009,7258,26.5,4040,1122,13,4992,27005,2862,106700,353,2237,693,3082
48453001813,2009,6244,29.5,4330,500,56,4416,32356,1714,131700,726,1514,672,2266
48453001817,2009,4474,33.0,2983,190,407,1059,41974,310,171700,934,1262,837,2476
48453001818,2009,5734,29.9,3131,205,71,3159,43133,1817,171700,1102,1049,774,2323
48453001819,2009,4159,29.0,1846,630,363,2191,36856,1066,145900,296,1087,734,1444
48453001820,2009,7847,27.9,2962,627,208,5306,33013,2121,128700,555,2249,666,3275
48453001821,2009,5653,30.2,2868,445,165,3231,42581,1428,135500,914,752,942,1904
48453001822,2009,6213,28.6,2609,805,217,3735,29222,1972,123500,425,1728,744,2514
48453001823,2009,6490,26.3,4116,908,25,4676,31336,1831,107000,554,1565,805,2281
48453001824,2009,2007,34.9,1007,238,200,623,42125,156,164900,423,385,885,837
48453001826,2009,2139,27.0,1329,602,170,434,58345,290,205400,256,729,905,1163
48453001828,2009,3630,37.5,3181,11,49,775,87125,365,173700,1375,221,1173,1707
48453001829,2009,2407,28.6,1834,94,116,565,52206,200,158900,299,991,862,1523
48453001832,2009,2420,36.5,1711,466,61,449,44487,381,150100,590,505,718,1193
48453001833,2009,7957,29.5,4028,1970,122,3948,44193,1771,128300,1034,1355,826,2499
48453001834,2009,6657,29.1,3105,1049,752,2170,51919,553,166700,1207,1947,829,3591
48453001835,2009,5097,29.3,2809,1065,160,2149,48207,1018,113900,862,762,1103,1722
48453001836,2009,29171,30.3,18029,5072,2402,7869,76318,1649,155700,6914,2383,1105,9998
48453001837,2009,20746,31.1,14094,2528,1388,5655,80010,710,175200,5748,631,1429,6891
48453001839,2009,5679,29.6,2718,915,1381,1256,56725,317,152200,1224,1320,853,2727
48453001840,2009,6599,29.9,2981,885,1034,2039,50963,345,124600,1728,557,1085,2526
48453001841,2009,15357,31.2,7898,2167,1924,5249,64626,1356,150400,3698,862,1122,4884
48453001842,2009,6159,28.7,3270,715,211,2924,51580,860,106200,1394,584,1065,2041
48453001843,2009,2264,33.8,1360,220,140,763,72539,89,139300,739,183,1348,922
48453001844,2009,3726,30.9,2211,701,316,826,50179,480,139800,617,1070,876,1766
48453001845,2009,3264,33.0,2389,224,368,720,59861,485,159900,840,504,880,1488
48453001846,2009,2328,43.0,2084,65,96,414,103000,67,190200,924,18,,942
48453001847,2009,7033,32.8,4345,436,1374,1998,64739,580,166900,2011,1020,941,3208
48453001848,2009,4682,29.5,2779,505,805,1017,58117,401,196500,781,1096,881,2033
48453001849,2009,5798,28.7,2844,534,1687,563,48987,314,,72,3157,862,3473
48453001850,2009,4177,29.7,2053,825,202,1501,39936,759,127400,354,1716,886,2216
48453001851,2009,9508,31.6,6186,801,1438,2345,55507,502,170000,1755,2336,888,4406
48453001852,2009,5905,28.1,3432,1314,531,1485,36021,896,127800,247,3069,759,4111
48453001853,2009,3611,34.4,2850,108,366,489,85482,160,161000,1273,177,1116,1450
48453001901,2009,5228,36.6,4870,66,35,624,56875,169,328000,1143,1769,910,3134
48453001904,2009,5989,46.3,5674,0,139,250,141295,93,563900,2013,186,1495,2362
48453001906,2009,8407,38.3,7296,9,679,538,155217,231,486500,2529,127,1702,2759
48453001908,2009,6599,32.8,4968,153,295,1739,87438,876,509400,1617,1122,990,3018
48453001909,2009,8238,36.6,7241,54,456,1116,78852,69,278600,1785,1867,1118,3727
48453001910,2009,4089,44.5,3680,0,178,396,98233,100,476900,1051,729,1107,1847
48453001911,2009,2891,30.5,2688,54,0,313,50297,309,287200,248,1637,1042,2110
48453001912,2009,3715,37.7,3457,35,191,238,145438,170,882000,1104,173,1287,1422
48453001913,2009,5000,41.6,4399,84,343,116,212059,90,798900,1533,93,968,1799
48453002002,2009,2875,34.7,2007,77,16,1130,43333,451,146600,722,598,865,1404
48453002003,2009,3965,30.1,2448,38,13,2544,41064,861,120900,617,835,740,1540
48453002004,2009,2395,29.7,1771,65,87,950,36161,421,326300,115,1232,781,1537
48453002005,2009,5011,29.0,3398,417,106,2016,36784,1198,177600,301,2030,868,2549
48453002104,2009,3103,34.0,2456,326,0,1128,63142,472,173600,741,398,961,1248
48453002105,2009,5001,26.5,2867,352,70,3223,25439,1651,163900,323,1682,729,2327
48453002106,2009,3363,30.3,1988,678,179,805,52932,722,162900,718,373,1032,1176
48453002107,2009,4197,30.3,1955,1798,0,1232,37600,1459,121800,772,662,719,1625
48453002108,2009,3392,31.0,1012,1780,44,1412,31910,753,124300,424,701,701,1323
48453002109,2009,3354,35.9,696,1616,6,1443,30500,789,105600,688,654,799,1639
48453002110,2009,4568,27.8,1701,1422,20,2663,36733,1247,93300,534,854,862,1505
48453002111,2009,4523,29.2,1799,775,13,3087,24900,1743,98300,796,726,719,1708
48453002112,2009,4763,30.4,2510,1140,0,2459,34729,1285,135200,589,1080,729,1987
48453002113,2009,3682,33.6,1806,1178,31,1380,59736,573,142700,975,244,836,1333
48453002201,2009,1998,26.3,737,1146,0,732,43167,270,120800,360,198,847,558
48453002202,2009,6232,25.7,1372,2620,90,3043,33668,1722,110000,685,1056,947,2050
48453002205,2009,7837,29.2,3749,1622,27,4701,38000,1782,82700,1561,787,870,2510
48453002206,2009,16532,29.9,8346,3137,404,8088,49340,1810,119600,4604,711,1142,5686
48453002303,2009,1023,35.1,604,347,0,273,,243,,0,12,,12
48453002304,2009,4688,27.5,1175,235,96,3678,33193,1342,,22,1679,740,2311
48453002307,2009,4812,27.5,2204,283,223,2682,31768,828,121200,479,1891,775,2654
48453002308,2009,5672,24.5,4135,234,96,2822,35288,1093,217800,512,1604,765,2393
48453002310,2009,2759,29.6,855,239,0,2212,24361,1114,24100,499,444,830,1150
48453002311,2009,9524,22.4,3520,1671,576,5427,25026,4159,85700,813,2464,861,3647
48453002312,2009,5794,27.4,2204,446,0,5010,30453,2071,75900,842,1095,794,2052
48453002313,2009,3964,28.2,1787,713,167,1705,32167,727,123800,247,1803,784,2199
48453002314,2009,5000,26.0,1907,931,606,2214,29597,1352,137000,38,2285,755,2538
48453002315,2009,3307,28.5,1141,357,64,2051,27520,1001,125000,144,1266,680,1695
48453002316,2009,5613,27.9,1735,331,84,4338,26790,2726,,15,2106,703,2539
48453002402,2009,5905,29.9,3860,376,267,2919,43765,1046,123400,1011,1644,993,2979
48453002403,2009,2874,29.7,1332,8,59,1834,37946,618,128700,535,485,744,1103
48453002407,2009,3701,39.6,3185,23,92,998,81787,153,197500,1251,208,1002,1557
48453002409,2009,3314,32.3,1993,201,34,1911,53513,437,126200,776,471,1000,1291
48453002410,2009,3647,31.3,2564,127,9,2149,38042,934,132900,391,1119,796,1686
48453002411,2009,6024,25.2,1619,570,0,5118,31294,2090,98100,656,880,940,1607
48453002412,2009,5141,29.7,1396,362,47,4236,50861,599,95500,992,333,1252,1404
48453002413,2009,4356,22.6,1290,526,36,3614,28182,1846,99300,331,699,938,1146
48453002416,2009,13758,29.7,6378,1177,283,8836,49375,1706,117900,3161,767,984,4486
48453002417,2009,9756,30.1,4722,552,72,6578,46823,1299,116300,2089,800,875,3296
48453002418,2009,10509,33.6,5196,894,234,5485,58121,1881,157600,2893,937,1085,4047
48453002419,2009,3697,26.3,1455,437,45,2108,28740,865,128400,38,1810,759,2157
48453002420,2009,13432,27.7,6780,1088,65,9143,46019,2063,112800,2948,1495,911,4757
48453002421,2009,4284,30.9,3011,222,149,1509,55726,512,145100,1045,830,1052,2137
48453002422,2009,5153,28.3,3032,552,107,2612,28475,1697,139500,776,1485,831,2332
48453002423,2009,5499,34.2,3948,160,142,2430,65186,457,137500,1622,415,1145,2100
48453002424,2009,3911,33.0,2728,131,0,1804,40602,474,119800,685,637,785,1433
48453000101,2009,4069,40.0,3874,0,0,253,80202,562,302500,1126,567,1252,1783
48453000102,2009,2438,46.5,2405,0,0,136,136087,126,585400,924,58,1228,1091
48453000201,2009,6649,35.5,5665,320,99,1035,47534,1002,276500,1380,2266,691,3759
48453000203,2009,817,24.3,677,0,77,113,38147,299,,0,466,1540,573
48453000204,2009,2744,31.0,2400,60,173,159,61738,387,353600,616,879,837,1685
48453000301,2009,6429,27.6,5790,53,164,852,39330,1680,253900,893,2255,798,3510
48453000302,2009,5080,29.2,3844,139,534,709,31444,1158,341200,875,2065,725,3019
48453000303,2009,2187,34.8,1553,252,0,635,56230,394,278100,529,605,730,1320
48453000401,2009,2979,26.4,2470,130,202,237,32574,866,262700,564,901,850,1778
48453000402,2009,2582,34.0,1445,874,0,567,35917,265,161700,574,714,709,1396
48453000500,2009,4410,27.5,3652,106,512,427,29158,1512,340800,575,1844,772,2694
48453000601,2009,8476,19.4,5348,590,1677,1807,4836,947,,0,469,951,635
48453000603,2009,4659,20.9,3793,130,578,426,8190,3596,145200,280,1440,962,1872
48453000604,2009,2846,21.4,2231,0,377,367,9017,1837,162500,99,1131,854,1417
48453000700,2009,964,29.4,844,0,102,55,39250,329,269600,192,400,936,830
48453000801,2009,1048,47.0,694,144,0,783,36983,109,138300,326,168,716,567
48453000802,2009,3526,29.5,975,1519,104,1009,28807,1223,149800,501,618,426,1196
48453000803,2009,1903,35.9,918,604,9,809,41750,543,160100,511,345,833,1050
48453000804,2009,2412,30.5,1406,630,0,983,35030,714,188800,352,465,422,1011
48453000901,2009,1511,28.2,599,631,33,450,37477,346,157300,313,296,938,708
48453000902,2009,5288,31.7,2730,372,23,4203,31199,2085,122400,802,847,640,1818
48453001000,2009,4310,35.0,2529,125,105,3088,41910,829,142900,769,670,854,1641
48453001100,2009,3390,39.8,2656,312,78,721,69125,748,263600,768,1090,1566,2097
48453001200,2009,3363,32.8,2979,125,175,346,46042,560,396100,665,1446,956,2253
48453001303,2009,2284,39.5,2161,0,35,261,68047,146,309100,696,643,820,1521
48453001304,2009,3904,31.5,3239,348,33,502,50827,744,315600,795,1160,988,2075
48453001305,2009,5338,31.0,3948,491,88,1876,39714,1392,268100,1254,1604,741,3056
48453001307,2009,3790,30.2,2558,164,27,1777,37096,737,200000,500,1313,734,1881
48453001308,2009,2499,32.8,1833,129,29,1029,38450,417,185500,477,743,737,1471
48453001401,2009,3091,32.5,2775,16,53,549,66375,273,383500,589,1017,1097,1757
48453001402,2009,3031,33.0,2610,48,0,745,60125,385,364200,692,777,873,1550
48453001403,2009,1316,36.7,853,75,87,360,40478,402,225000,268,433,690,794
48453001501,2009,4619,41.0,4422,38,95,309,81303,394,278300,1564,431,822,2125
48453001503,2009,4091,30.7,2622,102,32,1646,39596,657,174000,680,1013,748,1938
48453001504,2009,4186,38.5,3536,95,106,696,58516,374,211800,1188,766,935,1984
48453001505,2009,4170,36.3,3670,34,42,820,50365,349,219400,1287,843,922,2247
48453001602,2009,3595,32.1,2602,20,759,557,47869,589,526000,497,1289,756,1963
48453001603,2009,4665,36.6,4317,62,149,326,135432,232,498000,1461,386,1624,1907
48453001604,2009,3993,42.3,3704,0,19,130,123125,314,688000,1345,329,1136,1818
48453001605,2009,3764,32.9,3637,27,10,470,54227,805,451300,897,952,960,2277
48453001606,2009,2762,51.1,2498,139,0,620,,1935,,0,0,,0
48453001705,2009,4698,41.3,4223,107,328,337,102813,211,429500,1471,619,1144,2208
48453001706,2009,3578,33.1,3103,65,292,383,70500,246,297900,969,735,914,1764
48453001707,2009,4601,35.9,3851,17,202,647,64974,576,274000,1150,1263,830,2491
48453001712,2009,3612,43.0,2851,273,0,689,35403,405,192500,958,1000,821,2020
48453001713,2009,3764,34.7,2738,31,39,1205,44025,352,149300,1007,606,880,1657
48453001714,2009,12146,31.6,9107,449,1680,1466,92067,408,338500,2530,2320,976,5200
48453001715,2009,7814,40.6,6016,491,1080,657,103352,404,313600,2221,661,874,3135
48453001716,2009,4643,40.6,4244,75,188,310,126477,140,371300,1424,718,1228,2216
48453000101,2010,3904,40.5,3763,0,0,256,71944,646,325000,1089,653,1168,1840
48453000102,2010,2486,48.3,2458,0,0,132,142188,106,622200,969,56,1188,1145
48453000203,2010,1982,25.7,1481,244,114,328,35208,1340,,0,666,1495,747
48453000204,2010,2773,30.1,2319,116,243,142,53472,479,359500,573,946,882,1701
48453000205,2010,3251,35.1,2536,179,121,731,37989,733,246900,565,1478,703,2090
48453000206,2010,2894,37.8,2663,78,71,233,59408,149,294200,777,776,948,1668
48453000302,2010,5208,29.3,4122,142,460,732,32406,1398,365500,922,2095,740,3112
48453000304,2010,2833,24.3,2313,64,238,257,36393,923,285800,317,997,786,1619
48453000305,2010,3620,28.9,3183,0,154,399,47105,983,281800,390,1466,986,1971
48453000306,2010,1230,34.6,751,221,20,527,40288,235,323900,140,450,689,645
48453000307,2010,1566,33.9,1399,54,0,442,59087,209,268900,422,394,899,900
48453000401,2010,3106,25.8,2580,148,164,377,35573,797,301700,598,981,817,1884
48453000402,2010,2458,34.5,1493,718,0,479,34109,369,176000,514,791,784,1407
48453000500,2010,4455,26.2,3580,117,594,533,25780,1788,369400,494,1962,816,2756
48453000601,2010,9211,19.4,5964,671,1771,2070,8321,1245,,0,650,1060,779
48453000603,2010,6173,20.8,4768,132,1037,758,6737,4957,144100,261,2121,1111,2540
48453000604,2010,3682,21.3,2767,0,615,378,7594,2436,231600,121,1467,970,1910
48453000700,2010,1102,28.2,891,0,193,97,37708,400,289100,240,454,969,924
48453000801,2010,1326,37.5,797,88,0,1133,36034,153,147100,346,162,723,586
48453000802,2010,3038,29.5,1127,1361,94,1136,20391,1272,116800,418,700,464,1274
48453000803,2010,2103,40.1,1110,657,11,507,44698,531,162300,558,378,880,1124
48453000804,2010,2697,27.6,1500,609,9,1241,30813,1016,195900,386,573,411,1030
48453000901,2010,1666,27.3,834,572,41,504,37552,408,162900,343,338,1133,787
48453000902,2010,5280,31.2,2952,399,26,4078,31662,2168,134600,851,882,685,1870
48453001000,2010,4020,34.8,2537,149,86,2850,30313,876,159200,735,763,718,1661
48453001100,2010,3377,40.4,2770,330,116,415,74359,659,320100,758,1240,1585,2518
48453001200,2010,3520,32.8,3146,59,202,349,48357,479,400600,641,1531,1086,2429
48453001303,2010,2379,39.0,2242,39,24,225,74833,236,356900,721,565,828,1525
48453001304,2010,3680,33.7,3143,193,63,609,59615,617,317600,854,1116,962,2056
48453001305,2010,4996,31.5,3936,280,86,1890,41504,1310,304400,1140,1502,812,2952
48453001307,2010,3768,29.8,2632,221,47,1571,34875,777,260400,531,1291,746,1885
48453001308,2010,2676,31.1,2213,95,18,1238,41432,499,211200,458,719,744,1438
48453001401,2010,2788,32.7,2448,21,45,488,67629,276,401500,487,1014,1107,1771
48453001402,2010,2693,33.5,2320,45,0,556,52868,365,379100,696,724,898,1502
48453001403,2010,1360,36.4,894,28,83,465,37799,427,269300,257,470,774,824
48453001501,2010,4983,40.9,4751,43,62,540,73523,374,294500,1565,668,928,2314
48453001503,2010,3996,31.2,3234,82,37,1450,37594,860,175200,652,1085,746,1936
48453001504,2010,4263,39.7,3516,107,247,598,58964,324,223800,1190,867,915,2090
48453001505,2010,4236,35.2,3812,18,53,823,46855,484,236200,1262,924,889,2248
48453001602,2010,3180,33.1,2394,86,572,456,49038,389,479500,528,1146,699,1882
48453001603,2010,4455,37.8,4221,95,80,212,116007,90,527000,1426,389,1759,1912
48453001604,2010,4050,42.9,3881,0,26,100,125000,312,728300,1408,284,1515,1865
48453001605,2010,3777,32.7,3602,21,16,464,57644,698,515500,825,982,994,2252
48453001606,2010,2020,51.0,1825,104,0,453,,1420,,0,0,,0
48453001705,2010,4618,43.0,4181,85,298,387,106369,131,445200,1508,569,1208,2225
48453001706,2010,3595,35.4,3118,80,291,261,70819,271,296100,1087,706,904,1876
48453001707,2010,4756,40.6,3656,48,300,896,65766,657,297400,1254,1127,898,2490
48453001712,2010,3670,42.1,3014,295,0,940,37188,463,203800,845,1102,876,2023
48453001713,2010,3750,35.6,2686,64,39,1211,41719,400,163300,955,682,921,1692
48453001714,2010,11063,35.4,8201,459,1686,899,90395,267,352200,2555,1999,955,4864
48453001716,2010,4694,41.9,4415,0,195,481,121507,183,381600,1430,763,1171,2272
48453001718,2010,5392,38.4,4657,13,654,391,68219,548,335100,1506,1349,1067,3042
48453001719,2010,3608,48.7,3359,23,158,300,145435,30,477900,1504,44,2001,1635
48453001722,2010,4032,29.4,3152,111,438,530,41638,401,341800,283,2345,866,2789
48453001728,2010,6517,35.0,5470,424,74,1613,63952,804,168400,1898,846,1187,3009
48453001729,2010,4456,34.3,3539,31,165,1516,56642,280,156800,1258,803,1059,2201
48453001733,2010,3064,46.9,2919,54,54,355,108824,159,320300,1065,79,1097,1184
48453001737,2010,9974,34.7,7985,195,943,1689,105962,406,267600,3068,718,1119,3821
48453001738,2010,6820,40.4,6118,113,331,972,94225,192,224600,2337,351,761,2688
48453001740,2010,3964,34.8,3203,109,310,1057,76801,214,236900,958,651,979,1654
48453001741,2010,3609,44.3,2989,0,47,669,64821,267,294600,1244,302,986,1709
48453001742,2010,4436,36.0,3120,0,127,1456,78171,550,216700,1421,302,1238,1919
48453001745,2010,2413,37.8,2035,135,63,302,73438,217,249500,680,338,1002,1068
48453001746,2010,3806,36.0,3295,76,79,1229,64707,199,174900,1067,590,763,1690
48453001747,2010,5319,30.5,3758,452,138,1809,53938,787,176800,999,1015,1045,2092
48453001748,2010,4686,33.0,4105,76,121,1412,67128,224,216200,1278,598,1080,1966
48453001749,2010,5727,29.0,4294,226,875,698,52482,694,191200,820,2009,1001,3138
48453001750,2010,5083,27.9,3650,60,174,1901,54201,707,183800,607,1831,949,2692
48453001751,2010,1989,50.3,1857,26,33,129,106847,49,384800,859,66,1714,981
48453001752,2010,3835,25.9,2580,249,785,605,33556,1026,139600,143,2209,786,2536
48453001753,2010,1101,27.6,751,11,169,167,54850,115,,0,789,949,824
48453001754,2010,5331,39.8,4037,281,182,909,52530,603,218400,1075,1209,821,2414
48453001755,2010,5765,39.8,3877,20,1550,387,142031,143,398900,1841,98,1361,1979
48453001756,2010,3956,41.6,3023,74,541,328,77375,440,227800,1279,446,1190,1759
48453001757,2010,1796,43.1,1554,25,217,77,119980,86,370700,605,238,1218,862
48453001760,2010,12035,34.6,9553,211,1482,1016,122470,493,367000,3290,782,1701,4622
48453001761,2010,7026,37.3,5753,192,737,525,121614,115,608400,1801,1015,991,3024
48453001764,2010,5379,45.8,5152,0,31,385,101739,230,311000,2044,192,1206,2766
48453001765,2010,15929,32.8,13569,419,934,2414,87734,991,309100,3537,2433,1029,6463
48453001766,2010,7247,36.6,6194,50,91,1177,53711,509,135900,2128,549,799,2959
48453001768,2010,5200,45.1,4802,75,60,359,92401,452,291100,1652,365,1050,2186
48453001769,2010,5489,37.1,4784,0,296,1011,75709,228,185300,1823,403,998,2293
48453001770,2010,10932,35.3,8937,277,878,1281,132627,204,346100,3182,228,2001,3574
48453001771,2010,3841,49.5,3580,0,0,383,104083,169,370100,1497,100,1025,2016
48453001772,2010,2479,32.3,1474,64,38,1459,68967,47,162300,781,94,1425,892
48453001773,2010,5025,44.4,4788,6,95,341,109191,237,468000,1556,448,1167,2209
48453001774,2010,7911,35.0,6184,375,487,2039,93612,281,219800,2613,172,1724,2895
48453001775,2010,4087,41.3,3334,40,424,646,114318,104,305800,1226,10,2001,1354
48453001776,2010,2459,37.2,1835,273,0,683,73485,227,146700,942,143,1331,1170
48453001777,2010,5403,31.8,3976,706,106,1453,63713,304,170600,1344,877,999,2463
48453001778,2010,3668,46.2,3467,16,77,345,78716,206,364500,1070,490,1137,1728
48453001779,2010,5615,45.2,5258,145,0,452,71758,221,192300,1984,295,934,2803
48453001780,2010,3802,47.4,3563,79,39,324,59911,196,209000,1389,340,1085,2214
48453001781,2010,2265,48.2,1977,0,186,177,79709,32,308200,762,235,780,1042
48453001782,2010,5015,39.4,3237,312,1239,505,111506,323,361400,1312,259,1171,1753
48453001783,2010,5404,40.6,5134,0,108,315,106141,90,295600,1742,300,1586,2094
48453001784,2010,4786,35.1,3975,32,686,166,126435,38,438200,1271,182,2000,1533
48453001785,2010,4023,30.6,2886,381,500,781,52099,461,179300,392,1902,868,2377
48453001786,2010,4889,28.1,3555,162,667,680,53580,423,151900,446,2325,994,2841
48453001804,2010,5995,31.0,3696,831,346,3055,32145,1909,144200,614,1859,703,2794
48453001805,2010,4878,29.4,2564,512,150,3033,35485,1332,113400,486,1199,577,1887
48453001806,2010,5725,27.0,3672,763,9,3879,22934,1926,117300,494,1825,640,2856
48453001811,2010,3103,30.9,1960,580,10,2006,31840,1151,132600,389,781,624,1348
48453001812,2010,7484,26.2,4302,1504,34,5026,25850,3143,108000,334,2380,727,3178
48453001813,2010,6154,29.6,3795,566,202,4139,31582,1812,129800,824,1444,706,2327
48453001817,2010,3418,36.9,2755,109,333,364,41070,260,170700,1010,985,863,2302
48453001818,2010,5831,29.4,3411,93,88,3432,44128,2200,182100,1036,1088,777,2295
48453001819,2010,4403,27.3,1760,536,295,2875,34486,1114,153700,232,1156,802,1483
48453001820,2010,7266,27.0,2616,744,148,4894,29670,2327,134000,506,2107,678,3284
48453001821,2010,5273,30.4,2486,330,265,3008,42683,1205,137800,828,886,940,1950
48453001822,2010,6422,28.5,2438,842,209,3864,32386,1833,130300,471,1717,832,2567
48453001823,2010,5958,26.3,3093,686,57,4409,29966,1935,113400,546,1482,805,2286
48453001824,2010,1887,39.0,1050,206,182,474,57652,156,172000,463,360,864,847
48453001826,2010,2006,27.7,1163,435,282,412,54063,225,219200,236,760,908,1136
48453001828,2010,3602,38.4,3166,24,61,727,87475,300,182600,1279,238,1198,1692
48453001829,2010,2416,27.8,1885,119,176,431,49700,233,163200,275,1093,847,1538
48453001832,2010,2698,34.6,2005,531,48,849,43469,490,150600,502,635,768,1245
48453001833,2010,7618,29.7,3861,1464,359,4128,42333,1545,134100,1150,1307,847,2603
48453001834,2010,7365,28.8,3451,1312,737,2310,53624,609,171300,1315,2055,848,3762
48453001835,2010,4886,30.7,2718,954,279,2566,49109,900,113400,1022,667,1001,1915
48453001839,2010,6113,31.7,2766,1059,1631,1209,57134,322,152100,1264,1401,872,2914
48453001840,2010,7686,29.0,3277,1374,1164,2936,42468,1132,127600,1756,779,1218,2783
48453001841,2010,16295,30.9,8665,2317,2597,5632,64400,1969,152000,3859,1080,1101,5182
48453001842,2010,6218,30.1,3617,752,238,2643,58864,1039,135600,1419,637,1071,2168
48453001843,2010,2454,32.0,1536,204,147,953,73090,302,144400,710,243,1107,953
48453001844,2010,3593,31.5,1847,699,288,1082,50065,353,140900,526,1057,897,1686
48453001845,2010,3264,33.1,2170,223,487,786,63179,468,165300,856,521,887,1496
48453001846,2010,2374,44.9,2226,14,73,396,103320,116,204200,940,44,1750,984
48453001847,2010,6894,31.8,3932,737,1545,2189,65445,965,183000,1770,1131,967,3093
48453001848,2010,4601,29.8,2664,510,692,1083,53712,536,201600,718,1176,902,2056
48453001849,2010,5258,28.6,2896,483,1113,743,51164,397,,31,3108,888,3430
48453001850,2010,4255,29.2,2019,498,438,1640,41431,734,126600,353,1707,907,2198
48453001851,2010,8856,30.9,5669,774,1392,2154,52639,1051,171100,1641,2268,897,4232
48453001853,2010,3198,35.2,2265,272,347,617,79523,130,164900,1152,207,1132,1379
48453001854,2010,4363,29.5,2458,1372,36,1313,47879,485,135100,1058,324,1417,1500
48453001855,2010,11647,30.5,6414,2209,1607,2598,78776,1041,174900,2933,744,1211,3883
48453001856,2010,4650,32.8,2684,686,494,1654,77267,354,167500,1290,156,796,1726
48453001857,2010,5032,31.9,3117,527,537,1383,77036,75,157900,1367,474,1361,1958
48453001858,2010,12960,32.9,9623,1208,691,2869,97728,278,190700,3912,257,1690,4310
48453001859,2010,1124,36.6,1001,0,66,112,89605,0,308200,268,94,1035,390
48453001860,2010,3667,29.5,2448,697,219,1527,44240,768,117600,543,826,1062,1630
48453001861,2010,4737,32.2,2877,785,393,1631,73986,33,135600,1288,172,1616,1539
48453001862,2010,4909,30.8,2605,1103,541,794,74766,288,173800,1069,626,979,1877
48453001863,2010,3275,25.8,1904,835,263,1042,29264,860,180400,22,1899,723,2180
