Test_Year,Horizon,Model,Model_Family,ROC_AUC,PR_AUC,Naive_PR_AUC,Train_Samples,Test_Samples
2018,1_Year,CatBoost,Tree,0.9215408805031446,0.10576010330019686,0.0050744017006103,14583,536
2018,1_Year,RandomForest,Tree,0.8948113207547169,0.07451487353040996,0.0050744017006103,14583,536
2018,1_Year,LogisticL2,Linear,0.9103773584905661,0.09136782152688834,0.0050744017006103,14583,536
2018,1_Year,LogisticL1,Linear,0.9037735849056604,0.08762761150484516,0.0050744017006103,14583,536
2018,1_Year,Linear,Deep,0.9116352201257861,0.09056112016638332,0.0050744017006103,14583,536
2018,1_Year,MLP,Deep,0.9113207547169812,0.1022619946840932,0.0050744017006103,14583,536
2018,2_Years,CatBoost,Tree,0.6141335146775474,0.08950220664312943,0.00891448947404512,14583,536
2018,2_Years,RandomForest,Tree,0.6636631531225207,0.12399722644242131,0.00891448947404512,14583,536
2018,2_Years,LogisticL2,Linear,0.6297177830669841,0.06382706246933262,0.00891448947404512,14583,536
2018,2_Years,LogisticL1,Linear,0.6266575994559674,0.06442505861878565,0.00891448947404512,14583,536
2018,2_Years,Linear,Deep,0.6290377422645358,0.06251501087014943,0.00891448947404512,14583,536
2018,2_Years,MLP,Deep,0.5698741924515471,0.07169217906382062,0.00891448947404512,14583,536
2018,3_Years,CatBoost,Tree,0.6141335146775474,0.08950220664312943,0.00891448947404512,14583,536
2018,3_Years,RandomForest,Tree,0.6636631531225207,0.12399722644242131,0.00891448947404512,14583,536
2018,3_Years,LogisticL2,Linear,0.62937776266576,0.0637737526635077,0.00891448947404512,14583,536
2018,3_Years,LogisticL1,Linear,0.6299444633344669,0.06425231293371045,0.00891448947404512,14583,536
2018,3_Years,Linear,Deep,0.6266575994559673,0.0635681778913366,0.00891448947404512,14583,536
2018,3_Years,MLP,Deep,0.5687407911141336,0.06272150072667637,0.00891448947404512,14583,536
2019,1_Year,CatBoost,Tree,0.7408056042031523,0.04881241811016318,0.005291355248362987,15119,582
2019,1_Year,RandomForest,Tree,0.5288170673459641,0.022682957300219936,0.005291355248362987,15119,582
2019,1_Year,LogisticL2,Linear,0.7494029613118931,0.051410231639984455,0.005291355248362987,15119,582
2019,1_Year,LogisticL1,Linear,0.7486069097277503,0.05241728386504782,0.005291355248362987,15119,582
2019,1_Year,Linear,Deep,0.7482884890940933,0.052336950065894346,0.005291355248362987,15119,582
2019,1_Year,MLP,Deep,0.660245183887916,0.03956643383024464,0.005291355248362987,15119,582
2019,2_Years,CatBoost,Tree,0.7130749701314218,0.08503293870210123,0.009722865268866988,15119,582
2019,2_Years,RandomForest,Tree,0.3444967144563919,0.03276998780221552,0.009722865268866988,15119,582
2019,2_Years,LogisticL2,Linear,0.7168832138590203,0.0869198086345766,0.009722865268866988,15119,582
2019,2_Years,LogisticL1,Linear,0.7260678016726404,0.08829854393812739,0.009722865268866988,15119,582
2019,2_Years,Linear,Deep,0.7198700716845878,0.08601064290244168,0.009722865268866988,15119,582
2019,2_Years,MLP,Deep,0.6617756869772998,0.08935205788635531,0.009722865268866988,15119,582
2019,3_Years,CatBoost,Tree,0.7130749701314218,0.08503293870210123,0.009722865268866988,15119,582
2019,3_Years,RandomForest,Tree,0.3444967144563919,0.03276998780221552,0.009722865268866988,15119,582
2019,3_Years,LogisticL2,Linear,0.7165845280764636,0.08551823027480832,0.009722865268866988,15119,582
2019,3_Years,LogisticL1,Linear,0.7256944444444445,0.08904810297081855,0.009722865268866988,15119,582
2019,3_Years,Linear,Deep,0.7300253882915173,0.09055031031243946,0.009722865268866988,15119,582
2019,3_Years,MLP,Deep,0.6390755675029869,0.09256397999734839,0.009722865268866988,15119,582
2020,1_Year,CatBoost,Tree,0.8215092334263319,0.10857088581571799,0.0057958091841284,15701,592
2020,1_Year,RandomForest,Tree,0.44380231167795936,0.022947449229482962,0.0057958091841284,15701,592
2020,1_Year,LogisticL2,Linear,0.7578716620167397,0.14429196732900967,0.0057958091841284,15701,592
2020,1_Year,LogisticL1,Linear,0.7538860103626943,0.14204227561864868,0.0057958091841284,15701,592
2020,1_Year,Linear,Deep,0.7621230237810549,0.14976121561651315,0.0057958091841284,15701,592
