,CatBoost_YetiRank_Depth6_Base_Ranker,CatBoost_YetiRank_Depth6_Meta_Ranker,CatBoost_YetiRank_Depth10_Base_Ranker,CatBoost_YetiRank_Depth10_Meta_Ranker
gross_site_area_acres,17.375969556582366,7.932633765324488,20.89503210827985,12.62906534175195
delta_max_height_ft,0.862364368987239,1.1454396833762017,2.4308584608126482,1.0275382386567595
delta_max_far,2.788670826838008,1.028231033376475,1.9748846239132707,2.103051672827937
delta_max_bldg_cov_pct,9.006199540271815,5.448686316441321,9.317499964133274,6.918800066289219
delta_min_lot_sqft,0.3745842676678895,1.182289557721693,0.16838667362249252,0.48543415142269
latitude,6.628080027800222,2.5798793973114797,15.082800158615639,11.050045987708526
longitude,5.773644322719413,3.322752315101126,10.7719683542532,7.663053921590128
land_market_value,0.0,0.10612967071201569,0.0,0.02236592686314476
lui_shape_area,0.5118210248333595,0.17899545766019676,0.5280313953581734,0.058951596448274225
acs_median_age,0.4264173177931405,0.0,0.48646133031286853,0.0
acs_race_hispanic,0.11250245642093247,0.0,0.045831701441565155,0.015675478561506143
acs_owner_occupied_units,0.13846284245877533,0.010468533281408881,0.005860435914037999,0.0
acs_renter_occupied_units,0.24194521163351754,0.0,0.0,0.0
ldb_ilr,0.29421109022702385,0.020681879189943932,0.041508898560443964,0.0
ldb_yr_built,0.45204330717323554,0.09142262924793115,0.31759206680663965,0.1483273032596209
ldb_land_acres,0.0,0.0,0.10085522444818723,0.0
ldb_imprv_sqft,1.0260505080254945,0.0,0.22460874787227783,0.051589534989162064
ldb_market_val,0.0,0.08128808584072626,0.12926514109282716,0.10611353301270361
ldb_land_use,0.13833779179348005,0.10248825473599117,0.273297185669466,0.15304785543182592
lui_source_year,0.10979682198098062,0.0,0.0,0.0
median_appraised_value,0.22658071804429408,2.359565533276082,0.660950552108647,2.393144428622214
mean_appraised_value,2.326841753493315,0.4104314507288206,1.3709703293603837,1.2250146670611126
std_appraised_value,26.25480013975287,15.394309193233038,16.313501374368585,14.06642018806725
median_sqft,2.783744770874257,2.09589519496088,2.677927697660555,1.0102773156776161
median_structure_age,3.2569513953024645,0.46171099220463074,2.036554541992504,0.9315935900193831
median_neighbor_acreage,1.3890421447700356,1.004722964108349,2.388282111523041,0.8825526074013669
median_neighbor_far,2.335881527631404,0.22291912445748635,2.0594393543843497,0.16942701982622066
owner_occupancy_share,2.5248426137371576,1.0390068304093705,2.5416870409981334,0.7067424147060237
median_household_income,10.389154926375259,2.081059601347548,5.6170499487941745,1.7555661627614694
renter_share,1.7629266208714134,0.4799089692384122,1.1613739364600255,0.3576338597566119
META_Probability_Discrete_Cliff,0.0,39.230191054181304,0.0,23.632671008060512
META_Regression_Continuous_Float,0.0,11.561703906862911,0.0,9.980760753727127
