,CatBoost_YetiRank_Depth6_Base_Ranker,CatBoost_YetiRank_Depth6_Meta_Ranker,CatBoost_YetiRank_Depth10_Base_Ranker,CatBoost_YetiRank_Depth10_Meta_Ranker
gross_site_area_acres,23.36225299343894,10.640768573740523,26.035280852728622,10.694327028291015
delta_max_height_ft,1.6621905278402231,0.9263238507209214,1.5848347146700188,0.9803990699458214
delta_max_far,2.7946158826432588,2.2207440712289683,2.651921704640731,1.4140559585409473
delta_max_bldg_cov_pct,9.173908941631655,4.46220463856985,6.343172774961066,4.7448623294834045
delta_min_lot_sqft,0.19205980632458808,2.409311751529688,0.38234528719547134,1.4578801462056226
latitude,11.170197904795236,10.12187097349719,23.60528739513272,16.183593992985433
longitude,7.505322924722388,6.293172927176319,11.90959352494981,9.164399042624071
lui_land_use,0.1521571914435109,0.002593648047027388,0.12337955893477956,0.025397268049734925
lui_general_land_use,0.20019861689543908,0.0,0.06332009095187802,0.06638235214149496
lui_shape_area,0.6147628103694631,0.19848705753223636,0.053800027336032945,0.04469804727709252
council_district_y,0.11162127356856817,0.11976788665839311,0.06612483227916342,0.29902596639214296
acs_total_population,0.1201371336117987,0.0,0.08398410789392519,0.0
acs_race_white,0.1305184104907406,0.0,0.06503802125295652,0.01073128514058829
acs_race_hispanic,0.026336402028498608,0.0,0.11087196667293421,0.0
acs_owner_occupied_units,0.0,0.22302563729260672,0.009280286885178788,0.11196565506363985
ldb_land_acres,0.0,0.17063548460189212,0.0,0.05400194226333349
ldb_imprv_sqft,1.6181694775029434,0.0,0.6880319327885094,0.0
lui_land_use_tv,0.1492728916791774,0.04123414740859305,0.10430822415912196,0.040121408026364935
lui_general_land_use_tv,0.00883971527173978,0.0,0.08225812574337038,0.11993768133794352
median_appraised_value,1.351096561157288,0.7828514489746101,0.04061164458430711,0.22434767413115064
mean_appraised_value,0.6812436843693047,0.621780675415606,0.5844651793350054,1.3017189456414422
std_appraised_value,17.805487811232616,9.248479364195127,8.062562555294065,7.0276322373119715
median_sqft,8.341731265576826,4.251080626537546,7.745548418461588,1.8351464644059754
median_structure_age,2.752316260145407,0.8643292839047374,3.267981039620207,1.3843110771172107
median_neighbor_far,0.624704887450574,2.846697960159513,1.5085839441534454,3.192245591439149
owner_occupancy_share,0.49592564705891573,1.5945741805859206,1.2093747569257665,0.7042365964254342
median_household_income,8.430789856316405,5.482929107042833,3.0420108978088565,3.197100582523835
renter_share,0.2263791094459159,0.43716100314546874,0.3176031204371796,0.5271299434517384
META_Probability_Discrete_Cliff,0.0,28.68649083891266,0.0,23.08464874147856
META_Regression_Continuous_Float,0.0,6.991282457614949,0.0,11.80202696815658
