,CatBoost_YetiRank_Depth6_Base_Ranker,CatBoost_YetiRank_Depth6_Meta_Ranker,CatBoost_YetiRank_Depth10_Base_Ranker,CatBoost_YetiRank_Depth10_Meta_Ranker
gross_site_area_acres,19.96193140039666,9.205124301462577,26.284802736606515,11.639911552264046
delta_max_height_ft,1.2945914045960665,0.7697737482453487,1.7525948117597199,1.164130585765506
delta_max_far,1.570804685394169,1.8939513359515998,2.58796720032751,1.9286589402265912
delta_max_bldg_cov_pct,8.463005255500612,5.179815846901384,6.439264609025636,4.427481180746196
delta_min_lot_sqft,0.5366035074956883,1.2892211167471006,0.732437539732025,1.439134356191337
latitude,10.230077820835477,7.788313818873725,17.682572365351515,14.032713253662928
longitude,7.21848181985993,4.60603816079829,12.598434095600213,8.070606442038104
lui_land_use,0.16376219186913676,0.0,0.11563774164014833,0.0
lui_shape_area,0.121598097252179,0.0,0.10810880147156096,0.0
acs_race_asian,0.11876745954575968,0.0,0.0,1.2290986967358761e-05
acs_median_household_income,0.6188536629309046,0.06693419462951405,0.22218494212270326,0.0
acs_owner_occupied_units,0.9820762339519076,0.13349763741468634,0.023422095964494443,0.0
acs_renter_occupied_units,0.36458800019268933,0.03363509733359198,0.03893142194317965,0.0
acs_vintage,0.24705811173557463,0.0,0.110150202470546,0.015044201389502595
ldb_land_acres,0.08505312288288926,0.0,0.1700431020114772,0.0
ldb_imprv_sqft,0.40218247291143605,0.0,0.12350384687372681,0.006179609214051756
ldb_market_val,0.4925023953161191,0.0,0.03952756650464322,0.0
ldb_land_use,0.4369714073544633,0.09468651022349911,0.34102081154781555,0.0
ldb_gen_land_use,0.07097552967358815,0.11191875188130923,0.0,0.0
lui_land_use_tv,0.04483939475666211,0.0,0.259289870048361,0.012307292696559675
median_appraised_value,1.4249226506067665,0.4682151971965477,0.44445719453481924,0.8662932231983689
mean_appraised_value,2.07351919082339,0.7205905556118511,2.3957350299194604,1.249501326516913
std_appraised_value,20.209700863935716,14.0610761247189,14.869031881987304,7.015660080883261
median_sqft,3.4412500457159574,1.394617770446791,2.463204195023836,2.877758299683698
median_structure_age,2.5709600743118863,1.1491139712889056,1.4533103046870604,0.44213707897172666
median_neighbor_acreage,3.3426805623812914,0.8692060787826167,1.9283997203707437,0.9459646260070007
median_neighbor_far,0.8432262854564495,0.5594564080623148,1.7730386038547934,1.0228029168931423
owner_occupancy_share,1.5418872396028132,0.21190190228570627,1.8504275141675333,0.671162461354033
median_household_income,9.268695961270943,1.5109874165958876,1.8561887373432597,1.2302563013674102
renter_share,1.451404649466668,0.9447408916869241,0.728701758932004,0.8748628941136507
META_Probability_Discrete_Cliff,0.0,32.21743543920338,0.0,27.925859415754612
META_Regression_Continuous_Float,0.0,14.610223293954297,0.0,11.989523052401909
