,CatBoost_YetiRank_Depth6_Base_Ranker,CatBoost_YetiRank_Depth6_Meta_Ranker,CatBoost_YetiRank_Depth10_Base_Ranker,CatBoost_YetiRank_Depth10_Meta_Ranker
gross_site_area_acres,18.006029814887743,5.449103713481531,22.15508433647302,7.847521262825524
delta_max_height_ft,0.7930921490791032,0.04303131037350306,2.1910029792939203,0.7377831185416867
delta_max_far,2.415258199982991,2.959011880801836,2.9276455497965053,2.864136393507155
delta_max_bldg_cov_pct,9.267734561374946,5.332023412639698,7.283732115398521,6.5654741976232165
delta_min_lot_sqft,0.4943363575741376,0.9305242420425639,0.18438196623583342,0.6853995016667825
latitude,5.250471156647199,3.7991772428711235,13.093321595931725,11.594916857695168
longitude,5.483281919465009,4.374723487166767,8.589550097355977,8.719589327911988
protest,0.2847385334737904,0.02580780767063744,0.006508080647231383,0.0
lui_land_use,0.04682906621503923,0.0,0.12456790789402321,0.08199900607444272
lui_shape_area,0.5044266377024826,0.10980643309106931,0.38749488349950784,0.0
council_district_y,0.05754406972450886,0.10428110566667319,0.0,0.17634608971415527
acs_median_age,0.6276014809017681,0.12470068397204556,0.5147945795723197,0.0
acs_race_white,0.14756924916617195,0.0,0.11196568366318044,0.0
acs_renter_occupied_units,0.6414678341864768,0.0,0.12874751997631045,0.0061077123944843804
acs_vintage,0.12004821525560161,0.0,0.049418033140380714,0.023223367657488087
ldb_lotsize,0.0,0.11067792369139305,0.0,0.0
ldb_council_district,0.0,0.22928941377011197,0.0,0.033936605784699536
ldb_far,0.027726734228630312,0.1710917066176117,0.005659319920832645,0.05358696644553007
ldb_ilr,0.11161008799404941,0.0977639441707447,0.09094925177246392,0.0
ldb_yr_built,0.23594111089964548,0.0540082864029487,0.047119179448619944,0.0
ldb_land_acres,0.0,0.05289961705123919,0.12213969831695456,0.05864793526678549
ldb_imprv_sqft,1.559734325253073,0.026984939683669572,0.25931633429968437,0.0007169281772523386
ldb_market_val,0.0,0.0,0.15630653519126528,0.06601384370019112
median_appraised_value,1.1869475908825815,0.3479612946986406,1.1657185908171857,1.1989550231438133
mean_appraised_value,2.77391272197048,0.2749280057675854,1.8021561463695455,0.9930791145366529
std_appraised_value,26.654002503322012,14.805191581424742,19.088170119082072,11.117794273430578
median_sqft,3.197405112690989,1.51577978729799,3.3963130111107827,2.2010961991722238
median_structure_age,3.7257842760639828,2.0483638412629626,2.305365578507914,0.8535586809511966
median_neighbor_acreage,1.1265956248619722,1.2694946501197357,1.979151622590837,0.8942816423797958
median_neighbor_far,2.122977721035459,2.3153693616106583,1.963196118096433,2.726676353861353
owner_occupancy_share,2.8046602564701364,1.355454896981048,2.373032958907932,0.9937812381154031
median_household_income,8.569964048514377,5.860083701063674,5.799629696923444,5.8024461216888445
renter_share,1.1691239114524692,0.6846867940921358,1.1305820571114389,0.7015501797362278
META_Probability_Discrete_Cliff,0.0,39.035426999809495,0.0,22.0282601337921
META_Regression_Continuous_Float,0.0,6.107246881683466,0.0,10.673265597426667
