Seed,Anchor,Offset,Architecture,Topology,Score
117,2020,5,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2020,6,CatBoost YetiRank Depth10,Base LTR,0.0
117,2020,6,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2021,1,CatBoost YetiRank Depth6,Base LTR,0.2753247833943643
117,2021,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.25939811137781965
117,2021,2,CatBoost YetiRank Depth6,Base LTR,0.536946877497813
117,2021,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.552398323113564
117,2021,3,CatBoost YetiRank Depth6,Base LTR,0.8629477017218764
117,2021,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.7932896406574281
117,2021,4,CatBoost YetiRank Depth6,Base LTR,0.0
117,2021,4,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
117,2021,5,CatBoost YetiRank Depth6,Base LTR,0.0
117,2021,5,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
117,2021,1,CatBoost YetiRank Depth10,Base LTR,0.21576559530675576
117,2021,1,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.2631494279520791
117,2021,2,CatBoost YetiRank Depth10,Base LTR,0.536946877497813
117,2021,2,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.6292144391049486
117,2021,3,CatBoost YetiRank Depth10,Base LTR,0.9668415703819446
117,2021,3,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.8209873544213844
117,2021,4,CatBoost YetiRank Depth10,Base LTR,0.0
117,2021,4,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2021,5,CatBoost YetiRank Depth10,Base LTR,0.0
117,2021,5,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2022,1,CatBoost YetiRank Depth6,Base LTR,0.6446658847206996
117,2022,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.536946877497813
117,2022,2,CatBoost YetiRank Depth6,Base LTR,0.700774814357658
117,2022,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.8014712610739674
117,2022,3,CatBoost YetiRank Depth6,Base LTR,0.0
