Anchor,Offset,TestYear,Topology,Target_Binning,Architecture,Metric,Score
2021,+2yr,2022,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.5656886613144092
2021,+3yr,2023,Base_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.8588532771366352
2021,+3yr,2023,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.7816340258397609
2021,+1yr,2021,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.8587772305135996
2021,+1yr,2021,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.8113946682774827
2021,+1yr,2021,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.8468429416779125
2021,+1yr,2021,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.8207793206883476
2021,+2yr,2022,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.6157661654888364
2021,+2yr,2022,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.5467469880836235
2021,+2yr,2022,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.5629228295536548
2021,+2yr,2022,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.6104943749714495
2021,+3yr,2023,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.7709459776475831
2021,+3yr,2023,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.7709459776475831
2021,+3yr,2023,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.7925421386621688
2021,+3yr,2023,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.8625552352824514
2022,+1yr,2022,Base_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.7242265063989477
2022,+1yr,2022,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.6298105171837098
2022,+2yr,2023,Base_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.6586106103635799
2022,+2yr,2023,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.8389525854732648
2022,+3yr,2024,Base_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.7485697738637704
2022,+3yr,2024,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.7646714444073801
2022,+1yr,2022,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.6819351955235731
2022,+1yr,2022,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.6837633961129492
2022,+1yr,2022,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.611127248564713
2022,+1yr,2022,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.7721476635497825
2022,+2yr,2023,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.8902360920745741
2022,+2yr,2023,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.8902360920745741
2022,+2yr,2023,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.6586106103635799
2022,+2yr,2023,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.8369269400247599
2022,+3yr,2024,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.940284484114084
2022,+3yr,2024,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.940284484114084
2022,+3yr,2024,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.940284484114084
2022,+3yr,2024,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.9344933717625403
2023,+1yr,2023,Base_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.826018827202352
2023,+1yr,2023,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.702995411726171
2023,+2yr,2024,Base_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.7732679578644364
2023,+2yr,2024,Meta_Ranker,Absolute_Continuous,CatBoost_YetiRank,NDCG,0.7646714444073801
2023,+1yr,2023,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.8902360920745741
2023,+1yr,2023,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.715929169997084
2023,+1yr,2023,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.7925421386621688
2023,+1yr,2023,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.8769765845238191
2023,+2yr,2024,Base_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.940284484114084
2023,+2yr,2024,Meta_Ranker,Ordinal_Bins,CatBoost_YetiRank,NDCG,0.8322520939132652
2023,+2yr,2024,Base_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.7820769307682123
2023,+2yr,2024,Meta_Ranker,Ordinal_Bins,LGBM_LambdaMART,NDCG,0.9490314953137005
