Anchor,Offset,TestYear,Topology,Target_Binning,Architecture,Metric,Score
2020,+1yr,2020,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.4282747578905755
2020,+1yr,2020,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.5173779914237217
2020,+1yr,2020,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.5601860008583671
2020,+2yr,2021,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.7425361202053344
2020,+2yr,2021,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.6794055625059156
2020,+2yr,2021,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.7512713339435071
2020,+2yr,2021,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.6823711094224973
2020,+2yr,2021,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.2296455938697318
2020,+2yr,2021,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.3807334428024083
2020,+2yr,2021,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.19908739973240094
2020,+2yr,2021,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.3894724788296887
2020,+3yr,2022,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.3928696096522491
2020,+3yr,2022,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.4479485899207169
2020,+3yr,2022,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.3834130105241383
2020,+3yr,2022,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.8174757632759349
2020,+3yr,2022,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.26884920634920634
2020,+3yr,2022,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.28234126984126984
2020,+3yr,2022,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.17364672364672365
2020,+3yr,2022,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.20974025974025973
2021,+1yr,2021,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.6173666677672233
2021,+1yr,2021,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.7604897704756686
2021,+1yr,2021,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.8151152625630385
2021,+1yr,2021,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.8096061892916615
2021,+1yr,2021,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.22800361403302577
2021,+1yr,2021,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.26021566866621315
2021,+1yr,2021,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.24077175843480192
2021,+1yr,2021,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.3997813422181233
2021,+2yr,2022,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.3892051192355461
2021,+2yr,2022,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.3891268670102081
2021,+2yr,2022,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.4737406677230583
2021,+2yr,2022,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.5933726592031687
2021,+2yr,2022,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.3194444444444444
2021,+2yr,2022,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.30925925925925923
2021,+2yr,2022,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.1783249158249158
2021,+2yr,2022,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.15083527583527584
2021,+3yr,2023,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,1.1123783277364343
2021,+3yr,2023,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.8183706888015049
2021,+3yr,2023,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.4022420766659007
2021,+3yr,2023,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.7885088389408171
2021,+3yr,2023,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.2586796536796537
2021,+3yr,2023,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.24668664668664667
2021,+3yr,2023,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.4437140637140637
2021,+3yr,2023,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.5131585081585082
2022,+1yr,2022,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.4961836804724155
2022,+1yr,2022,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.5081367671743475
2022,+1yr,2022,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.4227686559722145
2022,+1yr,2022,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.7034994901173802
2022,+1yr,2022,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.2992063492063492
2022,+1yr,2022,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.2992063492063492
2022,+1yr,2022,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.22323232323232323
2022,+1yr,2022,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.1723063973063973
2022,+2yr,2023,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.9501263814854838
2022,+2yr,2023,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.7303932627634228
2022,+2yr,2023,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.7648804020029779
2022,+2yr,2023,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.5810523959367477
2022,+2yr,2023,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.29009740259740263
2022,+2yr,2023,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.2807034632034632
2022,+2yr,2023,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.292012987012987
