Geographic_Layer,Architecture,Anchor_Year,Evaluation_Year,OOS_Offset,MdAPE
Meso,LGBM_Depth10,2019,2022,+2 Yr,3.0832
Meso,XGB_Depth6,2019,2019,+2 Yr,0.9569
Meso,XGB_Depth6,2019,2020,+2 Yr,0.9699
Meso,XGB_Depth6,2019,2021,+2 Yr,0.9737
Meso,XGB_Depth6,2019,2022,+2 Yr,0.9176
Meso,XGB_Depth10,2019,2019,+2 Yr,0.9731
Meso,XGB_Depth10,2019,2020,+2 Yr,0.9806
Meso,XGB_Depth10,2019,2021,+2 Yr,0.9836
Meso,XGB_Depth10,2019,2022,+2 Yr,0.7568
Meso,CAT_Depth6,2019,2019,+2 Yr,0.4928
Meso,CAT_Depth6,2019,2020,+2 Yr,2.1267
Meso,CAT_Depth6,2019,2021,+2 Yr,1.5734
Meso,CAT_Depth6,2019,2022,+2 Yr,4.5604
Meso,CAT_Depth10,2019,2019,+2 Yr,0.2468
Meso,CAT_Depth10,2019,2020,+2 Yr,1.9515
Meso,CAT_Depth10,2019,2021,+2 Yr,0.6495
Meso,CAT_Depth10,2019,2022,+2 Yr,3.5438
Meso,LGBM_Depth6,2020,2020,+2 Yr,0.2207
Meso,LGBM_Depth6,2020,2021,+2 Yr,0.5583
Meso,LGBM_Depth6,2020,2022,+2 Yr,2.9972
Meso,LGBM_Depth10,2020,2020,+2 Yr,0.229
Meso,LGBM_Depth10,2020,2021,+2 Yr,0.3317
Meso,LGBM_Depth10,2020,2022,+2 Yr,3.4278
Meso,XGB_Depth6,2020,2020,+2 Yr,0.8235
Meso,XGB_Depth6,2020,2021,+2 Yr,0.8676
Meso,XGB_Depth6,2020,2022,+2 Yr,1.3091
Meso,XGB_Depth10,2020,2020,+2 Yr,0.8788
Meso,XGB_Depth10,2020,2021,+2 Yr,0.9086
Meso,XGB_Depth10,2020,2022,+2 Yr,1.4655
Meso,CAT_Depth6,2020,2020,+2 Yr,1.8014
Meso,CAT_Depth6,2020,2021,+2 Yr,1.4101
Meso,CAT_Depth6,2020,2022,+2 Yr,4.3963
Meso,CAT_Depth10,2020,2020,+2 Yr,1.9296
Meso,CAT_Depth10,2020,2021,+2 Yr,1.5619
Meso,CAT_Depth10,2020,2022,+2 Yr,4.2618
Meso,LGBM_Depth6,2021,2021,+2 Yr,0.3435
Meso,LGBM_Depth6,2021,2022,+2 Yr,2.247
Meso,LGBM_Depth10,2021,2021,+2 Yr,0.1307
Meso,LGBM_Depth10,2021,2022,+2 Yr,2.5069
Meso,XGB_Depth6,2021,2021,+2 Yr,0.714
Meso,XGB_Depth6,2021,2022,+2 Yr,0.934
Meso,XGB_Depth10,2021,2021,+2 Yr,0.8013
Meso,XGB_Depth10,2021,2022,+2 Yr,1.1212
Meso,CAT_Depth6,2021,2021,+2 Yr,0.772
Meso,CAT_Depth6,2021,2022,+2 Yr,4.9808
Meso,CAT_Depth10,2021,2021,+2 Yr,0.3304
Meso,CAT_Depth10,2021,2022,+2 Yr,4.0754
Meso,LGBM_Depth6,2022,2022,+2 Yr,1.8671
Meso,LGBM_Depth10,2022,2022,+2 Yr,2.1066
Meso,XGB_Depth6,2022,2022,+2 Yr,2.786
Meso,XGB_Depth10,2022,2022,+2 Yr,2.501
Meso,CAT_Depth6,2022,2022,+2 Yr,5.0305
Meso,CAT_Depth10,2022,2022,+2 Yr,4.4496
Meso,LGBM_Depth6,2018,2018,+3 Yr,0.0513
Meso,LGBM_Depth6,2018,2019,+3 Yr,1.143
Meso,LGBM_Depth6,2018,2020,+3 Yr,0.4897
Meso,LGBM_Depth6,2018,2021,+3 Yr,0.113
Meso,LGBM_Depth10,2018,2018,+3 Yr,0.2437
Meso,LGBM_Depth10,2018,2019,+3 Yr,0.7084
Meso,LGBM_Depth10,2018,2020,+3 Yr,0.5048
Meso,LGBM_Depth10,2018,2021,+3 Yr,0.0568
Meso,XGB_Depth6,2018,2018,+3 Yr,0.0989
Meso,XGB_Depth6,2018,2019,+3 Yr,0.2088
Meso,XGB_Depth6,2018,2020,+3 Yr,0.8974
Meso,XGB_Depth6,2018,2021,+3 Yr,0.8181
Meso,XGB_Depth10,2018,2018,+3 Yr,0.1503
Meso,XGB_Depth10,2018,2019,+3 Yr,0.0661
Meso,XGB_Depth10,2018,2020,+3 Yr,0.8837
Meso,XGB_Depth10,2018,2021,+3 Yr,0.8112
Meso,CAT_Depth6,2018,2018,+3 Yr,0.8704
Meso,CAT_Depth6,2018,2019,+3 Yr,0.1884
Meso,CAT_Depth6,2018,2020,+3 Yr,0.5083
Meso,CAT_Depth6,2018,2021,+3 Yr,0.8658
Meso,CAT_Depth10,2018,2018,+3 Yr,0.6232
Meso,CAT_Depth10,2018,2019,+3 Yr,0.2444
Meso,CAT_Depth10,2018,2020,+3 Yr,0.63
Meso,CAT_Depth10,2018,2021,+3 Yr,0.6345
Meso,LGBM_Depth6,2019,2019,+3 Yr,0.5184
Meso,LGBM_Depth6,2019,2020,+3 Yr,0.4794
Meso,LGBM_Depth6,2019,2021,+3 Yr,0.094
Meso,LGBM_Depth10,2019,2019,+3 Yr,0.3582
Meso,LGBM_Depth10,2019,2020,+3 Yr,0.5167
Meso,LGBM_Depth10,2019,2021,+3 Yr,0.1144
Meso,XGB_Depth6,2019,2019,+3 Yr,0.3546
Meso,XGB_Depth6,2019,2020,+3 Yr,0.8479
Meso,XGB_Depth6,2019,2021,+3 Yr,0.7495
Meso,XGB_Depth10,2019,2019,+3 Yr,0.3299
Meso,XGB_Depth10,2019,2020,+3 Yr,0.8322
Meso,XGB_Depth10,2019,2021,+3 Yr,0.7989
Meso,CAT_Depth6,2019,2019,+3 Yr,0.1102
Meso,CAT_Depth6,2019,2020,+3 Yr,0.4715
Meso,CAT_Depth6,2019,2021,+3 Yr,1.3728
Meso,CAT_Depth10,2019,2019,+3 Yr,0.1381
Meso,CAT_Depth10,2019,2020,+3 Yr,0.2784
Meso,CAT_Depth10,2019,2021,+3 Yr,0.745
Meso,LGBM_Depth6,2020,2020,+3 Yr,0.5607
Meso,LGBM_Depth6,2020,2021,+3 Yr,0.1064
Meso,LGBM_Depth10,2020,2020,+3 Yr,0.6542
Meso,LGBM_Depth10,2020,2021,+3 Yr,0.129
Meso,XGB_Depth6,2020,2020,+3 Yr,0.6587
Meso,XGB_Depth6,2020,2021,+3 Yr,0.5924
Meso,XGB_Depth10,2020,2020,+3 Yr,0.6369
Meso,XGB_Depth10,2020,2021,+3 Yr,0.6296
Meso,CAT_Depth6,2020,2020,+3 Yr,0.5976
Meso,CAT_Depth6,2020,2021,+3 Yr,1.2072
Meso,CAT_Depth10,2020,2020,+3 Yr,0.3672
Meso,CAT_Depth10,2020,2021,+3 Yr,0.5794
Meso,LGBM_Depth6,2021,2021,+3 Yr,0.5046
Meso,LGBM_Depth10,2021,2021,+3 Yr,0.249
Meso,XGB_Depth6,2021,2021,+3 Yr,0.3207
Meso,XGB_Depth10,2021,2021,+3 Yr,0.355
Meso,CAT_Depth6,2021,2021,+3 Yr,0.9349
Meso,CAT_Depth10,2021,2021,+3 Yr,1.0716
Micro,LGBM_Depth6,2018,2018,+1 Yr,0.5199
Micro,LGBM_Depth6,2018,2019,+1 Yr,0.0016
Micro,LGBM_Depth6,2018,2020,+1 Yr,0.6407
Micro,LGBM_Depth6,2018,2021,+1 Yr,1.3043
Micro,LGBM_Depth6,2018,2022,+1 Yr,0.6535
Micro,LGBM_Depth6,2018,2023,+1 Yr,1.724
Micro,LGBM_Depth10,2018,2018,+1 Yr,0.5745
Micro,LGBM_Depth10,2018,2019,+1 Yr,0.1122
Micro,LGBM_Depth10,2018,2020,+1 Yr,0.7737
Micro,LGBM_Depth10,2018,2021,+1 Yr,1.0657
Micro,LGBM_Depth10,2018,2022,+1 Yr,1.1679
Micro,LGBM_Depth10,2018,2023,+1 Yr,1.7382
Micro,XGB_Depth6,2018,2018,+1 Yr,0.8031
Micro,XGB_Depth6,2018,2019,+1 Yr,0.6831
Micro,XGB_Depth6,2018,2020,+1 Yr,0.7984
Micro,XGB_Depth6,2018,2021,+1 Yr,0.4789
Micro,XGB_Depth6,2018,2022,+1 Yr,0.5747
Micro,XGB_Depth6,2018,2023,+1 Yr,0.0271
Micro,XGB_Depth10,2018,2018,+1 Yr,0.8271
Micro,XGB_Depth10,2018,2019,+1 Yr,0.707
Micro,XGB_Depth10,2018,2020,+1 Yr,0.8548
Micro,XGB_Depth10,2018,2021,+1 Yr,0.6337
Micro,XGB_Depth10,2018,2022,+1 Yr,0.5708
Micro,XGB_Depth10,2018,2023,+1 Yr,0.1993
Micro,CAT_Depth6,2018,2018,+1 Yr,0.6317
Micro,CAT_Depth6,2018,2019,+1 Yr,0.5161
Micro,CAT_Depth6,2018,2020,+1 Yr,0.9531
Micro,CAT_Depth6,2018,2021,+1 Yr,5.5808
Micro,CAT_Depth6,2018,2022,+1 Yr,1.7506
Micro,CAT_Depth6,2018,2023,+1 Yr,3.3277
Micro,CAT_Depth10,2018,2018,+1 Yr,0.3936
Micro,CAT_Depth10,2018,2019,+1 Yr,0.493
Micro,CAT_Depth10,2018,2020,+1 Yr,1.3236
Micro,CAT_Depth10,2018,2021,+1 Yr,4.9287
Micro,CAT_Depth10,2018,2022,+1 Yr,2.3919
Micro,CAT_Depth10,2018,2023,+1 Yr,3.8564
Micro,LGBM_Depth6,2019,2019,+1 Yr,0.3851
Micro,LGBM_Depth6,2019,2020,+1 Yr,0.5174
Micro,LGBM_Depth6,2019,2021,+1 Yr,1.7024
Micro,LGBM_Depth6,2019,2022,+1 Yr,1.1794
Micro,LGBM_Depth6,2019,2023,+1 Yr,1.6635
Micro,LGBM_Depth10,2019,2019,+1 Yr,0.4508
Micro,LGBM_Depth10,2019,2020,+1 Yr,0.5584
Micro,LGBM_Depth10,2019,2021,+1 Yr,1.8482
Micro,LGBM_Depth10,2019,2022,+1 Yr,1.4748
Micro,LGBM_Depth10,2019,2023,+1 Yr,1.9139
Micro,XGB_Depth6,2019,2019,+1 Yr,0.4916
Micro,XGB_Depth6,2019,2020,+1 Yr,0.8019
Micro,XGB_Depth6,2019,2021,+1 Yr,0.5498
Micro,XGB_Depth6,2019,2022,+1 Yr,0.217
Micro,XGB_Depth6,2019,2023,+1 Yr,1.0849
Micro,XGB_Depth10,2019,2019,+1 Yr,0.529
Micro,XGB_Depth10,2019,2020,+1 Yr,0.8352
Micro,XGB_Depth10,2019,2021,+1 Yr,0.6449
Micro,XGB_Depth10,2019,2022,+1 Yr,0.3259
Micro,XGB_Depth10,2019,2023,+1 Yr,0.8537
Micro,CAT_Depth6,2019,2019,+1 Yr,0.1851
Micro,CAT_Depth6,2019,2020,+1 Yr,1.0899
Micro,CAT_Depth6,2019,2021,+1 Yr,6.4686
Micro,CAT_Depth6,2019,2022,+1 Yr,2.0994
Micro,CAT_Depth6,2019,2023,+1 Yr,3.6939
Micro,CAT_Depth10,2019,2019,+1 Yr,0.0165
Micro,CAT_Depth10,2019,2020,+1 Yr,0.9625
Micro,CAT_Depth10,2019,2021,+1 Yr,5.9976
Micro,CAT_Depth10,2019,2022,+1 Yr,1.7061
Micro,CAT_Depth10,2019,2023,+1 Yr,3.3115
Micro,LGBM_Depth6,2020,2020,+1 Yr,0.5051
Micro,LGBM_Depth6,2020,2021,+1 Yr,1.4237
Micro,LGBM_Depth6,2020,2022,+1 Yr,1.2061
Micro,LGBM_Depth6,2020,2023,+1 Yr,1.6985
Micro,LGBM_Depth10,2020,2020,+1 Yr,0.5
Micro,LGBM_Depth10,2020,2021,+1 Yr,1.469
Micro,LGBM_Depth10,2020,2022,+1 Yr,1.6807
Micro,LGBM_Depth10,2020,2023,+1 Yr,1.8177
Micro,XGB_Depth6,2020,2020,+1 Yr,0.7477
Micro,XGB_Depth6,2020,2021,+1 Yr,0.2764
Micro,XGB_Depth6,2020,2022,+1 Yr,0.2381
Micro,XGB_Depth6,2020,2023,+1 Yr,0.9124
Micro,XGB_Depth10,2020,2020,+1 Yr,0.7961
Micro,XGB_Depth10,2020,2021,+1 Yr,0.427
Micro,XGB_Depth10,2020,2022,+1 Yr,0.3091
Micro,XGB_Depth10,2020,2023,+1 Yr,0.7127
Micro,CAT_Depth6,2020,2020,+1 Yr,0.9202
Micro,CAT_Depth6,2020,2021,+1 Yr,7.1582
Micro,CAT_Depth6,2020,2022,+1 Yr,1.8131
Micro,CAT_Depth6,2020,2023,+1 Yr,2.8143
Micro,CAT_Depth10,2020,2020,+1 Yr,0.8216
Micro,CAT_Depth10,2020,2021,+1 Yr,6.5251
Micro,CAT_Depth10,2020,2022,+1 Yr,1.8707
Micro,CAT_Depth10,2020,2023,+1 Yr,3.1648
Micro,LGBM_Depth6,2021,2021,+1 Yr,2.4621
Micro,LGBM_Depth6,2021,2022,+1 Yr,1.9011
Micro,LGBM_Depth6,2021,2023,+1 Yr,2.6594
Micro,LGBM_Depth10,2021,2021,+1 Yr,2.1227
Micro,LGBM_Depth10,2021,2022,+1 Yr,1.435
Micro,LGBM_Depth10,2021,2023,+1 Yr,3.2071
Micro,XGB_Depth6,2021,2021,+1 Yr,0.2136
Micro,XGB_Depth6,2021,2022,+1 Yr,0.2561
Micro,XGB_Depth6,2021,2023,+1 Yr,3.9428
Micro,XGB_Depth10,2021,2021,+1 Yr,0.3932
Micro,XGB_Depth10,2021,2022,+1 Yr,0.2391
Micro,XGB_Depth10,2021,2023,+1 Yr,3.3723
Micro,CAT_Depth6,2021,2021,+1 Yr,7.7327
Micro,CAT_Depth6,2021,2022,+1 Yr,1.6795
Micro,CAT_Depth6,2021,2023,+1 Yr,2.4206
Micro,CAT_Depth10,2021,2021,+1 Yr,6.1235
Micro,CAT_Depth10,2021,2022,+1 Yr,1.625
Micro,CAT_Depth10,2021,2023,+1 Yr,2.7328
Micro,LGBM_Depth6,2022,2022,+1 Yr,1.865
Micro,LGBM_Depth6,2022,2023,+1 Yr,1.5275
Micro,LGBM_Depth10,2022,2022,+1 Yr,1.7956
Micro,LGBM_Depth10,2022,2023,+1 Yr,1.2403
Micro,XGB_Depth6,2022,2022,+1 Yr,0.6836
Micro,XGB_Depth6,2022,2023,+1 Yr,1.5277
Micro,XGB_Depth10,2022,2022,+1 Yr,0.6973
Micro,XGB_Depth10,2022,2023,+1 Yr,1.4945
Micro,CAT_Depth6,2022,2022,+1 Yr,0.9536
Micro,CAT_Depth6,2022,2023,+1 Yr,2.6358
Micro,CAT_Depth10,2022,2022,+1 Yr,0.7368
Micro,CAT_Depth10,2022,2023,+1 Yr,1.2214
Micro,LGBM_Depth6,2023,2023,+1 Yr,1.889
Micro,LGBM_Depth10,2023,2023,+1 Yr,2.0066
Micro,XGB_Depth6,2023,2023,+1 Yr,5.1516
Micro,XGB_Depth10,2023,2023,+1 Yr,3.9599
Micro,CAT_Depth6,2023,2023,+1 Yr,1.4615
Micro,CAT_Depth10,2023,2023,+1 Yr,1.1125
Micro,LGBM_Depth6,2018,2018,+2 Yr,0.2866
Micro,LGBM_Depth6,2018,2019,+2 Yr,0.2055
Micro,LGBM_Depth6,2018,2020,+2 Yr,0.3959
Micro,LGBM_Depth6,2018,2021,+2 Yr,1.0433
Micro,LGBM_Depth6,2018,2022,+2 Yr,4.1168
Micro,LGBM_Depth10,2018,2018,+2 Yr,0.7698
Micro,LGBM_Depth10,2018,2019,+2 Yr,0.3527
Micro,LGBM_Depth10,2018,2020,+2 Yr,0.2216
Micro,LGBM_Depth10,2018,2021,+2 Yr,0.9057
Micro,LGBM_Depth10,2018,2022,+2 Yr,5.0338
Micro,XGB_Depth6,2018,2018,+2 Yr,0.8907
Micro,XGB_Depth6,2018,2019,+2 Yr,0.8798
Micro,XGB_Depth6,2018,2020,+2 Yr,0.9572
Micro,XGB_Depth6,2018,2021,+2 Yr,0.8992
Micro,XGB_Depth6,2018,2022,+2 Yr,0.3553
Micro,XGB_Depth10,2018,2018,+2 Yr,0.8992
Micro,XGB_Depth10,2018,2019,+2 Yr,0.8968
Micro,XGB_Depth10,2018,2020,+2 Yr,0.9614
Micro,XGB_Depth10,2018,2021,+2 Yr,0.9306
Micro,XGB_Depth10,2018,2022,+2 Yr,0.3512
Micro,CAT_Depth6,2018,2018,+2 Yr,0.0533
Micro,CAT_Depth6,2018,2019,+2 Yr,0.9789
Micro,CAT_Depth6,2018,2020,+2 Yr,1.8755
Micro,CAT_Depth6,2018,2021,+2 Yr,2.7903
Micro,CAT_Depth6,2018,2022,+2 Yr,1.4313
Micro,CAT_Depth10,2018,2018,+2 Yr,0.1263
Micro,CAT_Depth10,2018,2019,+2 Yr,1.1761
Micro,CAT_Depth10,2018,2020,+2 Yr,2.6723
Micro,CAT_Depth10,2018,2021,+2 Yr,1.9708
Micro,CAT_Depth10,2018,2022,+2 Yr,2.3169
Micro,LGBM_Depth6,2019,2019,+2 Yr,0.6794
Micro,LGBM_Depth6,2019,2020,+2 Yr,0.072
Micro,LGBM_Depth6,2019,2021,+2 Yr,0.9788
Micro,LGBM_Depth6,2019,2022,+2 Yr,3.419
Micro,LGBM_Depth10,2019,2019,+2 Yr,0.9144
Micro,LGBM_Depth10,2019,2020,+2 Yr,0.1571
Micro,LGBM_Depth10,2019,2021,+2 Yr,0.6734
Micro,LGBM_Depth10,2019,2022,+2 Yr,4.3571
Micro,XGB_Depth6,2019,2019,+2 Yr,0.7227
Micro,XGB_Depth6,2019,2020,+2 Yr,0.8851
Micro,XGB_Depth6,2019,2021,+2 Yr,0.7575
Micro,XGB_Depth6,2019,2022,+2 Yr,0.0124
Micro,XGB_Depth10,2019,2019,+2 Yr,0.7684
Micro,XGB_Depth10,2019,2020,+2 Yr,0.9245
Micro,XGB_Depth10,2019,2021,+2 Yr,0.7856
Micro,XGB_Depth10,2019,2022,+2 Yr,0.1024
Micro,CAT_Depth6,2019,2019,+2 Yr,0.6826
Micro,CAT_Depth6,2019,2020,+2 Yr,1.9648
Micro,CAT_Depth6,2019,2021,+2 Yr,2.8836
Micro,CAT_Depth6,2019,2022,+2 Yr,2.3181
Micro,CAT_Depth10,2019,2019,+2 Yr,1.3381
Micro,CAT_Depth10,2019,2020,+2 Yr,1.9189
Micro,CAT_Depth10,2019,2021,+2 Yr,1.7553
Micro,CAT_Depth10,2019,2022,+2 Yr,1.9068
Micro,LGBM_Depth6,2020,2020,+2 Yr,0.2159
Micro,LGBM_Depth6,2020,2021,+2 Yr,0.76
Micro,LGBM_Depth6,2020,2022,+2 Yr,2.8022
Micro,LGBM_Depth10,2020,2020,+2 Yr,0.2406
Micro,LGBM_Depth10,2020,2021,+2 Yr,0.7467
Micro,LGBM_Depth10,2020,2022,+2 Yr,3.2477
Micro,XGB_Depth6,2020,2020,+2 Yr,0.7828
Micro,XGB_Depth6,2020,2021,+2 Yr,0.65
Micro,XGB_Depth6,2020,2022,+2 Yr,0.7621
Micro,XGB_Depth10,2020,2020,+2 Yr,0.8252
Micro,XGB_Depth10,2020,2021,+2 Yr,0.7127
Micro,XGB_Depth10,2020,2022,+2 Yr,0.8289
Micro,CAT_Depth6,2020,2020,+2 Yr,0.6702
Micro,CAT_Depth6,2020,2021,+2 Yr,1.833
Micro,CAT_Depth6,2020,2022,+2 Yr,0.7897
Micro,CAT_Depth10,2020,2020,+2 Yr,2.6661
Micro,CAT_Depth10,2020,2021,+2 Yr,1.8126
Micro,CAT_Depth10,2020,2022,+2 Yr,0.5913
Micro,LGBM_Depth6,2021,2021,+2 Yr,0.6977
Micro,LGBM_Depth6,2021,2022,+2 Yr,3.4586
Micro,LGBM_Depth10,2021,2021,+2 Yr,0.4765
Micro,LGBM_Depth10,2021,2022,+2 Yr,4.0916
Micro,XGB_Depth6,2021,2021,+2 Yr,0.5815
Micro,XGB_Depth6,2021,2022,+2 Yr,1.0333
Micro,XGB_Depth10,2021,2021,+2 Yr,0.6641
Micro,XGB_Depth10,2021,2022,+2 Yr,0.7513
Micro,CAT_Depth6,2021,2021,+2 Yr,1.5693
Micro,CAT_Depth6,2021,2022,+2 Yr,1.2452
Micro,CAT_Depth10,2021,2021,+2 Yr,1.8563
Micro,CAT_Depth10,2021,2022,+2 Yr,1.3644
Micro,LGBM_Depth6,2022,2022,+2 Yr,2.0592
Micro,LGBM_Depth10,2022,2022,+2 Yr,2.5943
Micro,XGB_Depth6,2022,2022,+2 Yr,1.309
Micro,XGB_Depth10,2022,2022,+2 Yr,1.3492
Micro,CAT_Depth6,2022,2022,+2 Yr,1.0021
Micro,CAT_Depth10,2022,2022,+2 Yr,0.7227
Micro,LGBM_Depth6,2018,2018,+3 Yr,0.2463
Micro,LGBM_Depth6,2018,2019,+3 Yr,1.3428
Micro,LGBM_Depth6,2018,2020,+3 Yr,0.136
Micro,LGBM_Depth6,2018,2021,+3 Yr,1.4306
Micro,LGBM_Depth10,2018,2018,+3 Yr,0.0062
Micro,LGBM_Depth10,2018,2019,+3 Yr,1.0929
Micro,LGBM_Depth10,2018,2020,+3 Yr,0.0952
Micro,LGBM_Depth10,2018,2021,+3 Yr,1.1983
Micro,XGB_Depth6,2018,2018,+3 Yr,0.8629
Micro,XGB_Depth6,2018,2019,+3 Yr,0.19
Micro,XGB_Depth6,2018,2020,+3 Yr,0.7333
Micro,XGB_Depth6,2018,2021,+3 Yr,1.6279
Micro,XGB_Depth10,2018,2018,+3 Yr,0.9111
Micro,XGB_Depth10,2018,2019,+3 Yr,0.0588
Micro,XGB_Depth10,2018,2020,+3 Yr,0.7655
Micro,XGB_Depth10,2018,2021,+3 Yr,1.5109
Micro,CAT_Depth6,2018,2018,+3 Yr,0.4524
Micro,CAT_Depth6,2018,2019,+3 Yr,1.2413
Micro,CAT_Depth6,2018,2020,+3 Yr,0.0794
Micro,CAT_Depth6,2018,2021,+3 Yr,3.2137
Micro,CAT_Depth10,2018,2018,+3 Yr,0.2493
Micro,CAT_Depth10,2018,2019,+3 Yr,1.3334
Micro,CAT_Depth10,2018,2020,+3 Yr,0.0295
Micro,CAT_Depth10,2018,2021,+3 Yr,3.2288
Micro,LGBM_Depth6,2019,2019,+3 Yr,1.1517
Micro,LGBM_Depth6,2019,2020,+3 Yr,0.2645
Micro,LGBM_Depth6,2019,2021,+3 Yr,0.9188
Micro,LGBM_Depth10,2019,2019,+3 Yr,1.0655
Micro,LGBM_Depth10,2019,2020,+3 Yr,0.039
Micro,LGBM_Depth10,2019,2021,+3 Yr,0.5005
Micro,XGB_Depth6,2019,2019,+3 Yr,0.0024
Micro,XGB_Depth6,2019,2020,+3 Yr,0.1908
Micro,XGB_Depth6,2019,2021,+3 Yr,3.8939
Micro,XGB_Depth10,2019,2019,+3 Yr,0.4093
Micro,XGB_Depth10,2019,2020,+3 Yr,0.1114
Micro,XGB_Depth10,2019,2021,+3 Yr,4.9589
Micro,CAT_Depth6,2019,2019,+3 Yr,0.8553
Micro,CAT_Depth6,2019,2020,+3 Yr,0.0406
Micro,CAT_Depth6,2019,2021,+3 Yr,1.6236
Micro,CAT_Depth10,2019,2019,+3 Yr,1.0975
Micro,CAT_Depth10,2019,2020,+3 Yr,0.2712
Micro,CAT_Depth10,2019,2021,+3 Yr,2.5083
Micro,LGBM_Depth6,2020,2020,+3 Yr,0.3825
Micro,LGBM_Depth6,2020,2021,+3 Yr,1.3218
Micro,LGBM_Depth10,2020,2020,+3 Yr,0.1343
Micro,LGBM_Depth10,2020,2021,+3 Yr,0.6485
Micro,XGB_Depth6,2020,2020,+3 Yr,0.689
Micro,XGB_Depth6,2020,2021,+3 Yr,1.9327
Micro,XGB_Depth10,2020,2020,+3 Yr,0.7129
Micro,XGB_Depth10,2020,2021,+3 Yr,2.646
Micro,CAT_Depth6,2020,2020,+3 Yr,0.053
Micro,CAT_Depth6,2020,2021,+3 Yr,2.4306
Micro,CAT_Depth10,2020,2020,+3 Yr,0.3722
Micro,CAT_Depth10,2020,2021,+3 Yr,2.4474
Micro,LGBM_Depth6,2021,2021,+3 Yr,4.86
Micro,LGBM_Depth10,2021,2021,+3 Yr,4.1838
Micro,XGB_Depth6,2021,2021,+3 Yr,4.0915
Micro,XGB_Depth10,2021,2021,+3 Yr,5.0802
Micro,CAT_Depth6,2021,2021,+3 Yr,2.7646
Micro,CAT_Depth10,2021,2021,+3 Yr,2.1457
Absolute,LGBM_Depth6,2018,2018,Self,0.3981
Absolute,LGBM_Depth6,2018,2019,Self,0.3943
Absolute,LGBM_Depth6,2018,2020,Self,0.6204
Absolute,LGBM_Depth6,2018,2021,Self,0.7446
Absolute,LGBM_Depth6,2018,2022,Self,0.6418
Absolute,LGBM_Depth6,2018,2023,Self,0.7268
Absolute,LGBM_Depth6,2018,2024,Self,0.5086
Absolute,LGBM_Depth10,2018,2018,Self,0.4432
Absolute,LGBM_Depth10,2018,2019,Self,0.5018
Absolute,LGBM_Depth10,2018,2020,Self,0.8256
Absolute,LGBM_Depth10,2018,2021,Self,0.7174
Absolute,LGBM_Depth10,2018,2022,Self,0.754
Absolute,LGBM_Depth10,2018,2023,Self,0.8615
Absolute,LGBM_Depth10,2018,2024,Self,0.7052
Absolute,XGB_Depth6,2018,2018,Self,0.7102
Absolute,XGB_Depth6,2018,2019,Self,0.9613
Absolute,XGB_Depth6,2018,2020,Self,0.9693
Absolute,XGB_Depth6,2018,2021,Self,0.8823
Absolute,XGB_Depth6,2018,2022,Self,0.9015
Absolute,XGB_Depth6,2018,2023,Self,0.9384
Absolute,XGB_Depth6,2018,2024,Self,0.9669
Absolute,XGB_Depth10,2018,2018,Self,0.8543
Absolute,XGB_Depth10,2018,2019,Self,0.9161
Absolute,XGB_Depth10,2018,2020,Self,0.9831
Absolute,XGB_Depth10,2018,2021,Self,0.9278
Absolute,XGB_Depth10,2018,2022,Self,0.8892
Absolute,XGB_Depth10,2018,2023,Self,0.9669
Absolute,XGB_Depth10,2018,2024,Self,0.9676
Absolute,CAT_Depth6,2018,2018,Self,0.4589
Absolute,CAT_Depth6,2018,2019,Self,0.4505
Absolute,CAT_Depth6,2018,2020,Self,0.4389
Absolute,CAT_Depth6,2018,2021,Self,0.6388
Absolute,CAT_Depth6,2018,2022,Self,0.7865
Absolute,CAT_Depth6,2018,2023,Self,1.3106
Absolute,CAT_Depth6,2018,2024,Self,0.4936
Absolute,CAT_Depth10,2018,2018,Self,0.4596
Absolute,CAT_Depth10,2018,2019,Self,0.4891
Absolute,CAT_Depth10,2018,2020,Self,0.5344
Absolute,CAT_Depth10,2018,2021,Self,0.6552
Absolute,CAT_Depth10,2018,2022,Self,0.7789
Absolute,CAT_Depth10,2018,2023,Self,1.474
Absolute,CAT_Depth10,2018,2024,Self,0.5485
Absolute,LGBM_Depth6,2019,2019,Self,0.5859
Absolute,LGBM_Depth6,2019,2020,Self,0.5112
Absolute,LGBM_Depth6,2019,2021,Self,0.6387
Absolute,LGBM_Depth6,2019,2022,Self,0.3079
Absolute,LGBM_Depth6,2019,2023,Self,0.8107
Absolute,LGBM_Depth6,2019,2024,Self,0.7317
Absolute,LGBM_Depth10,2019,2019,Self,0.8432
Absolute,LGBM_Depth10,2019,2020,Self,0.6841
Absolute,LGBM_Depth10,2019,2021,Self,0.61
Absolute,LGBM_Depth10,2019,2022,Self,0.5952
Absolute,LGBM_Depth10,2019,2023,Self,0.8533
Absolute,LGBM_Depth10,2019,2024,Self,0.5734
Absolute,XGB_Depth6,2019,2019,Self,0.7526
Absolute,XGB_Depth6,2019,2020,Self,0.9765
Absolute,XGB_Depth6,2019,2021,Self,0.8575
Absolute,XGB_Depth6,2019,2022,Self,0.8443
Absolute,XGB_Depth6,2019,2023,Self,0.9261
Absolute,XGB_Depth6,2019,2024,Self,0.9011
Absolute,XGB_Depth10,2019,2019,Self,0.8379
Absolute,XGB_Depth10,2019,2020,Self,0.9814
Absolute,XGB_Depth10,2019,2021,Self,0.8719
