parcel_id,year,lr_score,diff_score,ensemble_score,lr_cal,diff_cal,ens_cal,actual,lat,lon
0135090409,2021,0.01414,0.19993,0.10704,0.088432,0.026532,0.01252,0,30.345889,-97.782003
R442763,2021,0.01833,0.00205,0.01019,0.100838,0.0,8.1e-05,0,30.436902,-97.765408
0420300212,2021,0.01403,0.10036,0.0572,0.088081,0.003342,0.00311,0,30.199691,-97.853394
0262300907,2021,0.01398,0.13512,0.07455,0.087922,0.007981,0.005562,0,30.414546,-97.647737
0418381218,2021,0.01401,0.29636,0.15519,0.088017,0.095665,0.02963,0,30.206728,-97.873553
0218410101,2021,0.01195,0.00083,0.00639,0.081163,0.0,3.1e-05,0,30.302752,-97.606526
0127150244,2021,0.0,0.10037,0.05018,0.000142,0.003343,0.002341,0,30.32579,-97.804052
0326360802,2021,0.02253,0.00095,0.01174,0.111829,0.0,0.000109,0,30.181936,-97.638397
0206180430,2021,0.01411,0.39886,0.20648,0.088336,0.256224,0.058857,0,30.267629,-97.688799
0131530323,2021,0.01413,0.19964,0.10689,0.0884,0.02641,0.01248,0,30.34032,-97.912355
0216010401,2021,0.49924,0.00079,0.25001,0.499582,0.0,0.094325,0,30.295192,-97.747689
0215281014,2021,0.01402,0.00278,0.0084,0.088049,0.0,5.4e-05,0,30.288597,-97.660747
0222031016,2021,0.01423,0.29954,0.15689,0.088717,0.099137,0.030404,0,30.313689,-97.739278
0200140221,2021,0.01408,0.29937,0.15673,0.088241,0.098949,0.03033,0,30.250828,-97.70237
0338101622,2021,0.00299,0.00092,0.00196,0.039426,0.0,3e-06,0,30.150509,-97.717443
0304520417,2021,0.01397,0.15313,0.08355,0.08789,0.011624,0.007164,0,30.238079,-97.586531
R359656,2021,0.01399,0.20006,0.10703,0.087954,0.026586,0.012517,0,30.492871,-97.771389
0247280915,2021,0.01398,0.30098,0.15748,0.087922,0.100739,0.030675,0,30.3797,-97.660273
0215180915,2021,0.2227,0.00084,0.11177,0.33469,0.0,0.013818,0,30.291081,-97.691721
0434150208,2021,0.01399,0.39847,0.20623,0.087954,0.25542,0.058683,0,30.160058,-97.81294
0410301106,2021,0.01402,0.10044,0.05723,0.088049,0.00335,0.003114,0,30.229449,-97.852629
0228060121,2021,0.29468,0.10126,0.19797,0.382323,0.00343,0.053121,0,30.331506,-97.734156
0264180616,2021,0.01402,0.20019,0.1071,0.088049,0.026641,0.012536,0,30.422697,-97.689541
0455050412,2021,0.04998,0.15919,0.10459,0.165398,0.01308,0.011878,0,30.104463,-97.775232
0408300711,2021,0.01403,0.20311,0.10857,0.088081,0.02789,0.012931,0,30.231596,-97.851904
0421140602,2021,0.014,0.3719,0.19295,0.087985,0.204002,0.04991,0,30.190795,-97.792044
0432340608,2021,0.01409,0.284,0.14904,0.088273,0.083001,0.026933,0,30.1656,-97.864131
0162031612,2021,0.01407,0.39975,0.20691,0.088209,0.258066,0.059157,0,30.417191,-97.756654
0142011225,2021,0.0184,0.00078,0.00959,0.101032,0.0,7.1e-05,0,30.365684,-97.75289
0416380834,2021,0.01406,0.36441,0.18924,0.088177,0.190754,0.047618,0,30.209176,-97.879567
0430111024,2021,0.01397,0.20034,0.10716,0.08789,0.026704,0.012552,0,30.171309,-97.792729
0205101509,2021,0.01408,0.50596,0.26002,0.088241,0.515479,0.10401,0,30.262344,-97.718072
0160050546,2021,0.01407,0.10032,0.05719,0.088209,0.003339,0.003109,0,30.412818,-97.767293
0412380706,2021,0.01404,0.17465,0.09435,0.088113,0.017386,0.009408,0,30.220745,-97.875602
0116081408,2021,0.01413,0.39838,0.20625,0.0884,0.255234,0.058697,0,30.293457,-97.777552
0426190614,2021,0.01399,0.51248,0.26323,0.087954,0.532383,0.107242,0,30.180804,-97.815783
0254400602,2021,0.01399,0.29936,0.15667,0.087954,0.098938,0.030303,0,30.391904,-97.618999
0217160806,2021,0.01399,0.28584,0.14991,0.087954,0.084804,0.027305,0,30.294462,-97.701582
0235140202,2021,0.00495,0.01381,0.00938,0.05142,1.5e-05,6.8e-05,0,30.347,-97.706041
0258180614,2021,0.0,0.23235,0.11618,0.000142,0.042915,0.015098,0,30.406958,-97.689809
0200080403,2021,0.01407,0.07366,0.04386,0.088209,0.00139,0.001751,0,30.252246,-97.726339
0237100205,2021,0.01412,0.36583,0.18997,0.088368,0.193222,0.048063,0,30.352845,-97.717043
R424569,2021,0.01408,0.19997,0.10703,0.088241,0.026548,0.012517,0,30.496799,-97.790786
0209091903,2021,0.01409,0.29957,0.15683,0.088273,0.09917,0.030376,0,30.276696,-97.719001
0206032601,2021,0.02795,0.00102,0.01449,0.124482,0.0,0.000169,0,30.271739,-97.741969
0215162827,2021,0.01388,0.10022,0.05705,0.087601,0.003329,0.003093,0,30.292162,-97.696576
0133500216,2021,0.01405,0.19961,0.10683,0.088145,0.026398,0.012464,0,30.343091,-97.907361
0412340301,2021,0.01405,0.20014,0.1071,0.088145,0.02662,0.012536,0,30.222809,-97.85787
0100031325,2021,0.01404,0.10042,0.05723,0.088113,0.003348,0.003114,0,30.255062,-97.758648
0129230219,2021,0.01893,0.40162,0.21027,0.102485,0.261958,0.061533,0,30.332058,-97.824323
0414181218,2021,0.01403,0.38493,0.19948,0.088081,0.228368,0.054111,0,30.209292,-97.809398
0272280401,2021,0.014,0.1003,0.05715,0.087985,0.003337,0.003104,0,30.445444,-97.661244
0217130104,2021,0.49817,0.0008,0.24949,0.498994,0.0,0.093838,0,30.296838,-97.707914
0203520238,2021,0.0041,0.10257,0.05333,0.046576,0.003559,0.002671,0,30.257525,-97.584199
0218030912,2021,0.35596,0.0008,0.17838,0.419238,0.0,0.041295,0,30.301373,-97.737863
0125090614,2021,0.01425,0.22128,0.11777,0.088781,0.036661,0.015577,0,30.317817,-97.782513
0126010913,2021,0.01418,0.39652,0.20535,0.088559,0.251418,0.058074,0,30.32122,-97.753382
0356310502,2021,0.01412,0.29367,0.1539,0.088368,0.092798,0.029051,0,30.095282,-97.6615
0430360708,2021,0.01405,0.19998,0.10701,0.088145,0.026553,0.012512,0,30.172046,-97.868443
0270200846,2021,0.01403,0.29954,0.15679,0.088081,0.099137,0.030358,0,30.437572,-97.682227
0101230211,2021,0.01402,0.17375,0.09389,0.088049,0.017111,0.009305,0,30.251967,-97.830227
0101090604,2021,0.01411,0.19061,0.10236,0.088336,0.022829,0.01131,0,30.254799,-97.780977
0270280735,2021,0.01396,0.19996,0.10696,0.087858,0.026544,0.012499,0,30.439297,-97.65625
0243460317,2021,0.01398,0.00088,0.00743,0.087922,0.0,4.2e-05,0,30.364614,-97.609056
0243430117,2021,0.01398,0.53936,0.27667,0.087922,0.601053,0.121449,0,30.366024,-97.612841
0436340116,2021,0.00749,0.00086,0.00417,0.063811,0.0,1.3e-05,0,30.156606,-97.86048
R513284,2021,0.01408,0.39259,0.20334,0.088241,0.24346,0.056697,0,30.463993,-97.762385
0328430912,2021,0.01397,0.37938,0.19668,0.08789,0.217786,0.052283,0,30.172525,-97.615916
0247300216,2021,0.01398,0.09844,0.05621,0.087922,0.003162,0.002994,0,30.377542,-97.652865
0168150324,2021,0.0,0.00079,0.0004,0.000142,0.0,0.0,0,30.432948,-97.800037
0204100519,2021,0.01403,0.20144,0.10773,0.088081,0.027171,0.012704,0,30.261817,-97.716033
0239480115,2021,0.01396,0.00093,0.00744,0.087858,0.0,4.2e-05,0,30.35606,-97.600823
0338131207,2021,0.16882,0.00149,0.08515,0.293981,0.0,0.007474,0,30.146133,-97.710054
0217162001,2021,0.01402,0.1997,0.10686,0.088049,0.026435,0.012472,0,30.293317,-97.699635
0160090507,2021,0.01408,0.29918,0.15663,0.088241,0.09874,0.030284,0,30.414462,-97.778028
0140030709,2021,0.01429,0.09986,0.05707,0.088907,0.003295,0.003095,0,30.3593,-97.759392
0445071201,2021,0.02467,0.10053,0.0626,0.117003,0.003359,0.003787,0,30.129992,-97.777121
0264031014,2021,0.01408,0.30008,0.15708,0.088241,0.099735,0.030491,0,30.421799,-97.73394
0215181202,2021,0.05201,0.09794,0.07498,0.168605,0.003116,0.005633,0,30.293222,-97.694024
0236091035,2021,0.01412,0.39278,0.20345,0.088368,0.243841,0.056772,0,30.350552,-97.72033
0109400117,2021,0.01438,0.00225,0.00832,0.089191,0.0,5.3e-05,0,30.277479,-97.881541
0115340207,2021,0.01436,0.19394,0.10415,0.089128,0.024105,0.011764,0,30.295677,-97.862077
0106160703,2021,0.01402,0.19998,0.107,0.088049,0.026553,0.012509,0,30.268002,-97.801856
0133043620,2021,0.00466,0.09509,0.04987,0.049817,0.002863,0.00231,0,30.340754,-97.763126
0204051703,2021,0.03908,0.00079,0.01993,0.146779,0.0,0.000329,0,30.261739,-97.732488
0137500816,2021,0.01406,0.29963,0.15684,0.088177,0.099237,0.030381,0,30.35465,-97.9048
0145300901,2021,0.01414,0.2001,0.10712,0.088432,0.026603,0.012541,0,30.37694,-97.853235
0254430257,2021,0.01395,0.001,0.00747,0.087826,0.0,4.2e-05,0,30.392138,-97.61501
0223300113,2021,0.01401,0.20058,0.1073,0.088017,0.026805,0.012589,0,30.312281,-97.652537
0330400609,2021,0.01394,0.19965,0.10679,0.087794,0.026414,0.012453,0,30.170349,-97.628798
0445050903,2021,0.01396,0.00082,0.00739,0.087858,0.0,4.2e-05,0,30.130273,-97.774804
0131580102,2021,0.01464,0.10043,0.05754,0.090006,0.003349,0.003151,0,30.339032,-97.926924
0147050116,2021,0.01408,0.19987,0.10698,0.088241,0.026506,0.012504,0,30.377119,-97.764951
0239330719,2021,0.01401,0.09996,0.05699,0.088017,0.003304,0.003085,0,30.355803,-97.64345
0304521121,2021,0.01397,0.29485,0.15441,0.08789,0.094048,0.029279,0,30.239786,-97.588539
0131030210,2021,0.01417,0.19995,0.10706,0.088527,0.02654,0.012525,0,30.334061,-97.762271
0417270116,2021,0.01407,0.19998,0.10702,0.088209,0.026553,0.012514,0,30.202652,-97.836938
0256160107,2021,0.014,0.10135,0.05767,0.087985,0.003438,0.003166,0,30.400663,-97.699794
0243131302,2021,0.03858,0.00079,0.01969,0.145859,0.0,0.00032,0,30.369129,-97.709307
0147530120,2021,0.01419,0.19999,0.10709,0.08859,0.026557,0.012533,0,30.38389,-97.913444
0128000904,2021,0.01408,0.01024,0.01216,0.088241,7e-06,0.000117,0,30.327056,-97.749965
0112050612,2021,0.01416,0.102,0.05808,0.088495,0.003502,0.003215,0,30.282998,-97.767421
0330080733,2021,0.01397,0.00138,0.00767,0.08789,0.0,4.5e-05,0,30.169322,-97.727245
0416000130,2021,0.01402,0.35494,0.18448,0.088049,0.174806,0.044776,0,30.200114,-97.753846
0166111105,2021,0.0,0.10034,0.05017,0.000142,0.003341,0.00234,0,30.431025,-97.786013
0204190424,2021,0.01407,0.2002,0.10713,0.088209,0.026645,0.012544,0,30.261217,-97.687399
R065244,2021,0.01467,0.19942,0.10705,0.0901,0.026318,0.012522,0,30.445437,-97.769515
0448080131,2021,0.00595,0.08554,0.04574,0.056612,0.002118,0.001917,0,30.132712,-97.762141
0218500303,2021,0.01281,0.06717,0.03999,0.084095,0.001074,0.001436,0,30.300125,-97.585847
0254160528,2021,0.01405,0.20602,0.11003,0.088145,0.029178,0.013331,0,30.395344,-97.700076
R547388,2021,0.01403,0.09997,0.057,0.088081,0.003305,0.003087,0,30.486474,-97.791798
0254130211,2021,0.01399,0.39462,0.2043,0.087954,0.247553,0.057352,0,30.394337,-97.704933
0229181216,2021,0.29408,0.26502,0.27955,0.381948,0.065994,0.124635,0,30.329989,-97.693344
0434191804,2021,0.01399,0.39726,0.20563,0.087954,0.252933,0.058267,0,30.163265,-97.820179
0205520309,2021,0.01394,0.39786,0.2059,0.087794,0.254164,0.058454,0,30.259068,-97.587433
0330061016,2021,0.01395,0.20179,0.10787,0.087826,0.02732,0.012742,0,30.170911,-97.731683
0419191433,2021,0.01405,0.49813,0.25609,0.088145,0.495142,0.100137,0,30.19874,-97.811578
0103060607,2021,0.01419,0.4,0.2071,0.08859,0.258584,0.05929,0,30.260534,-97.768982
0218700912,2021,0.006,0.00081,0.0034,0.05686,0.0,8e-06,0,30.298225,-97.515931
0270200658,2021,0.29405,0.16007,0.22706,0.381929,0.013302,0.074313,0,30.436951,-97.679841
R46370,2021,0.16882,0.09975,0.13428,0.293981,0.003284,0.021099,0,30.106953,-97.590829
0152030535,2021,0.01408,0.28287,0.14848,0.088241,0.081908,0.026696,0,30.391114,-97.76022
0206090307,2021,0.01413,0.00078,0.00746,0.0884,0.0,4.2e-05,0,30.267978,-97.724313
0200100111,2021,0.0141,0.17459,0.09434,0.088304,0.017368,0.009406,0,30.251945,-97.716993
0168090727,2021,0.0,0.18814,0.09407,0.000142,0.021915,0.009345,0,30.436583,-97.780443
0356410304,2021,0.00344,0.00099,0.00222,0.04246,0.0,3e-06,0,30.106375,-97.608203
0131190327,2021,0.01417,0.10053,0.05735,0.088527,0.003359,0.003128,0,30.338359,-97.809735
0330061008,2021,0.01395,0.49862,0.25628,0.087826,0.496415,0.100322,0,30.170642,-97.731935
0304521514,2021,0.01395,0.19983,0.10689,0.087826,0.02649,0.01248,0,30.237506,-97.588135
0119001501,2021,0.01007,0.00338,0.00673,0.074346,0.0,3.4e-05,0,30.305211,-97.749042
0418301808,2021,0.01405,0.28831,0.15118,0.088145,0.08727,0.027853,0,30.204886,-97.855741
0147031213,2021,0.01407,0.20002,0.10704,0.088209,0.026569,0.01252,0,30.37819,-97.754412
0252402206,2021,0.16882,0.00293,0.08587,0.293981,0.0,0.007616,0,30.386191,-97.623111
0410091513,2021,0.01407,0.14138,0.07772,0.088209,0.009137,0.0061,0,30.222501,-97.7778
0440151424,2021,0.01396,0.09576,0.05486,0.087858,0.002921,0.00284,0,30.141951,-97.808402
0404440506,2021,0.01401,0.22753,0.12077,0.088017,0.040103,0.016505,0,30.243514,-97.888617
0443280308,2021,0.01573,0.09373,0.05473,0.093343,0.002747,0.002826,0,30.14161,-97.845215
0152030511,2021,0.01407,0.10036,0.05722,0.088209,0.003342,0.003113,0,30.391924,-97.76066
0414400406,2021,0.01403,0.20005,0.10704,0.088081,0.026582,0.01252,0,30.215583,-97.887447
0205521816,2021,0.003,0.10052,0.05176,0.039496,0.003358,0.002503,0,30.261696,-97.58913
0421020115,2021,0.29389,0.47173,0.38281,0.381829,0.427006,0.272206,0,30.194017,-97.755067
0145340121,2021,0.4815,0.58543,0.53347,0.489828,0.710236,0.568583,0,30.377652,-97.856402
0272300809,2021,0.01409,0.199,0.10655,0.088273,0.026144,0.01239,0,30.443156,-97.651342
0247260310,2021,0.01406,0.19687,0.10547,0.088177,0.025271,0.012106,0,30.375934,-97.664252
0231091123,2021,0.01408,0.19977,0.10693,0.088241,0.026465,0.012491,0,30.333066,-97.719803
0137500851,2021,0.01407,0.15405,0.08406,0.088209,0.011837,0.007262,0,30.353504,-97.904652
0223090615,2021,0.01408,0.29912,0.1566,0.088241,0.098673,0.030271,0,30.314199,-97.721473
0426210322,2021,0.0,0.19945,0.09972,0.000142,0.026331,0.01066,0,30.184681,-97.824985
0237461110,2021,0.01397,0.39364,0.2038,0.08789,0.245572,0.05701,0,30.351182,-97.604833
0230040605,2021,0.01418,0.29955,0.15687,0.088559,0.099148,0.030394,0,30.333929,-97.741918
0254301501,2021,0.01398,0.59652,0.30525,0.087922,0.734139,0.155334,0,30.391856,-97.648748
0145580720,2021,0.01406,0.29951,0.15678,0.088177,0.099104,0.030353,0,30.375076,-97.923707
0430360906,2021,0.01409,0.39848,0.20628,0.088273,0.255441,0.058718,0,30.170798,-97.868875
R361213,2021,0.00883,0.11067,0.05975,0.069481,0.004435,0.00342,0,30.457511,-97.760367
0440150607,2021,0.01401,0.3029,0.15846,0.088017,0.102903,0.031129,0,30.146074,-97.806945
0207170314,2021,0.01408,0.3946,0.20434,0.088241,0.247512,0.057379,0,30.270451,-97.693763
R381825,2021,0.05174,0.10367,0.07771,0.168183,0.00367,0.006098,0,30.473208,-97.777338
0113110513,2021,0.01431,0.30619,0.16025,0.08897,0.106688,0.03197,0,30.286103,-97.790897
0147110549,2021,0.01406,0.18347,0.09877,0.088177,0.02026,0.010432,0,30.378496,-97.788707
0400000906,2021,0.01403,0.21496,0.1145,0.088081,0.033409,0.014603,0,30.249153,-97.751397
0225691102,2021,0.01394,0.20003,0.10698,0.087794,0.026574,0.012504,0,30.311769,-97.53017
0101250327,2021,0.01407,0.09975,0.05691,0.088209,0.003284,0.003076,0,30.256493,-97.837683
0404210527,2021,0.01403,0.19989,0.10696,0.088081,0.026515,0.012499,0,30.24274,-97.824275
0217160210,2021,0.01413,0.20003,0.10708,0.0884,0.026574,0.01253,0,30.295215,-97.702154
0406070401,2021,0.04998,0.10076,0.07537,0.165398,0.003381,0.005698,0,30.238392,-97.776866
0258331908,2021,0.01395,0.19951,0.10673,0.087826,0.026356,0.012437,0,30.40685,-97.645644
0172150411,2021,0.01409,0.09919,0.05664,0.088273,0.003232,0.003044,0,30.443959,-97.799908
0422480805,2021,0.01408,0.20175,0.10791,0.088241,0.027303,0.012753,0,30.197274,-97.901237
0416030108,2021,0.00481,0.00111,0.00296,0.050652,0.0,6e-06,0,30.206736,-97.758456
0235230201,2021,0.20174,0.29628,0.24901,0.319515,0.095579,0.09339,0,30.344576,-97.67593
0210112010,2021,0.0141,0.19339,0.10375,0.088304,0.023891,0.011662,0,30.278338,-97.713105
0402400302,2021,0.00589,0.00085,0.00337,0.056313,0.0,8e-06,0,30.248107,-97.880005
0421010270,2021,0.01404,0.00083,0.00743,0.088113,0.0,4.2e-05,0,30.191579,-97.753301
0141480404,2021,0.014,0.29764,0.15582,0.087985,0.097052,0.029915,0,30.36684,-97.896942
0225030816,2021,0.01412,0.45609,0.2351,0.088368,0.387587,0.080982,0,30.320083,-97.742817
0336030608,2021,0.01394,0.00387,0.00891,0.087794,1e-06,6.1e-05,0,30.154491,-97.739566
0406150513,2021,0.02462,0.38468,0.20465,0.116885,0.227885,0.057592,0,30.237113,-97.805668
0241140515,2021,0.29392,0.00084,0.14738,0.381848,0.0,0.026233,0,30.364836,-97.707459
0272300801,2021,0.29412,0.25501,0.27456,0.381973,0.058136,0.119146,0,30.44114,-97.653592
0410340310,2021,0.0889,0.30607,0.19748,0.217707,0.106548,0.052802,0,30.2272,-97.857638
0426231228,2021,0.01402,0.39828,0.20615,0.088049,0.255028,0.058628,0,30.185424,-97.833085
0142110915,2021,0.01423,0.30006,0.15714,0.088717,0.099713,0.030518,0,30.364299,-97.782412
0338491801,2021,0.16882,0.10083,0.13483,0.293981,0.003388,0.0213,0,30.142919,-97.594535
0234070312,2021,0.01407,0.19949,0.10678,0.088209,0.026348,0.012451,0,30.343723,-97.727131
0208090719,2021,0.99694,0.89671,0.94683,0.960088,0.996368,0.997346,0,30.272787,-97.721048
0217650208,2021,0.02462,0.09984,0.06223,0.116885,0.003293,0.003738,0,30.29178,-97.550091
0210110707,2021,0.01409,0.20005,0.10707,0.088273,0.026582,0.012528,0,30.280424,-97.716507
0428340109,2021,0.00468,0.20018,0.10243,0.049929,0.026637,0.011328,0,30.179241,-97.858538
0349520104,2021,0.00589,0.00078,0.00334,0.056313,0.0,8e-06,0,30.119639,-97.592568
0102070413,2021,0.01415,0.25873,0.13644,0.088463,0.060971,0.021898,0,30.254449,-97.772912
0416111102,2021,0.01406,0.39884,0.20645,0.088177,0.256183,0.058836,0,30.203302,-97.786008
0434341009,2021,0.01413,0.29938,0.15676,0.0884,0.09896,0.030344,0,30.15975,-97.860829
0247280602,2021,0.014,0.10092,0.05746,0.087985,0.003396,0.003141,0,30.37867,-97.659561
0332100307,2021,0.01397,0.29315,0.15356,0.08789,0.09225,0.028899,0,30.162166,-97.720943
0217061502,2021,0.01418,0.35848,0.18633,0.088559,0.180662,0.045868,0,30.297002,-97.729358
0418300139,2021,0.01401,0.2046,0.1093,0.088017,0.028544,0.01313,0,30.207684,-97.853769
R399779,2021,0.04998,0.00097,0.02548,0.165398,0.0,0.000551,0,30.451523,-97.81587
0139150113,2021,0.01412,0.20006,0.10709,0.088368,0.026586,0.012533,0,30.359696,-97.802817
0418300844,2021,0.01407,0.19853,0.1063,0.088209,0.025949,0.012324,0,30.204351,-97.853902
0416360415,2021,0.01402,0.10041,0.05721,0.088049,0.003347,0.003111,0,30.212178,-97.867121
0318360505,2021,0.01361,0.00128,0.00745,0.08673,0.0,4.2e-05,0,30.202036,-97.638869
R22776,2021,0.04998,0.00226,0.02612,0.165398,0.0,0.000581,0,30.134575,-97.570241
R065599,2021,0.01396,0.09698,0.05547,0.087858,0.003029,0.002909,0,30.452949,-97.783717
0241140114,2021,0.01408,0.49987,0.25697,0.088241,0.499662,0.100996,0,30.360602,-97.70375
0254280336,2021,0.014,0.26063,0.13731,0.087985,0.062458,0.022225,0,30.395925,-97.657608
0105160339,2021,0.01408,0.10022,0.05715,0.088241,0.003329,0.003104,0,30.263171,-97.803106
0154300118,2021,0.00483,0.00457,0.0047,0.050762,1e-06,1.6e-05,0,30.400015,-97.851975
R150985,2021,0.04998,0.20011,0.12505,0.165398,0.026607,0.017886,0,30.169475,-97.915951
0410250702,2021,0.01404,0.10366,0.05885,0.088113,0.003669,0.003309,0,30.227512,-97.842164
R359435,2021,0.02462,0.1015,0.06306,0.116885,0.003453,0.003848,0,30.486059,-97.766416
0276200803,2021,0.014,0.0112,0.0126,0.087985,9e-06,0.000126,0,30.456475,-97.683355
0211200407,2021,0.08879,0.39369,0.24124,0.217579,0.245673,0.086322,0,30.279656,-97.681012
0309020513,2021,0.35425,0.00079,0.17752,0.418239,0.0,0.040818,0,30.226707,-97.740648
0410131124,2021,0.01409,0.19946,0.10678,0.088273,0.026335,0.012451,0,30.225641,-97.798014
0332381512,2021,0.0041,0.29083,0.14746,0.046576,0.089838,0.026266,0,30.164661,-97.635381
0426550901,2021,0.01403,0.19905,0.10654,0.088081,0.026164,0.012387,0,30.187633,-97.923716
0204133101,2021,0.04998,0.09902,0.0745,0.165398,0.003216,0.005554,0,30.260053,-97.705119
0430110646,2021,0.01397,0.00438,0.00917,0.08789,1e-06,6.5e-05,0,30.170211,-97.794936
0215281319,2021,0.01405,0.49811,0.25608,0.088145,0.49509,0.100127,0,30.288347,-97.661902
0160070602,2021,0.01408,0.30043,0.15725,0.088241,0.100125,0.030569,0,30.411741,-97.770336
0432300833,2021,0.01403,0.29944,0.15673,0.088081,0.099026,0.03033,0,30.165336,-97.855382
0215050610,2021,0.29835,0.39856,0.34846,0.384609,0.255605,0.216097,0,30.294684,-97.733344
0410111619,2021,0.01408,0.33319,0.17363,0.088241,0.141563,0.038706,0,30.224536,-97.79428
0115230348,2021,0.01836,0.00078,0.00957,0.100921,0.0,7.1e-05,0,30.292809,-97.830078
0221400402,2021,0.01396,0.16286,0.08841,0.087858,0.014023,0.00813,0,30.302979,-97.624539
0131381006,2021,0.01409,0.29996,0.15702,0.088273,0.099602,0.030463,0,30.33649,-97.872484
0409121024,2021,0.01405,0.20011,0.10708,0.088145,0.026607,0.01253,0,30.221528,-97.788497
0420380103,2021,0.01407,0.19988,0.10698,0.088209,0.026511,0.012504,0,30.202723,-97.875233
0131130203,2021,0.0,0.00084,0.00042,0.000142,0.0,0.0,0,30.338825,-97.800155
0203551207,2021,0.01394,0.49409,0.25402,0.087794,0.484651,0.098134,0,30.254135,-97.579953
0206040210,2021,0.00483,0.01532,0.01008,0.050762,2e-05,7.9e-05,0,30.267203,-97.738538
0150601006,2021,0.0888,0.20014,0.14447,0.217591,0.02662,0.025032,0,30.385804,-97.933171
0147010510,2021,0.01419,0.12737,0.07078,0.08859,0.006697,0.00496,0,30.381078,-97.753624
0239230520,2021,0.01405,0.10033,0.05719,0.088145,0.00334,0.003109,0,30.356207,-97.675035
0238081128,2021,0.35398,0.00103,0.1775,0.418081,0.0,0.040807,0,30.353858,-97.723522
0424193112,2021,0.01398,0.19998,0.10698,0.087922,0.026553,0.012504,0,30.18774,-97.818176
0101230921,2021,0.01407,0.01217,0.01312,0.088209,1.1e-05,0.000137,0,30.253901,-97.832142
0322062117,2021,0.01398,0.28311,0.14855,0.087922,0.082139,0.026725,0,30.190914,-97.73477
0245131215,2021,0.01403,0.10041,0.05722,0.088081,0.003347,0.003113,0,30.375673,-97.707325
0312080135,2021,0.01402,0.00085,0.00743,0.088049,0.0,4.2e-05,0,30.22115,-97.724426
0132030506,2021,0.01418,0.23325,0.12372,0.088559,0.043456,0.01745,0,30.339331,-97.760175
0330080713,2021,0.01396,0.41488,0.21442,0.087858,0.290447,0.06455,0,30.169104,-97.728765
R075304,2021,0.04998,0.03993,0.04495,0.165398,0.000258,0.001846,0,30.453074,-97.802658
0254430711,2021,0.01394,0.19997,0.10696,0.087794,0.026548,0.012499,0,30.39151,-97.614527
0266180836,2021,0.01404,0.12333,0.06868,0.088113,0.006089,0.004641,0,30.430077,-97.690804
0428090131,2021,0.01395,0.0012,0.00757,0.087826,0.0,4.4e-05,0,30.176282,-97.787868
0248121003,2021,0.01403,0.19996,0.107,0.088081,0.026544,0.012509,0,30.379214,-97.709981
0400101004,2021,0.01403,0.3455,0.17976,0.088081,0.1598,0.042067,0,30.246821,-97.783535
0264300104,2021,0.01397,0.26597,0.13997,0.08789,0.066779,0.023244,0,30.419703,-97.652066
0122060201,2021,0.01044,0.10015,0.0553,0.075737,0.003322,0.00289,0,30.313201,-97.76985
0266102142,2021,0.01406,0.29285,0.15346,0.088177,0.091936,0.028855,0,30.426865,-97.710325
0447091001,2021,0.16882,0.19777,0.1833,0.293981,0.025637,0.044089,0,30.126675,-97.789247
0227000325,2021,0.01411,0.10702,0.06057,0.088336,0.004024,0.003524,0,30.322851,-97.746243
0439470106,2021,0.01135,0.00176,0.00656,0.079052,0.0,3.2e-05,0,30.159515,-97.883608
0266080704,2021,0.01404,0.19992,0.10698,0.088113,0.026527,0.012504,0,30.426451,-97.719067
0245131008,2021,0.01404,0.00127,0.00765,0.088113,0.0,4.5e-05,0,30.376949,-97.708274
0436231212,2021,0.01397,0.16817,0.09107,0.08789,0.015473,0.008689,0,30.156272,-97.830338
0248120216,2021,0.29407,0.49783,0.39595,0.381941,0.494363,0.295325,0,30.38278,-97.707762
R562507,2021,0.04998,0.00096,0.02547,0.165398,0.0,0.000551,0,30.489631,-97.754745
0239431126,2021,0.01401,0.00171,0.00786,0.088017,0.0,4.7e-05,0,30.355593,-97.612601
0218190807,2021,0.01405,0.63009,0.32207,0.088145,0.799573,0.177633,0,30.302054,-97.688436
0264181921,2021,0.01401,0.21063,0.11232,0.088017,0.031307,0.013974,0,30.421682,-97.685623
0304551215,2021,0.01395,0.10042,0.05718,0.087826,0.003348,0.003108,0,30.240254,-97.580006
R067197,2021,0.01893,0.19996,0.10945,0.102485,0.026544,0.013172,0,30.450206,-97.8071
0278201627,2021,0.01399,0.25386,0.13393,0.087954,0.05728,0.020971,0,30.462005,-97.677706
0322010201,2021,0.01402,0.00277,0.00839,0.088049,0.0,5.4e-05,0,30.190514,-97.748313
0426551103,2021,0.01403,0.10088,0.05746,0.088081,0.003393,0.003141,0,30.187021,-97.922322
0426232320,2021,0.01398,0.39838,0.20618,0.087922,0.255234,0.058648,0,30.184071,-97.835612
0235080702,2021,0.01411,0.19623,0.10517,0.088336,0.025013,0.012028,0,30.347184,-97.723509
0143280303,2021,0.0142,0.29808,0.15614,0.088622,0.097532,0.030061,0,30.370485,-97.845667
0445090209,2021,0.0387,0.18521,0.11195,0.146081,0.020866,0.013869,0,30.132838,-97.784636
0419191336,2021,0.01402,0.2006,0.10731,0.088049,0.026814,0.012592,0,30.197565,-97.812341
0160090621,2021,0.0142,0.2,0.1071,0.088622,0.026561,0.012536,0,30.412279,-97.77801
0254402016,2021,0.08878,0.30282,0.1958,0.217568,0.102812,0.051717,0,30.394664,-97.6231
