pid,year,lr,diff,diff_calibrated,ens_calibrated,actual
0423001211,2021,0.01401,0.18881,0.000499,0.007254,0.0
0115400312,2021,0.01411,0.09956,0.000816,0.007463,0.0
0262081811,2021,0.01401,0.10846,0.000816,0.007413,0.0
0215180722,2021,0.02462,0.01184,0.000499,0.012559,0.0
0203551520,2021,0.01394,0.29059,0.000499,0.007219,0.0
0330160103,2021,0.19178,0.69408,0.173077,0.182428,0.0
0168250392,2021,0.01407,0.30039,0.001577,0.007824,0.0
0250281322,2021,0.01401,0.20029,0.000816,0.007413,0.0
0436191221,2021,0.01398,0.20085,0.000499,0.007239,0.0
0318200111,2021,0.0,0.00077,0.0,0.0,0.0
0421010432,2021,0.01401,0.20026,0.000816,0.007413,0.0
0412101006,2021,0.01403,0.36703,0.001438,0.007734,0.0
R511948,2021,0.01408,0.10027,0.000816,0.007448,0.0
0423000621,2021,0.01403,0.3992,0.001577,0.007804,0.0
0224220342,2021,0.01405,0.10494,0.000499,0.007274,0.0
0246150617,2021,0.01405,0.26149,0.000816,0.007433,0.0
0438090945,2021,0.01397,0.03975,0.000816,0.007393,0.0
0449070412,2021,0.16882,0.10124,0.000816,0.084818,0.0
0432440214,2021,0.01405,0.19633,0.000499,0.007274,0.0
0434230404,2021,0.0,0.00079,0.0,0.0,0.0
0246150718,2021,0.01405,0.00376,0.000816,0.007433,0.0
0445090507,2021,0.0387,0.10088,0.000816,0.019758,0.0
0100063201,2021,0.04998,0.19726,0.000816,0.025398,0.0
0254430403,2021,0.01397,0.19997,0.000499,0.007234,0.0
0343460806,2021,0.00589,0.00079,0.0,0.002945,0.0
0129230304,2021,0.02181,0.10059,0.000816,0.011313,0.0
0319010102,2021,0.01402,0.10044,0.000816,0.007418,0.0
R341421,2021,0.04998,0.07527,0.000816,0.025398,0.0
0252130332,2021,0.01401,0.30052,0.000499,0.007254,0.0
0432340814,2021,0.01406,0.05618,0.000816,0.007438,0.0
R076096,2021,0.04998,0.0044,0.000816,0.025398,0.0
0215330428,2021,0.01395,0.10049,0.000816,0.007383,0.0
0414131311,2021,0.03873,0.00081,0.000499,0.019614,0.0
0410131137,2021,0.0141,0.20209,0.000816,0.007458,0.0
0225030103,2021,0.0,0.00077,0.0,0.0,0.0
0418301904,2021,0.01403,0.1861,0.000816,0.007423,0.0
0244120203,2021,0.01405,0.29729,0.000499,0.007274,0.0
0147580414,2021,0.01409,0.10052,0.000816,0.007453,0.0
0262181717,2021,0.01399,0.20112,0.000816,0.007403,0.0
0332032213,2021,0.01398,0.20002,0.000816,0.007398,0.0
0221150601,2021,0.01411,0.39918,0.001577,0.007844,0.0
0258200228,2021,0.0,0.00109,0.000816,0.000408,0.0
0218191014,2021,0.01407,0.10096,0.000816,0.007443,0.0
0247010123,2021,0.01407,0.10275,0.000499,0.007284,0.0
0262300630,2021,0.01398,0.10045,0.000499,0.007239,0.0
R411785,2021,0.01405,0.00607,0.000499,0.007274,0.0
0164110910,2021,0.01402,0.49673,0.001488,0.007754,0.0
0142041603,2021,0.0141,0.01022,0.000499,0.007299,0.0
0254400540,2021,0.01397,0.19995,0.000816,0.007393,0.0
R078290,2021,0.01409,0.10419,0.000816,0.007453,0.0
0145550833,2021,0.01398,0.00548,0.000499,0.007239,0.0
0404380207,2021,0.00591,0.0008,0.000499,0.003204,0.0
0330180931,2021,0.01564,0.20019,0.000816,0.008228,0.0
0449070805,2021,0.16882,0.15976,0.000499,0.084659,0.0
0304521329,2021,0.01397,0.39229,0.001438,0.007704,0.0
0223260615,2021,0.01404,0.20137,0.000499,0.007269,0.0
0416381814,2021,0.01402,0.10044,0.000499,0.007259,0.0
0416400728,2021,0.01409,0.04292,0.000499,0.007294,0.0
0258400305,2021,0.0041,0.10061,0.000499,0.002299,0.0
0145340304,2021,0.01416,0.19998,0.000816,0.007488,0.0
0225030405,2021,0.1805,0.31163,0.001438,0.090969,0.0
0142110908,2021,0.01422,0.40115,0.001488,0.007854,0.0
R501004,2021,0.18027,0.19845,0.000499,0.090384,0.0
0172190113,2021,0.0,0.10096,0.000499,0.000249,0.0
0262280450,2021,0.01397,0.00091,0.000816,0.007393,0.0
0109280452,2021,0.01408,0.00112,0.000816,0.007448,0.0
0225030114,2021,0.01417,0.10122,0.000499,0.007334,0.0
0147480427,2021,0.01405,0.10047,0.000499,0.007274,0.0
0424231602,2021,0.01397,0.30112,0.000499,0.007234,0.0
0412040620,2021,0.00485,0.00082,0.0,0.002425,0.0
0245160607,2021,0.29374,0.29002,0.000499,0.147119,0.0
0406360108,2021,0.08992,0.10218,0.000816,0.045368,0.0
0135050807,2021,0.01405,0.10074,0.000816,0.007433,0.0
0426480731,2021,0.01405,0.20102,0.000499,0.007274,0.0
0244051803,2021,0.01404,0.30223,0.000499,0.007269,0.0
0252130124,2021,0.0054,0.17312,0.000816,0.003108,0.0
0415570134,2021,0.0142,0.20026,0.000816,0.007508,0.0
0418280734,2021,0.01402,0.19964,0.000499,0.007259,0.0
0440301005,2021,0.01401,0.09949,0.000816,0.007413,0.0
0338032904,2021,0.01394,0.21132,0.000499,0.007219,0.0
0231110134,2021,0.29372,0.19709,0.000499,0.147109,0.0
0147550157,2021,0.06929,0.36244,0.001438,0.035364,0.0
0204100503,2021,0.08879,0.49824,0.001488,0.045139,0.0
0213380404,2021,0.01395,0.40999,0.001577,0.007764,0.0
0418530204,2021,0.01409,0.29501,0.000816,0.007453,0.0
0428280731,2021,0.0,0.39825,0.001438,0.000719,0.0
0211401120,2021,0.01393,0.10043,0.000499,0.007214,0.0
0314160104,2021,0.20088,0.30054,0.001577,0.101229,0.0
R076717,2021,0.04998,0.20099,0.000499,0.025239,0.0
0260040223,2021,0.01411,0.05622,0.000816,0.007463,0.0
0266200940,2021,0.01402,0.2287,0.000499,0.007259,0.0
0250110213,2021,0.22255,0.09882,0.000816,0.111683,0.0
0419210201,2021,0.01407,0.29997,0.000499,0.007284,0.0
0104090501,2021,0.18645,0.20863,0.000816,0.093633,0.0
0241360605,2021,0.08879,0.13302,0.000499,0.044644,0.0
0425130615,2021,0.01402,0.16504,0.000816,0.007418,0.0
0260300303,2021,0.01398,0.20462,0.000499,0.007239,0.0
0132050910,2021,0.01864,0.0008,0.000499,0.009569,0.0
R075862,2021,0.01418,0.07613,0.000816,0.007498,0.0
0245260401,2021,0.17941,0.31328,0.001577,0.090494,0.0
0307170414,2021,0.01402,0.51121,0.018182,0.016101,0.0
R331058,2021,0.04998,0.09998,0.000816,0.025398,0.0
0436231219,2021,0.01396,0.29921,0.000499,0.007229,0.0
0213330213,2021,0.01399,0.00282,0.000499,0.007244,0.0
0317030520,2021,0.01406,0.10056,0.000499,0.007279,0.0
0424401026,2021,0.01404,0.35001,0.001438,0.007739,0.0
0145090308,2021,0.01412,0.20256,0.000499,0.007309,0.0
0418360432,2021,0.01907,0.20004,0.000499,0.009784,0.0
0415120316,2021,0.01402,0.3006,0.000499,0.007259,0.0
0131340104,2021,0.01406,0.20005,0.000816,0.007438,0.0
0419191201,2021,0.01404,0.19877,0.000816,0.007428,0.0
0404040701,2021,0.01399,0.29783,0.000499,0.007244,0.0
0306490841,2021,0.01394,0.19902,0.000499,0.007219,0.0
0411130928,2021,0.98658,0.99578,0.470588,0.728584,0.0
0412280410,2021,0.01406,0.39875,0.001577,0.007819,0.0
0266361202,2021,0.01396,0.10479,0.000499,0.007229,0.0
0226230302,2021,0.01409,0.11017,0.000499,0.007294,0.0
R076902,2021,0.01407,0.34591,0.001577,0.007824,0.0
0233090104,2021,0.01406,0.49821,0.011204,0.012632,0.0
0152550662,2021,0.01422,0.10117,0.000499,0.007359,0.0
0434300905,2021,0.01404,0.19981,0.000816,0.007428,0.0
R063339,2021,0.01422,0.23769,0.000816,0.007518,0.0
0135050430,2021,0.0142,0.3994,0.001488,0.007844,0.0
0232040321,2021,0.00483,0.10017,0.000499,0.002664,0.0
0131190324,2021,0.01425,0.19995,0.000499,0.007374,0.0
0264000505,2021,0.0,0.29576,0.000816,0.000408,0.0
0332380523,2021,0.01395,0.19949,0.000499,0.007224,0.0
0424400504,2021,0.0141,0.19984,0.000499,0.007299,0.0
0244051310,2021,0.01405,0.1168,0.000816,0.007433,0.0
0262361023,2021,0.01396,0.19882,0.000499,0.007229,0.0
0416340416,2021,0.01404,0.09983,0.000816,0.007428,0.0
0422530135,2021,0.01414,0.29942,0.000816,0.007478,0.0
0232120311,2021,0.01406,0.00169,0.000816,0.007438,0.0
0121500357,2021,0.01409,0.10037,0.000816,0.007453,0.0
0160550221,2021,0.01402,0.2001,0.000499,0.007259,0.0
0424192016,2021,0.01397,0.29954,0.000499,0.007234,0.0
0160030125,2021,0.01407,0.11236,0.000816,0.007443,0.0
0339500713,2021,0.0059,0.00079,0.000499,0.003199,0.0
0418271314,2021,0.01402,0.1987,0.000499,0.007259,0.0
0260130403,2021,0.01398,0.1011,0.000499,0.007239,0.0
0137440304,2021,0.0142,0.2995,0.000499,0.007349,0.0
0334080401,2021,0.08878,0.29256,0.000499,0.044639,0.0
R086236,2021,0.0,0.10042,0.000816,0.000408,0.0
0260040418,2021,0.01401,0.10055,0.000499,0.007254,0.0
0145600623,2021,0.0059,0.00083,0.0,0.00295,0.0
0209140601,2021,0.01404,0.39853,0.001577,0.007809,0.0
0438250828,2021,0.01396,0.29836,0.000816,0.007388,0.0
0117400212,2021,0.01412,0.20013,0.000816,0.007468,0.0
0422440841,2021,0.01403,0.09208,0.000499,0.007264,0.0
0231110711,2021,0.01407,0.03334,0.000816,0.007443,0.0
0416361002,2021,0.01405,0.17937,0.000499,0.007274,0.0
0100060712,2021,0.02462,0.19971,0.000816,0.012718,0.0
0272181015,2021,0.01399,0.37793,0.001438,0.007714,0.0
0166070804,2021,0.01405,0.29895,0.000816,0.007433,0.0
0215220301,2021,0.014,0.18067,0.000499,0.007249,0.0
0302520311,2021,0.01396,0.10287,0.000816,0.007388,0.0
R335060,2021,0.0141,0.49553,0.001488,0.007794,0.0
0118060541,2021,0.01487,0.29495,0.000499,0.007684,0.0
0406150714,2021,0.0141,0.01589,0.000499,0.007299,0.0
0254430213,2021,0.01395,0.10059,0.000499,0.007224,0.0
0303020709,2021,0.01408,0.19981,0.000499,0.007289,0.0
0241141006,2021,0.01404,0.10047,0.000816,0.007428,0.0
0247300240,2021,0.01396,0.1004,0.000499,0.007229,0.0
0120010404,2021,0.01407,0.1005,0.000499,0.007284,0.0
R075274,2021,0.04998,0.00092,0.000816,0.025398,0.0
0104040517,2021,0.01408,0.20034,0.000816,0.007448,0.0
0416301224,2021,0.01404,0.30147,0.001577,0.007809,0.0
0455070804,2021,0.16882,0.14337,0.000499,0.084659,0.0
0100080705,2021,0.0142,0.20085,0.000816,0.007508,0.0
0349520101,2021,0.08894,0.29989,0.000499,0.044719,0.0
0338000714,2021,0.01397,0.19947,0.000499,0.007234,0.0
0410381225,2021,0.014,0.11933,0.000499,0.007249,0.0
0428150133,2021,0.01402,0.10257,0.000499,0.007259,0.0
0262161207,2021,0.01399,0.13528,0.000816,0.007403,0.0
0280180108,2021,0.01401,0.39737,0.001577,0.007794,0.0
0133210508,2021,0.0,0.10024,0.000816,0.000408,0.0
0274230510,2021,0.01399,0.20066,0.000816,0.007403,0.0
0211400326,2021,0.01394,0.00096,0.000816,0.007378,0.0
0226070637,2021,0.01837,0.00084,0.000499,0.009434,0.0
0209090608,2021,0.01408,0.4908,0.001488,0.007784,0.0
0438070532,2021,0.01406,0.39178,0.001577,0.007819,0.0
R049921,2021,0.01411,0.10093,0.000499,0.007304,0.0
0115040320,2021,0.02463,0.10571,0.000816,0.012723,0.0
0430360829,2021,0.0141,0.00115,0.000499,0.007299,0.0
0310181013,2021,0.01403,0.10344,0.000816,0.007423,0.0
0420301318,2021,0.014,0.29807,0.000816,0.007408,0.0
0443051409,2021,0.01395,0.00084,0.0,0.006975,0.0
0410530502,2021,0.01407,0.57841,0.055556,0.034813,0.0
R22840,2021,0.04998,0.19143,0.000816,0.025398,0.0
0262100805,2021,0.01401,0.20073,0.000499,0.007254,0.0
0227000305,2021,0.0141,0.04121,0.000499,0.007299,0.0
0118010210,2021,0.01435,0.29852,0.000816,0.007583,0.0
0260380906,2021,0.0059,0.00079,0.000499,0.003199,0.0
0258041117,2021,0.01404,0.20338,0.000499,0.007269,0.0
0440280133,2021,0.01398,0.124,0.000499,0.007239,0.0
0434190264,2021,0.0041,0.1005,0.000816,0.002458,0.0
0404070838,2021,0.91396,0.99302,0.408602,0.661281,0.0
0236061718,2021,0.0141,0.20001,0.000499,0.007299,0.0
0424130516,2021,0.00589,0.00083,0.0,0.002945,0.0
0168110315,2021,0.0,0.00357,0.000499,0.000249,0.0
0119000614,2021,0.0143,0.29948,0.000499,0.007399,0.0
0125070215,2021,0.01418,0.49207,0.011204,0.012692,0.0
0308160602,2021,0.01398,0.30927,0.001438,0.007709,0.0
0309060505,2021,0.01406,0.29878,0.000816,0.007438,0.0
0412342114,2021,0.01407,0.1007,0.000816,0.007443,0.0
0310100134,2021,0.01403,0.00157,0.000499,0.007264,0.0
0142271525,2021,0.01418,0.29876,0.000816,0.007498,0.0
0101251102,2021,0.0,0.10033,0.000499,0.000249,0.0
0211430521,2021,0.47798,0.71969,0.24,0.35899,0.0
0414360806,2021,0.01404,0.10072,0.000816,0.007428,0.0
0137130202,2021,0.26712,0.00108,0.000816,0.133968,0.0
0227050806,2021,0.01399,0.10063,0.000816,0.007403,0.0
0302550203,2021,0.01395,0.03487,0.000816,0.007383,0.0
0334032112,2021,0.01399,0.1005,0.000816,0.007403,0.0
0260040616,2021,0.01402,0.39387,0.001438,0.007729,0.0
0202100905,2021,0.01393,0.10196,0.000816,0.007373,0.0
0211200301,2021,0.0141,0.16192,0.000499,0.007299,0.0
R086147,2021,0.04998,0.10286,0.000816,0.025398,0.0
0130020424,2021,0.01399,0.37708,0.001438,0.007714,0.0
0343260108,2021,0.03873,0.00079,0.000499,0.019614,0.0
0432360429,2021,0.01406,0.20021,0.000499,0.007279,0.0
0142020617,2021,0.01406,0.20233,0.000816,0.007438,0.0
0144010606,2021,0.01836,0.00078,0.000499,0.009429,0.0
0211400718,2021,0.01393,0.00145,0.000816,0.007373,0.0
0434341105,2021,0.01408,0.39835,0.001438,0.007759,0.0
0438090912,2021,0.01399,0.0898,0.000816,0.007403,0.0
0417200403,2021,0.01404,0.27565,0.000816,0.007428,0.0
0447280229,2021,0.01402,0.2988,0.000816,0.007418,0.0
0217161911,2021,0.01387,0.18263,0.000816,0.007343,0.0
0416530107,2021,0.01406,0.20083,0.000499,0.007279,0.0
0168110821,2021,0.0141,0.2206,0.000499,0.007299,0.0
0139120320,2021,0.01406,0.22043,0.000499,0.007279,0.0
0320180324,2021,0.01395,0.17723,0.000499,0.007224,0.0
0102070411,2021,0.01417,0.10177,0.000816,0.007493,0.0
0121190109,2021,0.01469,0.10658,0.000499,0.007594,0.0
0436340309,2021,0.01409,0.19334,0.000499,0.007294,0.0
0428090137,2021,0.01395,0.19666,0.000499,0.007224,0.0
R057300,2021,0.01424,0.10082,0.000816,0.007528,0.0
0215330612,2021,0.01394,0.34416,0.001438,0.007689,0.0
0218061401,2021,0.04998,0.00127,0.000816,0.025398,0.0
0264330633,2021,0.01396,0.19964,0.000499,0.007229,0.0
0204140528,2021,0.03846,0.00079,0.0,0.01923,0.0
0256160918,2021,0.01402,0.10046,0.000499,0.007259,0.0
0111300205,2021,0.01407,0.3975,0.001438,0.007754,0.0
0226230203,2021,0.0141,0.31635,0.001577,0.007839,0.0
0334000220,2021,0.01394,0.11803,0.000816,0.007378,0.0
0424530423,2021,0.01405,0.10089,0.000499,0.007274,0.0
0227720203,2021,0.01394,0.1999,0.000816,0.007378,0.0
0252230503,2021,0.01406,0.29927,0.000816,0.007438,0.0
0215620211,2021,0.02462,0.10248,0.000499,0.012559,0.0
0426530105,2021,0.01405,0.30102,0.001577,0.007814,0.0
0252300515,2021,0.01399,0.00078,0.000499,0.007244,0.0
0306550515,2021,0.01394,0.00101,0.000816,0.007378,0.0
0331310438,2021,0.01409,0.10036,0.000816,0.007453,0.0
R411780,2021,0.01409,0.29944,0.000499,0.007294,0.0
0302550218,2021,0.01397,0.0945,0.000816,0.007393,0.0
0250231614,2021,0.01405,0.29943,0.000499,0.007274,0.0
0266280110,2021,0.01394,0.30828,0.001438,0.007689,0.0
0432360119,2021,0.01405,0.10075,0.000499,0.007274,0.0
0426010749,2021,0.01401,0.30289,0.001438,0.007724,0.0
0147300104,2021,0.01417,0.19968,0.000499,0.007334,0.0
0220270420,2021,0.01405,0.39385,0.001438,0.007744,0.0
R337799,2021,0.01411,0.33563,0.001577,0.007844,0.0
R076498,2021,0.01408,0.02133,0.000499,0.007289,0.0
0232040206,2021,0.01403,0.29928,0.000816,0.007423,0.0
0419111402,2021,0.01405,0.29952,0.000816,0.007433,0.0
0404210742,2021,0.0141,0.10356,0.000816,0.007458,0.0
0418301314,2021,0.01408,0.29888,0.000499,0.007289,0.0
0416110502,2021,0.01402,0.3875,0.001438,0.007729,0.0
0127580143,2021,0.0888,0.6061,0.137931,0.113366,0.0
0421020303,2021,0.01402,0.23396,0.000499,0.007259,0.0
0418010729,2021,0.01402,0.30342,0.001577,0.007799,0.0
R050168,2021,0.01424,0.39985,0.001577,0.007909,0.0
R088506,2021,0.01408,0.49796,0.011204,0.012642,0.0
0164072201,2021,0.0,0.00077,0.0,0.0,0.0
0424210754,2021,0.0,0.0058,0.000499,0.000249,0.0
R049909,2021,0.04998,0.10065,0.000816,0.025398,0.0
0113060408,2021,0.01434,0.27915,0.000499,0.007419,0.0
0213820103,2021,0.08884,0.34786,0.001577,0.045209,0.0
0156090115,2021,0.29437,0.29866,0.000816,0.147593,0.0
0239300813,2021,0.02462,0.00101,0.000499,0.012559,0.0
0422530147,2021,0.01414,0.399,0.001577,0.007859,0.0
0244051915,2021,0.01401,0.00085,0.0,0.007005,0.0
0240080407,2021,0.01405,0.20102,0.000816,0.007433,0.0
0422130104,2021,0.9867,0.99545,0.408602,0.697651,0.0
0412380617,2021,0.01405,0.2439,0.000499,0.007274,0.0
0215161810,2021,0.01402,0.00096,0.000499,0.007259,0.0
0264300107,2021,0.01397,0.3991,0.001577,0.007774,0.0
0402010222,2021,0.01412,0.00102,0.000816,0.007468,0.0
R337705,2021,0.0141,0.19439,0.000499,0.007299,0.0
0345460511,2021,0.01396,0.19709,0.000816,0.007388,0.0
R513146,2021,0.00166,0.21533,0.000816,0.001238,0.0
0143480935,2021,0.01402,0.24398,0.000499,0.007259,0.0
0436030302,2021,0.76115,0.29905,0.000816,0.380983,0.0
0104040322,2021,0.01409,0.19834,0.000816,0.007453,0.0
0416280603,2021,0.01402,0.29957,0.000499,0.007259,0.0
0211401119,2021,0.01395,0.20114,0.000499,0.007224,0.0
0226041401,2021,0.56524,0.38399,0.001577,0.283409,0.0
0416110515,2021,0.01402,0.1001,0.000499,0.007259,0.0
0405060914,2021,0.01404,0.10033,0.000499,0.007269,0.0
0205100504,2021,0.01407,0.5471,0.055556,0.034813,0.0
0417130905,2021,0.01403,0.10039,0.000816,0.007423,0.0
0309060513,2021,0.01405,0.21807,0.000816,0.007433,0.0
0430230338,2021,0.01398,0.20001,0.000499,0.007239,0.0
0322020132,2021,0.00466,0.39926,0.001438,0.003049,0.0
0128000931,2021,0.00483,0.00081,0.0,0.002415,0.0
R402982,2021,0.29416,0.2747,0.000816,0.147488,0.0
0227690378,2021,0.01395,0.11026,0.000499,0.007224,0.0
0114050935,2021,0.01415,0.09923,0.000816,0.007483,0.0
0407670136,2021,0.01404,0.00082,0.000499,0.007269,0.0
0213160104,2021,0.9969,0.99637,0.563636,0.780268,0.0
0141120126,2021,0.01412,0.43311,0.001577,0.007849,0.0
0145280271,2021,0.01411,0.0011,0.000499,0.007304,0.0
0203570617,2021,0.01404,0.47018,0.001488,0.007764,0.0
0239061510,2021,0.01404,0.29166,0.000816,0.007428,0.0
0440030329,2021,0.01395,0.19917,0.000499,0.007224,0.0
0164051004,2021,0.01405,0.18695,0.000499,0.007274,0.0
0343460127,2021,0.01049,0.16157,0.000816,0.005653,0.0
0241360412,2021,0.01395,0.20012,0.000499,0.007224,0.0
0310050501,2021,0.29395,0.19995,0.000816,0.147383,0.0
0203570511,2021,0.01391,0.16699,0.000499,0.007204,0.0
0162030223,2021,0.01405,0.0813,0.000499,0.007274,0.0
0214091602,2021,0.01413,0.1005,0.000816,0.007473,0.0
R096288,2021,0.01403,0.1988,0.000816,0.007423,0.0
0132031211,2021,0.00485,0.10087,0.000816,0.002833,0.0
0219330726,2021,0.01401,0.2,0.000816,0.007413,0.0
0447280303,2021,0.01403,0.19982,0.000816,0.007423,0.0
0210000206,2021,0.18007,0.11747,0.000816,0.090443,0.0
0237140817,2021,0.08912,0.29914,0.000816,0.044968,0.0
0414400848,2021,0.01409,0.29975,0.000499,0.007294,0.0
R081924,2021,0.01403,0.3035,0.001438,0.007734,0.0
0206040508,2021,0.0048,0.00081,0.0,0.0024,0.0
0432190224,2021,0.01397,0.17915,0.000816,0.007393,0.0
0308160128,2021,0.01404,0.19998,0.000499,0.007269,0.0
0318360316,2021,0.01404,0.49716,0.001488,0.007764,0.0
0240120820,2021,0.01402,0.01961,0.000499,0.007259,0.0
0113250111,2021,0.01409,0.30303,0.001577,0.007834,0.0
0118060543,2021,0.0167,0.29707,0.000499,0.008599,0.0
0142070121,2021,0.01416,0.20002,0.000499,0.007329,0.0
0239101501,2021,0.01838,0.08975,0.000499,0.009439,0.0
0219120503,2021,0.01406,0.16684,0.000816,0.007438,0.0
0241070106,2021,0.00483,0.00082,0.0,0.002415,0.0
0423570303,2021,0.00901,0.00091,0.000499,0.004754,0.0
0440250113,2021,0.01397,0.10039,0.000499,0.007234,0.0
0117091006,2021,0.29499,0.19695,0.000499,0.147744,0.0
0260200802,2021,0.01405,0.29945,0.000499,0.007274,0.0
0231300132,2021,0.01403,0.10021,0.000816,0.007423,0.0
0426400533,2021,0.01409,0.00091,0.000816,0.007453,0.0
R466089,2021,0.04998,0.00157,0.000816,0.025398,0.0
0166050417,2021,0.01404,0.45084,0.001488,0.007764,0.0
0410340810,2021,0.01404,0.08295,0.000499,0.007269,0.0
0426441209,2021,0.01405,0.00179,0.000499,0.007274,0.0
0231050306,2021,0.01411,0.39831,0.001577,0.007844,0.0
0245281106,2021,0.01397,0.00133,0.000816,0.007393,0.0
0143500132,2021,0.01406,0.29967,0.000816,0.007438,0.0
0247230305,2021,0.00487,0.10008,0.000816,0.002843,0.0
0208210105,2021,0.01007,0.19586,0.000499,0.005284,0.0
0240050705,2021,0.01403,0.23452,0.000499,0.007264,0.0
0276260101,2021,0.00481,0.00082,0.0,0.002405,0.0
0206121524,2021,0.014,0.16863,0.000816,0.007408,0.0
0438150164,2021,0.01403,0.20148,0.000499,0.007264,0.0
0237030911,2021,0.01405,0.10039,0.000499,0.007274,0.0
0258301301,2021,0.01401,0.10022,0.000816,0.007413,0.0
0418380417,2021,0.00496,0.00385,0.000499,0.002729,0.0
0318160818,2021,0.01396,0.00171,0.000816,0.007388,0.0
0430280707,2021,0.01399,0.39842,0.001577,0.007784,0.0
0103060368,2021,0.29389,0.33857,0.001438,0.147664,0.0
0434301138,2021,0.01403,0.10038,0.000816,0.007423,0.0
0448270453,2021,0.47745,0.70219,0.210526,0.343988,0.0
0272281105,2021,0.01396,0.2004,0.000499,0.007229,0.0
0246160802,2021,0.35408,0.00084,0.0,0.17704,0.0
0233010706,2021,0.01411,0.29987,0.000499,0.007304,0.0
0243430203,2021,0.08879,0.29983,0.000499,0.044644,0.0
0422400814,2021,0.01403,0.19989,0.000499,0.007264,0.0
0217220722,2021,0.01405,0.20026,0.000499,0.007274,0.0
0320180719,2021,0.01396,0.19991,0.000816,0.007388,0.0
0426551004,2021,0.01402,0.19984,0.000499,0.007259,0.0
0206041311,2021,0.00488,0.00089,0.000499,0.002689,0.0
0264080807,2021,0.01402,0.29444,0.000499,0.007259,0.0
0416300469,2021,0.03865,0.00079,0.0,0.019325,0.0
0308200101,2021,0.1755,0.00153,0.000816,0.088158,0.0
0215090614,2021,0.01406,0.29936,0.000499,0.007279,0.0
0115360125,2021,0.01439,0.19987,0.000499,0.007444,0.0
0170011318,2021,0.08879,0.10049,0.000499,0.044644,0.0
0436130819,2021,0.01403,0.10057,0.000499,0.007264,0.0
0412660301,2021,0.00536,0.00093,0.000816,0.003088,0.0
0340130832,2021,0.16882,0.10094,0.000499,0.084659,0.0
R076435,2021,0.01418,0.20007,0.000816,0.007498,0.0
0115041108,2021,0.0143,0.49853,0.001488,0.007894,0.0
0223690203,2021,0.01394,0.29524,0.000499,0.007219,0.0
0339210174,2021,0.02363,0.00091,0.000816,0.012223,0.0
0320021017,2021,0.29396,0.10699,0.000816,0.147388,0.0
0245160571,2021,0.29385,0.54576,0.055556,0.174703,0.0
0410250609,2021,0.01402,0.18489,0.000499,0.007259,0.0
0412280259,2021,0.0141,0.16689,0.000816,0.007458,0.0
0241060928,2021,0.17796,0.15336,0.000816,0.089388,0.0
0235040253,2021,0.01408,0.49633,0.011204,0.012642,0.0
0422120511,2021,0.01402,0.20007,0.000816,0.007418,0.0
0417131029,2021,0.01404,0.28884,0.000816,0.007428,0.0
0339410207,2021,0.00615,0.09926,0.000499,0.003324,0.0
0204190505,2021,0.29395,0.29968,0.000499,0.147224,0.0
0266280526,2021,0.01396,0.10056,0.000816,0.007388,0.0
0430111027,2021,0.01397,0.19983,0.000499,0.007234,0.0
0310181332,2021,0.01403,0.39894,0.001438,0.007734,0.0
0221080516,2021,0.01413,0.201,0.000499,0.007314,0.0
0238050214,2021,0.39106,0.00085,0.0,0.19553,0.0
0205070806,2021,0.01416,0.07798,0.000816,0.007488,0.0
0237030716,2021,0.01408,0.13147,0.000499,0.007289,0.0
0147440706,2021,0.01401,0.16837,0.000499,0.007254,0.0
R424460,2021,0.01398,0.2005,0.000499,0.007239,0.0
0336030518,2021,0.01395,0.00355,0.000816,0.007383,0.0
0426441205,2021,0.01409,0.20345,0.000499,0.007294,0.0
0166050308,2021,0.01406,0.3871,0.001438,0.007749,0.0
0232040444,2021,0.01405,0.48051,0.001488,0.007769,0.0
0217181604,2021,0.3838,0.00125,0.000499,0.192149,0.0
0274230133,2021,0.01403,0.10032,0.000816,0.007423,0.0
0417130924,2021,0.01403,0.29922,0.000499,0.007264,0.0
0418271135,2021,0.01401,0.19988,0.000816,0.007413,0.0
0430010607,2021,0.01007,0.09868,0.000816,0.005443,0.0
0213220804,2021,0.01403,0.06143,0.000816,0.007423,0.0
0415120620,2021,0.01403,0.00084,0.000499,0.007264,0.0
0334331506,2021,0.01396,0.3984,0.001577,0.007769,0.0
0206180635,2021,0.01409,0.1774,0.000816,0.007453,0.0
0266060414,2021,0.01403,0.09928,0.000816,0.007423,0.0
R455311,2021,0.01401,0.09974,0.000499,0.007254,0.0
0334032007,2021,0.01399,0.10017,0.000816,0.007403,0.0
0242190819,2021,0.01399,0.27907,0.000816,0.007403,0.0
R150951,2021,0.04998,0.09011,0.000499,0.025239,0.0
0221191027,2021,0.01409,0.10062,0.000499,0.007294,0.0
0250281020,2021,0.014,0.29888,0.000499,0.007249,0.0
R493434,2021,0.57563,0.09476,0.000499,0.288064,0.0
0332030204,2021,0.01399,0.20048,0.000499,0.007244,0.0
0241330831,2021,0.01399,0.29312,0.000816,0.007403,0.0
0256100104,2021,0.98163,0.59542,0.055556,0.518593,0.0
0416530127,2021,0.01407,0.29784,0.000816,0.007443,0.0
0445210419,2021,0.0059,0.07131,0.000499,0.003199,0.0
0416530101,2021,0.01408,0.10066,0.000816,0.007448,0.0
0400041406,2021,0.01416,0.39709,0.001577,0.007869,0.0
0154050322,2021,0.0141,0.19996,0.000816,0.007458,0.0
