pid,year,lr,diff,diff_calibrated,ens_calibrated,actual
0272280508,2022,0.00343,0.00078,0.0,0.001715,0.0
0225170913,2022,0.00772,0.20167,0.001042,0.004381,0.0
0436090105,2022,0.00769,0.19716,0.000749,0.004219,0.0
0223301803,2022,0.00925,0.25823,0.001468,0.005359,0.0
0123480504,2022,0.00794,0.20172,0.001042,0.004491,0.0
0256400107,2022,0.00767,0.1012,0.000853,0.004261,0.0
0424250354,2022,0.00768,0.40122,0.001468,0.004574,0.0
0245110620,2022,1.0,0.01226,0.000853,0.500426,0.0
0121090312,2022,0.00871,0.19982,0.000749,0.004729,0.0
0147130524,2022,0.00775,0.10052,0.000749,0.004249,0.0
0219050815,2022,0.90008,0.99435,0.367647,0.633864,0.0
0116000101,2022,0.00783,0.16472,0.000749,0.004289,0.0
0307150705,2022,0.00774,0.19996,0.000853,0.004296,0.0
0304040513,2022,0.00777,0.39832,0.001262,0.004516,0.0
0302030704,2022,0.18302,0.25628,0.000749,0.091884,0.0
0418360337,2022,0.00772,0.6838,0.1,0.05386,0.0
0426150126,2022,0.00768,0.19993,0.000853,0.004266,0.0
0412300401,2022,0.00774,0.30267,0.000749,0.004244,0.0
0412150642,2022,0.2144,0.00152,0.000853,0.107626,0.0
0252402203,2022,0.04128,0.00326,0.000853,0.021066,0.0
0330180203,2022,0.00771,0.29955,0.001468,0.004589,0.0
0258300201,2022,0.00769,0.29903,0.001468,0.004579,0.0
0221360809,2022,0.00768,0.29365,0.000749,0.004214,0.0
R506296,2022,0.03129,0.10049,0.000749,0.016019,0.0
0412100118,2022,0.00774,0.10037,0.000749,0.004244,0.0
0416300612,2022,0.00768,0.43717,0.002981,0.00533,0.0
0115360215,2022,0.00801,0.29836,0.000749,0.004379,0.0
0210120301,2022,0.00777,0.10944,0.000749,0.004259,0.0
0141300116,2022,0.00778,0.29939,0.001468,0.004624,0.0
0244200323,2022,0.00767,0.10469,0.000853,0.004261,0.0
0423001319,2022,0.0077,0.19991,0.000749,0.004224,0.0
0416091115,2022,0.00771,0.19129,0.000853,0.004281,0.0
0451190318,2022,0.00773,0.25984,0.001468,0.004599,0.0
0434090624,2022,0.00319,0.10108,0.000853,0.002021,0.0
0447070505,2022,0.00185,0.20097,0.001042,0.001446,0.0
0264181252,2022,0.00774,0.10041,0.000853,0.004296,0.0
0414360303,2022,0.00769,0.01887,0.000853,0.004271,0.0
0418271254,2022,0.00769,0.10164,0.000749,0.004219,0.0
0221250932,2022,0.00823,0.00124,0.000853,0.004541,0.0
0110060225,2022,0.00781,0.46484,0.002981,0.005395,0.0
0414050613,2022,0.00768,0.29859,0.000749,0.004214,0.0
0260060210,2022,0.21421,0.00079,0.000749,0.107479,0.0
0310180715,2022,0.00769,0.39878,0.001468,0.004579,0.0
0105190324,2022,0.00803,0.29957,0.000749,0.004389,0.0
0109010101,2022,0.00824,0.09608,0.000749,0.004494,0.0
0258400315,2022,0.00765,0.10042,0.000749,0.004199,0.0
0143601110,2022,0.00344,0.00078,0.0,0.00172,0.0
0402400116,2022,0.00343,0.00084,0.0,0.001715,0.0
0208210407,2022,0.00769,0.19979,0.000749,0.004219,0.0
0268100302,2022,0.00773,0.00092,0.000749,0.004239,0.0
0419160430,2022,0.0077,0.39991,0.001468,0.004584,0.0
0447230509,2022,0.10034,0.00135,0.000749,0.050544,0.0
0147580238,2022,0.00768,0.48496,0.002981,0.00533,0.0
0418300850,2022,0.00823,0.00123,0.000749,0.004489,0.0
0322160207,2022,0.18131,0.30105,0.001468,0.091389,0.0
0330060433,2022,0.0077,0.29728,0.000749,0.004224,0.0
0227030554,2022,0.07552,0.00078,0.0,0.03776,0.0
0408120103,2022,0.10028,0.2002,0.001042,0.050661,0.0
0218060310,2022,0.90056,0.99251,0.367647,0.634104,0.0
0211090607,2022,0.00772,0.19959,0.000749,0.004234,0.0
0418230210,2022,0.00771,0.29935,0.000749,0.004229,0.0
0416070920,2022,0.0077,0.15916,0.000749,0.004224,0.0
0310180527,2022,0.00771,0.30788,0.001468,0.004589,0.0
0147190101,2022,0.26823,0.49816,0.002981,0.135605,0.0
0260360201,2022,0.00344,0.00081,0.0,0.00172,0.0
0440300803,2022,0.0077,0.29947,0.001468,0.004584,0.0
0250182006,2022,0.00776,0.10054,0.000853,0.004306,0.0
0100030208,2022,0.00774,0.29929,0.001468,0.004604,0.0
0424151531,2022,0.00772,0.39818,0.001262,0.004491,0.0
0121500322,2022,0.00783,0.10071,0.000853,0.004341,0.0
0436250561,2022,0.00767,0.10065,0.000853,0.004261,0.0
0280180211,2022,0.00767,0.10042,0.000749,0.004209,0.0
R561378,2022,0.00765,0.20023,0.000749,0.004199,0.0
0227091004,2022,0.00772,0.19996,0.000853,0.004286,0.0
0207520117,2022,0.00766,0.00204,0.000749,0.004204,0.0
0202101106,2022,0.00776,0.10952,0.000853,0.004306,0.0
0445030766,2022,0.04128,0.08004,0.000853,0.021066,0.0
0426011602,2022,0.00765,0.10044,0.000853,0.004251,0.0
0417130806,2022,0.00771,0.10053,0.000749,0.004229,0.0
0250160110,2022,0.78388,0.00086,0.000749,0.392314,0.0
0272260901,2022,0.10149,0.10204,0.000749,0.051119,0.0
0239431903,2022,0.00765,0.10305,0.000853,0.004251,0.0
0320061523,2022,0.00765,0.20011,0.000853,0.004251,0.0
0334330904,2022,0.00768,0.30628,0.001262,0.004471,0.0
0328431410,2022,0.00768,0.1009,0.000853,0.004266,0.0
0233130710,2022,0.00776,0.39775,0.001262,0.004511,0.0
0234060214,2022,0.00778,0.29999,0.001468,0.004624,0.0
0414380374,2022,0.00771,0.39808,0.001468,0.004589,0.0
0217020720,2022,1.0,0.89641,0.367647,0.683824,0.0
0128040401,2022,0.00775,0.29965,0.001468,0.004609,0.0
0215161010,2022,0.00776,0.39885,0.001468,0.004614,0.0
0241330733,2022,0.00771,0.10042,0.000749,0.004229,0.0
0351180304,2022,0.00344,0.00111,0.000749,0.002094,0.0
0262100818,2022,0.00773,0.20111,0.000749,0.004239,0.0
0141090503,2022,0.18047,0.19119,0.000749,0.090609,0.0
0418340110,2022,0.00768,0.20445,0.000749,0.004214,0.0
0445070708,2022,0.00779,0.19983,0.000749,0.004269,0.0
R302220,2022,0.00769,0.30274,0.000749,0.004219,0.0
0103280111,2022,0.00304,0.00109,0.0,0.00152,0.0
0212100503,2022,0.0077,0.20043,0.000749,0.004224,0.0
R331760,2022,0.0551,0.005,0.000853,0.027976,0.0
0336081319,2022,0.10149,0.05626,0.000749,0.051119,0.0
0224210813,2022,0.00772,0.20235,0.001042,0.004381,0.0
0252130318,2022,0.18158,0.3997,0.001262,0.091421,0.0
0235101909,2022,0.00763,0.07256,0.000749,0.004189,0.0
0420130547,2022,0.18058,0.29717,0.001468,0.091024,0.0
0415300484,2022,0.00768,0.19788,0.000749,0.004214,0.0
0147030407,2022,0.00773,0.10942,0.000749,0.004239,0.0
0239460307,2022,0.00768,0.10422,0.000853,0.004266,0.0
0254301501,2022,0.00771,0.31004,0.001262,0.004486,0.0
0119050506,2022,0.00769,0.19981,0.000749,0.004219,0.0
0215280626,2022,0.00769,0.29967,0.001468,0.004579,0.0
0336030314,2022,0.00768,0.2946,0.001468,0.004574,0.0
R317934,2022,0.00773,0.19948,0.000853,0.004291,0.0
R331070,2022,0.01216,0.20331,0.001042,0.006601,0.0
0262100508,2022,0.00772,0.2982,0.001468,0.004594,0.0
0127550109,2022,0.00768,0.09507,0.000749,0.004214,0.0
0211180609,2022,0.0077,0.39921,0.001262,0.004481,0.0
0205260805,2022,0.00769,0.39843,0.001468,0.004579,0.0
0443250208,2022,1.0,0.00119,0.000853,0.500426,0.0
R518368,2022,0.03129,0.20372,0.000749,0.016019,0.0
0338520712,2022,0.00184,0.10412,0.000853,0.001346,0.0
0416110809,2022,0.00344,0.1003,0.000749,0.002094,0.0
0225200230,2022,0.00777,0.29907,0.001468,0.004619,0.0
0402210104,2022,0.00772,0.08764,0.000853,0.004286,0.0
0416400943,2022,0.00773,0.29905,0.001468,0.004599,0.0
0143580106,2022,0.00345,0.05137,0.000853,0.002151,0.0
R431306,2022,0.0077,0.19746,0.000853,0.004276,0.0
0418300861,2022,0.00769,0.29971,0.000749,0.004219,0.0
0141120220,2022,0.00777,0.28643,0.001468,0.004619,0.0
0147110518,2022,0.00774,0.29828,0.001468,0.004604,0.0
0447070405,2022,0.00768,0.23161,0.001468,0.004574,0.0
0135480632,2022,0.00782,0.11984,0.000853,0.004336,0.0
0141190110,2022,0.00319,0.10537,0.000749,0.001969,0.0
0206031912,2022,1.0,0.19781,0.000853,0.500426,0.0
0278260206,2022,1.0,0.59147,0.002981,0.50149,0.0
R305517,2022,0.00766,0.31497,0.001468,0.004564,0.0
0136090313,2022,0.00778,0.12385,0.000749,0.004264,0.0
0208180333,2022,0.00771,0.2997,0.001468,0.004589,0.0
0418280259,2022,0.00769,0.19449,0.000749,0.004219,0.0
0221080939,2022,0.18149,0.20109,0.000749,0.091119,0.0
0264160832,2022,0.00774,0.09868,0.000749,0.004244,0.0
0343460318,2022,0.00549,0.19956,0.000749,0.003119,0.0
0135550106,2022,0.00861,0.42372,0.002981,0.005795,0.0
0102021217,2022,0.00774,0.10044,0.000749,0.004244,0.0
0416210203,2022,0.00772,0.13367,0.000853,0.004286,0.0
0107380116,2022,0.0078,0.0995,0.000749,0.004274,0.0
R500957,2022,0.00779,0.17919,0.000853,0.004321,0.0
0160550714,2022,0.00768,0.20247,0.001042,0.004361,0.0
R573511,2022,0.03129,0.00117,0.000853,0.016071,0.0
0200100119,2022,0.00782,0.00078,0.0,0.00391,0.0
0223080506,2022,0.0077,0.09859,0.000853,0.004276,0.0
R41272,2022,0.03129,0.06796,0.000749,0.016019,0.0
0101500503,2022,0.00792,0.4973,0.002981,0.00545,0.0
0133340105,2022,0.00775,0.29141,0.001468,0.004609,0.0
0322062432,2022,0.00767,0.20048,0.001042,0.004356,0.0
0205260402,2022,0.00767,0.09968,0.000749,0.004209,0.0
0410381348,2022,0.00768,0.0016,0.000853,0.004266,0.0
0242190419,2022,0.0077,0.19542,0.000853,0.004276,0.0
0416280917,2022,0.0077,0.27626,0.000749,0.004224,0.0
0113001321,2022,0.1835,0.29553,0.000749,0.092124,0.0
0329001033,2022,0.00823,0.0381,0.000853,0.004541,0.0
0221021003,2022,0.99741,0.26307,0.000749,0.499079,0.0
0209160255,2022,0.00765,0.49997,0.002981,0.005315,0.0
0135480645,2022,0.00781,0.29977,0.000749,0.004279,0.0
0266330914,2022,0.00767,0.09847,0.000749,0.004209,0.0
0223150408,2022,0.00774,0.09976,0.000853,0.004296,0.0
0443150103,2022,0.00766,0.30728,0.001468,0.004564,0.0
0440030211,2022,0.00766,0.19067,0.000853,0.004256,0.0
0205380409,2022,0.04128,0.10042,0.000749,0.021014,0.0
0205520931,2022,0.00765,0.10047,0.000749,0.004199,0.0
0400040915,2022,0.00759,0.3372,0.001468,0.004529,0.0
R75198,2022,0.03129,0.00129,0.000749,0.016019,0.0
0266181118,2022,0.0077,0.1436,0.000749,0.004224,0.0
0334030902,2022,0.00769,0.11771,0.000853,0.004271,0.0
0104040809,2022,0.00783,0.2003,0.001042,0.004436,0.0
0443032712,2022,0.00768,0.18715,0.000853,0.004266,0.0
0208110702,2022,0.00778,0.10041,0.000749,0.004264,0.0
0235140252,2022,1.0,0.00082,0.000749,0.500374,0.0
0231330240,2022,0.00767,0.15766,0.000853,0.004261,0.0
0215090801,2022,0.00776,0.28464,0.001468,0.004614,0.0
0424031012,2022,0.00769,0.20129,0.001042,0.004366,0.0
0144010382,2022,0.00779,0.28573,0.000749,0.004269,0.0
0237070248,2022,0.99716,0.10037,0.000749,0.498954,0.0
0416290615,2022,0.00769,0.20033,0.001042,0.004366,0.0
0416291214,2022,0.0077,0.00136,0.000749,0.004224,0.0
0430111088,2022,1.0,0.33932,0.001262,0.500631,0.0
0422230304,2022,0.00768,0.00093,0.0,0.00384,0.0
0264081301,2022,0.00773,0.19955,0.000749,0.004239,0.0
0235260110,2022,1.0,0.10089,0.000749,0.500374,0.0
0224210204,2022,0.00771,0.34226,0.001468,0.004589,0.0
0143480603,2022,0.00773,0.10036,0.000853,0.004291,0.0
0436091116,2022,0.00773,0.31488,0.001262,0.004496,0.0
0102050504,2022,0.00775,0.27364,0.001468,0.004609,0.0
R086863,2022,0.03129,0.00205,0.000749,0.016019,0.0
0258400412,2022,0.00766,0.10052,0.000853,0.004256,0.0
0230130413,2022,0.0077,0.29644,0.001468,0.004584,0.0
0422480159,2022,0.00773,0.19995,0.000749,0.004239,0.0
0229181109,2022,0.18063,0.59807,0.069444,0.125037,0.0
0215330301,2022,0.00773,0.10268,0.000853,0.004291,0.0
0218201102,2022,0.00771,0.24457,0.001468,0.004589,0.0
0219051114,2022,0.21471,0.00105,0.000749,0.107729,0.0
0414191013,2022,0.00769,0.10421,0.000749,0.004219,0.0
0168231206,2022,0.00776,0.13748,0.000749,0.004254,0.0
0219620251,2022,0.00767,0.19972,0.000853,0.004261,0.0
0205150519,2022,0.00774,0.29953,0.000749,0.004244,0.0
0219230209,2022,0.00771,0.10044,0.000749,0.004229,0.0
0234070501,2022,0.00773,0.00083,0.000749,0.004239,0.0
0436010409,2022,0.0077,0.39807,0.001262,0.004481,0.0
0116031011,2022,0.00773,0.10121,0.000853,0.004291,0.0
0217360339,2022,0.00771,0.00882,0.000749,0.004229,0.0
0428130111,2022,0.00766,0.10046,0.000749,0.004204,0.0
0332061244,2022,0.00768,0.39909,0.001262,0.004471,0.0
0436231911,2022,0.00766,0.1973,0.000749,0.004204,0.0
0449190123,2022,0.00769,0.2994,0.000749,0.004219,0.0
0143280339,2022,0.00788,0.1004,0.000853,0.004366,0.0
0212101507,2022,0.99627,0.20832,0.001042,0.498656,0.0
0424210105,2022,0.00776,0.19996,0.000853,0.004306,0.0
0223360426,2022,0.00343,0.00078,0.0,0.001715,0.0
0233011021,2022,0.00774,0.30608,0.001262,0.004501,0.0
0418080208,2022,0.00767,0.19995,0.000853,0.004261,0.0
0209161401,2022,0.03129,0.10049,0.000853,0.016071,0.0
0215130927,2022,0.00319,0.10055,0.000853,0.002021,0.0
0247300516,2022,0.00768,0.27477,0.000749,0.004214,0.0
0164600205,2022,0.00774,0.29941,0.000749,0.004244,0.0
0137090328,2022,0.00782,0.65467,0.069444,0.038632,0.0
0436301309,2022,0.00772,0.19948,0.000853,0.004286,0.0
0418230808,2022,0.00773,0.38834,0.001468,0.004599,0.0
0208210725,2022,0.24034,0.00088,0.000749,0.120544,0.0
0138110426,2022,0.00773,0.00088,0.000749,0.004239,0.0
0217360508,2022,0.00772,0.48956,0.002981,0.00535,0.0
0254130408,2022,0.0077,0.18228,0.000749,0.004224,0.0
0266361304,2022,0.00767,0.39458,0.001262,0.004466,0.0
0118011105,2022,0.00778,0.27784,0.001468,0.004624,0.0
R514637,2022,0.01382,0.12263,0.000853,0.007336,0.0
0340100602,2022,0.00772,0.18905,0.000853,0.004286,0.0
R522413,2022,0.00769,0.00177,0.000749,0.004219,0.0
R559982,2022,0.0533,0.00098,0.0,0.02665,0.0
0243460324,2022,0.00769,0.11646,0.000749,0.004219,0.0
0183570604,2022,0.00793,0.20035,0.000749,0.004339,0.0
0204060208,2022,0.00776,0.19914,0.000853,0.004306,0.0
0430010149,2022,0.00823,0.06698,0.000853,0.004541,0.0
0338491703,2022,0.04128,0.09006,0.000749,0.021014,0.0
0202070901,2022,0.9999,0.29174,0.000749,0.500324,0.0
0246180524,2022,1.0,0.16505,0.000749,0.500374,0.0
0434340811,2022,0.00775,0.33274,0.001468,0.004609,0.0
0304520707,2022,0.00767,0.29916,0.000749,0.004209,0.0
0266102317,2022,0.00771,0.10093,0.000749,0.004229,0.0
0266130313,2022,0.00287,0.1007,0.000853,0.001861,0.0
R475266,2022,0.00766,0.25932,0.000749,0.004204,0.0
0172191101,2022,0.0029,0.19917,0.000853,0.001876,0.0
0418380128,2022,0.00774,0.49543,0.002981,0.00536,0.0
0133210301,2022,0.00938,0.38522,0.001262,0.005321,0.0
0121090614,2022,0.00801,0.39902,0.001468,0.004739,0.0
0416301119,2022,0.0077,0.21215,0.001042,0.004371,0.0
0110062001,2022,0.03129,0.19682,0.000853,0.016071,0.0
0102021201,2022,0.99956,0.00081,0.000749,0.500154,0.0
0268360906,2022,0.00766,0.39761,0.001468,0.004564,0.0
0211091901,2022,1.0,0.00117,0.000853,0.500426,0.0
0424400404,2022,0.0077,0.41649,0.001262,0.004481,0.0
0223150440,2022,0.18072,0.59734,0.002981,0.09185,0.0
0418281154,2022,0.00769,0.19961,0.000853,0.004271,0.0
0417270118,2022,1.0,0.20152,0.001042,0.500521,0.0
0438210519,2022,0.00765,0.38995,0.001262,0.004456,0.0
0156600303,2022,0.00775,0.20322,0.001042,0.004396,0.0
0101110802,2022,0.00772,0.19969,0.000853,0.004286,0.0
0211400314,2022,0.00767,0.19997,0.000853,0.004261,0.0
R511868,2022,0.00779,0.00086,0.000749,0.004269,0.0
0309210207,2022,0.99822,0.00088,0.000749,0.499484,0.0
R33898,2022,0.10149,0.37356,0.001468,0.051479,0.0
0160400104,2022,0.00905,0.11601,0.000749,0.004899,0.0
0403100702,2022,0.1817,0.10028,0.000853,0.091276,0.0
0422210809,2022,0.00772,0.00248,0.000749,0.004234,0.0
R411276,2022,1.0,0.29393,0.000749,0.500374,0.0
0147480120,2022,0.00773,0.19932,0.000853,0.004291,0.0
0404440703,2022,0.00287,0.20673,0.001042,0.001956,0.0
0240210308,2022,0.00773,0.25439,0.000749,0.004239,0.0
0252280205,2022,0.0077,0.07007,0.000853,0.004276,0.0
0214010613,2022,1.0,0.00086,0.000749,0.500374,0.0
0118010801,2022,0.00784,0.09913,0.000749,0.004294,0.0
0209380508,2022,0.00769,0.4662,0.005797,0.006744,0.0
0336031432,2022,0.00769,0.13388,0.000749,0.004219,0.0
0225670616,2022,0.00767,0.18282,0.000749,0.004209,0.0
0221190114,2022,0.00766,0.02026,0.000853,0.004256,0.0
0266200512,2022,0.0077,0.00591,0.000749,0.004224,0.0
0250231102,2022,0.00777,0.49854,0.006803,0.007286,0.0
0111280804,2022,0.00785,0.1006,0.000749,0.004299,0.0
0328461362,2022,0.00768,0.19559,0.000749,0.004214,0.0
0419160624,2022,0.0077,0.39911,0.001468,0.004584,0.0
0142011203,2022,0.67365,0.29951,0.001468,0.337559,0.0
0440150120,2022,0.00286,0.00087,0.0,0.00143,0.0
0229030621,2022,0.00781,0.00383,0.000749,0.004279,0.0
0336061029,2022,0.10149,0.24805,0.001468,0.051479,0.0
0104070406,2022,0.00783,0.31715,0.001262,0.004546,0.0
0162580312,2022,0.00777,0.00147,0.000749,0.004259,0.0
0205101107,2022,0.10028,0.10034,0.000853,0.050566,0.0
0220060820,2022,1.0,0.00078,0.0,0.5,0.0
0217060307,2022,0.00786,0.61545,0.069444,0.038652,0.0
0410381209,2022,0.00768,0.39682,0.001262,0.004471,0.0
0414131320,2022,0.00776,0.20908,0.001042,0.004401,0.0
0259020601,2022,0.00773,0.23886,0.000749,0.004239,0.0
R065354,2022,0.00775,0.36251,0.001262,0.004506,0.0
0339010323,2022,0.00343,0.00099,0.000749,0.002089,0.0
0100030211,2022,0.97392,0.10026,0.000749,0.487334,0.0
0422440952,2022,0.00773,0.19986,0.000853,0.004291,0.0
0401020902,2022,0.18218,0.26512,0.000749,0.091464,0.0
0310230205,2022,0.99978,0.1825,0.000853,0.500316,0.0
0422340914,2022,0.00768,0.00086,0.000749,0.004214,0.0
0330080714,2022,0.00768,0.08439,0.000853,0.004266,0.0
0414190116,2022,0.00769,0.29944,0.001468,0.004579,0.0
0150600411,2022,0.04128,0.46844,0.002981,0.02213,0.0
R22631,2022,0.03129,0.10036,0.000853,0.016071,0.0
R33639,2022,0.03129,0.00114,0.000749,0.016019,0.0
0410380703,2022,0.00776,0.00091,0.0,0.00388,0.0
0420280231,2022,0.00367,0.10658,0.000853,0.002261,0.0
0215820139,2022,0.00343,0.00088,0.000749,0.002089,0.0
R086893,2022,0.03129,0.19769,0.000853,0.016071,0.0
0162091417,2022,0.00774,0.30578,0.001468,0.004604,0.0
0205080134,2022,0.02157,0.0008,0.000749,0.011159,0.0
0302030709,2022,0.00776,0.29048,0.001468,0.004614,0.0
0240030212,2022,0.00938,0.00079,0.0,0.00469,0.0
0121050751,2022,0.03809,0.0081,0.000853,0.019471,0.0
R361209,2022,0.03129,0.03566,0.000749,0.016019,0.0
0243300402,2022,0.00768,0.14555,0.000749,0.004214,0.0
0436252008,2022,0.00767,0.1999,0.000749,0.004209,0.0
0215280618,2022,0.00823,0.00113,0.000749,0.004489,0.0
0231050719,2022,0.00772,0.10045,0.000853,0.004286,0.0
0415210422,2022,0.00772,0.19943,0.000749,0.004234,0.0
0220200503,2022,0.00771,0.49254,0.002981,0.005345,0.0
0127110203,2022,0.0079,0.20005,0.000749,0.004324,0.0
0402030117,2022,0.0078,0.39974,0.001468,0.004634,0.0
0158550210,2022,0.00773,0.13496,0.000853,0.004291,0.0
R57489,2022,0.03129,0.1986,0.000749,0.016019,0.0
0117110215,2022,0.0084,0.49868,0.006803,0.007601,0.0
0418120416,2022,0.0077,0.2294,0.001468,0.004584,0.0
0403050539,2022,1.0,0.18752,0.000853,0.500426,0.0
0404040616,2022,0.00776,0.1353,0.000853,0.004306,0.0
0306522405,2022,0.00768,0.10079,0.000853,0.004266,0.0
0326000443,2022,0.00768,0.20007,0.000853,0.004266,0.0
0262100611,2022,0.00775,0.19599,0.000853,0.004301,0.0
0208181016,2022,0.00773,0.39643,0.001468,0.004599,0.0
0428231042,2022,0.00768,0.29943,0.001468,0.004574,0.0
0172210503,2022,0.00777,0.19627,0.000853,0.004311,0.0
0200080213,2022,0.18358,0.24449,0.000749,0.092164,0.0
0219161010,2022,0.00775,0.29984,0.000749,0.004249,0.0
0166191614,2022,0.00288,0.10021,0.000853,0.001866,0.0
0131530402,2022,0.00319,0.1012,0.000853,0.002021,0.0
0215020205,2022,0.00767,0.19992,0.000853,0.004261,0.0
0147480115,2022,0.0077,0.29812,0.001468,0.004584,0.0
0416070904,2022,0.00772,0.49834,0.006803,0.007261,0.0
0120070353,2022,0.00803,0.19993,0.000749,0.004389,0.0
0256300733,2022,0.00767,0.2051,0.000749,0.004209,0.0
0434230247,2022,0.00767,0.2069,0.000749,0.004209,0.0
0428250418,2022,0.00769,0.37256,0.001468,0.004579,0.0
0440110107,2022,0.00778,0.21696,0.000749,0.004264,0.0
0421020502,2022,0.00771,0.00101,0.0,0.003855,0.0
R455470,2022,0.03129,0.00095,0.000749,0.016019,0.0
0145110219,2022,0.00773,0.00088,0.0,0.003865,0.0
0426231717,2022,0.00768,0.29971,0.001468,0.004574,0.0
0212030105,2022,0.99996,0.00085,0.000749,0.500354,0.0
0116081405,2022,0.00778,0.39873,0.001262,0.004521,0.0
R076177,2022,0.00777,0.30302,0.000749,0.004259,0.0
0168250502,2022,0.00775,0.29943,0.001468,0.004609,0.0
0260040421,2022,0.00772,0.31985,0.001468,0.004594,0.0
0338031825,2022,0.00766,0.19232,0.000749,0.004204,0.0
0143530111,2022,0.00786,0.28648,0.000749,0.004304,0.0
0100031621,2022,0.00778,0.19947,0.000749,0.004264,0.0
0166210806,2022,0.0078,0.10816,0.000749,0.004274,0.0
0223091404,2022,0.0077,0.28489,0.001468,0.004584,0.0
0109400106,2022,0.00791,0.10021,0.000853,0.004381,0.0
0336031814,2022,0.00769,0.24401,0.000749,0.004219,0.0
0141031102,2022,0.00787,0.10987,0.000749,0.004309,0.0
0307150243,2022,0.18074,0.19963,0.000749,0.090744,0.0
0266081007,2022,0.00774,0.20001,0.000853,0.004296,0.0
0425130203,2022,0.0077,0.19999,0.000853,0.004276,0.0
0221280704,2022,0.00925,0.39527,0.001468,0.005359,0.0
0218041107,2022,0.00774,0.29944,0.001468,0.004604,0.0
0145280215,2022,0.00773,0.00333,0.000749,0.004239,0.0
0217180705,2022,0.2139,0.00079,0.000749,0.107324,0.0
0223021213,2022,0.00786,0.19992,0.000749,0.004304,0.0
0217160908,2022,0.0077,0.29932,0.000749,0.004224,0.0
0223300717,2022,0.00772,0.10053,0.000853,0.004286,0.0
0224241135,2022,0.00773,0.10288,0.000853,0.004291,0.0
0278180606,2022,0.00769,0.20008,0.000853,0.004271,0.0
0438252420,2022,0.00766,0.19994,0.000853,0.004256,0.0
0418380113,2022,0.00772,0.20105,0.000749,0.004234,0.0
0428250442,2022,0.00284,0.00079,0.000749,0.001794,0.0
0272260402,2022,0.00772,0.12328,0.000749,0.004234,0.0
0282180624,2022,0.0077,0.30207,0.000749,0.004224,0.0
0113400212,2022,0.00786,0.2,0.000853,0.004356,0.0
R078909,2022,0.03129,0.28485,0.000749,0.016019,0.0
0239130514,2022,0.00771,0.1993,0.000853,0.004281,0.0
0422120438,2022,0.00768,0.10027,0.000749,0.004214,0.0
0430111205,2022,0.00767,0.30039,0.000749,0.004209,0.0
0215130203,2022,0.00771,0.24373,0.000749,0.004229,0.0
0338131006,2022,0.04128,0.29494,0.001468,0.021374,0.0
0152441108,2022,1.0,0.32386,0.001262,0.500631,0.0
0328180608,2022,0.00771,0.30058,0.000749,0.004229,0.0
0223000414,2022,0.00781,0.19984,0.000853,0.004331,0.0
0336520154,2022,0.00766,0.20575,0.000749,0.004204,0.0
R453815,2022,0.03129,0.10021,0.000853,0.016071,0.0
0217163505,2022,0.00939,0.05775,0.000749,0.005069,0.0
0424000403,2022,0.00769,0.2994,0.001468,0.004579,0.0
R402968,2022,0.00771,0.2993,0.001468,0.004589,0.0
0416401309,2022,0.00768,0.49806,0.002981,0.00533,0.0
0266280307,2022,0.00769,0.19982,0.000749,0.004219,0.0
0402010214,2022,0.00777,0.19993,0.000749,0.004259,0.0
0210180535,2022,0.99412,0.40668,0.001262,0.497691,0.0
0416141504,2022,0.00768,0.1004,0.000853,0.004266,0.0
0424130318,2022,0.00776,0.29552,0.001468,0.004614,0.0
R078295,2022,0.00785,0.30023,0.000749,0.004299,0.0
0334001005,2022,0.01426,0.00129,0.000749,0.007504,0.0
0420302118,2022,0.00768,0.00092,0.000749,0.004214,0.0
R081793,2022,1.0,0.00087,0.0,0.5,0.0
0414380339,2022,0.0077,0.0989,0.000853,0.004276,0.0
0138040328,2022,0.01216,0.49725,0.002981,0.00757,0.0
0436252714,2022,0.00765,0.20034,0.000749,0.004199,0.0
0338102110,2022,0.0077,0.19961,0.000853,0.004276,0.0
0135070424,2022,0.00776,0.26061,0.000749,0.004254,0.0
0215161301,2022,0.00776,0.29902,0.000749,0.004254,0.0
0432230310,2022,0.00769,0.19997,0.000853,0.004271,0.0
0280200927,2022,0.00769,0.49842,0.002981,0.005335,0.0
0239461904,2022,0.00768,0.00155,0.000749,0.004214,0.0
0262201303,2022,0.00769,0.00088,0.000749,0.004219,0.0
0272201311,2022,0.00767,0.1941,0.000853,0.004261,0.0
0440070501,2022,0.00779,0.29995,0.000749,0.004269,0.0
0229070836,2022,0.00769,0.2994,0.001468,0.004579,0.0
0225170410,2022,0.00769,0.39882,0.001468,0.004579,0.0
0310180538,2022,0.00768,0.29809,0.001468,0.004574,0.0
0272281132,2022,0.00767,0.27961,0.001468,0.004569,0.0
0227200625,2022,1.0,0.0013,0.000853,0.500426,0.0
0215160707,2022,0.00768,0.43209,0.002981,0.00533,0.0
0304160608,2022,0.00773,0.18285,0.000749,0.004239,0.0
0147010303,2022,0.00777,0.39605,0.001468,0.004619,0.0
0449150318,2022,0.00773,0.19936,0.000853,0.004291,0.0
0115041104,2022,0.00774,0.29727,0.001468,0.004604,0.0
0127381344,2022,0.00774,0.29847,0.001468,0.004604,0.0
0412341910,2022,0.00773,0.10115,0.000853,0.004291,0.0
