CASE_NUMBER,Meeting_Date,vote_yes,vote_no,nay_members,matched
C14H-2013-0001,2013-02-28T00:00:00.000,,,,False
C14-2013-0040,2014-01-30T00:00:00.000,,,,False
C814-2018-0121,2020-02-06T00:00:00.000,,,,False
NPA-2016-0010.01,2016-06-16T00:00:00.000,,,,False
NPA-2015-0015.03,2016-08-11T00:00:00.000,,,,False
C14-2016-0051,2017-03-02T00:00:00.000,,,,False
C14-2014-0107,2014-09-25T00:00:00.000,7.0,0.0,,True
C14-98-0146,2017-11-02T00:00:00.000,,,,False
C14-2017-0050,2017-12-14T00:00:00.000,,,,False
NPA-2010-0012.02,2010-12-16T00:00:00.000,,,,False
C14-2015-0159,2016-03-24T00:00:00.000,,,,False
C14-2012-0100,2013-06-20T00:00:00.000,,,,False
C14-2012-0028,2013-01-31T00:00:00.000,,,,False
C14-2015-0118,2015-11-12T00:00:00.000,,,,False
C14-2017-0042,2017-12-14T00:00:00.000,8.0,3.0,,True
NPA-2017-0005.03,2018-02-01T00:00:00.000,,,,False
C14-2012-0040,2012-06-28T00:00:00.000,,,,False
C14-2012-0052,2012-11-08T00:00:00.000,,,,False
C14-2017-0151,2018-02-01T00:00:00.000,,,,False
C14-2011-0049,2011-12-15T00:00:00.000,7.0,0.0,,True
NPA-2014-0025.02,2014-11-20T00:00:00.000,6.0,0.0,,True
NPA-2014-0020.01,2014-11-20T00:00:00.000,,,,False
NPA-2014-0016.01,2015-01-29T00:00:00.000,,,,False
C14H-2017-0055,2018-05-10T00:00:00.000,,,,False
C14-2016-0043,2016-08-11T00:00:00.000,10.0,0.0,,True
NPA-2016-0005.04,2018-06-28T00:00:00.000,,,,False
NPA-2015-0005.04,2016-03-24T00:00:00.000,9.0,1.0,Tovo ; Troxclair was off the dais,True
C14-2015-0142,2016-03-24T00:00:00.000,11.0,0.0,,True
C14-2017-0132,2018-06-14T00:00:00.000,,,,False
C14-2012-0146.SH,2013-02-28T00:00:00.000,,,,False
C14-2017-0035,2017-06-15T00:00:00.000,,,,False
NPA-2017-0016.02,2018-05-10T00:00:00.000,10.0,1.0,with Renteria,True
C14-2013-0133,2014-02-13T00:00:00.000,6.0,0.0,,True
C14-2017-0028,2018-02-01T00:00:00.000,,,,False
C14-2014-0198,2016-04-14T00:00:00.000,,,,False
C14-2013-0031,2013-06-06T00:00:00.000,,,,False
C14-2017-0149,2018-06-14T00:00:00.000,,,,False
C14-2016-0071,2017-03-02T00:00:00.000,,,,False
C14-2017-0013,2017-08-10T00:00:00.000,,,,False
C14H-2011-0001,2011-12-15T00:00:00.000,,,,False
C14-2015-0006,2015-04-16T00:00:00.000,,,,False
C14-2012-0142,2013-02-28T00:00:00.000,,,,False
NPA-2018-0001.01,2018-10-04T00:00:00.000,,,,False
C14-2012-0097,2012-11-08T00:00:00.000,,,,False
C14-2017-0042,2017-08-03T00:00:00.000,8.0,3.0,,True
C14-2018-0126,2019-04-25T00:00:00.000,,,,False
C14-2014-0088,2014-10-02T00:00:00.000,,,,False
C14-2016-0095,2016-11-10T00:00:00.000,,,,False
C14H-2010-0016,2010-08-19T00:00:00.000,,,,False
C14H-2013-0140,2014-01-30T00:00:00.000,,,,False
C14H-2010-0002,2010-08-19T00:00:00.000,5.0,2.0,"(Cole, Spelman off-dais)",True
C14-2010-0083,2010-07-29T00:00:00.000,,,,False
NPA-2016-0025.01,2016-11-10T00:00:00.000,10.0,0.0,,True
C14-2019-0005,2019-03-28T00:00:00.000,,,,False
NPA-2011-0015.01,2012-02-02T00:00:00.000,,,,False
C14-2018-0124,2019-05-09T00:00:00.000,9.0,2.0,"Council members Alter, Pool",True
C14-2013-0076,2013-08-29T00:00:00.000,,,,False
C14-2015-0062,2016-04-14T00:00:00.000,,,,False
C14-2013-0158,2014-11-06T00:00:00.000,7.0,0.0,,True
C14-2012-0023,2012-06-28T00:00:00.000,,,,False
C14-2018-0004,2019-01-31T00:00:00.000,,,,False
C14-2018-0083,2018-11-01T00:00:00.000,10.0,0.0,,True
C14H-2019-0112,2020-01-23T00:00:00.000,,,,False
C14-2014-0011,2014-10-23T00:00:00.000,,,,False
C14-2007-0087,2018-08-30T00:00:00.000,,,,False
NPA-2019-0020.01,2019-06-20T00:00:00.000,,,,False
NPA-2011-0009.02,2012-03-08T00:00:00.000,,,,False
C14-2019-0156,2020-03-12T00:00:00.000,,,,False
C14-2013-0092,2014-01-23T00:00:00.000,,,,False
NPA-2019-0026.01,2019-06-20T00:00:00.000,,,,False
C14-2018-0027,2019-09-19T00:00:00.000,9.0,2.0,"Garza, Casar",True
C14-2010-0140,2011-04-21T00:00:00.000,,,,False
C14-2015-0086,2016-05-12T00:00:00.000,,,,False
C14-2019-0101,2019-11-14T00:00:00.000,,,,False
NPA-2010-0012.01,2010-12-16T00:00:00.000,,,,False
C14-2014-0071,2014-06-26T00:00:00.000,,,,False
C814-2012-0160,2013-10-03T00:00:00.000,5.0,2.0,"Morrison, Tovo",True
C14-2014-0153,2015-01-29T00:00:00.000,7.0,0.0,,True
C14H-2010-0013,2010-11-04T00:00:00.000,,,,False
C14-2018-0074,2018-12-13T00:00:00.000,,,,False
C14-2013-0122,2013-12-12T00:00:00.000,,,,False
NPA-2012-0015.01,2013-02-28T00:00:00.000,,,,False
C14-2016-0125,2017-06-15T00:00:00.000,10.0,1.0,Flannigan,True
C14-2014-0174,2014-12-11T00:00:00.000,,,,False
C14-2012-0147,2013-02-28T00:00:00.000,,,,False
C814-2018-0121,2020-03-26T00:00:00.000,,,,False
C14-2012-0092,2013-01-17T00:00:00.000,,,,False
C14-2011-0132,2013-01-17T00:00:00.000,,,,False
C14-2020-0004,2020-03-26T00:00:00.000,,,,False
C14-2011-0157,2012-01-26T00:00:00.000,,,,False
C14-72-204,2019-09-19T00:00:00.000,,,,False
C14-2015-0143,2015-12-10T00:00:00.000,,,,False
C814-2012-0160,2013-06-06T00:00:00.000,5.0,2.0,"Morrison, Tovo",True
C14-2016-0021,2018-03-22T00:00:00.000,,,,False
NPA-2019-0016.01,2020-03-26T00:00:00.000,,,,False
C14-2010-0077,2010-08-26T00:00:00.000,,,,False
C14-2011-0081,2011-12-08T00:00:00.000,,,,False
C14-2014-0051,2014-05-15T00:00:00.000,,,,False
C14-2013-0094,2013-11-21T00:00:00.000,,,,False
NPA-2015-0026.01,2015-08-13T00:00:00.000,,,,False
C14-2012-0117,2012-12-06T00:00:00.000,,,,False
C14-2015-0091,2015-12-10T00:00:00.000,,,,False
C14-2018-0002,2018-08-09T00:00:00.000,,,,False
C814-89-0006.05,2014-10-23T00:00:00.000,,,,False
NPA-2018-0026.02,2018-08-23T00:00:00.000,,,,False
C14-2011-0065,2012-01-12T00:00:00.000,,,,False
C14-2012-0130,2013-03-07T00:00:00.000,,,,False
C14-2015-0086,2015-12-10T00:00:00.000,,,,False
NPA-2015-0015.01,2015-11-12T00:00:00.000,,,,False
C14-2016-0031,2016-08-11T00:00:00.000,,,,False
C14-2013-0081,2014-06-12T00:00:00.000,,,,False
C14-2018-0053,2018-09-20T00:00:00.000,,,,False
C14-2016-0068,2016-11-10T00:00:00.000,,,,False
C14-2019-0015,2019-06-20T00:00:00.000,,,,False
NPA-2016-0016.02,2017-09-28T00:00:00.000,,,,False
C14-2019-0099,2019-10-03T00:00:00.000,,,,False
C14-2014-0189,2015-02-12T00:00:00.000,,,,False
C14-2017-0066,2019-03-07T00:00:00.000,,,,False
C14-04-0181.SH,2012-03-08T00:00:00.000,,,,False
NPA-2010-0008.01,2010-11-04T00:00:00.000,,,,False
C14-2016-0039,2017-03-02T00:00:00.000,11.0,0.0,,True
C14-2013-0069,2013-10-24T00:00:00.000,,,,False
NPA-2014-0007.01,2014-05-22T00:00:00.000,,,,False
C14-91-0038,2016-02-11T00:00:00.000,,,,False
C14-2011-0111,2012-04-26T00:00:00.000,,,,False
C14-2014-0145,2014-11-06T00:00:00.000,,,,False
NPA-2015-0023.01,2015-12-10T00:00:00.000,,,,False
C14-2017-0104,2017-11-02T00:00:00.000,,,,False
C14-2017-0003,2017-05-04T00:00:00.000,,,,False
C14-2011-0107,2011-11-03T00:00:00.000,,,,False
C14-2017-0074,2018-02-01T00:00:00.000,,,,False
C14-2014-0072,2014-10-16T00:00:00.000,,,,False
C14-2017-0089,2017-10-19T00:00:00.000,,,,False
NPA-2016-0013.01,2016-12-08T00:00:00.000,,,,False
C14H-2015-0007,2015-12-10T00:00:00.000,,,,False
NPA-2012-0021.02,2013-04-25T00:00:00.000,,,,False
C14H-1999-0018,2011-01-13T00:00:00.000,,,,False
C14-2011-0016,2011-11-10T00:00:00.000,,,,False
C14-2011-0082,2012-01-12T00:00:00.000,,,,False
C14-2011-0073,2011-09-22T00:00:00.000,,,,False
NPA-2015-0005.04,2016-05-12T00:00:00.000,9.0,1.0,Tovo ; Troxclair was off the dais,True
C14-2014-0117,2014-11-20T00:00:00.000,7.0,0.0,,True
C14-2016-0020,2017-04-20T00:00:00.000,,,,False
C14-2017-0063,2017-08-03T00:00:00.000,,,,False
C14-2016-0057,2016-09-22T00:00:00.000,10.0,0.0,,True
C14-2014-0190,2015-02-12T00:00:00.000,,,,False
NPA-2015-0003.01,2015-12-10T00:00:00.000,,,,False
C14-2013-0142,2014-01-23T00:00:00.000,,,,False
C14-2015-0140,2015-12-10T00:00:00.000,,,,False
C14-2017-0133,2018-03-08T00:00:00.000,11.0,0.0,,True
NPA-2011-0015.02,2012-02-09T00:00:00.000,,,,False
C14-2018-0066,2018-09-20T00:00:00.000,,,,False
NPA-2010-0016.01,2010-11-04T00:00:00.000,,,,False
C14-2012-0008,2012-04-05T00:00:00.000,7.0,0.0,,True
NPA-2012-0005.04,2013-04-25T00:00:00.000,,,,False
C14-2011-0075,2011-09-22T00:00:00.000,,,,False
C14-2017-0148,2019-11-14T00:00:00.000,,,,False
C14-2013-0066,2013-10-03T00:00:00.000,,,,False
NPA-2019-0027.02,2019-09-19T00:00:00.000,,,,False
C14-2010-0200,2011-02-17T00:00:00.000,,,,False
NPA-2017-0002.01,2018-06-14T00:00:00.000,,,,False
C14-2016-0100,2017-01-26T00:00:00.000,,,,False
NPA-2012-0023.01,2013-04-25T00:00:00.000,,,,False
C14-2013-0084,2013-09-26T00:00:00.000,7.0,0.0,,True
C14-2017-0118,2017-12-14T00:00:00.000,,,,False
C14-2018-0044,2018-09-20T00:00:00.000,,,,False
C14-2011-0166,2012-03-08T00:00:00.000,,,,False
C14-2015-0118,2016-01-28T00:00:00.000,,,,False
C14-2010-0199,2011-06-23T00:00:00.000,,,,False
C14-2013-0147,2014-06-12T00:00:00.000,,,,False
C14-2017-0109,2017-12-07T00:00:00.000,,,,False
NPA-2016-0005.04,2018-05-10T00:00:00.000,,,,False
C14-2013-0047,2013-08-08T00:00:00.000,7.0,0.0,,True
C14-2012-0032,2012-11-01T00:00:00.000,,,,False
C14-2015-0032,2015-05-14T00:00:00.000,,,,False
C14-2010-0058,2010-07-29T00:00:00.000,,,,False
C14-2010-0167,2011-01-13T00:00:00.000,,,,False
C14-2017-0118,2018-02-01T00:00:00.000,,,,False
C14-2018-0056,2018-12-13T00:00:00.000,,,,False
C14-2011-0113,2011-11-10T00:00:00.000,,,,False
C14H-2017-0006,2018-05-24T00:00:00.000,,,,False
NPA-2016-0005.04,2018-03-22T00:00:00.000,,,,False
C14-2018-0022,2018-08-09T00:00:00.000,10.0,0.0,,True
C14-2010-0135,2010-12-16T00:00:00.000,,,,False
C14-2014-0100,2014-11-06T00:00:00.000,7.0,0.0,,True
C14-2017-0042,2017-12-07T00:00:00.000,8.0,3.0,,True
C814-90-0003.17,2012-06-14T00:00:00.000,,,,False
C14-2011-0120,2011-12-08T00:00:00.000,,,,False
C14-2019-0003,2020-04-23T00:00:00.000,,,,False
C14-2011-0092,2011-11-03T00:00:00.000,,,,False
C14-2014-0174,2015-02-12T00:00:00.000,,,,False
NPA-2015-0013.01,2016-02-11T00:00:00.000,,,,False
C814-2014-0120,2017-03-02T00:00:00.000,,,,False
C14-2011-0140,2012-02-09T00:00:00.000,5.0,2.0,"Morrison, Tovo",True
C14-2013-0101,2013-11-21T00:00:00.000,,,,False
C14-2013-0040,2013-11-21T00:00:00.000,,,,False
C14-2019-0007,2019-06-20T00:00:00.000,,,,False
C14-2015-0073,2015-12-10T00:00:00.000,,,,False
C14-2017-0074,2017-08-31T00:00:00.000,,,,False
NPA-2014-0003.01,2014-03-27T00:00:00.000,,,,False
C14H-2016-0073,2016-12-08T00:00:00.000,,,,False
C14-2016-0043,2016-09-22T00:00:00.000,10.0,0.0,,True
C814-2009-0139,2010-07-29T00:00:00.000,,,,False
C14-2014-0176,2015-04-16T00:00:00.000,,,,False
NPA-2016-0005.03,2017-03-02T00:00:00.000,10.0,1.0,( Tovo ),True
C14-2011-0091,2013-08-29T00:00:00.000,,,,False
C814-2012-0071,2012-10-11T00:00:00.000,,,,False
C14-2014-0186,2016-01-28T00:00:00.000,,,,False
C14-2014-0123,2014-11-20T00:00:00.000,5.0,1.0,Morrison,True
C14-2009-0078,2010-06-24T00:00:00.000,,,,False
C14-2011-0015,2011-07-28T00:00:00.000,,,,False
C814-97-0001.11,2014-06-26T00:00:00.000,,,,False
NPA-2015-0028.01,2015-12-10T00:00:00.000,,,,False
C14-2018-0088,2019-02-21T00:00:00.000,,,,False
C14-2011-0047,2012-01-12T00:00:00.000,,,,False
C14-2014-0147,2014-11-06T00:00:00.000,,,,False
C14-2017-0115,2017-11-09T00:00:00.000,,,,False
C814-2018-0121,2020-04-23T00:00:00.000,,,,False
C14-2017-0111,2017-11-09T00:00:00.000,,,,False
C14-2013-0025,2013-06-20T00:00:00.000,,,,False
C14-2011-0007,2011-05-12T00:00:00.000,,,,False
C14-2013-0032,2013-06-06T00:00:00.000,,,,False
C14-2008-0220,2010-11-04T00:00:00.000,,,,False
NPA-2017-0029.01,2017-11-09T00:00:00.000,,,,False
C14-2017-0030,2017-08-03T00:00:00.000,,,,False
C14-2014-0193,2015-08-13T00:00:00.000,10.0,0.0,,True
C14-2017-0066,2018-08-09T00:00:00.000,,,,False
C14-2011-0148,2012-01-26T00:00:00.000,,,,False
C14-2017-0134,2018-02-01T00:00:00.000,,,,False
C14-2012-0109,2013-09-26T00:00:00.000,,,,False
C14-2011-0132,2012-06-14T00:00:00.000,,,,False
C14-2017-0094,2018-02-01T00:00:00.000,,,,False
NPA-2011-0019.01,2011-09-22T00:00:00.000,,,,False
C14-2017-0042,2017-08-31T00:00:00.000,8.0,3.0,,True
C14-2010-0052,2010-09-30T00:00:00.000,,,,False
C14-2012-0066,2012-09-27T00:00:00.000,,,,False
NPA-2019-0021.01,2019-06-20T00:00:00.000,,,,False
C14-2018-0079,2018-12-13T00:00:00.000,,,,False
C14-2012-0008,2012-08-02T00:00:00.000,7.0,0.0,,True
C14-2019-0043,2019-06-06T00:00:00.000,,,,False
C14-2014-0198,2015-12-10T00:00:00.000,,,,False
NPA-2016-0005.01,2016-12-08T00:00:00.000,,,,False
C14-2018-0102,2019-04-25T00:00:00.000,,,,False
C14-2011-0134,2012-03-08T00:00:00.000,,,,False
C14-2013-0127,2013-12-12T00:00:00.000,,,,False
C14-2015-0133,2016-03-24T00:00:00.000,7.0,0.0,,True
C14-2014-0114,2014-09-25T00:00:00.000,,,,False
C814-2012-0071,2012-10-18T00:00:00.000,,,,False
NPA-2017-0016.03,2018-12-13T00:00:00.000,,,,False
C14H-2010-0010,2010-10-14T00:00:00.000,,,,False
NPA-2013-0025.01,2013-12-12T00:00:00.000,6.0,1.0,Morrison voted Nay,True
C14-2012-0083,2013-04-25T00:00:00.000,,,,False
C14-2010-0101,2010-09-23T00:00:00.000,,,,False
C14-2014-0111,2014-11-06T00:00:00.000,,,,False
NPA-2017-0016.05,2018-06-14T00:00:00.000,,,,False
C14-2012-0119,2012-12-06T00:00:00.000,,,,False
C14-2009-0151,2014-12-11T00:00:00.000,,,,False
C14-2011-0061,2011-09-22T00:00:00.000,,,,False
C14-2009-0106.001,2010-03-25T00:00:00.000,,,,False
C14-2014-0003,2014-06-12T00:00:00.000,,,,False
C14-2018-0147,2019-03-07T00:00:00.000,,,,False
C14-2011-0080,2011-12-15T00:00:00.000,7.0,0.0,,True
C14-2017-0084,2017-12-14T00:00:00.000,,,,False
NPA-2012-0011.01,2012-09-27T00:00:00.000,,,,False
C14-2019-0163,2020-03-12T00:00:00.000,,,,False
C14-2014-0085,2014-09-25T00:00:00.000,,,,False
C14-2015-0108,2015-11-12T00:00:00.000,,,,False
C14-2015-0119,2016-08-11T00:00:00.000,,,,False
C14-2013-0077.SH,2013-08-29T00:00:00.000,,,,False
NPA-2016-0005.04,2019-01-31T00:00:00.000,,,,False
C14-2018-0135,2019-03-28T00:00:00.000,,,,False
C14-2012-0041,2012-06-14T00:00:00.000,,,,False
C14-2010-0087,2010-08-26T00:00:00.000,7.0,0.0,,True
C14-2009-0093,2010-07-29T00:00:00.000,,,,False
C14-2010-0168,2011-01-13T00:00:00.000,,,,False
C14-2012-0099,2012-11-08T00:00:00.000,6.0,0.0,,True
C14-2019-0124,2019-12-05T00:00:00.000,,,,False
C14-2013-0085,2013-10-24T00:00:00.000,7.0,0.0,,True
C14-2011-0133,2012-06-14T00:00:00.000,,,,False
C14-2012-0112,2013-03-28T00:00:00.000,,,,False
C14-2010-0001,2010-11-18T00:00:00.000,,,,False
NPA-2015-0005.02,2015-11-12T00:00:00.000,,,,False
C14-2009-0059,2009-10-01T00:00:00.000,,,,False
NPA-2013-0011.01,2013-06-06T00:00:00.000,,,,False
C14-2019-0017,2019-06-06T00:00:00.000,,,,False
C14-2016-0051,2017-01-26T00:00:00.000,,,,False
C14-2013-0081,2014-05-01T00:00:00.000,,,,False
C14-2016-0050,2017-02-16T00:00:00.000,,,,False
C14-2011-0063,2011-09-22T00:00:00.000,,,,False
C14-2016-0113,2017-05-18T00:00:00.000,,,,False
C14-2016-0086,2016-12-15T00:00:00.000,,,,False
NPA-2017-0021.01,2018-03-22T00:00:00.000,,,,False
NPA-2015-0023.01,2016-02-11T00:00:00.000,,,,False
NPA-2016-0005.01,2017-03-23T00:00:00.000,,,,False
C14-2019-0049,2019-12-05T00:00:00.000,9.0,1.0,"-1, Tovo ; Pool abstained",True
C814-2008-0087,2009-12-17T00:00:00.000,5.0,2.0,"( Leffingwell, Morrison voted Nay)",True
C14-2011-0169,2012-04-05T00:00:00.000,,,,False
C14-2012-0111,2012-12-06T00:00:00.000,,,,False
C14-2017-0050,2017-08-31T00:00:00.000,,,,False
C14-2016-0038,2016-09-22T00:00:00.000,,,,False
C14H-2009-0016,2009-11-19T00:00:00.000,,,,False
C14-2014-0034,2014-10-02T00:00:00.000,,,,False
C14-2014-0041,2015-01-29T00:00:00.000,,,,False
C14-2017-0133,2018-02-01T00:00:00.000,11.0,0.0,,True
C14-2013-0083,2013-12-12T00:00:00.000,,,,False
C14-2015-0104,2016-05-12T00:00:00.000,,,,False
C14-2018-0116,2018-12-13T00:00:00.000,,,,False
C14H-2017-0006,2017-05-18T00:00:00.000,,,,False
C14-2011-0008,2011-05-12T00:00:00.000,,,,False
C14-2017-0029,2017-08-03T00:00:00.000,11.0,0.0,,True
C14-2013-0118,2014-09-25T00:00:00.000,,,,False
C14-2017-0092,2017-11-02T00:00:00.000,,,,False
C14-2010-0202,2011-03-03T00:00:00.000,,,,False
C14-2017-0036,2017-08-03T00:00:00.000,11.0,0.0,,True
C14-2012-0016,2012-05-24T00:00:00.000,,,,False
NPA-2014-0017.01,2015-05-14T00:00:00.000,,,,False
C14-2010-0062,2010-12-16T00:00:00.000,,,,False
C14-2013-0125,2013-12-12T00:00:00.000,,,,False
NPA-2014-0011.01,2014-06-26T00:00:00.000,,,,False
C814-2015-0074,2016-09-22T00:00:00.000,8.0,2.0,"Houston, Tovo ; Troxclair was off the dais",True
NPA-2016-0010.02,2017-01-26T00:00:00.000,10.0,0.0,,True
C14-2008-0159,2013-05-09T00:00:00.000,,,,False
C14-2012-0148,2013-02-14T00:00:00.000,,,,False
NPA-2017-0021.01,2019-08-08T00:00:00.000,,,,False
C14-2013-0013,2013-06-06T00:00:00.000,,,,False
C14-2016-0137,2017-03-23T00:00:00.000,,,,False
NPA-2013-0019.01,2013-11-21T00:00:00.000,,,,False
C814-2008-0087,2009-11-05T00:00:00.000,5.0,2.0,"( Leffingwell, Morrison voted Nay)",True
C14-2012-0001,2012-03-22T00:00:00.000,,,,False
C14-2012-0154,2013-02-14T00:00:00.000,,,,False
C14-2018-0092,2018-12-13T00:00:00.000,,,,False
C14-2010-0094,2010-09-23T00:00:00.000,,,,False
C14-2012-0063,2012-11-08T00:00:00.000,5.0,1.0,Riley ; Martinez was off the dais,True
NPA-2018-0021.01,2019-08-08T00:00:00.000,,,,False
C14-2011-0088,2012-06-28T00:00:00.000,,,,False
C14-2010-0151,2011-02-17T00:00:00.000,,,,False
C14-2017-0136,2018-02-01T00:00:00.000,,,,False
C14H-2014-0001,2014-04-17T00:00:00.000,,,,False
C14-2018-0139,2019-02-07T00:00:00.000,,,,False
NPA-2019-0019.01,2019-09-19T00:00:00.000,,,,False
C14-2015-0003,2015-08-13T00:00:00.000,,,,False
C14-2012-0129,2012-12-13T00:00:00.000,,,,False
NPA-2013-0005.02,2014-02-13T00:00:00.000,,,,False
C14-2018-0001,2019-02-07T00:00:00.000,,,,False
NPA-2019-0020.04,2019-11-14T00:00:00.000,11.0,0.0,,True
C814-2008-0136.01,2011-09-22T00:00:00.000,,,,False
C14-2018-0041,2018-06-14T00:00:00.000,,,,False
C14-2013-0130,2013-12-12T00:00:00.000,,,,False
C814-2017-0024,2017-12-07T00:00:00.000,11.0,0.0,,True
C14-2012-0098,2012-10-11T00:00:00.000,,,,False
C14-2016-0117,2017-02-16T00:00:00.000,,,,False
NPA-2011-0005.02,2011-12-08T00:00:00.000,,,,False
NPA-2017-0013.01,2017-09-28T00:00:00.000,,,,False
C14-2010-0112,2010-11-04T00:00:00.000,,,,False
NPA-2015-0005.02,2015-12-10T00:00:00.000,,,,False
NPA-2010-0005.03,2011-03-03T00:00:00.000,,,,False
C14-2016-0134,2017-04-06T00:00:00.000,10.0,0.0,,True
C14H-2019-0111,2019-09-19T00:00:00.000,,,,False
C14H-2010-0019,2010-11-18T00:00:00.000,,,,False
C14-2014-0128,2015-02-12T00:00:00.000,,,,False
C14-2015-0107,2015-12-10T00:00:00.000,,,,False
C14-2019-0085,2019-09-19T00:00:00.000,,,,False
C14H-2017-0055,2017-08-10T00:00:00.000,,,,False
C14-2010-0199,2011-05-26T00:00:00.000,,,,False
C14-2011-0128,2011-12-08T00:00:00.000,,,,False
NPA-2016-0016.01,2018-03-01T00:00:00.000,,,,False
C14-2010-0079,2010-08-19T00:00:00.000,,,,False
C14-2012-0052,2012-08-02T00:00:00.000,,,,False
NPA-2017-0015.01,2017-12-07T00:00:00.000,,,,False
C14-2014-0173,2014-12-11T00:00:00.000,,,,False
C14-2016-0011,2016-11-10T00:00:00.000,10.0,0.0,,True
C14-2013-0104,2014-01-23T00:00:00.000,,,,False
C14-2014-0002,2014-03-20T00:00:00.000,,,,False
C14-2017-0156,2018-03-22T00:00:00.000,,,,False
NPA-2015-0016.01,2015-10-08T00:00:00.000,,,,False
C14-2018-0102,2019-01-31T00:00:00.000,,,,False
NPA-2017-0016.02,2018-10-04T00:00:00.000,10.0,1.0,with Renteria,True
C14H-2018-0013,2018-08-30T00:00:00.000,,,,False
C14-2014-0128,2014-11-20T00:00:00.000,,,,False
C14-2014-0184,2014-12-11T00:00:00.000,,,,False
C14-2012-0099,2012-12-13T00:00:00.000,6.0,0.0,,True
C14-2016-0079,2018-02-01T00:00:00.000,,,,False
C814-2015-0074,2016-06-16T00:00:00.000,8.0,2.0,"Houston, Tovo ; Troxclair was off the dais",True
C14H-2014-0007,2014-12-11T00:00:00.000,6.0,1.0,Martinez,True
C14H-2010-0015,2010-11-04T00:00:00.000,,,,False
NPA-2017-0016.02,2019-03-07T00:00:00.000,10.0,1.0,with Renteria,True
C14-2011-0068,2011-09-22T00:00:00.000,,,,False
C14-2016-0041,2016-10-13T00:00:00.000,10.0,0.0,,True
NPA-2018-0016.03,2019-03-28T00:00:00.000,,,,False
NPA-2011-0025.03,2012-01-26T00:00:00.000,,,,False
C14-2016-0125,2017-05-04T00:00:00.000,10.0,1.0,Flannigan,True
C14-2017-0139,2018-06-28T00:00:00.000,10.0,1.0,,True
NPA-2019-0020.04,2019-10-17T00:00:00.000,11.0,0.0,,True
C14-2015-0122,2016-02-11T00:00:00.000,,,,False
C14-2018-0136,2019-03-28T00:00:00.000,,,,False
C14-2012-0140,2013-05-23T00:00:00.000,,,,False
C14-2018-0097,2018-11-01T00:00:00.000,,,,False
C14-2011-0093,2011-12-08T00:00:00.000,,,,False
C14-2018-0090,2018-12-13T00:00:00.000,,,,False
C14-2011-0134,2012-06-14T00:00:00.000,,,,False
C14-2020-0009,2020-03-26T00:00:00.000,,,,False
C14H-2010-0021,2010-12-16T00:00:00.000,,,,False
C14-2011-0110,2011-11-03T00:00:00.000,,,,False
NPA-2011-0019.02,2011-12-08T00:00:00.000,,,,False
C14-2017-0094,2018-10-04T00:00:00.000,,,,False
C14-2008-0224,2010-05-27T00:00:00.000,6.0,0.0,,True
C14-2013-0118,2014-06-12T00:00:00.000,,,,False
C14H-2011-0001,2012-01-12T00:00:00.000,,,,False
C14-2012-0067,2012-09-27T00:00:00.000,,,,False
C14-2010-0204,2011-05-12T00:00:00.000,,,,False
C14-2016-0063.SH,2016-09-22T00:00:00.000,,,,False
C14-2010-0108,2010-10-28T00:00:00.000,,,,False
C14-2010-0085,2010-08-26T00:00:00.000,,,,False
C14-2016-0070,2017-03-23T00:00:00.000,,,,False
C14-2012-0028,2013-05-09T00:00:00.000,,,,False
C14-2012-0060,2013-01-17T00:00:00.000,,,,False
C814-2012-0160,2013-08-08T00:00:00.000,5.0,2.0,"Morrison, Tovo",True
C14-2014-0121,2014-10-16T00:00:00.000,,,,False
C14-2013-0047,2013-08-22T00:00:00.000,7.0,0.0,,True
C14-2016-0050,2016-10-13T00:00:00.000,,,,False
C14-2011-0133,2012-08-02T00:00:00.000,,,,False
C14-2018-0024,2018-08-09T00:00:00.000,,,,False
C14-2016-0090,2017-09-28T00:00:00.000,,,,False
NPA-2017-0016.03,2018-11-01T00:00:00.000,,,,False
NPA-2015-0016.01,2016-02-11T00:00:00.000,,,,False
NPA-2014-0015.01,2015-02-26T00:00:00.000,,,,False
C14-2019-0041,2019-06-06T00:00:00.000,,,,False
C14-2018-0064,2019-03-28T00:00:00.000,,,,False
C14H-2018-0103,2018-12-13T00:00:00.000,,,,False
C14-2016-0113,2017-03-02T00:00:00.000,,,,False
C14-2017-0126,2017-12-14T00:00:00.000,,,,False
C14-2016-0032,2016-08-11T00:00:00.000,11.0,0.0,,True
C14-2017-0130,2018-06-28T00:00:00.000,,,,False
C14-2017-0095,2017-10-05T00:00:00.000,,,,False
C14-2012-0153,2013-02-14T00:00:00.000,,,,False
C814-2015-0074,2016-11-10T00:00:00.000,8.0,2.0,"Houston, Tovo ; Troxclair was off the dais",True
C14-2019-0069,2019-08-08T00:00:00.000,,,,False
C14-2016-0115,2017-03-23T00:00:00.000,,,,False
C814-2012-0160,2019-08-08T00:00:00.000,5.0,2.0,"Morrison, Tovo",True
C14-2010-0105,2010-11-18T00:00:00.000,,,,False
C14-2014-0029,2014-06-12T00:00:00.000,5.0,2.0,"Morrison, Tovo",True
C14-2017-0141,2018-03-01T00:00:00.000,,,,False
C14-2019-0129,2020-04-09T00:00:00.000,,,,False
C14-2010-0129,2010-10-14T00:00:00.000,,,,False
C14-2016-0074,2016-09-22T00:00:00.000,,,,False
