CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Swagit_URL,MP4_URL
C14-2017-0092,2017-11-09T00:00:00.000,94,Austin City Council,http://austintx.swagit.com/play/45751/0/,https://swagit-video.granicus.com/archive/2017/11/09/11092017-1148.360.mp4
C14-2013-0065,2013-08-22T00:00:00.000,108,Austin City Council,http://austintx.swagit.com/play/45588/0/,https://swagit-video.granicus.com/archive/2013/08/22/08222013-665.h264.mp4
C14-2016-0116,2017-02-16T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/02162017-598/0/,https://swagit-video.granicus.com/archive/2017/02/16/02162017-610.360.mp4
C14-2011-0076,2011-09-22T00:00:00.000,77,Austin City Council,http://austintx.swagit.com/play/45476/0/,https://swagit-video.granicus.com/archive/2011/09/22/09222011-34.h264.mp4
C14-2019-0168,2020-02-20T00:00:00.000,68,Austin City Council,http://austintx.swagit.com/play/45804/0/,https://swagit-video.granicus.com/archive/2020/02/20/02202020-566.360.mp4
C14-2011-0088,2012-04-05T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45503/0/,https://swagit-video.granicus.com/archive/2012/04/05/04052012-532.h264.mp4
C14-2013-0085,2013-10-17T00:00:00.000,67,Austin City Council,http://austintx.swagit.com/play/45598/0/,https://swagit-video.granicus.com/archive/2013/10/17/10172013-536.h264.mp4
C14-2016-0097,2017-03-23T00:00:00.000,79,Austin City Council,http://austintx.swagit.com/play/45731/0/,https://swagit-video.granicus.com/archive/2017/03/23/03232017-1157.360.mp4
C14H-2016-0112,2016-12-08T00:00:00.000,48,Austin City Council,http://austintx.swagit.com/play/45724/0/,https://swagit-video.granicus.com/archive/2016/12/08/12082016-615.360.mp4
C14H-2019-0063,2019-06-20T00:00:00.000,156,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-654.360.mp4
C14-2014-0047,2014-08-07T00:00:00.000,148,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2019-0038,2019-05-23T00:00:00.000,54,Austin City Council,http://austintx.swagit.com/play/45786/0/,https://swagit-video.granicus.com/archive/2019/05/23/05232019-715.360.mp4
C14-2014-0095,2014-10-16T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/45643/0/,https://swagit-video.granicus.com/archive/2014/10/16/10162014-594.360.mp4
C14-2014-0099,2014-09-25T00:00:00.000,121,Austin City Council,http://austintx.swagit.com/play/44968/0/,https://swagit-video.granicus.com/archive/2014/09/25/09252014-591.360.mp4
C14-2018-0102,2018-11-29T00:00:00.000,54,Austin City Council,http://austintx.swagit.com/play/45775/0/,https://swagit-video.granicus.com/archive/2018/11/29/11292018-570.360.mp4
C14-2011-0055,2011-12-15T00:00:00.000,82,Austin City Council,http://austintx.swagit.com/play/45489/0/,https://swagit-video.granicus.com/archive/2011/12/15/12152011-581.h264.mp4
C14H-2015-0164,2016-06-16T00:00:00.000,66,Austin City Council,http://austintx.swagit.com/play/45711/0/,https://swagit-video.granicus.com/archive/2016/06/17/06172016-517.360.mp4
C14-2010-0134,2011-02-17T00:00:00.000,59,Austin City Council,http://austintx.swagit.com/play/45438/0/,https://swagit-video.granicus.com/archive/2011/02/17/02172011-10.h264.mp4
C14-2016-0132,2017-03-23T00:00:00.000,82,Austin City Council,http://austintx.swagit.com/play/45731/0/,https://swagit-video.granicus.com/archive/2017/03/23/03232017-596.360.mp4
C14-2012-0015,2012-08-02T00:00:00.000,90,Austin City Council,http://austintx.swagit.com/play/45526/0/,https://swagit-video.granicus.com/archive/2012/08/02/08022012-554.h264.mp4
C14-2011-0115,2012-02-09T00:00:00.000,50,Austin City Council,http://austintx.swagit.com/play/45497/0/,https://swagit-video.granicus.com/archive/2012/02/09/02092012-541.h264.mp4
NPA-2012-0019.01,2012-12-06T00:00:00.000,94,Austin City Council,http://austintx.swagit.com/play/45551/0/,https://swagit-video.granicus.com/archive/2012/12/06/12062012-519.h264.mp4
C814-88-0001.10,2014-03-06T00:00:00.000,33,Austin City Council,http://austintx.swagit.com/play/45612/0/,https://swagit-video.granicus.com/archive/2014/03/06/03062014-520.h264.mp4
C14-2014-0150,2015-04-16T00:00:00.000,20,Austin City Council,http://austintx.swagit.com/play/45674/0/,https://swagit-video.granicus.com/archive/2015/04/16/04162015-545.360.mp4
C14-2016-0065,2016-11-10T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45722/0/,https://swagit-video.granicus.com/archive/2016/11/11/11112016-592.360.mp4
C14-2016-0123,2017-03-02T00:00:00.000,50,Austin City Council,http://austintx.swagit.com/play/03022017-539/0/,https://swagit-video.granicus.com/archive/2017/03/02/03022017-547.360.mp4
C14-2011-0112,2011-11-10T00:00:00.000,100,Austin City Council,http://austintx.swagit.com/play/45485/0/,https://swagit-video.granicus.com/archive/2011/11/10/11102011-516.h264.mp4
C14-2017-0012,2017-04-13T00:00:00.000,37,Austin City Council,http://austintx.swagit.com/play/45733/0/,https://swagit-video.granicus.com/archive/2017/04/13/04132017-939.360.mp4
NPA-2015-0028.01,2015-11-12T00:00:00.000,55,Austin City Council,http://austintx.swagit.com/play/45694/0/,https://swagit-video.granicus.com/archive/2015/11/12/11122015-609.360.mp4
C14-2018-0106,2019-01-31T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45778/0/,https://swagit-video.granicus.com/archive/2019/02/01/02012019-627.360.mp4
C14H-2019-0112,2019-11-14T00:00:00.000,92,Austin City Council,http://austintx.swagit.com/play/45799/0/,https://swagit-video.granicus.com/archive/2019/11/14/11142019-708.360.mp4
NPA-2016-0005.03,2017-01-26T00:00:00.000,61,Austin City Council,http://austintx.swagit.com/play/01262017-762/0/,https://swagit-video.granicus.com/archive/2017/01/26/01262017-769.360.mp4
C14-2011-0056,2011-07-28T00:00:00.000,134,Austin City Council,http://austintx.swagit.com/play/45466/0/,https://swagit-video.granicus.com/archive/2011/07/28/07282011-77.h264.mp4
C14-2016-0020,2017-03-02T00:00:00.000,59,Austin City Council,http://austintx.swagit.com/play/03022017-539/0/,https://swagit-video.granicus.com/archive/2017/03/02/03022017-547.360.mp4
C14-2019-0053,2019-06-20T00:00:00.000,166,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-654.360.mp4
C14-2010-0025,2011-04-28T00:00:00.000,63,Austin City Council,http://austintx.swagit.com/play/45453/0/,https://swagit-video.granicus.com/archive/2011/04/28/04282011-50.h264.mp4
C14-2015-0127,2015-12-17T00:00:00.000,85,Austin City Council,http://austintx.swagit.com/play/45697/0/,https://swagit-video.granicus.com/archive/2015/12/18/12182015-554.360.mp4
C14-2019-0029,2019-06-20T00:00:00.000,160,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-654.360.mp4
C14-2009-0168,2010-07-29T00:00:00.000,110,Austin City Council,http://austintx.swagit.com/play/45420/0/,https://swagit-video.granicus.com/archive/2010/07/29/07292010-23.h264.mp4
C14-2011-0087,2012-03-22T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45502/0/,https://swagit-video.granicus.com/archive/2012/03/22/03222012-555.h264.mp4
C14-2019-0109,2019-12-05T00:00:00.000,93,Austin City Council,http://austintx.swagit.com/play/45800/0/,https://swagit-video.granicus.com/archive/2019/12/05/12052019-628.360.mp4
NPA-2018-0021.01,2019-06-06T00:00:00.000,94,Austin City Council,http://austintx.swagit.com/play/45787/0/,https://swagit-video.granicus.com/archive/2019/06/06/06062019-650.360.mp4
C14-2015-0167,2016-05-12T00:00:00.000,36,Austin City Council,http://austintx.swagit.com/play/45708/0/,https://swagit-video.granicus.com/archive/2016/05/12/05122016-573.360.mp4
C814-96-0003.10,2011-08-25T00:00:00.000,105,Austin City Council,http://austintx.swagit.com/play/45472/0/,https://swagit-video.granicus.com/archive/2011/08/25/08252011-74.h264.mp4
C14-2010-0161,2011-01-13T00:00:00.000,61,Austin City Council,http://austintx.swagit.com/play/45433/0/,https://swagit-video.granicus.com/archive/2011/01/13/01132011-11.h264.mp4
C14-2010-0102,2010-10-28T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45427/0/,https://swagit-video.granicus.com/archive/2010/10/28/10282010-14.h264.mp4
C14-2015-0111,2015-11-12T00:00:00.000,68,Austin City Council,http://austintx.swagit.com/play/45694/0/,https://swagit-video.granicus.com/archive/2015/11/12/11122015-596.360.mp4
C14-2020-0010,2020-04-09T00:00:00.000,47,Austin City Council,http://austintx.swagit.com/play/52008/0/,https://swagit-video.granicus.com/archive/2020/04/09/04092020-627.360.mp4
C14-2009-0071,2009-11-05T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45400/0/,https://swagit-video.granicus.com/archive/2009/11/05/11052009-19.h264.mp4
C14-2013-0028,2013-05-23T00:00:00.000,100,Austin City Council,http://austintx.swagit.com/play/45578/0/,https://swagit-video.granicus.com/archive/2013/05/23/05232013-520.h264.mp4
C14-2013-0030,2013-05-09T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45576/0/,https://swagit-video.granicus.com/archive/2013/05/09/05092013-552.h264.mp4
C14H-2010-0020,2010-12-16T00:00:00.000,90,Austin City Council,http://austintx.swagit.com/play/45432/0/,https://swagit-video.granicus.com/archive/2010/12/16/12162010-16.h264.mp4
C14-2013-0067,2013-08-22T00:00:00.000,112,Austin City Council,http://austintx.swagit.com/play/45588/0/,https://swagit-video.granicus.com/archive/2013/08/22/08222013-665.h264.mp4
NPA-2012-0019.01,2012-06-28T00:00:00.000,113,Austin City Council,http://austintx.swagit.com/play/45523/0/,https://swagit-video.granicus.com/archive/2012/06/28/06282012-686.h264.mp4
C14-2020-0001,2020-04-09T00:00:00.000,60,Austin City Council,http://austintx.swagit.com/play/52008/0/,https://swagit-video.granicus.com/archive/2020/04/09/04092020-627.360.mp4
C14-2013-0086,2013-11-21T00:00:00.000,87,Austin City Council,http://austintx.swagit.com/play/45603/0/,https://swagit-video.granicus.com/archive/2013/11/21/11212013-616.h264.mp4
C14-2017-0053,2017-08-03T00:00:00.000,110,Austin City Council,http://austintx.swagit.com/play/45741/0/,https://swagit-video.granicus.com/archive/2017/08/03/08032017-530.360.mp4
C14-2015-0119,2016-05-12T00:00:00.000,32,Austin City Council,http://austintx.swagit.com/play/45708/0/,https://swagit-video.granicus.com/archive/2016/05/12/05122016-573.360.mp4
C14-2016-0045,2016-08-11T00:00:00.000,39,Austin City Council,http://austintx.swagit.com/play/45714/0/,https://swagit-video.granicus.com/archive/2016/08/11/08112016-632.360.mp4
C14-2012-0102,2012-11-01T00:00:00.000,50,Austin City Council,http://austintx.swagit.com/play/45545/0/,https://swagit-video.granicus.com/archive/2012/11/01/11012012-583.h264.mp4
C14-2016-0016,2016-06-16T00:00:00.000,55,Austin City Council,http://austintx.swagit.com/play/45711/0/,https://swagit-video.granicus.com/archive/2016/06/16/06162016-648.360.mp4
C14-2017-0067,2017-12-14T00:00:00.000,83,Austin City Council,http://austintx.swagit.com/play/45753/0/,https://swagit-video.granicus.com/archive/2017/12/14/12142017-780.360.mp4
NPA-2015-0002.02,2016-03-24T00:00:00.000,24,Austin City Council,http://austintx.swagit.com/play/45702/0/,https://swagit-video.granicus.com/archive/2016/03/24/03242016-685.360.mp4
C14-2017-0084,2018-02-01T00:00:00.000,106,Austin City Council,http://austintx.swagit.com/play/02012018-524/0/,https://swagit-video.granicus.com/archive/2018/02/02/02022018-546.360.mp4
C14H-2018-0103,2019-03-07T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/45781/0/,https://swagit-video.granicus.com/archive/2019/03/07/03072019-611.360.mp4
NPA-2018-0021.01,2019-06-20T00:00:00.000,170,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-654.360.mp4
C14-2018-0056,2018-11-15T00:00:00.000,61,Austin City Council,http://austintx.swagit.com/play/45774/0/,https://swagit-video.granicus.com/archive/2018/11/15/11152018-1249.360.mp4
C14-2014-0076,2014-08-07T00:00:00.000,152,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2014-0045,2014-08-28T00:00:00.000,113,Austin City Council,http://austintx.swagit.com/play/45637/0/,https://swagit-video.granicus.com/archive/2014/08/28/08282014-592.360.mp4
C14-2011-0082,2011-11-03T00:00:00.000,58,Austin City Council,http://austintx.swagit.com/play/45483/0/,https://swagit-video.granicus.com/archive/2011/11/03/11032011-527.h264.mp4
C14-2013-0133,2014-01-23T00:00:00.000,86,Austin City Council,http://austintx.swagit.com/play/45605/0/,https://swagit-video.granicus.com/archive/2014/01/23/01232014-586.h264.mp4
C14-98-0146,2017-12-14T00:00:00.000,110,Austin City Council,http://austintx.swagit.com/play/45753/0/,https://swagit-video.granicus.com/archive/2017/12/15/12152017-592.360.mp4
C14-2016-0052,2016-12-08T00:00:00.000,22,Austin City Council,http://austintx.swagit.com/play/45724/0/,https://swagit-video.granicus.com/archive/2016/12/08/12082016-615.360.mp4
C14-2019-0016,2019-06-06T00:00:00.000,87,Austin City Council,http://austintx.swagit.com/play/45787/0/,https://swagit-video.granicus.com/archive/2019/06/06/06062019-650.360.mp4
C14-2012-0058,2012-08-02T00:00:00.000,109,Austin City Council,http://austintx.swagit.com/play/45526/0/,https://swagit-video.granicus.com/archive/2012/08/02/08022012-554.h264.mp4
NPA-2018-0012.01,2018-12-13T00:00:00.000,88,Austin City Council,http://austintx.swagit.com/play/45776/0/,https://swagit-video.granicus.com/archive/2018/12/13/12132018-973.360.mp4
NPA-2015-0002.02,2016-05-12T00:00:00.000,27,Austin City Council,http://austintx.swagit.com/play/45708/0/,https://swagit-video.granicus.com/archive/2016/05/12/05122016-573.360.mp4
C14-2013-0048,2013-12-12T00:00:00.000,92,Austin City Council,http://austintx.swagit.com/play/45604/0/,https://swagit-video.granicus.com/archive/2013/12/12/12122013-693.h264.mp4
C14-2015-0109,2016-05-12T00:00:00.000,28,Austin City Council,http://austintx.swagit.com/play/45708/0/,https://swagit-video.granicus.com/archive/2016/05/12/05122016-573.360.mp4
C14-2014-0047,2014-06-12T00:00:00.000,111,Austin City Council,http://austintx.swagit.com/play/45629/0/,https://swagit-video.granicus.com/archive/2014/06/12/06122014-584.360.mp4
C14-2011-0049,2011-07-28T00:00:00.000,135,Austin City Council,http://austintx.swagit.com/play/45466/0/,https://swagit-video.granicus.com/archive/2011/07/28/07282011-77.h264.mp4
C14-2016-0021,2017-03-02T00:00:00.000,60,Austin City Council,http://austintx.swagit.com/play/03022017-539/0/,https://swagit-video.granicus.com/archive/2017/03/02/03022017-547.360.mp4
C14-2016-0022,2016-06-16T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/45711/0/,https://swagit-video.granicus.com/archive/2016/06/17/06172016-517.360.mp4
C14-2016-0077,2017-02-16T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/02162017-598/0/,https://swagit-video.granicus.com/archive/2017/02/16/02162017-610.360.mp4
C14-2014-0073,2014-06-26T00:00:00.000,133,Austin City Council,http://austintx.swagit.com/play/45632/0/,https://swagit-video.granicus.com/archive/2014/06/26/06262014-1017.360.mp4
C14-2013-0027,2013-11-21T00:00:00.000,82,Austin City Council,http://austintx.swagit.com/play/45603/0/,https://swagit-video.granicus.com/archive/2013/11/21/11212013-616.h264.mp4
C14-2018-0040,2018-06-14T00:00:00.000,113,Austin City Council,http://austintx.swagit.com/play/45764/0/,https://swagit-video.granicus.com/archive/2018/06/14/06142018-637.360.mp4
NPA-2010-0007.01,2011-01-13T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45433/0/,https://swagit-video.granicus.com/archive/2011/01/13/01132011-12.h264.mp4
C14-2012-0063,2012-12-06T00:00:00.000,85,Austin City Council,http://austintx.swagit.com/play/45551/0/,https://swagit-video.granicus.com/archive/2012/12/06/12062012-519.h264.mp4
C14-2011-0154,2012-01-26T00:00:00.000,66,Austin City Council,http://austintx.swagit.com/play/45493/0/,https://swagit-video.granicus.com/archive/2012/01/26/01262012-510.h264.mp4
C14-2012-0145,2013-04-11T00:00:00.000,70,Austin City Council,http://austintx.swagit.com/play/45571/0/,https://swagit-video.granicus.com/archive/2013/04/11/04112013-512.h264.mp4
C14-2014-0194,2015-06-11T00:00:00.000,16,Austin City Council,http://austintx.swagit.com/play/45684/0/,https://swagit-video.granicus.com/archive/2015/06/11/06112015-663.360.mp4
C14-2018-0134,2019-03-07T00:00:00.000,48,Austin City Council,http://austintx.swagit.com/play/45781/0/,https://swagit-video.granicus.com/archive/2019/03/07/03072019-611.360.mp4
C14-2010-0044,2010-07-29T00:00:00.000,116,Austin City Council,http://austintx.swagit.com/play/45420/0/,https://swagit-video.granicus.com/archive/2010/07/29/07292010-11.h264.mp4
C14-2012-0013,2012-04-26T00:00:00.000,115,Austin City Council,http://austintx.swagit.com/play/45509/0/,https://swagit-video.granicus.com/archive/2012/04/26/04262012-538.h264.mp4
C14-2012-0016,2012-04-26T00:00:00.000,105,Austin City Council,http://austintx.swagit.com/play/45509/0/,https://swagit-video.granicus.com/archive/2012/04/26/04262012-538.h264.mp4
NPA-2019-0010.01,2019-09-19T00:00:00.000,123,Austin City Council,http://austintx.swagit.com/play/45794/0/,https://swagit-video.granicus.com/archive/2019/09/19/09192019-582.360.mp4
C14-2019-0026,2019-06-20T00:00:00.000,131,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-1723.360.mp4
C14-2015-0161,2016-05-12T00:00:00.000,34,Austin City Council,http://austintx.swagit.com/play/45708/0/,https://swagit-video.granicus.com/archive/2016/05/12/05122016-573.360.mp4
C14-2012-0106,2012-11-01T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45545/0/,https://swagit-video.granicus.com/archive/2012/11/01/11012012-581.h264.mp4
C14-2016-0070,2017-01-26T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/01262017-762/0/,https://swagit-video.granicus.com/archive/2017/01/26/01262017-769.360.mp4
C14-2011-0016,2011-09-22T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45476/0/,https://swagit-video.granicus.com/archive/2011/09/22/09222011-34.h264.mp4
C814-2014-0120,2016-12-15T00:00:00.000,89,Austin City Council,http://austintx.swagit.com/play/45725/0/,https://swagit-video.granicus.com/archive/2016/12/16/12162016-505.360.mp4
C14-2017-0116,2017-12-07T00:00:00.000,92,Austin City Council,http://austintx.swagit.com/play/45752/0/,https://swagit-video.granicus.com/archive/2017/12/07/12072017-598.360.mp4
NPA-2012-0018.09,2012-09-27T00:00:00.000,120,Austin City Council,http://austintx.swagit.com/play/45539/0/,https://swagit-video.granicus.com/archive/2012/09/27/09272012-537.h264.mp4
C14-2015-0006,2015-05-28T00:00:00.000,10,Austin City Council,http://austintx.swagit.com/play/46346/0/,https://swagit-video.granicus.com/archive/2015/05/28/05282015-701.360.mp4
C814-2018-0154,2020-02-20T00:00:00.000,77,Austin City Council,http://austintx.swagit.com/play/45804/0/,https://swagit-video.granicus.com/archive/2020/02/20/02202020-566.360.mp4
C14-2013-0099,2013-10-17T00:00:00.000,72,Austin City Council,http://austintx.swagit.com/play/45598/0/,https://swagit-video.granicus.com/archive/2013/10/17/10172013-536.h264.mp4
C14H-2020-0011,2020-03-26T00:00:00.000,82,Austin City Council,http://austintx.swagit.com/play/45806/0/,https://swagit-video.granicus.com/archive/2020/03/26/03262020-652.360.mp4
C14-2010-0069,2010-07-29T00:00:00.000,119,Austin City Council,http://austintx.swagit.com/play/45420/0/,https://swagit-video.granicus.com/archive/2010/07/29/07292010-11.h264.mp4
C14-2014-0101,2014-11-20T00:00:00.000,139,Austin City Council,http://austintx.swagit.com/play/45649/0/,https://swagit-video.granicus.com/archive/2014/11/20/11202014-546.360.mp4
NPA-2013-0010.01,2013-10-17T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/45598/0/,https://swagit-video.granicus.com/archive/2013/10/17/10172013-536.h264.mp4
C14-2014-0178,2015-02-12T00:00:00.000,79,Austin City Council,http://austintx.swagit.com/play/45661/0/,https://swagit-video.granicus.com/archive/2015/02/12/02122015-843.360.mp4
C14-2014-0036,2015-05-14T00:00:00.000,8,Austin City Council,http://austintx.swagit.com/play/45679/0/,https://swagit-video.granicus.com/archive/2015/05/14/05142015-616.360.mp4
C14-2010-0155,2010-11-18T00:00:00.000,90,Austin City Council,http://austintx.swagit.com/play/45430/0/,https://swagit-video.granicus.com/archive/2010/11/18/11182010-23.h264.mp4
NPA-2012-0023.01,2013-06-06T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45580/0/,https://swagit-video.granicus.com/archive/2013/06/06/06062013-514.h264.mp4
C14-2017-0034,2017-06-08T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45738/0/,https://swagit-video.granicus.com/archive/2017/06/08/06082017-584.360.mp4
C14-2017-0060,2017-08-03T00:00:00.000,114,Austin City Council,http://austintx.swagit.com/play/45741/0/,https://swagit-video.granicus.com/archive/2017/08/03/08032017-530.360.mp4
C14-2018-0141,2019-04-25T00:00:00.000,62,Austin City Council,http://austintx.swagit.com/play/45784/0/,https://swagit-video.granicus.com/archive/2019/04/25/04252019-822.360.mp4
C14-2016-0071,2017-04-20T00:00:00.000,45,Austin City Council,http://austintx.swagit.com/play/45734/0/,https://swagit-video.granicus.com/archive/2017/04/20/04202017-604.360.mp4
C14-2014-0050,2014-09-25T00:00:00.000,118,Austin City Council,http://austintx.swagit.com/play/44968/0/,https://swagit-video.granicus.com/archive/2014/09/25/09252014-591.360.mp4
NPA-2018-0028.01,2018-11-01T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45773/0/,https://swagit-video.granicus.com/archive/2018/11/01/11012018-920.360.mp4
C14-2017-0100,2019-01-31T00:00:00.000,56,Austin City Council,http://austintx.swagit.com/play/45778/0/,https://swagit-video.granicus.com/archive/2019/02/01/02012019-627.360.mp4
C14-2012-0149,2013-02-14T00:00:00.000,76,Austin City Council,http://austintx.swagit.com/play/45560/0/,https://swagit-video.granicus.com/archive/2013/02/14/02142013-534.h264.mp4
C14-2018-0036,2018-06-14T00:00:00.000,89,Austin City Council,http://austintx.swagit.com/play/45764/0/,https://swagit-video.granicus.com/archive/2018/06/14/06142018-637.360.mp4
C14-2017-0094,2019-03-07T00:00:00.000,50,Austin City Council,http://austintx.swagit.com/play/45781/0/,https://swagit-video.granicus.com/archive/2019/03/07/03072019-611.360.mp4
C14-2017-0003,2017-06-08T00:00:00.000,42,Austin City Council,http://austintx.swagit.com/play/45738/0/,https://swagit-video.granicus.com/archive/2017/06/08/06082017-585.360.mp4
C814-2009-0139.02,2011-11-10T00:00:00.000,92,Austin City Council,http://austintx.swagit.com/play/45485/0/,https://swagit-video.granicus.com/archive/2011/11/10/11102011-516.h264.mp4
C14-2017-0067,2017-09-28T00:00:00.000,87,Austin City Council,http://austintx.swagit.com/play/45746/0/,https://swagit-video.granicus.com/archive/2017/09/28/09282017-661.360.mp4
C14-2012-0082,2013-04-25T00:00:00.000,87,Austin City Council,http://austintx.swagit.com/play/45573/0/,https://swagit-video.granicus.com/archive/2013/04/25/04252013-570.h264.mp4
C14-2012-0097,2013-02-14T00:00:00.000,63,Austin City Council,http://austintx.swagit.com/play/45560/0/,https://swagit-video.granicus.com/archive/2013/02/14/02142013-539.h264.mp4
C14-2014-0052,2014-08-28T00:00:00.000,114,Austin City Council,http://austintx.swagit.com/play/45637/0/,https://swagit-video.granicus.com/archive/2014/08/28/08282014-592.360.mp4
NPA-2012-0025.01,2012-06-07T00:00:00.000,43,Austin City Council,http://austintx.swagit.com/play/45519/0/,https://swagit-video.granicus.com/archive/2012/06/07/06072012-516.h264.mp4
C14-2014-0034,2014-09-25T00:00:00.000,110,Austin City Council,http://austintx.swagit.com/play/44968/0/,https://swagit-video.granicus.com/archive/2014/09/25/09252014-591.360.mp4
C14H-2017-0006,2017-06-08T00:00:00.000,48,Austin City Council,http://austintx.swagit.com/play/45738/0/,https://swagit-video.granicus.com/archive/2017/06/08/06082017-584.360.mp4
C14-2013-0158,2014-10-02T00:00:00.000,70,Austin City Council,http://austintx.swagit.com/play/45641/0/,https://swagit-video.granicus.com/archive/2014/10/02/10022014-521.360.mp4
C14-2019-0131,2019-12-05T00:00:00.000,109,Austin City Council,http://austintx.swagit.com/play/45800/0/,https://swagit-video.granicus.com/archive/2019/12/05/12052019-628.360.mp4
NPA-2016-0013.01,2017-01-26T00:00:00.000,63,Austin City Council,http://austintx.swagit.com/play/01262017-762/0/,https://swagit-video.granicus.com/archive/2017/01/26/01262017-769.360.mp4
C14-2011-0083,2011-12-08T00:00:00.000,113,Austin City Council,http://austintx.swagit.com/play/44938/0/,https://swagit-video.granicus.com/archive/2011/12/08/12082011-521.h264.mp4
C14-2016-0090,2017-11-02T00:00:00.000,13,Austin City Council,http://austintx.swagit.com/play/45750/0/,https://swagit-video.granicus.com/archive/2017/11/02/11022017-603.360.mp4
C14H-2010-0024,2010-12-09T00:00:00.000,68,Austin City Council,http://austintx.swagit.com/play/45431/0/,https://swagit-video.granicus.com/archive/2010/12/09/12092010-18.h264.mp4
C14-2012-0145,2013-03-28T00:00:00.000,50,Austin City Council,http://austintx.swagit.com/play/45569/0/,https://swagit-video.granicus.com/archive/2013/03/28/03282013-577.h264.mp4
C14-2013-0109,2013-12-12T00:00:00.000,111,Austin City Council,http://austintx.swagit.com/play/45604/0/,https://swagit-video.granicus.com/archive/2013/12/12/12122013-693.h264.mp4
NPA-2018-0024.01,2019-01-31T00:00:00.000,66,Austin City Council,http://austintx.swagit.com/play/45778/0/,https://swagit-video.granicus.com/archive/2019/02/01/02012019-627.360.mp4
C14-2010-0126,2010-11-18T00:00:00.000,97,Austin City Council,http://austintx.swagit.com/play/45430/0/,https://swagit-video.granicus.com/archive/2010/11/18/11182010-30.h264.mp4
C14-2015-0121,2015-12-10T00:00:00.000,66,Austin City Council,http://austintx.swagit.com/play/45696/0/,https://swagit-video.granicus.com/archive/2015/12/11/12112015-519.360.mp4
C14-2014-0198,2016-02-11T00:00:00.000,31,Austin City Council,http://austintx.swagit.com/play/44974/0/,https://swagit-video.granicus.com/archive/2016/02/11/02112016-635.360.mp4
C814-2008-0087,2009-10-22T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/45399/0/,https://swagit-video.granicus.com/archive/2009/10/22/10222009-20.h264.mp4
C14-2011-0016,2012-03-22T00:00:00.000,79,Austin City Council,http://austintx.swagit.com/play/45502/0/,https://swagit-video.granicus.com/archive/2012/03/22/03222012-549.h264.mp4
C14-2016-0101,2016-11-10T00:00:00.000,59,Austin City Council,http://austintx.swagit.com/play/45722/0/,https://swagit-video.granicus.com/archive/2016/11/11/11112016-592.360.mp4
C14H-2016-0005,2016-06-16T00:00:00.000,67,Austin City Council,http://austintx.swagit.com/play/45711/0/,https://swagit-video.granicus.com/archive/2016/06/17/06172016-517.360.mp4
C814-2015-0074,2016-12-06T00:00:00.000,1,Austin City Council,http://austintx.swagit.com/play/12062016-635/0/,https://swagit-video.granicus.com/archive/2016/12/06/12062016-636.360.mp4
C14H-2010-0022,2011-03-10T00:00:00.000,37,Austin City Council,http://austintx.swagit.com/play/45442/0/,https://swagit-video.granicus.com/archive/2011/03/10/03102011-36.h264.mp4
C14-2012-0062,2012-08-16T00:00:00.000,78,Austin City Council,http://austintx.swagit.com/play/45529/0/,https://swagit-video.granicus.com/archive/2012/08/16/08162012-552.h264.mp4
