case_number,nlp_svd_0,nlp_svd_1,nlp_svd_2,nlp_svd_3,nlp_svd_4,nlp_svd_5,nlp_svd_6,nlp_svd_7,nlp_svd_8,nlp_svd_9,nlp_svd_10,nlp_svd_11,nlp_svd_12,nlp_svd_13,nlp_svd_14,nlp_svd_15,nlp_svd_16,nlp_svd_17,nlp_svd_18,nlp_svd_19
C814-2012-0085.01,0.24185899181247641,-0.0063685235281166555,0.12218718697351398,-0.16498245342909953,-0.13479390299006597,0.18225228049331915,0.1355967137225399,-0.29224847189624475,-0.04546776545751185,0.19542252783028302,-0.1615703798688069,0.09412275625498577,-0.22990719732644851,0.20213163431596964,0.226612372806719,-0.12985594883292104,0.06156688721842249,-0.13427548495563688,-0.09027776834618192,0.15233713053952663
C14-2015-0163,0.3974505336326121,-0.14850813526653392,0.33440857531841345,-0.1130484862852999,-0.045172120417403594,-0.12059392773944484,-0.1053652510329239,-0.1226698058230023,0.017328264491897487,-0.14817746636811183,0.031007936090700464,0.07070751056254196,0.25210466913166363,0.2153327420125608,0.2862724828964083,0.11243218331306076,0.025278255790791473,0.04272710134549349,0.005515798283721196,0.11353206705618649
C14-2019-0123,0.5447752061825609,0.12361839215505716,-0.25353050120642884,0.07068670945030227,0.036295123917780024,-0.0657662893949407,0.10207002474546877,0.04537540331898243,0.1121494141972964,-0.11254825476696578,-0.09428013798581053,0.3313326941705902,-0.0349115540143922,-0.057396271766752986,-0.02736657252004377,0.026125662972743238,-0.03673504809864272,0.04090733632169638,-0.039932431917952024,-0.18015755496514524
C14-2019-0048,0.5300446677046882,-0.11676685451079236,-0.037288515937630946,-0.19301433623002398,0.07097228822971093,0.006956693702545583,-0.06696659269588001,-0.06573000428647824,-0.15468554133965481,-0.15953240366812052,-0.04946248068831107,-0.027082426493384368,0.09495825865858688,-0.061893464476435726,-0.039483082008847974,-0.052786262447824486,0.014829306355434713,-0.02273230332417162,-0.048626011243950974,0.07895003377799958
C14-2019-0167,0.5722232000793647,-0.06327305714974714,-0.2523161422956694,0.11139740541202645,-0.06256424601735701,0.02842287073752634,-0.19720684748153025,-0.10749816544213624,-0.031696108123094965,-0.051186389179501926,0.03327714714183853,-0.07171167385047897,0.04670000109465557,-0.054985649096437175,-0.024851113940508443,-0.14675087463348596,0.08417860115245834,0.14204607861637064,0.0947117486337885,0.08588635729497753
C14-2014-0134,0.38241735164270235,-0.07312009842284717,-0.09031476118697965,0.11278774253829744,-0.2666435187928731,0.09267005769656052,0.20006718924000375,-0.30100926362745606,-0.1805911410747298,0.18527191719016503,-0.16359385018944606,0.010804175926640135,0.10027859971171697,0.21078713677523161,-0.266473168109356,0.12252042539072006,0.035464573737476746,0.05316714153275939,0.04749580023417644,-0.10524038660944382
C14-2011-0043,0.57343225657599,-0.1167862352654315,-0.38835860895438806,0.18900876049640944,-0.07963040627256328,0.09760523983597126,-0.2968014944764795,-0.2389004550347543,0.008864909967981973,0.07555487974419098,0.13316711940007014,-0.14114702812944424,-0.13494072845376015,-0.1905954719470041,0.10259587081814037,0.18764782531473256,-0.013687979344935729,0.06478183113763757,0.05169150210169136,-0.03248286569674847
C14-2017-0022,0.4241587584215015,-0.1105072914789559,-0.10379031157764076,-0.21233903855002847,0.011684148833471911,0.13099106503426802,-0.13250806177052038,-0.09304562940112125,-0.07386693568304945,-0.01676496114484688,-0.0059443033243399565,-0.060663238633491844,0.15357055467023506,-0.054413266380379764,0.03192917141590809,-0.1052704605218499,-0.008382567913038591,-0.08527022962288174,-0.04237642249877255,0.16956246588772964
C14-2015-0118,0.46225376767269477,-0.03284095849664302,0.0030017637521084135,0.0715675737335085,-0.2289235690554935,0.05619576270073657,0.10182952021110964,0.13065631155337373,0.1526991783520583,-0.1083808693140089,-0.10259451452080175,-0.08538060744263329,-0.025173971692272683,-0.012302576185894445,-0.08274369220496043,0.09438730650552939,-0.23754378934089554,-0.1052707448722213,0.02623186893482751,0.21271606011623143
C14-2013-0064,0.4980116942292299,-0.033508728090543886,-0.06328118972751128,-0.1268527122708831,0.12825184305702556,-0.17610885880234242,0.3512650237533145,0.07031287606177886,-0.19509908308730037,-0.13048790585422082,-0.1186167074154002,-0.09138991512523896,0.0077353237118669115,-0.11344940722283674,0.04165462778041042,0.04625842735361127,0.006941905149381453,0.0057733991932777794,-0.10697408383261953,-0.03486691217186783
