CASE_NUMBER,Meeting_Date,backup_links,document_count
C14-2013-0096,2013-11-21T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201348""}, {""title"": ""20131121-093, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201348""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201349""}, {""title"": ""20131121-093, Agenda Backup: Staff Report (C14 2013 0096)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201349""}]",4
C14-2010-0131,2011-01-27T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147982""}, {""title"": ""Ordinance No. 20110127-047"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147982""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147790""}, {""title"": ""20110127-047, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147790""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147791""}, {""title"": ""20110127-047, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147791""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147792""}, {""title"": ""20110127-047, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=147792""}]",8
C14-2016-0134,2017-05-04T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286079""}, {""title"": ""Ordinance No. 20171005-040"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286079""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=285305""}, {""title"": ""20171005-040, Agenda Backup: Draft Ordinance (C14-2016-0134)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=285305""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284609""}, {""title"": ""20171005-040, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284609""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284550""}, {""title"": ""20171005-040, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284550""}]",8
C14-2012-0024,2012-06-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172614""}, {""title"": ""Ordinance No. 20120628-109"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172614""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172291""}, {""title"": ""20120628-109, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172291""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172290""}, {""title"": ""20120628-109, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172290""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172292""}, {""title"": ""20120628-109, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172292""}]",8
C14-2017-0150,2018-03-22T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=298102""}, {""title"": ""Ordinance No. 20180426-056"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=298102""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296614""}, {""title"": ""20180426-056, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296614""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296723""}, {""title"": ""20180426-056, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296723""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296613""}, {""title"": ""20180426-056, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=296613""}]",8
C14-2018-0085,2018-12-13T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312815""}, {""title"": ""Ordinance No. 20181213-077"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312815""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312228""}, {""title"": ""20181213-077, Agenda Backup: Backup (Additional Correspondence)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312228""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311838""}, {""title"": ""20181213-077, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311838""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311645""}, {""title"": ""20181213-077, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311645""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311522""}, {""title"": ""20181213-077, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311522""}]",10
C14-2013-0113,2014-02-13T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223850""}, {""title"": ""Ordinance No. 20141211-144"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223850""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223074""}, {""title"": ""20141211-144, Agenda Backup: Ordinance (C14-2013-0113)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223074""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223073""}, {""title"": ""20141211-144, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223073""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223075""}, {""title"": ""20141211-144, Agenda Backup: Restrictive Covenant (C14-2013-0113)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223075""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223076""}, {""title"": ""20141211-144, Agenda Backup: Staff Report (C14-2014-0113)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223076""}]",10
C14-2017-0032,2017-06-15T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279945""}, {""title"": ""Ordinance No. 20170622-051"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279945""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279535""}, {""title"": ""20170622-051, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279535""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279533""}, {""title"": ""20170622-051, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279533""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279534""}, {""title"": ""20170622-051, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=279534""}]",8
C14-2013-0097,2013-10-17T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201350""}, {""title"": ""20131121-094, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201350""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201351""}, {""title"": ""20131121-094, Agenda Backup: Staff Report (C14 2013 0097)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201351""}]",4
C14-2018-0028,2019-10-17T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330446""}, {""title"": ""Ordinance No. 20191017-048"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330446""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328986""}, {""title"": ""20191017-048, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328986""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328985""}, {""title"": ""20191017-048, Agenda Backup: Letter"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328985""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328989""}, {""title"": ""20191017-048, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328989""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328987""}, {""title"": ""20191017-048, Agenda Backup: Signed Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328987""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328988""}, {""title"": ""20191017-048, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328988""}]",12
C14-2010-0015,2010-08-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144580""}, {""title"": ""Ordinance No. 20101014-047"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144580""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144204""}, {""title"": ""20101014-047, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144204""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144205""}, {""title"": ""20101014-047, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144205""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144206""}, {""title"": ""20101014-047, Agenda Backup (Revised Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144206""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144207""}, {""title"": ""20101014-047, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144207""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144579""}, {""title"": ""20101014-047, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144579""}]",12
NPA-2016-0016.01,2017-08-03T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288551""}, {""title"": ""20171207-075, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288551""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288661""}, {""title"": ""20171207-075, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288661""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288552""}, {""title"": ""20171207-075, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288552""}]",6
C14-2012-0112,2013-03-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180323""}, {""title"": ""20121206-120, Agenda Backup: East Riverside Corrdor Backup A"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180323""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180322""}, {""title"": ""20121206-120, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180322""}]",4
C14-2016-0001,2016-05-12T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=255112""}, {""title"": ""Ordinance No. 20160512-037"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=255112""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=253850""}, {""title"": ""20160512-037, Agenda Backup: Draft Ordinance (C14-2016-0001)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=253850""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=253848""}, {""title"": ""20160512-037, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=253848""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=253849""}, {""title"": ""20160512-037, Agenda Backup: Staff Report (C14-2016-0001)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=253849""}]",8
NPA-2014-0029.01,2015-02-12T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221867""}, {""title"": ""20141120-155, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221867""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221868""}, {""title"": ""20141120-155, Agenda Backup: Staff Report (NPA-2014-0029-01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221868""}]",4
C14-2019-0088,2019-09-19T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328112""}, {""title"": ""20191003-075, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328112""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328114""}, {""title"": ""20191003-075, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328114""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328113""}, {""title"": ""20191003-075, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328113""}]",6
NPA-2012-0019.01,2012-09-27T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180249""}, {""title"": ""20121206-094, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180249""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180250""}, {""title"": ""20121206-094, Agenda Backup: Staff Report (npa 2012 0019 01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180250""}]",4
C14-2014-0114,2014-11-06T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223128""}, {""title"": ""20141211-161, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223128""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223129""}, {""title"": ""20141211-161, Agenda Backup: Staff Report (C14-2014-0114)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223129""}]",4
C14H-2018-0151,2019-04-25T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=319127""}, {""title"": ""Ordinance No. 20190425-059"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=319127""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318041""}, {""title"": ""20190425-059, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318041""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=317891""}, {""title"": ""20190425-059, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=317891""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318382""}, {""title"": ""20190425-059, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318382""}]",8
C14-2012-0100,2013-08-08T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194559""}, {""title"": ""Ordinance No. 20130808-090"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194559""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194084""}, {""title"": ""20130808-090, Agenda Backup: Ordinance (c14 2012 0100)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194084""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194082""}, {""title"": ""20130808-090, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194082""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194085""}, {""title"": ""20130808-090, Agenda Backup: Restrictive Covenant (c14 2012 0100)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194085""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194083""}, {""title"": ""20130808-090, Agenda Backup: Staff Report (c14 2012 0100)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=194083""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=196212""}, {""title"": ""20130808-090, Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=196212""}]",12
C14-2015-0092,2015-11-12T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=243806""}, {""title"": ""Ordinance No. 20151112-062"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=243806""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=242495""}, {""title"": ""20151112-062, Agenda Backup: Ordinance (C14-2015-0092)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=242495""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=242493""}, {""title"": ""20151112-062, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=242493""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=242494""}, {""title"": ""20151112-062, Agenda Backup: Staff Report (C14-2015-0092)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=242494""}]",8
NPA-2016-0016.02,2017-12-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289585""}, {""title"": ""20171207-074, Agenda Backup: Applicants Withdraw Memo"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289585""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288660""}, {""title"": ""20171207-074, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288660""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288550""}, {""title"": ""20171207-074, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288550""}]",6
C14-2012-0016,2012-06-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172302""}, {""title"": ""20120628-112, Agenda Backup: Ordinance (C14 2012 0016)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172302""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172300""}, {""title"": ""20120628-112, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172300""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172301""}, {""title"": ""20120628-112, Agenda Backup: Staff Report (C14 2012 0016)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172301""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172454""}, {""title"": ""20120628-112, Agenda Late Backup Part 1 of 3"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172454""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172455""}, {""title"": ""20120628-112, Agenda Late Backup Part 2 of 3"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172455""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172468""}, {""title"": ""20120628-112, Agenda Late Backup Part 3 of 3"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172468""}]",12
NPA-2019-0015.02,2020-03-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=349421""}, {""title"": ""Ordinance No. 20201015-059"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=349421""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=348016""}, {""title"": ""20201015-059, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=348016""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=348017""}, {""title"": ""20201015-059, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=348017""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=348015""}, {""title"": ""20201015-059, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=348015""}]",8
C14-2013-0036,2013-05-09T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190244""}, {""title"": ""Ordinance No. 20130523-091"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190244""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=189951""}, {""title"": ""20130523-091, Agenda Backup: Ordinance (C14 2013 0036)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=189951""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=189949""}, {""title"": ""20130523-091, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=189949""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=189950""}, {""title"": ""20130523-091, Agenda Backup: Staff Report (C14 2013 0036)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=189950""}]",8
C14-2017-0148,2019-10-17T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=300628""}, {""title"": ""20180628-101, Agenda Backup: Applicant Indefinite Postponement Request"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=300628""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=300763""}, {""title"": ""20180628-101, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=300763""}]",4
C14-2012-0143,2013-01-17T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182820""}, {""title"": ""Ordinance No. 20130117-087"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182820""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182493""}, {""title"": ""20130117-087, Agenda Backup: Ordinance (C14 2012 0143)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182493""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182491""}, {""title"": ""20130117-087, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182491""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182492""}, {""title"": ""20130117-087, Agenda Backup: Staff Report (C14 2012 0143)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182492""}]",8
C14-2014-0008,2014-08-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215095""}, {""title"": ""Ordinance No. 20140807-135"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215095""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214226""}, {""title"": ""20140807-135, Agenda Backup: Ordinance (C14 2014 0008)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214226""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214223""}, {""title"": ""20140807-135, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214223""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214225""}, {""title"": ""20140807-135, Agenda Backup: Restrictive Covenant (C14 2014 0008)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214225""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214224""}, {""title"": ""20140807-135, Agenda Backup: Staff Report (C14 2014 0008)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214224""}]",10
C14-2016-0124,2017-03-23T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277616""}, {""title"": ""Ordinance No. 20170518-056"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277616""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277289""}, {""title"": ""20170518-056, Agenda Backup: Draft Ordinance (C14-2016-0124)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277289""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277286""}, {""title"": ""20170518-056, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277286""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277288""}, {""title"": ""20170518-056, Agenda Backup: Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277288""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277287""}, {""title"": ""20170518-056, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277287""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277472""}, {""title"": ""20170518-056, Agenda Late Backup: Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=277472""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278184""}, {""title"": ""20170518-056, Agenda Late Backup: Restrictive Covenant, recorded"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=278184""}]",14
C14-2011-0160,2012-03-08T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=170491""}, {""title"": ""20120524-121, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=170491""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=170492""}, {""title"": ""20120524-121, Agenda Backup: Staff Report (C14 2011 0160)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=170492""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=170741""}, {""title"": ""20120524-121, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=170741""}]",6
