standardized_tcad_id,CASE_NUMBER,SUB_TYPE,APPLICATION_START_DATE,env_id,LATITUDE,LONGITUDE,zoning_delta_intensity
0412050314,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050316,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050514,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050317,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050321,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050629,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050502,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050503,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050504,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050505,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050506,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050508,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050509,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050510,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050511,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050512,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050318,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050630,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0412050612,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0418080801,NPA-2019-0020.03,Amended Neighborhood Plan,01/15/2019,Regime_0,30.19988804,-97.77542996,1.0
0227200308,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200409,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200618,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200619,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200620,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200621,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200801,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200802,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200406,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200803,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200806,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0227200807,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0414030311,NPA-2019-0020.01,Amended Neighborhood Plan,01/15/2019,Regime_0,30.21469515,-97.76509742,1.0
0226220209,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0226220501,NPA-2019-0029.01,Amended Neighborhood Plan,01/15/2019,Regime_2,30.32304099,-97.68305013,1.0
0420070101,NPA-2019-0020.03,Amended Neighborhood Plan,01/15/2019,Regime_0,30.19988804,-97.77542996,1.0
